image_path,cache_path,file_stem,traffic_type,variant,hardware_source,label,assigned_q,evaluation_split,selection_scope,evidence_role,saved_attack_probability
train/attack/digital_1/iphone15pro/indian-NF-1061.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/indian-NF-1061.jpg,indian-NF-1061,attack,digital_1,iphone15pro,1,50,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/indian-NF-1061.jpg,data/processed/policy_c/train/attack/digital_1/scan/indian-NF-1061.jpg,indian-NF-1061,attack,digital_1,scan,1,77,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/persian-144_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/persian-144_03.jpg,persian-144_03,attack,digital_1,huawei,1,50,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/iphone15pro/persian-144_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/persian-144_03.jpg,persian-144_03,attack,digital_1,iphone15pro,1,88,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/persian-144_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/persian-144_03.jpg,persian-144_03,attack,digital_1,scan,1,72,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/persian-NF-1018.jpg,data/processed/policy_c/train/attack/digital_1/huawei/persian-NF-1018.jpg,persian-NF-1018,attack,digital_1,huawei,1,73,dev_val,all_attacks,heldout_primary,0.998046875
train/attack/digital_1/iphone15pro/persian-NF-1018.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/persian-NF-1018.jpg,persian-NF-1018,attack,digital_1,iphone15pro,1,50,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/persian-NF-1018.jpg,data/processed/policy_c/train/attack/digital_1/scan/persian-NF-1018.jpg,persian-NF-1018,attack,digital_1,scan,1,73,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/persian-NF-1097.jpg,data/processed/policy_c/train/attack/digital_1/huawei/persian-NF-1097.jpg,persian-NF-1097,attack,digital_1,huawei,1,86,dev_val,all_attacks,heldout_primary,0.99951171875
train/attack/digital_1/iphone15pro/persian-NF-1097.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/persian-NF-1097.jpg,persian-NF-1097,attack,digital_1,iphone15pro,1,88,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/persian-NF-1097.jpg,data/processed/policy_c/train/attack/digital_1/scan/persian-NF-1097.jpg,persian-NF-1097,attack,digital_1,scan,1,89,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/persian-NM-1035.jpg,data/processed/policy_c/train/attack/digital_1/huawei/persian-NM-1035.jpg,persian-NM-1035,attack,digital_1,huawei,1,64,dev_val,all_attacks,heldout_primary,0.99609375
train/attack/digital_1/iphone15pro/persian-NM-1035.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/persian-NM-1035.jpg,persian-NM-1035,attack,digital_1,iphone15pro,1,53,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/persian-NM-1035.jpg,data/processed/policy_c/train/attack/digital_1/scan/persian-NM-1035.jpg,persian-NM-1035,attack,digital_1,scan,1,59,dev_val,all_attacks,heldout_primary,0.99951171875
train/attack/digital_1/huawei/portugal-013_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/portugal-013_03.jpg,portugal-013_03,attack,digital_1,huawei,1,80,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/iphone15pro/portugal-013_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/portugal-013_03.jpg,portugal-013_03,attack,digital_1,iphone15pro,1,58,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/portugal-013_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/portugal-013_03.jpg,portugal-013_03,attack,digital_1,scan,1,57,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/portugal-017_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/portugal-017_03.jpg,portugal-017_03,attack,digital_1,huawei,1,52,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/iphone15pro/portugal-017_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/portugal-017_03.jpg,portugal-017_03,attack,digital_1,iphone15pro,1,86,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/portugal-017_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/portugal-017_03.jpg,portugal-017_03,attack,digital_1,scan,1,64,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/portugal-029_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/portugal-029_03.jpg,portugal-029_03,attack,digital_1,huawei,1,59,dev_val,all_attacks,heldout_primary,0.99951171875
train/attack/digital_1/iphone15pro/portugal-029_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/portugal-029_03.jpg,portugal-029_03,attack,digital_1,iphone15pro,1,78,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/portugal-029_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/portugal-029_03.jpg,portugal-029_03,attack,digital_1,scan,1,71,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/portugal-119_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/portugal-119_03.jpg,portugal-119_03,attack,digital_1,huawei,1,74,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/iphone15pro/portugal-119_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/portugal-119_03.jpg,portugal-119_03,attack,digital_1,iphone15pro,1,81,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/portugal-119_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/portugal-119_03.jpg,portugal-119_03,attack,digital_1,scan,1,88,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/portugal-NF-1060.jpg,data/processed/policy_c/train/attack/digital_1/huawei/portugal-NF-1060.jpg,portugal-NF-1060,attack,digital_1,huawei,1,89,dev_val,all_attacks,heldout_primary,0.99560546875
train/attack/digital_1/iphone15pro/portugal-NF-1060.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/portugal-NF-1060.jpg,portugal-NF-1060,attack,digital_1,iphone15pro,1,84,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/portugal-NF-1060.jpg,data/processed/policy_c/train/attack/digital_1/scan/portugal-NF-1060.jpg,portugal-NF-1060,attack,digital_1,scan,1,73,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/portugal-NF-1066.jpg,data/processed/policy_c/train/attack/digital_1/huawei/portugal-NF-1066.jpg,portugal-NF-1066,attack,digital_1,huawei,1,51,dev_val,all_attacks,heldout_primary,0.99951171875
train/attack/digital_1/iphone15pro/portugal-NF-1066.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/portugal-NF-1066.jpg,portugal-NF-1066,attack,digital_1,iphone15pro,1,90,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/portugal-NF-1066.jpg,data/processed/policy_c/train/attack/digital_1/scan/portugal-NF-1066.jpg,portugal-NF-1066,attack,digital_1,scan,1,80,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/portugal-NF-1109.jpg,data/processed/policy_c/train/attack/digital_1/huawei/portugal-NF-1109.jpg,portugal-NF-1109,attack,digital_1,huawei,1,73,dev_val,all_attacks,heldout_primary,0.99951171875
train/attack/digital_1/iphone15pro/portugal-NF-1109.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/portugal-NF-1109.jpg,portugal-NF-1109,attack,digital_1,iphone15pro,1,56,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/portugal-NF-1109.jpg,data/processed/policy_c/train/attack/digital_1/scan/portugal-NF-1109.jpg,portugal-NF-1109,attack,digital_1,scan,1,87,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/russian-062_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/russian-062_03.jpg,russian-062_03,attack,digital_1,huawei,1,52,dev_val,all_attacks,heldout_primary,0.99658203125
train/attack/digital_1/iphone15pro/russian-062_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/russian-062_03.jpg,russian-062_03,attack,digital_1,iphone15pro,1,62,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/russian-062_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/russian-062_03.jpg,russian-062_03,attack,digital_1,scan,1,69,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/russian-132_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/russian-132_03.jpg,russian-132_03,attack,digital_1,huawei,1,69,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/iphone15pro/russian-132_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/russian-132_03.jpg,russian-132_03,attack,digital_1,iphone15pro,1,85,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/russian-132_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/russian-132_03.jpg,russian-132_03,attack,digital_1,scan,1,53,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/russian-NF-1089.jpg,data/processed/policy_c/train/attack/digital_1/huawei/russian-NF-1089.jpg,russian-NF-1089,attack,digital_1,huawei,1,72,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/iphone15pro/russian-NF-1089.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/russian-NF-1089.jpg,russian-NF-1089,attack,digital_1,iphone15pro,1,51,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/russian-NF-1089.jpg,data/processed/policy_c/train/attack/digital_1/scan/russian-NF-1089.jpg,russian-NF-1089,attack,digital_1,scan,1,80,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/russian-NF-1099.jpg,data/processed/policy_c/train/attack/digital_1/huawei/russian-NF-1099.jpg,russian-NF-1099,attack,digital_1,huawei,1,65,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/iphone15pro/russian-NF-1099.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/russian-NF-1099.jpg,russian-NF-1099,attack,digital_1,iphone15pro,1,85,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/russian-NF-1099.jpg,data/processed/policy_c/train/attack/digital_1/scan/russian-NF-1099.jpg,russian-NF-1099,attack,digital_1,scan,1,53,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/turkiye-032_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/turkiye-032_03.jpg,turkiye-032_03,attack,digital_1,huawei,1,62,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/iphone15pro/turkiye-032_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/turkiye-032_03.jpg,turkiye-032_03,attack,digital_1,iphone15pro,1,55,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/turkiye-032_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/turkiye-032_03.jpg,turkiye-032_03,attack,digital_1,scan,1,53,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/turkiye-101_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/turkiye-101_03.jpg,turkiye-101_03,attack,digital_1,huawei,1,57,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/iphone15pro/turkiye-101_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/turkiye-101_03.jpg,turkiye-101_03,attack,digital_1,iphone15pro,1,52,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/turkiye-101_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/turkiye-101_03.jpg,turkiye-101_03,attack,digital_1,scan,1,76,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/turkiye-104_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/turkiye-104_03.jpg,turkiye-104_03,attack,digital_1,huawei,1,74,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/iphone15pro/turkiye-104_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/turkiye-104_03.jpg,turkiye-104_03,attack,digital_1,iphone15pro,1,66,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/turkiye-104_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/turkiye-104_03.jpg,turkiye-104_03,attack,digital_1,scan,1,57,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/turkiye-115_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/turkiye-115_03.jpg,turkiye-115_03,attack,digital_1,huawei,1,59,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/iphone15pro/turkiye-115_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/turkiye-115_03.jpg,turkiye-115_03,attack,digital_1,iphone15pro,1,68,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/turkiye-115_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/turkiye-115_03.jpg,turkiye-115_03,attack,digital_1,scan,1,87,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/turkiye-NF-1002.jpg,data/processed/policy_c/train/attack/digital_1/huawei/turkiye-NF-1002.jpg,turkiye-NF-1002,attack,digital_1,huawei,1,53,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/iphone15pro/turkiye-NF-1002.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/turkiye-NF-1002.jpg,turkiye-NF-1002,attack,digital_1,iphone15pro,1,84,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/turkiye-NF-1002.jpg,data/processed/policy_c/train/attack/digital_1/scan/turkiye-NF-1002.jpg,turkiye-NF-1002,attack,digital_1,scan,1,88,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/turkiye-NM-1055.jpg,data/processed/policy_c/train/attack/digital_1/huawei/turkiye-NM-1055.jpg,turkiye-NM-1055,attack,digital_1,huawei,1,60,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/iphone15pro/turkiye-NM-1055.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/turkiye-NM-1055.jpg,turkiye-NM-1055,attack,digital_1,iphone15pro,1,62,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/turkiye-NM-1055.jpg,data/processed/policy_c/train/attack/digital_1/scan/turkiye-NM-1055.jpg,turkiye-NM-1055,attack,digital_1,scan,1,74,dev_val,all_attacks,heldout_primary,1.0
