image_path,eval_split_home,file_stem_home,traffic_type_home,variant_home,hardware_source_home,label_home,assigned_q_home,cache_sha256_home,native_height_home,native_width_home,trufor_score_home,map_min_home,map_max_home,map_mean_home,checkpoint_sha256_home,eval_split_lab,file_stem_lab,traffic_type_lab,variant_lab,hardware_source_lab,label_lab,assigned_q_lab,cache_sha256_lab,native_height_lab,native_width_lab,trufor_score_lab,map_min_lab,map_max_lab,map_mean_lab,checkpoint_sha256_lab,score_signed_diff_lab_minus_home,score_abs_diff,map_min_signed_diff_lab_minus_home,map_min_abs_diff,map_max_signed_diff_lab_minus_home,map_max_abs_diff,map_mean_signed_diff_lab_minus_home,map_mean_abs_diff,home_prediction,lab_prediction,decision_flip,home_correct,lab_correct,home_distance_to_threshold,lab_distance_to_threshold
test/attack/digital_3/huawei/arabic-173_03.jpg,official_test,arabic-173_03,attack,digital_3,huawei,1,66,f71fa14e0c097f590cb5c031c1f6d0308e465f8921819310445f8bb635c7f045,1986,3208,0.9930728077888488,3.831974390777759e-05,0.9998761415481568,0.0223586540669202,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,official_test,arabic-173_03,attack,digital_3,huawei,1,66,f71fa14e0c097f590cb5c031c1f6d0308e465f8921819310445f8bb635c7f045,1986,3208,0.9930728077888488,3.831974390777759e-05,0.9998761415481568,0.0223586559295654,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,0.0,0.0,0.0,0.0,0.0,0.0,1.8626451978032144e-09,1.8626451978032144e-09,1,1,False,True,True,0.4601168334484099,0.4601168334484099
test/attack/digital_3/huawei/arabic-NF-1003.jpg,official_test,arabic-NF-1003,attack,digital_3,huawei,1,66,70b92d6873d4c8df3708e53230372f8db1685eefca99a2ec41f16efc00a63352,1963,3190,0.9981118440628052,9.074788067664484e-06,0.9999409914016724,0.0179018899798393,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,official_test,arabic-NF-1003,attack,digital_3,huawei,1,66,70b92d6873d4c8df3708e53230372f8db1685eefca99a2ec41f16efc00a63352,1963,3190,0.9981118440628052,9.07480534806382e-06,0.9999409914016724,0.0179018899798393,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,0.0,0.0,1.7280399337073768e-11,1.7280399337073768e-11,0.0,0.0,0.0,0.0,1,1,False,True,True,0.46515586972236633,0.46515586972236633
test/attack/digital_3/huawei/arabic-NF-1012.jpg,official_test,arabic-NF-1012,attack,digital_3,huawei,1,73,cea053df1bbf61db2e70b96850b4853bd9edb198e25f71aeeef809bec5a49736,1965,3183,0.9989257454872132,1.6563932149438187e-05,0.999957799911499,0.0140719395130872,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,official_test,arabic-NF-1012,attack,digital_3,huawei,1,73,cea053df1bbf61db2e70b96850b4853bd9edb198e25f71aeeef809bec5a49736,1965,3183,0.9989257454872132,1.656396489124745e-05,0.999957799911499,0.0140719367191195,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,0.0,0.0,3.2741809263825417e-11,3.2741809263825417e-11,0.0,0.0,-2.793967699560307e-09,2.793967699560307e-09,1,1,False,True,True,0.4659697711467744,0.4659697711467744
test/attack/digital_3/huawei/arabic-NF-1030.jpg,official_test,arabic-NF-1030,attack,digital_3,huawei,1,80,c6a96ee5b9f1204f6a78339ac9d911ef76710a61c90f74a6bd545a9ce8c8f806,1962,3181,0.9980902075767516,5.480611889652209e-06,0.9999374151229858,0.0156532172113657,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,official_test,arabic-NF-1030,attack,digital_3,huawei,1,80,c6a96ee5b9f1204f6a78339ac9d911ef76710a61c90f74a6bd545a9ce8c8f806,1962,3181,0.9980902075767516,5.480601430463139e-06,0.9999374151229858,0.0156532172113657,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,0.0,0.0,-1.0459189070388675e-11,1.0459189070388675e-11,0.0,0.0,0.0,0.0,1,1,False,True,True,0.46513423323631276,0.46513423323631276
test/attack/digital_3/huawei/arabic-NF-1037.jpg,official_test,arabic-NF-1037,attack,digital_3,huawei,1,81,1ec59759d0f0e5428cbaa49c09c8b261fa83ab8d50479b9b03a302425f9257af,1889,3033,0.96324223279953,0.0002926710876636,0.9999536275863647,0.0311637800186872,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,official_test,arabic-NF-1037,attack,digital_3,huawei,1,81,1ec59759d0f0e5428cbaa49c09c8b261fa83ab8d50479b9b03a302425f9257af,1889,3033,0.96324223279953,0.0002926716406363,0.9999536275863647,0.0311637800186872,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,0.0,0.0,5.529727000190728e-10,5.529727000190728e-10,0.0,0.0,0.0,0.0,1,1,False,True,True,0.4302862584590912,0.4302862584590912
test/attack/digital_3/huawei/arabic-NF-1040.jpg,official_test,arabic-NF-1040,attack,digital_3,huawei,1,60,70d744e11c266adf0ab11b19a9fa850cdf4ea22be93a79b7baed2bfe2513d356,1969,3192,0.994500994682312,2.0819450583076105e-05,0.9998964071273804,0.0182862505316734,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,official_test,arabic-NF-1040,attack,digital_3,huawei,1,60,70d744e11c266adf0ab11b19a9fa850cdf4ea22be93a79b7baed2bfe2513d356,1969,3192,0.994500994682312,2.0819410565309227e-05,0.9998964071273804,0.0182862523943185,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,0.0,0.0,-4.001776687800884e-11,4.001776687800884e-11,0.0,0.0,1.8626451006586997e-09,1.8626451006586997e-09,1,1,False,True,True,0.46154502034187317,0.46154502034187317
test/attack/digital_3/huawei/arabic-NF-1045.jpg,official_test,arabic-NF-1045,attack,digital_3,huawei,1,56,00fe260ba9eae72d420b048e7f0f3da3864edb5de594e3a1b6d3afb487662054,1977,3183,0.99754399061203,2.597168986540055e-06,0.9999361038208008,0.0160728711634874,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,official_test,arabic-NF-1045,attack,digital_3,huawei,1,56,00fe260ba9eae72d420b048e7f0f3da3864edb5de594e3a1b6d3afb487662054,1977,3183,0.99754399061203,2.59717921835545e-06,0.9999361038208008,0.0160728711634874,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,0.0,0.0,1.0231815394945443e-11,1.0231815394945443e-11,0.0,0.0,0.0,0.0,1,1,False,True,True,0.4645880162715912,0.4645880162715912
test/attack/digital_3/huawei/arabic-NF-1048.jpg,official_test,arabic-NF-1048,attack,digital_3,huawei,1,55,139765f73cc5e8efb348d0b93b1e3b8938563ba88c24508476f5ed150c21643b,1891,3045,0.9929388761520386,2.681900696188677e-05,0.9999455213546752,0.0208593271672725,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,official_test,arabic-NF-1048,attack,digital_3,huawei,1,55,139765f73cc5e8efb348d0b93b1e3b8938563ba88c24508476f5ed150c21643b,1891,3045,0.9929388761520386,2.681890509848017e-05,0.9999455213546752,0.0208593271672725,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,0.0,0.0,-1.018634066019561e-10,1.018634066019561e-10,0.0,0.0,0.0,0.0,1,1,False,True,True,0.45998290181159973,0.45998290181159973
test/attack/digital_3/huawei/arabic-NF-1049.jpg,official_test,arabic-NF-1049,attack,digital_3,huawei,1,89,23cded3bf527c43f8869a7464844e569499aef4460afba2bbee7c18ef85df9d2,1964,3184,0.9997159838676452,2.347811232539243e-06,0.9999063014984132,0.0131741529330611,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,official_test,arabic-NF-1049,attack,digital_3,huawei,1,89,23cded3bf527c43f8869a7464844e569499aef4460afba2bbee7c18ef85df9d2,1964,3184,0.9997159838676452,2.3478064576920588e-06,0.9999063014984132,0.0131741529330611,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,0.0,0.0,-4.774847184307873e-12,4.774847184307873e-12,0.0,0.0,0.0,0.0,1,1,False,True,True,0.4667600095272063,0.4667600095272063
test/attack/digital_3/huawei/arabic-NF-1053.jpg,official_test,arabic-NF-1053,attack,digital_3,huawei,1,82,dbae11082c654005463798612344fc16c11a14ddc31bce4d950592537f9788c6,1964,3187,0.968820095062256,3.292437759228051e-05,0.999860405921936,0.0205028466880321,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,official_test,arabic-NF-1053,attack,digital_3,huawei,1,82,dbae11082c654005463798612344fc16c11a14ddc31bce4d950592537f9788c6,1964,3187,0.968820095062256,3.292441033408977e-05,0.999860405921936,0.0205028466880321,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,0.0,0.0,3.2741809263825417e-11,3.2741809263825417e-11,0.0,0.0,0.0,0.0,1,1,False,True,True,0.4358641207218171,0.4358641207218171
test/attack/digital_3/huawei/arabic-NF-1098.jpg,official_test,arabic-NF-1098,attack,digital_3,huawei,1,68,a65b97a4a23ebe2af4dc3c319a6fa02f744b1b343c0e037c38ddb521f60a3c40,1894,3037,0.9977949857711792,2.73298064712435e-05,0.9998993873596193,0.0115799512714147,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,official_test,arabic-NF-1098,attack,digital_3,huawei,1,68,a65b97a4a23ebe2af4dc3c319a6fa02f744b1b343c0e037c38ddb521f60a3c40,1894,3037,0.9977949857711792,2.73298064712435e-05,0.9998993873596193,0.0115799494087696,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,0.0,0.0,0.0,0.0,0.0,0.0,-1.8626450989239762e-09,1.8626450989239762e-09,1,1,False,True,True,0.46483901143074036,0.46483901143074036
test/attack/digital_3/huawei/arabic-NF-1100.jpg,official_test,arabic-NF-1100,attack,digital_3,huawei,1,50,1d88172f57c35ce9f32e46432829ddd0a4aae6160631c2e05df052ecbdc56f58,1972,3192,0.991583287715912,7.024132173683029e-06,0.9998481273651124,0.0163501854985952,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,official_test,arabic-NF-1100,attack,digital_3,huawei,1,50,1d88172f57c35ce9f32e46432829ddd0a4aae6160631c2e05df052ecbdc56f58,1972,3192,0.991583287715912,7.024118986009853e-06,0.9998481273651124,0.0163501873612403,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,0.0,0.0,-1.318767317570746e-11,1.318767317570746e-11,0.0,0.0,1.8626451006586997e-09,1.8626451006586997e-09,1,1,False,True,True,0.45862731337547313,0.45862731337547313
test/attack/digital_3/huawei/arabic-NM-1029.jpg,official_test,arabic-NM-1029,attack,digital_3,huawei,1,64,07a2ae0874be9fe218808818a29f0007aad72b3fbd67b80bca58339ee8da57c9,1977,3197,0.9944608211517334,5.182575932849431e-06,0.9998974800109864,0.0176807139068841,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,official_test,arabic-NM-1029,attack,digital_3,huawei,1,64,07a2ae0874be9fe218808818a29f0007aad72b3fbd67b80bca58339ee8da57c9,1977,3197,0.9944608211517334,5.182575932849431e-06,0.9998974800109864,0.0176807176321744,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,0.0,0.0,0.0,0.0,0.0,0.0,3.725290301931361e-09,3.725290301931361e-09,1,1,False,True,True,0.46150484681129456,0.46150484681129456
test/attack/digital_3/huawei/arabic-NM-1064.jpg,official_test,arabic-NM-1064,attack,digital_3,huawei,1,52,bbc2ba1b62c908e74225e25eaa313702a141493cde3eefd0eb02705f8bd314ed,1976,3193,0.995722770690918,2.8084767109248787e-05,0.9999444484710692,0.0266925357282161,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,official_test,arabic-NM-1064,attack,digital_3,huawei,1,52,bbc2ba1b62c908e74225e25eaa313702a141493cde3eefd0eb02705f8bd314ed,1976,3193,0.995722770690918,2.8084659788873975e-05,0.9999444484710692,0.0266925413161516,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,0.0,0.0,-1.0732037481259366e-10,1.0732037481259366e-10,0.0,0.0,5.587935503204022e-09,5.587935503204022e-09,1,1,False,True,True,0.4627667963504791,0.4627667963504791
test/attack/digital_3/huawei/arabic-NM-1090.jpg,official_test,arabic-NM-1090,attack,digital_3,huawei,1,55,de69820f49128d8c8137b417f0c5950d3492933bcfafc5c6e128491ee50a8ac3,1973,3189,0.9853634834289552,8.879827873897739e-06,0.9999442100524902,0.0218770820647478,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,official_test,arabic-NM-1090,attack,digital_3,huawei,1,55,de69820f49128d8c8137b417f0c5950d3492933bcfafc5c6e128491ee50a8ac3,1973,3189,0.9853634834289552,8.879827873897739e-06,0.9999442100524902,0.0218770839273929,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,0.0,0.0,0.0,0.0,0.0,0.0,1.8626451006586997e-09,1.8626451006586997e-09,1,1,False,True,True,0.45240750908851635,0.45240750908851635
test/attack/digital_3/huawei/chinese-001_03.jpg,official_test,chinese-001_03,attack,digital_3,huawei,1,77,d8f84cba769ae06e0cfa38a1d04f6a83487547208ca97425cbf73e3157488361,1962,3193,0.9896863102912904,0.0001302604068769,0.9998633861541748,0.0226627048105001,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,official_test,chinese-001_03,attack,digital_3,huawei,1,77,d8f84cba769ae06e0cfa38a1d04f6a83487547208ca97425cbf73e3157488361,1962,3193,0.9896863102912904,0.0001302594173466,0.9998633861541748,0.0226626936346292,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,0.0,0.0,-9.895303000118701e-10,9.895303000118701e-10,0.0,0.0,-1.1175870898855189e-08,1.1175870898855189e-08,1,1,False,True,True,0.45673033595085155,0.45673033595085155
test/attack/digital_3/huawei/chinese-018_03.jpg,official_test,chinese-018_03,attack,digital_3,huawei,1,71,8ef9dc1d8fdd71ecf6e5d515f82f3511fa4521706b14d914e8ff8d4049504e86,1971,3189,0.8990004062652588,0.0027997817378491,0.9989809393882751,0.198185309767723,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,official_test,chinese-018_03,attack,digital_3,huawei,1,71,8ef9dc1d8fdd71ecf6e5d515f82f3511fa4521706b14d914e8ff8d4049504e86,1971,3189,0.899000346660614,0.0027997817378491,0.9989809393882751,0.198185384273529,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,-5.960464477539063e-08,5.960464477539063e-08,0.0,0.0,0.0,0.0,7.450580599699386e-08,7.450580599699386e-08,1,1,False,True,True,0.36604443192481995,0.36604437232017517
test/attack/digital_3/huawei/chinese-01_0003_000-98e8eaef_0.jpg,official_test,chinese-01_0003_000-98e8eaef_0,attack,digital_3,huawei,1,65,da5af2bc22ae702ce7949c0b96847492dd1c6b21fbdbf56582d8879ead127b50,1956,3179,0.9990517497062684,2.426874561933801e-05,0.9999529123306274,0.0098227085545659,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,official_test,chinese-01_0003_000-98e8eaef_0,attack,digital_3,huawei,1,65,da5af2bc22ae702ce7949c0b96847492dd1c6b21fbdbf56582d8879ead127b50,1956,3179,0.9990517497062684,2.4268698325613517e-05,0.9999529123306274,0.0098227076232433,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,0.0,0.0,-4.729372449219227e-11,4.729372449219227e-11,0.0,0.0,-9.313225989016072e-10,9.313225989016072e-10,1,1,False,True,True,0.4660957753658296,0.4660957753658296
test/attack/digital_3/huawei/chinese-01_0007_000-08f07a73_0.jpg,official_test,chinese-01_0007_000-08f07a73_0,attack,digital_3,huawei,1,76,819e1ca2b35a2dc1d8ceac698124a4cd7e0b8a47c80cdeb92bc558e46dc1bbc0,1960,3205,0.9996756315231324,1.5032415831228718e-05,0.9999401569366456,0.0113682756200432,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,official_test,chinese-01_0007_000-08f07a73_0,attack,digital_3,huawei,1,76,819e1ca2b35a2dc1d8ceac698124a4cd7e0b8a47c80cdeb92bc558e46dc1bbc0,1960,3205,0.9996756315231324,1.5032431292638648e-05,0.9999401569366456,0.0113682756200432,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,0.0,0.0,1.546140993013978e-11,1.546140993013978e-11,0.0,0.0,0.0,0.0,1,1,False,True,True,0.4667196571826936,0.4667196571826936
test/attack/digital_3/huawei/chinese-01_0012_000-48c56e4b_0.jpg,official_test,chinese-01_0012_000-48c56e4b_0,attack,digital_3,huawei,1,77,497472bdcec23c281aca03934091beeee21b37a66f0bfb294b46380f02764490,1963,3190,0.999583899974823,8.933047865866683e-06,0.9999336004257202,0.011912696994841,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,official_test,chinese-01_0012_000-48c56e4b_0,attack,digital_3,huawei,1,77,497472bdcec23c281aca03934091beeee21b37a66f0bfb294b46380f02764490,1963,3190,0.999583899974823,8.933056960813701e-06,0.9999336004257202,0.011912696994841,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,0.0,0.0,9.094947017729282e-12,9.094947017729282e-12,0.0,0.0,0.0,0.0,1,1,False,True,True,0.46662792563438416,0.46662792563438416
