eval_split,image_path,cache_path,file_stem,traffic_type,variant,hardware_source,label,assigned_q,cache_sha256,cache_sha256_runtime,trufor_score,native_height,native_width,map_min,map_max,map_mean,map_path,inference_status,condition,preprocessing,checkpoint_sha256
dev_val,train/attack/digital_1/huawei/arabic-NF-1048.jpg,data/processed/policy_c/train/attack/digital_1/huawei/arabic-NF-1048.jpg,arabic-NF-1048,attack,digital_1,huawei,1,55,c97d12fefb7799e523964fb2f5fd49b3f841807740da0cb0cf760fe9ed5d46b3,c97d12fefb7799e523964fb2f5fd49b3f841807740da0cb0cf760fe9ed5d46b3,0.8455728888511658,1891,3045,0.0029787023086100817,0.9996843338012695,0.33095377683639526,output/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_1/huawei/arabic-NF-1048.jpg.npz,resumed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844
dev_val,train/attack/digital_1/iphone15pro/arabic-NF-1048.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/arabic-NF-1048.jpg,arabic-NF-1048,attack,digital_1,iphone15pro,1,57,afa6c36e151f4a71e53a4ee97ac496ab79631f5b28b9de3730ed967f538957da,afa6c36e151f4a71e53a4ee97ac496ab79631f5b28b9de3730ed967f538957da,0.9727941155433655,1605,2629,0.0007933583110570908,0.9999196529388428,0.08242141455411911,output/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_1/iphone15pro/arabic-NF-1048.jpg.npz,resumed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844
dev_val,train/attack/digital_1/scan/arabic-NF-1048.jpg,data/processed/policy_c/train/attack/digital_1/scan/arabic-NF-1048.jpg,arabic-NF-1048,attack,digital_1,scan,1,50,60317a2e1f555082eee8862b6c8030db8a43e3954d4c32410ad6ff606a3b4cd2,60317a2e1f555082eee8862b6c8030db8a43e3954d4c32410ad6ff606a3b4cd2,0.9912289381027222,1248,2005,0.000243476708419621,0.9999024868011475,0.04994293302297592,output/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_1/scan/arabic-NF-1048.jpg.npz,resumed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844
dev_val,train/attack/digital_2/huawei/arabic-NF-1048.jpg,data/processed/policy_c/train/attack/digital_2/huawei/arabic-NF-1048.jpg,arabic-NF-1048,attack,digital_2,huawei,1,55,cb08d76e06b46ebdd8849e394501af601a55ef1f1bc58b87b578d5c74ccd7876,cb08d76e06b46ebdd8849e394501af601a55ef1f1bc58b87b578d5c74ccd7876,0.6732588410377502,1891,3045,0.021847888827323914,0.9908944368362427,0.6094688177108765,output/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_2/huawei/arabic-NF-1048.jpg.npz,resumed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844
dev_val,train/attack/digital_2/iphone15pro/arabic-NF-1048.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/arabic-NF-1048.jpg,arabic-NF-1048,attack,digital_2,iphone15pro,1,57,6ed973e286ab0cfd538f49e328a6eb0ea62787f47240951a1075c4443ece77fd,6ed973e286ab0cfd538f49e328a6eb0ea62787f47240951a1075c4443ece77fd,0.7673935890197754,1605,2629,0.004439945332705975,0.997323751449585,0.16778035461902618,output/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_2/iphone15pro/arabic-NF-1048.jpg.npz,resumed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844
dev_val,train/attack/digital_2/scan/arabic-NF-1048.jpg,data/processed/policy_c/train/attack/digital_2/scan/arabic-NF-1048.jpg,arabic-NF-1048,attack,digital_2,scan,1,50,0ff718cce90a47d6602db16a214e8412c5762f6a6da326dd1dab8ef86e298547,0ff718cce90a47d6602db16a214e8412c5762f6a6da326dd1dab8ef86e298547,0.8697919249534607,1248,2005,0.0003526985819917172,0.9997544884681702,0.033746302127838135,output/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_2/scan/arabic-NF-1048.jpg.npz,resumed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844
dev_val,train/bonafide/huawei/arabic-NF-1048.jpg,data/processed/policy_c/train/bonafide/huawei/arabic-NF-1048.jpg,arabic-NF-1048,bonafide,,huawei,0,55,0d96915a3d568e06e05e40b6cabbd539870d80a869e8da6b57278be3d2ca7f80,0d96915a3d568e06e05e40b6cabbd539870d80a869e8da6b57278be3d2ca7f80,0.6320394277572632,1891,3045,0.012757956050336361,0.9944456815719604,0.5310972332954407,output/trufor_pretrained_policy_c_native/maps/dev_val/train/bonafide/huawei/arabic-NF-1048.jpg.npz,resumed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844
dev_val,train/bonafide/iphone15pro/arabic-NF-1048.jpg,data/processed/policy_c/train/bonafide/iphone15pro/arabic-NF-1048.jpg,arabic-NF-1048,bonafide,,iphone15pro,0,57,f889e69ce1b0df245af7e1f83e399da941e267128b3b382ff1909c6c8dc2da54,f889e69ce1b0df245af7e1f83e399da941e267128b3b382ff1909c6c8dc2da54,0.45355576276779175,1605,2629,0.0028325458988547325,0.980077862739563,0.09653667360544205,output/trufor_pretrained_policy_c_native/maps/dev_val/train/bonafide/iphone15pro/arabic-NF-1048.jpg.npz,resumed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844
dev_val,train/bonafide/scan/arabic-NF-1048.jpg,data/processed/policy_c/train/bonafide/scan/arabic-NF-1048.jpg,arabic-NF-1048,bonafide,,scan,0,50,4e3245e68f40871a516f545d1d2c23660a844abf0dc0cd25507299f077874036,4e3245e68f40871a516f545d1d2c23660a844abf0dc0cd25507299f077874036,0.8359366059303284,1248,2005,0.0005687430966645479,0.9994786381721497,0.04682154953479767,output/trufor_pretrained_policy_c_native/maps/dev_val/train/bonafide/scan/arabic-NF-1048.jpg.npz,resumed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844
dev_val,train/attack/digital_1/huawei/arabic-NF-1098.jpg,data/processed/policy_c/train/attack/digital_1/huawei/arabic-NF-1098.jpg,arabic-NF-1098,attack,digital_1,huawei,1,68,8e6695346cd8eee2e8a88df76e0c1a92eb61852a17d37dbd9fae21bde23a0e74,8e6695346cd8eee2e8a88df76e0c1a92eb61852a17d37dbd9fae21bde23a0e74,0.8080852627754211,1894,3037,0.005493743345141411,0.9978037476539612,0.3490546941757202,output/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_1/huawei/arabic-NF-1098.jpg.npz,resumed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844
dev_val,train/attack/digital_1/iphone15pro/arabic-NF-1098.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/arabic-NF-1098.jpg,arabic-NF-1098,attack,digital_1,iphone15pro,1,57,2304878d324a1ee3f15a837b3adf617325318328a17b00f6a113ab6bc8edf2be,2304878d324a1ee3f15a837b3adf617325318328a17b00f6a113ab6bc8edf2be,0.987545907497406,1608,2624,0.0009663528180681169,0.9998279809951782,0.12903031706809998,output/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_1/iphone15pro/arabic-NF-1098.jpg.npz,resumed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844
dev_val,train/attack/digital_1/scan/arabic-NF-1098.jpg,data/processed/policy_c/train/attack/digital_1/scan/arabic-NF-1098.jpg,arabic-NF-1098,attack,digital_1,scan,1,90,5f242be820df37504cbc27ea82a0a57a5591222b3c22402bb3b8f5fde1c633a4,5f242be820df37504cbc27ea82a0a57a5591222b3c22402bb3b8f5fde1c633a4,0.9993670582771301,1248,2000,0.00013116782065480947,0.9999704360961914,0.02318601682782173,output/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_1/scan/arabic-NF-1098.jpg.npz,resumed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844
dev_val,train/attack/digital_2/huawei/arabic-NF-1098.jpg,data/processed/policy_c/train/attack/digital_2/huawei/arabic-NF-1098.jpg,arabic-NF-1098,attack,digital_2,huawei,1,68,ffd179a235fa4c60c77bb623e6135f2b9b1b9f0cdf1908087ef2323f23f3d7e4,ffd179a235fa4c60c77bb623e6135f2b9b1b9f0cdf1908087ef2323f23f3d7e4,0.6852769255638123,1894,3037,0.00934579223394394,0.9968433380126953,0.49464771151542664,output/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_2/huawei/arabic-NF-1098.jpg.npz,resumed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844
dev_val,train/attack/digital_2/iphone15pro/arabic-NF-1098.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/arabic-NF-1098.jpg,arabic-NF-1098,attack,digital_2,iphone15pro,1,57,67d8c4ce606bddba508ed982b6cdf2a4caa35977d5a029a4fef6fe8328943f93,67d8c4ce606bddba508ed982b6cdf2a4caa35977d5a029a4fef6fe8328943f93,0.8366503715515137,1608,2624,0.0047503188252449036,0.9948053956031799,0.17842824757099152,output/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_2/iphone15pro/arabic-NF-1098.jpg.npz,resumed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844
dev_val,train/attack/digital_2/scan/arabic-NF-1098.jpg,data/processed/policy_c/train/attack/digital_2/scan/arabic-NF-1098.jpg,arabic-NF-1098,attack,digital_2,scan,1,90,3d467cfcbecff4d7f7ba4d490982b0a106765c5e3a5f69eb4ed58c396b0b77d4,3d467cfcbecff4d7f7ba4d490982b0a106765c5e3a5f69eb4ed58c396b0b77d4,0.7157465219497681,1248,2000,0.0008514746441505849,0.9984725117683411,0.07066303491592407,output/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_2/scan/arabic-NF-1098.jpg.npz,resumed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844
dev_val,train/bonafide/huawei/arabic-NF-1098.jpg,data/processed/policy_c/train/bonafide/huawei/arabic-NF-1098.jpg,arabic-NF-1098,bonafide,,huawei,0,68,346e45ede1e5ff8e52a875827371a9332a61596e1cfd86c571417d2a11b90edf,346e45ede1e5ff8e52a875827371a9332a61596e1cfd86c571417d2a11b90edf,0.6157259345054626,1894,3037,0.008206626400351524,0.996587872505188,0.4886634349822998,output/trufor_pretrained_policy_c_native/maps/dev_val/train/bonafide/huawei/arabic-NF-1098.jpg.npz,resumed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844
dev_val,train/bonafide/iphone15pro/arabic-NF-1098.jpg,data/processed/policy_c/train/bonafide/iphone15pro/arabic-NF-1098.jpg,arabic-NF-1098,bonafide,,iphone15pro,0,57,ace8d32f37c52d6c30f44ec9c5c3dc0c81c32bf8848bad57113f476ecb6566fc,ace8d32f37c52d6c30f44ec9c5c3dc0c81c32bf8848bad57113f476ecb6566fc,0.4070378839969635,1608,2624,0.002718033967539668,0.986967146396637,0.08535432070493698,output/trufor_pretrained_policy_c_native/maps/dev_val/train/bonafide/iphone15pro/arabic-NF-1098.jpg.npz,resumed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844
dev_val,train/bonafide/scan/arabic-NF-1098.jpg,data/processed/policy_c/train/bonafide/scan/arabic-NF-1098.jpg,arabic-NF-1098,bonafide,,scan,0,90,92cf65c34a5c3e81f4640f9971316095201d7d52e23a4f13cc9f1d7e5592a80d,92cf65c34a5c3e81f4640f9971316095201d7d52e23a4f13cc9f1d7e5592a80d,0.7830517888069153,1248,2000,0.0006131521658971906,0.9985404014587402,0.04046305641531944,output/trufor_pretrained_policy_c_native/maps/dev_val/train/bonafide/scan/arabic-NF-1098.jpg.npz,resumed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844
dev_val,train/attack/digital_1/huawei/arabic-NM-1090.jpg,data/processed/policy_c/train/attack/digital_1/huawei/arabic-NM-1090.jpg,arabic-NM-1090,attack,digital_1,huawei,1,55,051f8f74a64d525f344242b53abeae55d8c9e13a8371ad68663cdb4057e6f29f,051f8f74a64d525f344242b53abeae55d8c9e13a8371ad68663cdb4057e6f29f,0.8422162532806396,1973,3189,0.002074476098641753,0.999446451663971,0.40736207365989685,output/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_1/huawei/arabic-NM-1090.jpg.npz,resumed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844
dev_val,train/attack/digital_1/iphone15pro/arabic-NM-1090.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/arabic-NM-1090.jpg,arabic-NM-1090,attack,digital_1,iphone15pro,1,63,affe0a055d68bea39153e11ffa990ddabcc00cc5eed027a1428923f254bf3e85,affe0a055d68bea39153e11ffa990ddabcc00cc5eed027a1428923f254bf3e85,0.9833759665489197,1767,2766,0.0003747502341866493,0.9998815059661865,0.11319831758737564,output/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_1/iphone15pro/arabic-NM-1090.jpg.npz,resumed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844
dev_val,train/attack/digital_1/scan/arabic-NM-1090.jpg,data/processed/policy_c/train/attack/digital_1/scan/arabic-NM-1090.jpg,arabic-NM-1090,attack,digital_1,scan,1,80,7896c3b3a7483e097a02661308fba482cb3c7363d685803283432194c9c53e8f,7896c3b3a7483e097a02661308fba482cb3c7363d685803283432194c9c53e8f,0.9855082631111145,1249,1993,0.00026544713182374835,0.9999469518661499,0.05090673267841339,output/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_1/scan/arabic-NM-1090.jpg.npz,resumed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844
