evaluation_split,variant,file_stem,hardware_source,image_path,saved_clean_probability_attack,clean_probability_attack,saved_probability_abs_error,adv_probability_attack,clean_margin,adv_margin,classification_preserved,epsilon_255,alpha_255,steps,pixel_linf,padding_max_abs_error,accepted_steps,boundary_pullbacks,objective_E_initial,objective_E_final,A,E_clean,E_adv,absolute_E_degradation,relative_E_degradation,E_strictly_improved,mu_w_clean,mu_w_adv,absolute_mu_w_degradation,relative_mu_w_degradation,PG_clean,PG_adv,absolute_PG_degradation,cam_cosine,cam_tv,clean_zero_cam,adv_zero_cam,cam_change_defined,clean_overlay_path,adv_overlay_path,paired_visual_path,clean_contour_threshold,adv_contour_threshold,clean_contour_area,adv_contour_area
dev_val,digital_1,arabic-NF-1098,iphone15pro,train/attack/digital_1/iphone15pro/arabic-NF-1098.jpg,1.0,0.9999998807907104,1.1920928955078125e-07,0.9986149072647095,16.25337028503418,6.58059024810791,True,1.0,0.25,10,0.0039215851575136185,0.0,6,0,0.7910969257354736,0.18285547196865082,0.2187102884054184,0.7910969257354736,0.18285547196865082,0.6082414537668228,0.7688583206177269,True,3.6170997619628906,0.8360625505447388,2.781037211418152,0.7688583103687932,1.0,1.0,0.0,0.3580116629600525,0.7649353742599487,False,False,True,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/iphone15pro/arabic-NF-1098__aff0336f__clean_overlay.png,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/iphone15pro/arabic-NF-1098__aff0336f__adv_overlay.png,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/iphone15pro/arabic-NF-1098__aff0336f__paired.png,0.5225111246109009,0.543114423751831,0.04532137784090909,0.031011700059808613
dev_val,digital_1,arabic-NF-1098,scan,train/attack/digital_1/scan/arabic-NF-1098.jpg,1.0,0.9999997615814209,2.384185791015625e-07,0.9999849796295166,15.21890926361084,11.10703182220459,True,1.0,0.25,10,0.0039215851575136185,0.0,6,0,0.7755129933357239,0.21428769826889038,0.20528985559940338,0.7755130529403687,0.21428769826889038,0.5612253546714783,0.7236826672917811,True,3.777649164199829,1.0438299179077148,2.7338192462921143,0.7236826733938339,1.0,1.0,0.0,0.3140733242034912,0.7116397619247437,False,False,True,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/scan/arabic-NF-1098__74f92af0__clean_overlay.png,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/scan/arabic-NF-1098__74f92af0__adv_overlay.png,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/scan/arabic-NF-1098__74f92af0__paired.png,0.4764750003814697,0.5301952362060547,0.04811205846528624,0.03820131699147381
dev_val,digital_1,arabic-NM-1090,huawei,train/attack/digital_1/huawei/arabic-NM-1090.jpg,1.0,0.9999957084655762,4.291534423828125e-06,0.9999700784683228,12.359123229980469,10.415661811828613,True,1.0,0.25,10,0.0019608272705227137,0.0,2,0,0.8321663737297058,0.20344719290733337,0.22399607300758362,0.8321664333343506,0.20344719290733337,0.6287192404270172,0.7555210294986848,True,3.7150938510894775,0.908262312412262,2.8068315386772156,0.7555210315492009,1.0,1.0,0.0,0.27238261699676514,0.7655227184295654,False,False,True,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/huawei/arabic-NM-1090__9e1bef3f__clean_overlay.png,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/huawei/arabic-NM-1090__9e1bef3f__adv_overlay.png,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/huawei/arabic-NM-1090__9e1bef3f__paired.png,0.473463237285614,0.37213945388793945,0.0490946746678744,0.06061292270531401
dev_val,digital_1,arabic-NM-1090,iphone15pro,train/attack/digital_1/iphone15pro/arabic-NM-1090.jpg,1.0,0.9999910593032837,8.940696716308594e-06,0.9428110718727112,11.626869201660156,2.8025059700012207,True,1.0,0.25,10,0.0039215851575136185,0.0,10,0,0.8141950368881226,0.011048591695725918,0.19044309854507446,0.8141950368881226,0.011048591695725918,0.8031464451923966,0.9864300429317846,True,4.275266647338867,0.058015186339616776,4.21725146099925,0.9864300425855944,1.0,0.0,1.0,0.022747943177819252,0.9401849508285522,False,False,True,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/iphone15pro/arabic-NM-1090__319cd7c8__clean_overlay.png,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/iphone15pro/arabic-NM-1090__319cd7c8__adv_overlay.png,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/iphone15pro/arabic-NM-1090__319cd7c8__paired.png,0.5291305184364319,0.6279245018959045,0.04244694132334582,0.02933832709113608
dev_val,digital_1,arabic-NM-1090,scan,train/attack/digital_1/scan/arabic-NM-1090.jpg,1.0,0.9999877214431763,1.2278556823730469e-05,0.9964304566383362,11.308552742004395,5.63171911239624,True,1.0,0.25,10,0.0039215851575136185,0.0,7,0,0.8084657788276672,0.08879290521144867,0.2252189815044403,0.808465838432312,0.08879291266202927,0.7196729257702827,0.8901711013118294,True,3.5896878242492676,0.3942514657974243,3.1954363584518433,0.8901710998003353,1.0,0.0,1.0,0.19788265228271484,0.7656988501548767,False,False,True,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/scan/arabic-NM-1090__2155706f__clean_overlay.png,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/scan/arabic-NM-1090__2155706f__adv_overlay.png,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/scan/arabic-NM-1090__2155706f__paired.png,0.5550282001495361,0.4285523593425751,0.03868000305997552,0.03922506119951041
dev_val,digital_1,chinese-001_03,huawei,train/attack/digital_1/huawei/chinese-001_03.jpg,1.0,0.9999833106994629,1.6689300537109375e-05,0.982293426990509,11.002176284790039,4.015953540802002,True,1.0,0.25,10,0.0019608272705227137,0.0,2,0,0.6503745317459106,0.19619442522525787,0.13946671783924103,0.6503745317459106,0.19619439542293549,0.45418013632297516,0.6983362880212151,True,4.663295269012451,1.4067469835281372,3.256548285484314,0.6983362831695525,1.0,1.0,0.0,0.4620269238948822,0.7018229961395264,False,False,True,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/huawei/chinese-001_03__b72bb8d0__clean_overlay.png,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/huawei/chinese-001_03__b72bb8d0__adv_overlay.png,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/huawei/chinese-001_03__b72bb8d0__paired.png,0.6402531862258911,0.476833701133728,0.03817620798319328,0.026410564225690276
dev_val,digital_1,chinese-001_03,iphone15pro,train/attack/digital_1/iphone15pro/chinese-001_03.jpg,1.0,0.99991774559021,8.225440979003906e-05,0.9973165392875671,9.405238151550293,5.917949199676514,True,1.0,0.25,10,0.0039215851575136185,0.0,5,0,0.6884941458702087,0.17251496016979218,0.1416015625,0.6884942650794983,0.17251494526863098,0.5159793198108673,0.7494315435601904,True,4.862194061279297,1.218312382698059,3.643881678581238,0.7494315596326676,1.0,1.0,0.0,0.299818217754364,0.7687250375747681,False,False,True,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/iphone15pro/chinese-001_03__0e6185f6__clean_overlay.png,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/iphone15pro/chinese-001_03__0e6185f6__adv_overlay.png,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/iphone15pro/chinese-001_03__0e6185f6__paired.png,0.6939260959625244,0.5678731203079224,0.04071029776674938,0.029529505272952852
dev_val,digital_1,chinese-001_03,scan,train/attack/digital_1/scan/chinese-001_03.jpg,0.99951171875,0.9996157884597778,0.00010406970977783203,0.9868921637535095,7.864067077636719,4.321352958679199,True,1.0,0.25,10,0.0039215851575136185,0.0,5,0,0.7440134286880493,0.1713232547044754,0.1407732218503952,0.7440134286880493,0.1713232547044754,0.5726901739835739,0.7697309643905527,True,5.285191535949707,1.2170159816741943,4.068175554275513,0.7697309599101395,1.0,1.0,0.0,0.18657730519771576,0.8607311844825745,False,False,True,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/scan/chinese-001_03__f3a61eaf__clean_overlay.png,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/scan/chinese-001_03__f3a61eaf__adv_overlay.png,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/scan/chinese-001_03__f3a61eaf__paired.png,0.7057240009307861,0.5280408263206482,0.036521285954712365,0.03194805691554468
dev_val,digital_1,chinese-113_03,huawei,train/attack/digital_1/huawei/chinese-113_03.jpg,1.0,0.9999998807907104,1.1920928955078125e-07,0.9972992539405823,15.626230239868164,5.911511421203613,True,1.0,0.25,10,0.003921577241271734,0.0,4,0,0.6599735021591187,0.1899729073047638,0.13277935981750488,0.6599735021591187,0.1899729073047638,0.47000059485435486,0.7121507050157877,True,4.970452785491943,1.430741310119629,3.5397114753723145,0.7121507090267988,1.0,1.0,0.0,0.2925036549568176,0.8003826141357422,False,False,True,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/huawei/chinese-113_03__80b1dbcd__clean_overlay.png,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/huawei/chinese-113_03__80b1dbcd__adv_overlay.png,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/huawei/chinese-113_03__80b1dbcd__paired.png,0.6804463863372803,0.5252360701560974,0.039820075757575756,0.028887310606060607
dev_val,digital_1,chinese-113_03,iphone15pro,train/attack/digital_1/iphone15pro/chinese-113_03.jpg,1.0,1.0,0.0,0.994211733341217,16.92319107055664,5.14611291885376,True,1.0,0.25,10,0.0039215851575136185,0.0,10,0,0.6094513535499573,0.09810762107372284,0.1292112022638321,0.609451413154602,0.09810762107372284,0.5113437920808792,0.8390230640931577,True,4.716707229614258,0.7592810988426208,3.957426130771637,0.8390230595455643,1.0,1.0,0.0,0.27993273735046387,0.799440324306488,False,False,True,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/iphone15pro/chinese-113_03__fc161e43__clean_overlay.png,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/iphone15pro/chinese-113_03__fc161e43__adv_overlay.png,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/iphone15pro/chinese-113_03__fc161e43__paired.png,0.6584969758987427,0.5933387875556946,0.047126703841387854,0.028144845879801733
dev_val,digital_1,chinese-113_03,scan,train/attack/digital_1/scan/chinese-113_03.jpg,1.0,0.9999991655349731,8.344650268554688e-07,0.9995946288108826,14.066080093383789,7.81040096282959,True,1.0,0.25,10,0.0029412410221993923,0.0,3,0,0.6107090711593628,0.1946403980255127,0.1349261850118637,0.6107090711593628,0.1946403682231903,0.4160687029361725,0.6812879038235221,True,4.526245594024658,1.4425692558288574,3.083676338195801,0.6812878961465831,1.0,1.0,0.0,0.365774929523468,0.7287581562995911,False,False,True,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/scan/chinese-113_03__757716d4__clean_overlay.png,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/scan/chinese-113_03__757716d4__adv_overlay.png,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/scan/chinese-113_03__757716d4__paired.png,0.6988208889961243,0.5460693836212158,0.04349837039877301,0.03785467791411043
dev_val,digital_1,chinese-142_03,huawei,train/attack/digital_1/huawei/chinese-142_03.jpg,1.0,0.9999977350234985,2.2649765014648438e-06,0.9685019254684448,12.973529815673828,3.4258241653442383,True,1.0,0.25,10,0.0039215851575136185,0.0,10,0,0.6759697794914246,0.12479986995458603,0.14119075238704681,0.6759697794914246,0.12479986250400543,0.5511699169874191,0.8153765652099116,True,4.78763484954834,0.8839096426963806,3.9037252068519592,0.8153765542959552,1.0,1.0,0.0,0.3230017423629761,0.7611026763916016,False,False,True,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/huawei/chinese-142_03__b6cea352__clean_overlay.png,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/huawei/chinese-142_03__b6cea352__adv_overlay.png,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/huawei/chinese-142_03__b6cea352__paired.png,0.7063573002815247,0.4541420042514801,0.04302978515625,0.029447115384615384
dev_val,digital_1,chinese-142_03,iphone15pro,train/attack/digital_1/iphone15pro/chinese-142_03.jpg,1.0,0.9999995231628418,4.76837158203125e-07,0.9979743361473083,14.477293014526367,6.199803352355957,True,1.0,0.25,10,0.0039215851575136185,0.0,10,0,0.691241443157196,0.10081049054861069,0.1391281634569168,0.691241443157196,0.10081049799919128,0.5904309451580048,0.8541602228900708,True,4.968379020690918,0.7245872616767883,4.24379175901413,0.8541602283845033,1.0,0.0,1.0,0.2201620638370514,0.7831424474716187,False,False,True,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/iphone15pro/chinese-142_03__1cc6f376__clean_overlay.png,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/iphone15pro/chinese-142_03__1cc6f376__adv_overlay.png,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/iphone15pro/chinese-142_03__1cc6f376__paired.png,0.5753294229507446,0.5668649673461914,0.04634628012978986,0.04063658838071693
dev_val,digital_1,chinese-142_03,scan,train/attack/digital_1/scan/chinese-142_03.jpg,1.0,1.0,0.0,0.9999620914459229,17.79965591430664,10.181787490844727,True,1.0,0.25,10,0.0029412410221993923,0.0,3,0,0.610985279083252,0.18696513772010803,0.14042921364307404,0.6109853386878967,0.18696515262126923,0.4240201860666275,0.6939940440751318,True,4.350842475891113,1.3313835859298706,3.0194588899612427,0.6939940728014556,1.0,1.0,0.0,0.44501328468322754,0.666995644569397,False,False,True,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/scan/chinese-142_03__db99c7c9__clean_overlay.png,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/scan/chinese-142_03__db99c7c9__adv_overlay.png,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/scan/chinese-142_03__db99c7c9__paired.png,0.7090463638305664,0.5539842844009399,0.0453468826405868,0.039463630806845965
dev_val,digital_1,chinese-NF-1050,huawei,train/attack/digital_1/huawei/chinese-NF-1050.jpg,1.0,0.9999969005584717,3.0994415283203125e-06,0.9968542456626892,12.698421478271484,5.758528709411621,True,1.0,0.25,10,0.0039215851575136185,0.0,6,0,0.7494081854820251,0.1904822140932083,0.3078449070453644,0.7494081258773804,0.1904822289943695,0.5589258968830109,0.7458231070401596,True,2.4343690872192383,0.6187604069709778,1.8156086802482605,0.7458230922255987,1.0,1.0,0.0,0.39819252490997314,0.7112002372741699,False,False,True,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/huawei/chinese-NF-1050__777e05d2__clean_overlay.png,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/huawei/chinese-NF-1050__777e05d2__adv_overlay.png,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/huawei/chinese-NF-1050__777e05d2__paired.png,0.36602914333343506,0.5337943434715271,0.05204420823317308,0.027043269230769232
dev_val,digital_1,chinese-NF-1050,iphone15pro,train/attack/digital_1/iphone15pro/chinese-NF-1050.jpg,1.0,0.9999983310699463,1.6689300537109375e-06,0.9532381296157837,13.269538879394531,3.014796495437622,True,1.0,0.25,10,0.0039215851575136185,0.0,6,0,0.7943056225776672,0.16429272294044495,0.2957620620727539,0.7943056225776672,0.16429270803928375,0.6300129145383835,0.7931618468139205,True,2.68562388420105,0.5554894804954529,2.130134403705597,0.7931618482531085,1.0,1.0,0.0,0.34314417839050293,0.762534499168396,False,False,True,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/iphone15pro/chinese-NF-1050__d629d973__clean_overlay.png,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/iphone15pro/chinese-NF-1050__d629d973__adv_overlay.png,output/resnet18_localisation_attack_preserve_cls_full/visuals/dev_val/digital_1/iphone15pro/chinese-NF-1050__d629d973__paired.png,0.4320032298564911,0.46317484974861145,0.051599516832917705,0.027307220230673317
