evaluation_split,variant,file_stem,hardware_source,image_path,saved_clean_probability_attack,clean_probability_attack,saved_probability_abs_error,adv_probability_attack,clean_margin,adv_margin,classification_preserved,epsilon_255,alpha_255,steps,pixel_linf,padding_max_abs_error,accepted_steps,boundary_pullbacks,objective_E_initial,objective_E_final,A,E_clean,E_adv,absolute_E_degradation,relative_E_degradation,E_strictly_improved,mu_w_clean,mu_w_adv,absolute_mu_w_degradation,relative_mu_w_degradation,PG_clean,PG_adv,absolute_PG_degradation,cam_cosine,cam_tv,clean_zero_cam,adv_zero_cam,cam_change_defined,exact_bundle_path,exact_bundle_sha256,exact_bundle_bytes,exact_input_dtype,exact_cam_dtype,exact_cam_height,exact_cam_width,exact_archive_schema
dev_val,digital_1,chinese-113_03,iphone15pro,train/attack/digital_1/iphone15pro/chinese-113_03.jpg,1.0,1.0,0.0,0.9929424524307251,16.92319107055664,4.946563720703125,True,1.0,0.25,10,0.0039215851575136185,0.0,10,0,0.6094513535499573,0.09880103915929794,0.1292112022638321,0.609451413154602,0.09880104660987854,0.5106503665447235,0.8378852776819876,True,4.716707229614258,0.7646477222442627,3.952059507369995,0.8378852693159848,1.0,1.0,0.0,0.2837003469467163,0.7991793155670166,False,False,True,output/resnet18_localisation_attack_preserve_cls_full_archive_v2/exact_archive/dev_val/digital_1/iphone15pro/chinese-113_03__fc161e4330d3__exact.npz,8df3a3f06bf17af4e6d6a3afca5bfed134ef4c230db1483da048e590704eb5f0,4475573,float32,float32,512,864,resnet_exact_archive_v1
dev_val,digital_1,chinese-113_03,scan,train/attack/digital_1/scan/chinese-113_03.jpg,1.0,0.9999991655349731,8.344650268554688e-07,0.99962317943573,14.066080093383789,7.883472919464111,True,1.0,0.25,10,0.0029412410221993923,0.0,3,0,0.6107090711593628,0.19495998322963715,0.1349261850118637,0.6107090711593628,0.19495993852615356,0.41574913263320923,0.6807646263448421,True,4.526245594024658,1.4449377059936523,3.081307888031006,0.6807646257858405,1.0,1.0,0.0,0.36560627818107605,0.7286920547485352,False,False,True,output/resnet18_localisation_attack_preserve_cls_full_archive_v2/exact_archive/dev_val/digital_1/scan/chinese-113_03__757716d45d2e__exact.npz,93099a39fe7a1798403f8c4fd06ce6c6d91a020e75df4631fad877148289ad99,4331070,float32,float32,512,864,resnet_exact_archive_v1
dev_val,digital_1,chinese-142_03,huawei,train/attack/digital_1/huawei/chinese-142_03.jpg,1.0,0.9999977350234985,2.2649765014648438e-06,0.9693006277084351,12.973529815673828,3.4523324966430664,True,1.0,0.25,10,0.0039215851575136185,0.0,10,0,0.6759697794914246,0.12209659814834595,0.14119075238704681,0.6759697794914246,0.12209660559892654,0.553873173892498,0.8193756447354974,True,4.78763484954834,0.8647634983062744,3.9228713512420654,0.8193756363044572,1.0,1.0,0.0,0.3147752285003662,0.7611104249954224,False,False,True,output/resnet18_localisation_attack_preserve_cls_full_archive_v2/exact_archive/dev_val/digital_1/huawei/chinese-142_03__b6cea35284cd__exact.npz,7282940bb630fcc1d894aadbc44856b98119f5066b2aaafdb6ec0150bbe439bc,4052104,float32,float32,512,864,resnet_exact_archive_v1
dev_val,digital_1,chinese-142_03,iphone15pro,train/attack/digital_1/iphone15pro/chinese-142_03.jpg,1.0,0.9999995231628418,4.76837158203125e-07,0.9982068538665771,14.477293014526367,6.322021484375,True,1.0,0.25,10,0.0039215851575136185,0.0,10,0,0.691241443157196,0.1003326028585434,0.1391281634569168,0.691241443157196,0.10033261030912399,0.590908832848072,0.8548515698785912,True,4.968379020690918,0.7211523652076721,4.247226655483246,0.8548515799208518,1.0,0.0,1.0,0.2207825779914856,0.7827465534210205,False,False,True,output/resnet18_localisation_attack_preserve_cls_full_archive_v2/exact_archive/dev_val/digital_1/iphone15pro/chinese-142_03__1cc6f3761f34__exact.npz,19f9f1922c86cf60c2432398f626fdcf1b31c9b31499ab0e8419d1883c49a03e,4618070,float32,float32,512,864,resnet_exact_archive_v1
dev_val,digital_1,chinese-142_03,scan,train/attack/digital_1/scan/chinese-142_03.jpg,1.0,1.0,0.0,0.9999617338180542,17.79965591430664,10.17180347442627,True,1.0,0.25,10,0.0029412410221993923,0.0,3,0,0.610985279083252,0.18698909878730774,0.14042921364307404,0.6109853386878967,0.18698909878730774,0.423996239900589,0.6939548513735688,True,4.350842475891113,1.3315541744232178,3.0192883014678955,0.693954864649404,1.0,1.0,0.0,0.444995641708374,0.6671425700187683,False,False,True,output/resnet18_localisation_attack_preserve_cls_full_archive_v2/exact_archive/dev_val/digital_1/scan/chinese-142_03__db99c7c94d43__exact.npz,9d8e3d1247bbac794dbaa9e59567cd7028c445fcc7b99f7e91d35ef0d040cbba,4339121,float32,float32,512,864,resnet_exact_archive_v1
dev_val,digital_1,chinese-NF-1050,huawei,train/attack/digital_1/huawei/chinese-NF-1050.jpg,1.0,0.9999969005584717,3.0994415283203125e-06,0.996728777885437,12.698421478271484,5.719331741333008,True,1.0,0.25,10,0.0039215851575136185,0.0,6,0,0.7494081854820251,0.19052225351333618,0.3078449070453644,0.7494081258773804,0.1905222237110138,0.5588859021663666,0.7457697386347965,True,2.4343690872192383,0.6188902854919434,1.815478801727295,0.7457697402003666,1.0,1.0,0.0,0.39838433265686035,0.7110946178436279,False,False,True,output/resnet18_localisation_attack_preserve_cls_full_archive_v2/exact_archive/dev_val/digital_1/huawei/chinese-NF-1050__777e05d2d6ce__exact.npz,45afbab26392ea806abeb9c55e458d5f1398f934eb64e6fd87c5daeb8f668051,4145338,float32,float32,512,864,resnet_exact_archive_v1
dev_val,digital_1,chinese-NF-1050,iphone15pro,train/attack/digital_1/iphone15pro/chinese-NF-1050.jpg,1.0,0.9999983310699463,1.6689300537109375e-06,0.8603759407997131,13.269538879394531,1.8184159994125366,True,1.0,0.25,10,0.0039215851575136185,0.0,10,0,0.7943056225776672,0.13931910693645477,0.2957620620727539,0.7943056225776672,0.13931909203529358,0.6549865305423737,0.8246026616515976,True,2.68562388420105,0.47105127573013306,2.2145726084709167,0.8246026636487608,1.0,1.0,0.0,0.31835246086120605,0.7726249098777771,False,False,True,output/resnet18_localisation_attack_preserve_cls_full_archive_v2/exact_archive/dev_val/digital_1/iphone15pro/chinese-NF-1050__d629d973254a__exact.npz,816e46c10705c2c576ecd4427f821f8b38447134b247207e4c7ef2a9e7c04060,4410806,float32,float32,512,864,resnet_exact_archive_v1
dev_val,digital_1,chinese-NF-1050,scan,train/attack/digital_1/scan/chinese-NF-1050.jpg,1.0,0.9999996423721313,3.5762786865234375e-07,0.9967042803764343,14.975914001464844,5.711827278137207,True,1.0,0.25,10,0.0039215851575136185,0.0,5,0,0.7813866138458252,0.20629462599754333,0.3111509680747986,0.78138667345047,0.20629462599754333,0.5750920474529266,0.7359890653284609,True,2.5112783908843994,0.6630049347877502,1.8482734560966492,0.735989073455827,1.0,1.0,0.0,0.3691592514514923,0.7296053171157837,False,False,True,output/resnet18_localisation_attack_preserve_cls_full_archive_v2/exact_archive/dev_val/digital_1/scan/chinese-NF-1050__7be1d5f032bd__exact.npz,a2a097888253e37d4c489f2e6bd34d6bda234016796edf3bb3734ad2bdba9d30,4518794,float32,float32,512,864,resnet_exact_archive_v1
dev_val,digital_1,chinese-NF-1085,huawei,train/attack/digital_1/huawei/chinese-NF-1085.jpg,1.0,0.9999988079071045,1.1920928955078125e-06,0.98653644323349,13.687442779541016,4.294211387634277,True,1.0,0.25,10,0.0039215851575136185,0.0,7,0,0.7920458912849426,0.11864790320396423,0.2225763350725174,0.7920458316802979,0.11864791065454483,0.673397921025753,0.8502007006301171,True,3.558535575866699,0.5330661535263062,3.025469422340393,0.8502006957183573,1.0,0.0,1.0,0.3064521253108978,0.783469557762146,False,False,True,output/resnet18_localisation_attack_preserve_cls_full_archive_v2/exact_archive/dev_val/digital_1/huawei/chinese-NF-1085__39a10f6fdad2__exact.npz,07acf09440fb8aacae20666adae60042f1b34fa41ed9127193fea1a0289e6479,3955953,float32,float32,512,864,resnet_exact_archive_v1
dev_val,digital_1,chinese-NF-1085,iphone15pro,train/attack/digital_1/iphone15pro/chinese-NF-1085.jpg,1.0,0.9999938011169434,6.198883056640625e-06,0.9985170960426331,11.989307403564453,6.512285232543945,True,1.0,0.25,10,0.003921577241271734,0.0,4,0,0.714330792427063,0.18593737483024597,0.21816092729568481,0.714330792427063,0.18593735992908478,0.5283934324979782,0.739704123215338,True,3.274329662322998,0.8522945046424866,2.4220351576805115,0.7397041249542907,1.0,1.0,0.0,0.3679009675979614,0.7361032366752625,False,False,True,output/resnet18_localisation_attack_preserve_cls_full_archive_v2/exact_archive/dev_val/digital_1/iphone15pro/chinese-NF-1085__585bb04e89c8__exact.npz,bcecea594f3090362b95be1c26950e9472e8c77861e8a75ecab9541f694886f7,4329323,float32,float32,512,864,resnet_exact_archive_v1
dev_val,digital_1,chinese-NF-1085,scan,train/attack/digital_1/scan/chinese-NF-1085.jpg,1.0,0.9999992847442627,7.152557373046875e-07,0.997389018535614,14.116448402404785,5.945392608642578,True,1.0,0.25,10,0.0039215851575136185,0.0,8,0,0.7301738858222961,0.16249704360961914,0.22498516738414764,0.7301738262176514,0.16249702870845795,0.5676767975091934,0.7774543226916208,True,3.2454309463500977,0.7222566604614258,2.523174285888672,0.7774543127242637,1.0,1.0,0.0,0.40901654958724976,0.7140771150588989,False,False,True,output/resnet18_localisation_attack_preserve_cls_full_archive_v2/exact_archive/dev_val/digital_1/scan/chinese-NF-1085__48fe0696de20__exact.npz,004ebed89d94295fba080e359ec74ce1c262c7f15e0743f6e8bf4a0367fb68d6,4496097,float32,float32,512,864,resnet_exact_archive_v1
dev_val,digital_1,chinese-NM-1092,huawei,train/attack/digital_1/huawei/chinese-NM-1092.jpg,0.99951171875,0.9996021389961243,9.042024612426758e-05,0.8388512134552002,7.828988075256348,1.649705171585083,True,1.0,0.25,10,0.0039215851575136185,0.0,10,0,0.6733065843582153,0.07457327097654343,0.22290857136249542,0.6733066439628601,0.07457325607538223,0.5987333878874779,0.8892432493514861,True,3.0205507278442383,0.33454638719558716,2.686004340648651,0.8892432482223689,1.0,0.0,1.0,0.33553770184516907,0.7162683606147766,False,False,True,output/resnet18_localisation_attack_preserve_cls_full_archive_v2/exact_archive/dev_val/digital_1/huawei/chinese-NM-1092__56c6136eff30__exact.npz,03cbb96b50f8b63ccb4d496d51ecd81109d78865a1ed121f284e1d1c73e2b903,4098257,float32,float32,512,864,resnet_exact_archive_v1
dev_val,digital_1,chinese-NM-1092,iphone15pro,train/attack/digital_1/iphone15pro/chinese-NM-1092.jpg,0.9970703125,0.9970108270645142,5.9485435485839844e-05,0.9695976376533508,5.809759140014648,3.4623634815216064,True,1.0,0.25,10,0.0039215851575136185,0.0,5,0,0.7065348029136658,0.1418890804052353,0.22148582339286804,0.706534743309021,0.1418890804052353,0.5646456629037857,0.7991760748513163,True,3.1899771690368652,0.6406237483024597,2.5493534207344055,0.7991760710638941,1.0,1.0,0.0,0.5178026556968689,0.712443470954895,False,False,True,output/resnet18_localisation_attack_preserve_cls_full_archive_v2/exact_archive/dev_val/digital_1/iphone15pro/chinese-NM-1092__ef5a522172ee__exact.npz,49062f7755b2b3c0a0771709e47cfd0054a63cb37f605cea1b779469eafc13b8,4239519,float32,float32,512,864,resnet_exact_archive_v1
