image_path,panel_path,trufor_score,clean_prediction,clean_correct,eval_split,hardware_source
test/bonafide/huawei/singapore-flickr_F_9641749325_1a753f74b2_c.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/official_test/huawei/singapore-flickr_F_9641749325_1a753f74b2_c.png,0.7251700758934021,1,False,official_test,huawei
train/bonafide/huawei/arabic-NM-1090.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/dev_val/huawei/arabic-NM-1090.png,0.7210922837257385,1,False,dev_val,huawei
train/bonafide/huawei/usa-NF-1036.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/dev_val/huawei/usa-NF-1036.png,0.72013920545578,1,False,dev_val,huawei
test/bonafide/scan/singapore-flickr_M_21893334161_8c8b011508_k.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/official_test/scan/singapore-flickr_M_21893334161_8c8b011508_k.png,0.7193664908409119,1,False,official_test,scan
test/bonafide/iphone15/chinese2-flickr_F_39035705701_833f3da9bf_o.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/official_test/iphone15/chinese2-flickr_F_39035705701_833f3da9bf_o.png,0.7154825329780579,1,False,official_test,iphone15
train/bonafide/scan/french-124_03.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/dev_val/scan/french-124_03.png,0.7147957682609558,1,False,dev_val,scan
train/bonafide/huawei/ukraine-025_03.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/dev_val/huawei/ukraine-025_03.png,0.7116445302963257,1,False,dev_val,huawei
train/bonafide/scan/ukraine-025_03.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/dev_val/scan/ukraine-025_03.png,0.7104753255844116,1,False,dev_val,scan
test/bonafide/scan/chinese2-flickr_M_36353666424_ab1a94e172_k.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/official_test/scan/chinese2-flickr_M_36353666424_ab1a94e172_k.png,0.7084271907806396,1,False,official_test,scan
test/bonafide/iphone15/chinese2-flickr_F_16858102101_d4c5c1e7a2_c.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/official_test/iphone15/chinese2-flickr_F_16858102101_d4c5c1e7a2_c.png,0.7069963216781616,1,False,official_test,iphone15
test/bonafide/scan/singapore-flickr_F_30532886723_e55b04664f_k.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/official_test/scan/singapore-flickr_F_30532886723_e55b04664f_k.png,0.7055697441101074,1,False,official_test,scan
train/bonafide/scan/usa-034_03.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/dev_val/scan/usa-034_03.png,0.7030152678489685,1,False,dev_val,scan
train/bonafide/huawei/arabic-120_03.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/dev_val/huawei/arabic-120_03.png,0.6985123753547668,1,False,dev_val,huawei
train/bonafide/scan/chinese-113_03.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/dev_val/scan/chinese-113_03.png,0.6969878673553467,1,False,dev_val,scan
test/bonafide/scan/singapore-flickr_M_46826659491_bab820563f_c.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/official_test/scan/singapore-flickr_M_46826659491_bab820563f_c.png,0.6959425210952759,1,False,official_test,scan
test/bonafide/huawei/chinese2-flickr_F_30990251270_6801e68759_c.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/official_test/huawei/chinese2-flickr_F_30990251270_6801e68759_c.png,0.694407045841217,1,False,official_test,huawei
train/bonafide/scan/chinese-NF-1085.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/dev_val/scan/chinese-NF-1085.png,0.6911871433258057,1,False,dev_val,scan
test/bonafide/huawei/chinese2-flickr_F_32689517821_bfacb0e1ba_h.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/official_test/huawei/chinese2-flickr_F_32689517821_bfacb0e1ba_h.png,0.6908670663833618,1,False,official_test,huawei
test/bonafide/scan/singapore-flickr_F_19679296994_d0fc2a7ac6_o.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/official_test/scan/singapore-flickr_F_19679296994_d0fc2a7ac6_o.png,0.6901875734329224,1,False,official_test,scan
test/bonafide/huawei/chinese2-flickr_M_26097180114_4c514c928d_c.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/official_test/huawei/chinese2-flickr_M_26097180114_4c514c928d_c.png,0.6889170408248901,1,False,official_test,huawei
train/bonafide/huawei/ukraine-NF-1068.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/dev_val/huawei/ukraine-NF-1068.png,0.688906192779541,1,False,dev_val,huawei
test/bonafide/scan/singapore-flickr_M_22512816725_a88536de72_c.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/official_test/scan/singapore-flickr_M_22512816725_a88536de72_c.png,0.6888002157211304,1,False,official_test,scan
train/bonafide/iphone15pro/french-NF-1082.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/dev_val/iphone15pro/french-NF-1082.png,0.6885714530944824,1,False,dev_val,iphone15pro
test/bonafide/huawei/chinese2-flickr_F_21696826019_7407a3bea0_k.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/official_test/huawei/chinese2-flickr_F_21696826019_7407a3bea0_k.png,0.6878278851509094,1,False,official_test,huawei
test/bonafide/iphone15/chinese2-flickr_M_22911363774_20c12ce7ec_c.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/official_test/iphone15/chinese2-flickr_M_22911363774_20c12ce7ec_c.png,0.6857199668884277,1,False,official_test,iphone15
train/bonafide/iphone15pro/portugal-013_03.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/dev_val/iphone15pro/portugal-013_03.png,0.6854638457298279,1,False,dev_val,iphone15pro
test/bonafide/scan/netherland-flickr_M_2409019110_4f42632225_o.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/official_test/scan/netherland-flickr_M_2409019110_4f42632225_o.png,0.6851062774658203,1,False,official_test,scan
train/bonafide/huawei/ukraine-NF-1073.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/dev_val/huawei/ukraine-NF-1073.png,0.6849619746208191,1,False,dev_val,huawei
test/bonafide/huawei/chinese2-flickr_F_33552328531_f6d5dd17b8_c.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/official_test/huawei/chinese2-flickr_F_33552328531_f6d5dd17b8_c.png,0.6839799284934998,1,False,official_test,huawei
train/bonafide/huawei/chinese-142_03.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/dev_val/huawei/chinese-142_03.png,0.6836506724357605,1,False,dev_val,huawei
test/bonafide/iphone15/chinese2-flickr_F_32689517821_bfacb0e1ba_h.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/official_test/iphone15/chinese2-flickr_F_32689517821_bfacb0e1ba_h.png,0.6818331480026245,1,False,official_test,iphone15
