image_path,cache_path,map_path,eval_split,variant,hardware_source,file_stem,trufor_score,clean_prediction,clean_correct,native_height,native_width,A_union,E_union,mu_union,PG_union,A_face,E_face,mu_face,PG_face,A_text,E_text,mu_text,PG_text
train/attack/digital_1/huawei/arabic-NF-1098.jpg,data/processed/policy_c/train/attack/digital_1/huawei/arabic-NF-1098.jpg,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_1/huawei/arabic-NF-1098.jpg.npz,dev_val,digital_1,huawei,arabic-NF-1098,0.8080852627754211,1,True,1894,3037,0.20233209633109983,0.43528319816032457,2.1513304416518246,1.0,0.1861994917315099,0.39878492177122077,2.141707896529858,0.0,,,,
train/attack/digital_1/iphone15pro/arabic-NF-1098.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/arabic-NF-1098.jpg,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_1/iphone15pro/arabic-NF-1098.jpg.npz,dev_val,digital_1,iphone15pro,arabic-NF-1098,0.987545907497406,1,True,1608,2624,0.2156452872830967,0.9015182333033617,4.180560793428603,1.0,0.19803161213748333,0.7761622365847695,3.919385537526803,0.0,,,,
train/attack/digital_1/scan/arabic-NF-1098.jpg,data/processed/policy_c/train/attack/digital_1/scan/arabic-NF-1098.jpg,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_1/scan/arabic-NF-1098.jpg.npz,dev_val,digital_1,scan,arabic-NF-1098,0.9993670582771301,1,True,1248,2000,0.2027920673076923,0.7821463785409997,3.8568884322001846,1.0,0.18508453525641025,0.05181314139779797,0.27994311532304783,0.0,,,,
train/attack/digital_2/huawei/arabic-NF-1098.jpg,data/processed/policy_c/train/attack/digital_2/huawei/arabic-NF-1098.jpg,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_2/huawei/arabic-NF-1098.jpg.npz,dev_val,digital_2,huawei,arabic-NF-1098,0.6852768063545227,1,True,1894,3037,0.1150655467467583,0.1982135645978396,1.7226143724331089,0.0,0.09893294214716838,0.17570868959229013,1.7760382515554167,0.0,,,,
train/attack/digital_2/iphone15pro/arabic-NF-1098.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/arabic-NF-1098.jpg,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_2/iphone15pro/arabic-NF-1098.jpg.npz,dev_val,digital_2,iphone15pro,arabic-NF-1098,0.8366506099700928,1,True,1608,2624,0.12084039596226186,0.46571164605348064,3.8539400863840365,1.0,0.10322672081664847,0.4116095008309524,3.987431718983441,0.0,,,,
train/attack/digital_2/scan/arabic-NF-1098.jpg,data/processed/policy_c/train/attack/digital_2/scan/arabic-NF-1098.jpg,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_2/scan/arabic-NF-1098.jpg.npz,dev_val,digital_2,scan,arabic-NF-1098,0.7157466411590576,1,True,1248,2000,0.11867628205128206,0.20998475158088611,1.7693910522925558,0.0,0.10096875,0.15178777191358298,1.5033143612611128,0.0,,,,
train/attack/digital_1/huawei/arabic-NM-1090.jpg,data/processed/policy_c/train/attack/digital_1/huawei/arabic-NM-1090.jpg,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_1/huawei/arabic-NM-1090.jpg.npz,dev_val,digital_1,huawei,arabic-NM-1090,0.8422163724899292,1,True,1973,3189,0.22101728620160183,0.4176241809255558,1.8895543787675422,1.0,0.2010331701234143,0.3752605276520875,1.8666597528244468,0.0,,,,
train/attack/digital_1/iphone15pro/arabic-NM-1090.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/arabic-NM-1090.jpg,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_1/iphone15pro/arabic-NM-1090.jpg.npz,dev_val,digital_1,iphone15pro,arabic-NM-1090,0.9833759665489197,1,True,1767,2766,0.18870012247515203,0.8744255011136473,4.633942414259913,1.0,0.17148567310796758,0.7448664623953144,4.343607538143117,0.0,,,,
train/attack/digital_1/scan/arabic-NM-1090.jpg,data/processed/policy_c/train/attack/digital_1/scan/arabic-NM-1090.jpg,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_1/scan/arabic-NM-1090.jpg.npz,dev_val,digital_1,scan,arabic-NM-1090,0.9855082631111145,1,True,1249,1993,0.22299666125273526,0.41548740105245496,1.8632000977878256,1.0,0.203422949096859,0.07462994727734719,0.3668708354130312,0.0,,,,
train/attack/digital_2/huawei/arabic-NM-1090.jpg,data/processed/policy_c/train/attack/digital_2/huawei/arabic-NM-1090.jpg,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_2/huawei/arabic-NM-1090.jpg.npz,dev_val,digital_2,huawei,arabic-NM-1090,0.8271470069885254,1,True,1973,3189,0.14181780153108037,0.2911529785174143,2.0530072767600056,0.0,0.12183368545289282,0.25596535971894296,2.1009407929132404,0.0,,,,
train/attack/digital_2/iphone15pro/arabic-NM-1090.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/arabic-NM-1090.jpg,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_2/iphone15pro/arabic-NM-1090.jpg.npz,dev_val,digital_2,iphone15pro,arabic-NM-1090,0.8891334533691406,1,True,1767,2766,0.11443692734273114,0.569947359287348,4.980449689813785,1.0,0.09722247797554671,0.5030553734430313,5.174270229663959,0.0,,,,
train/attack/digital_2/scan/arabic-NM-1090.jpg,data/processed/policy_c/train/attack/digital_2/scan/arabic-NM-1090.jpg,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_2/scan/arabic-NM-1090.jpg.npz,dev_val,digital_2,scan,arabic-NM-1090,0.5882521867752075,1,True,1249,1993,0.12953463623884556,0.17145259770985086,1.3236042705498,0.0,0.10996092408296934,0.1511986188560448,1.3750213552403414,0.0,,,,
train/attack/digital_1/huawei/chinese-001_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/chinese-001_03.jpg,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_1/huawei/chinese-001_03.jpg.npz,dev_val,digital_1,huawei,chinese-001_03,0.9963654279708862,1,True,1962,3193,0.13714298575534595,0.8072346453832225,5.886080435956645,1.0,0.12123136333205953,0.6788367273273149,5.599514091645929,0.0,,,,
train/attack/digital_1/iphone15pro/chinese-001_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/chinese-001_03.jpg,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_1/iphone15pro/chinese-001_03.jpg.npz,dev_val,digital_1,iphone15pro,chinese-001_03,0.9694389700889587,1,True,1765,2778,0.13914549159013453,0.7811808333225797,5.614129673878458,1.0,0.12518921432461041,0.6898029391649617,5.5100828205242305,0.0,,,,
train/attack/digital_1/scan/chinese-001_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/chinese-001_03.jpg,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_1/scan/chinese-001_03.jpg.npz,dev_val,digital_1,scan,chinese-001_03,0.8861765265464783,1,True,1248,1991,0.1386161605429561,0.3214547830264957,2.319028183780053,1.0,0.12489133794382414,0.13139198460524923,1.052050420537164,0.0,,,,
train/attack/digital_2/huawei/chinese-001_03.jpg,data/processed/policy_c/train/attack/digital_2/huawei/chinese-001_03.jpg,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_2/huawei/chinese-001_03.jpg.npz,dev_val,digital_2,huawei,chinese-001_03,0.5104287266731262,0,False,1956,3179,0.08319148990917517,0.20425569085598547,2.455247418684085,0.0,0.06925899194033441,0.1570663751580544,2.2678120307232414,0.0,,,,
train/attack/digital_2/iphone15pro/chinese-001_03.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/chinese-001_03.jpg,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_2/iphone15pro/chinese-001_03.jpg.npz,dev_val,digital_2,iphone15pro,chinese-001_03,0.5694406032562256,1,True,1765,2774,0.0891793689275772,0.1715239488370316,1.9233590784470187,1.0,0.07711754842109347,0.14804632615399768,1.9197488663099604,0.0,,,,
train/attack/digital_2/scan/chinese-001_03.jpg,data/processed/policy_c/train/attack/digital_2/scan/chinese-001_03.jpg,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_2/scan/chinese-001_03.jpg.npz,dev_val,digital_2,scan,chinese-001_03,0.3656076192855835,0,False,1247,1995,0.08824507137933044,0.16524961297080779,1.8726214437570736,1.0,0.0747458059744389,0.1447477451593766,1.936533338189925,1.0,,,,
train/attack/digital_1/huawei/chinese-113_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/chinese-113_03.jpg,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_1/huawei/chinese-113_03.jpg.npz,dev_val,digital_1,huawei,chinese-113_03,0.9679869413375854,1,True,1973,3178,0.13106516321504566,0.7587926541764183,5.78943050588833,1.0,0.11595653978170373,0.6565773593889378,5.662271059700388,0.0,,,,
train/attack/digital_1/iphone15pro/chinese-113_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/chinese-113_03.jpg,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_1/iphone15pro/chinese-113_03.jpg.npz,dev_val,digital_1,iphone15pro,chinese-113_03,0.9500296711921692,1,True,1770,2791,0.12730811506719542,0.6869523826781806,5.395982670198167,1.0,0.11403421409008374,0.5907223824607462,5.180220578309002,0.0,,,,
train/attack/digital_1/scan/chinese-113_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/chinese-113_03.jpg,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_1/scan/chinese-113_03.jpg.npz,dev_val,digital_1,scan,chinese-113_03,0.9925746917724609,1,True,1250,1990,0.13277226130653266,0.33440889780427174,2.518665378698481,1.0,0.11818331658291457,0.05467371953350815,0.4626179152380648,0.0,,,,
train/attack/digital_2/huawei/chinese-113_03.jpg,data/processed/policy_c/train/attack/digital_2/huawei/chinese-113_03.jpg,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_2/huawei/chinese-113_03.jpg.npz,dev_val,digital_2,huawei,chinese-113_03,0.707256019115448,1,True,1973,3178,0.07654212931848679,0.24333801500206223,3.179138301595304,1.0,0.06143350588514486,0.20388200134398046,3.3187427350337964,0.0,,,,
train/attack/digital_2/iphone15pro/chinese-113_03.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/chinese-113_03.jpg,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_2/iphone15pro/chinese-113_03.jpg.npz,dev_val,digital_2,iphone15pro,chinese-113_03,0.6496979594230652,1,True,1770,2791,0.07591248707002128,0.15019301827665918,1.9785021420536772,1.0,0.06263858609290962,0.12722465169449,2.0310907322490026,0.0,,,,
train/attack/digital_2/scan/chinese-113_03.jpg,data/processed/policy_c/train/attack/digital_2/scan/chinese-113_03.jpg,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_2/scan/chinese-113_03.jpg.npz,dev_val,digital_2,scan,chinese-113_03,0.6565003395080566,1,True,1250,1990,0.07494190954773869,0.06058342907459088,0.8084051959738052,0.0,0.0603529648241206,0.044628828418041014,0.7394637288838659,0.0,,,,
train/attack/digital_1/huawei/chinese-142_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/chinese-142_03.jpg,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_1/huawei/chinese-142_03.jpg.npz,dev_val,digital_1,huawei,chinese-142_03,0.9878990054130554,1,True,1967,3195,0.13900818911094084,0.7883316408533815,5.671116542811899,1.0,0.12341570180275008,0.6544004417765256,5.302408301517624,0.0,,,,
train/attack/digital_1/iphone15pro/chinese-142_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/chinese-142_03.jpg,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_1/iphone15pro/chinese-142_03.jpg.npz,dev_val,digital_1,iphone15pro,chinese-142_03,0.859920859336853,1,True,1762,2784,0.1371790073323157,0.47368678817972404,3.4530559550720423,1.0,0.12327781909272378,0.39067491407040955,3.1690608817192185,0.0,,,,
train/attack/digital_1/scan/chinese-142_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/chinese-142_03.jpg,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_1/scan/chinese-142_03.jpg.npz,dev_val,digital_1,scan,chinese-142_03,0.9944408535957336,1,True,1250,1996,0.1385302605210421,0.5325701299696459,3.844431736189156,1.0,0.12350541082164329,0.04643150254008838,0.3759471122049954,0.0,,,,
train/attack/digital_2/huawei/chinese-142_03.jpg,data/processed/policy_c/train/attack/digital_2/huawei/chinese-142_03.jpg,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_2/huawei/chinese-142_03.jpg.npz,dev_val,digital_2,huawei,chinese-142_03,0.6997826099395752,1,True,1967,3195,0.08562899739281876,0.20177061389264014,2.3563351205319796,0.0,0.07003651008462797,0.16693407220165124,2.383529276372252,0.0,,,,
train/attack/digital_2/iphone15pro/chinese-142_03.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/chinese-142_03.jpg,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_2/iphone15pro/chinese-142_03.jpg.npz,dev_val,digital_2,iphone15pro,chinese-142_03,0.7023573517799377,1,True,1762,2784,0.08521431856432737,0.14480729830641376,1.6993305907516034,1.0,0.07131313032473548,0.12567673692139444,1.762322539329094,0.0,,,,
train/attack/digital_2/scan/chinese-142_03.jpg,data/processed/policy_c/train/attack/digital_2/scan/chinese-142_03.jpg,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_2/scan/chinese-142_03.jpg.npz,dev_val,digital_2,scan,chinese-142_03,0.5840805768966675,1,True,1250,1996,0.08257875751503006,0.1286606405664715,1.558035558273617,0.0,0.06755390781563127,0.1065261096919125,1.5769052174249418,0.0,,,,
train/attack/digital_1/huawei/chinese-NF-1050.jpg,data/processed/policy_c/train/attack/digital_1/huawei/chinese-NF-1050.jpg,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_1/huawei/chinese-NF-1050.jpg.npz,dev_val,digital_1,huawei,chinese-NF-1050,0.8955658674240112,1,True,1968,3198,0.3060802101923458,0.6674895839768966,2.180766876621769,1.0,0.2895221289220397,0.5814753354176135,2.008396862728889,0.0,,,,
train/attack/digital_1/iphone15pro/chinese-NF-1050.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/chinese-NF-1050.jpg,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_1/iphone15pro/chinese-NF-1050.jpg.npz,dev_val,digital_1,iphone15pro,chinese-NF-1050,0.9284194707870483,1,True,1776,2781,0.2933641570372962,0.7874038768111288,2.684049356142114,1.0,0.27916630222455463,0.6916494636218576,2.4775535518090988,0.0,,,,
train/attack/digital_1/scan/chinese-NF-1050.jpg,data/processed/policy_c/train/attack/digital_1/scan/chinese-NF-1050.jpg,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_1/scan/chinese-NF-1050.jpg.npz,dev_val,digital_1,scan,chinese-NF-1050,0.6920092701911926,1,True,1247,1993,0.3081663931217159,0.35766678198491636,1.1606287705864455,1.0,0.2922453929571463,0.28717271233798114,0.9826423932030676,0.0,,,,
train/attack/digital_2/huawei/chinese-NF-1050.jpg,data/processed/policy_c/train/attack/digital_2/huawei/chinese-NF-1050.jpg,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_2/huawei/chinese-NF-1050.jpg.npz,dev_val,digital_2,huawei,chinese-NF-1050,0.6356818675994873,1,True,1968,3198,0.18237246220961273,0.38546234084263764,2.1135994775329636,1.0,0.16531864427462287,0.34705174268795114,2.099289794026124,0.0,,,,
train/attack/digital_2/iphone15pro/chinese-NF-1050.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/chinese-NF-1050.jpg,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_2/iphone15pro/chinese-NF-1050.jpg.npz,dev_val,digital_2,iphone15pro,chinese-NF-1050,0.821412980556488,1,True,1776,2781,0.19798439215914945,0.44409206360725134,2.243066025377741,1.0,0.1832346100145453,0.41472879240224525,2.2633758566098607,1.0,,,,
train/attack/digital_2/scan/chinese-NF-1050.jpg,data/processed/policy_c/train/attack/digital_2/scan/chinese-NF-1050.jpg,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_2/scan/chinese-NF-1050.jpg.npz,dev_val,digital_2,scan,chinese-NF-1050,0.7039689421653748,1,True,1247,1993,0.18280099031453712,0.12979200795657672,0.7100180788585975,0.0,0.16621607864896826,0.11472982940491067,0.6902450733855212,0.0,,,,
train/attack/digital_1/huawei/chinese-NF-1085.jpg,data/processed/policy_c/train/attack/digital_1/huawei/chinese-NF-1085.jpg,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_1/huawei/chinese-NF-1085.jpg.npz,dev_val,digital_1,huawei,chinese-NF-1085,0.8593485355377197,1,True,1985,3222,0.21959951029368308,0.5223723340999283,2.3787499953953892,1.0,0.2041146588238605,0.4712962284090594,2.308977861388003,0.0,,,,
train/attack/digital_1/iphone15pro/chinese-NF-1085.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/chinese-NF-1085.jpg,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_1/iphone15pro/chinese-NF-1085.jpg.npz,dev_val,digital_1,iphone15pro,chinese-NF-1085,0.8785356283187866,1,True,1763,2787,0.21541917023796367,0.5519727611715572,2.5623195956136042,1.0,0.20180601085055586,0.5071467125582045,2.5130406692086282,0.0,,,,
train/attack/digital_1/scan/chinese-NF-1085.jpg,data/processed/policy_c/train/attack/digital_1/scan/chinese-NF-1085.jpg,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_1/scan/chinese-NF-1085.jpg.npz,dev_val,digital_1,scan,chinese-NF-1085,0.9114617109298706,1,True,1251,1994,0.2231458564342107,0.2859138994663668,1.28128706503973,1.0,0.2096316928403115,0.14182818743984194,0.6765588996501622,0.0,,,,
train/attack/digital_2/huawei/chinese-NF-1085.jpg,data/processed/policy_c/train/attack/digital_2/huawei/chinese-NF-1085.jpg,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_2/huawei/chinese-NF-1085.jpg.npz,dev_val,digital_2,huawei,chinese-NF-1085,0.6771997809410095,1,True,1985,3222,0.11332823613475992,0.17368561909730745,1.5325890971317675,1.0,0.09784338466493737,0.15012076114200879,1.5342964846943326,1.0,,,,
