image_path,split,variant,file_stem,hardware_source,inventory_row,field_name,field_norm,semantic_type,region_provenance,native_width,native_height,original_x0,original_y0,original_x1,original_y1,clipped_x0,clipped_y0,clipped_x1,clipped_y1,annotation_clipped,content_width_r512,pad_left_r512,pad_right_r512,model_x0,model_y0,model_x1,model_y1
train/attack/digital_1/iphone15pro/arabic-120_03.jpg,dev_val,digital_1,arabic-120_03,iphone15pro,16247,face,face,face,altered,2768,1737,157,644,887,1373,157,644,887,1373,0,816,24,24,70,189,286,405
train/attack/digital_1/iphone15pro/arabic-120_03.jpg,dev_val,digital_1,arabic-120_03,iphone15pro,16248,dob,dob,text,altered,2768,1737,1329,1073,1535,1177,1329,1073,1535,1177,0,816,24,24,415,316,477,347
train/attack/digital_1/iphone15pro/arabic-120_03.jpg,dev_val,digital_1,arabic-120_03,iphone15pro,16249,doe,doe,text,altered,2768,1737,1338,1527,1539,1633,1338,1527,1539,1633,0,816,24,24,418,450,478,482
train/attack/digital_1/iphone15pro/arabic-120_03.jpg,dev_val,digital_1,arabic-120_03,iphone15pro,16250,name,name,text,altered,2768,1737,1058,642,1633,743,1058,642,1633,743,0,816,24,24,335,189,506,220
train/attack/digital_1/scan/arabic-120_03.jpg,dev_val,digital_1,arabic-120_03,scan,18841,face,face,face,altered,1992,1249,107,445,650,988,107,445,650,988,0,817,23,24,66,182,290,406
train/attack/digital_1/scan/arabic-120_03.jpg,dev_val,digital_1,arabic-120_03,scan,18842,face,face,face,altered,1992,1249,1714,448,1898,632,1714,448,1898,632,0,817,23,24,725,183,802,260
train/attack/digital_1/scan/arabic-120_03.jpg,dev_val,digital_1,arabic-120_03,scan,18843,dob,dob,text,altered,1992,1249,958,767,1109,850,958,767,1109,850,0,817,23,24,415,314,478,349
train/attack/digital_1/scan/arabic-120_03.jpg,dev_val,digital_1,arabic-120_03,scan,18844,doe,doe,text,altered,1992,1249,951,1094,1098,1177,951,1094,1098,1177,0,817,23,24,413,448,474,483
train/attack/digital_1/scan/arabic-120_03.jpg,dev_val,digital_1,arabic-120_03,scan,18845,name,name,text,altered,1992,1249,780,456,1191,541,780,456,1191,541,0,817,23,24,342,186,512,222
train/attack/digital_1/huawei/arabic-NF-1048.jpg,dev_val,digital_1,arabic-NF-1048,huawei,13796,face,face,face,altered,3045,1891,103,518,1034,1449,103,518,1034,1449,0,824,20,20,47,140,300,393
train/attack/digital_1/huawei/arabic-NF-1048.jpg,dev_val,digital_1,arabic-NF-1048,huawei,13797,face,face,face,altered,3045,1891,2562,575,2900,913,2562,575,2900,913,0,824,20,20,713,155,805,248
train/attack/digital_1/huawei/arabic-NF-1048.jpg,dev_val,digital_1,arabic-NF-1048,huawei,13798,dob,dob,text,altered,3045,1891,1484,1165,1713,1279,1484,1165,1713,1279,0,824,20,20,421,315,484,347
train/attack/digital_1/huawei/arabic-NF-1048.jpg,dev_val,digital_1,arabic-NF-1048,huawei,13799,doe,doe,text,altered,3045,1891,1495,1658,1721,1772,1495,1658,1721,1772,0,824,20,20,424,448,486,480
train/attack/digital_1/huawei/arabic-NF-1048.jpg,dev_val,digital_1,arabic-NF-1048,huawei,13800,name,name,text,altered,3045,1891,1186,698,1753,812,1186,698,1753,812,0,824,20,20,340,188,495,220
train/attack/digital_1/iphone15pro/arabic-NF-1048.jpg,dev_val,digital_1,arabic-NF-1048,iphone15pro,16394,face,face,face,altered,2629,1605,74,412,895,1233,74,412,895,1233,0,839,12,13,35,131,298,394
train/attack/digital_1/iphone15pro/arabic-NF-1048.jpg,dev_val,digital_1,arabic-NF-1048,iphone15pro,16395,face,face,face,altered,2629,1605,2214,499,2515,800,2214,499,2515,800,0,839,12,13,718,159,815,256
train/attack/digital_1/iphone15pro/arabic-NF-1048.jpg,dev_val,digital_1,arabic-NF-1048,iphone15pro,16396,dob,dob,text,altered,2629,1605,1271,982,1465,1088,1271,982,1465,1088,0,839,12,13,417,313,480,348
train/attack/digital_1/iphone15pro/arabic-NF-1048.jpg,dev_val,digital_1,arabic-NF-1048,iphone15pro,16397,doe,doe,text,altered,2629,1605,1252,1404,1446,1510,1252,1404,1446,1510,0,839,12,13,411,447,474,482
train/attack/digital_1/iphone15pro/arabic-NF-1048.jpg,dev_val,digital_1,arabic-NF-1048,iphone15pro,16398,name,name,text,altered,2629,1605,1028,584,1521,692,1028,584,1521,692,0,839,12,13,340,186,498,221
train/attack/digital_1/scan/arabic-NF-1048.jpg,dev_val,digital_1,arabic-NF-1048,scan,18989,face,face,face,altered,2005,1248,46,321,675,951,46,321,675,951,0,823,20,21,38,131,298,391
train/attack/digital_1/scan/arabic-NF-1048.jpg,dev_val,digital_1,arabic-NF-1048,scan,18990,face,face,face,altered,2005,1248,1686,390,1916,620,1686,390,1916,620,0,823,20,21,712,160,807,255
train/attack/digital_1/scan/arabic-NF-1048.jpg,dev_val,digital_1,arabic-NF-1048,scan,18991,dob,dob,text,altered,2005,1248,963,761,1113,847,963,761,1113,847,0,823,20,21,415,312,477,348
train/attack/digital_1/scan/arabic-NF-1048.jpg,dev_val,digital_1,arabic-NF-1048,scan,18992,doe,doe,text,altered,2005,1248,956,1092,1103,1178,956,1092,1103,1178,0,823,20,21,412,448,473,484
train/attack/digital_1/scan/arabic-NF-1048.jpg,dev_val,digital_1,arabic-NF-1048,scan,18993,name,name,text,altered,2005,1248,778,450,1154,536,778,450,1154,536,0,823,20,21,339,184,494,220
train/attack/digital_1/huawei/arabic-NF-1098.jpg,dev_val,digital_1,arabic-NF-1098,huawei,13841,face,face,face,altered,3037,1894,2583,573,2930,920,2583,573,2930,920,0,821,21,22,719,154,814,249
train/attack/digital_1/huawei/arabic-NF-1098.jpg,dev_val,digital_1,arabic-NF-1098,huawei,13842,face,face,face,altered,3037,1894,161,499,1136,1474,161,499,1136,1474,0,821,21,22,64,134,329,399
train/attack/digital_1/huawei/arabic-NF-1098.jpg,dev_val,digital_1,arabic-NF-1098,huawei,13843,dob,dob,text,altered,3037,1894,1484,1162,1706,1276,1484,1162,1706,1276,0,821,21,22,422,314,483,345
train/attack/digital_1/huawei/arabic-NF-1098.jpg,dev_val,digital_1,arabic-NF-1098,huawei,13844,doe,doe,text,altered,3037,1894,1497,1654,1716,1768,1497,1654,1716,1768,0,821,21,22,425,447,485,478
train/attack/digital_1/huawei/arabic-NF-1098.jpg,dev_val,digital_1,arabic-NF-1098,huawei,13845,name,name,text,altered,3037,1894,1177,699,1550,813,1177,699,1550,813,0,821,21,22,339,188,441,220
train/attack/digital_1/iphone15pro/arabic-NF-1098.jpg,dev_val,digital_1,arabic-NF-1098,iphone15pro,16439,face,face,face,altered,2624,1608,2234,498,2552,816,2234,498,2552,816,0,836,14,14,725,158,828,260
train/attack/digital_1/iphone15pro/arabic-NF-1098.jpg,dev_val,digital_1,arabic-NF-1098,iphone15pro,16440,face,face,face,altered,2624,1608,124,393,981,1250,124,393,981,1250,0,836,14,14,53,125,327,399
train/attack/digital_1/iphone15pro/arabic-NF-1098.jpg,dev_val,digital_1,arabic-NF-1098,iphone15pro,16441,dob,dob,text,altered,2624,1608,1264,985,1454,1093,1264,985,1454,1093,0,836,14,14,416,313,478,349
train/attack/digital_1/iphone15pro/arabic-NF-1098.jpg,dev_val,digital_1,arabic-NF-1098,iphone15pro,16442,doe,doe,text,altered,2624,1608,1255,1406,1443,1514,1255,1406,1443,1514,0,836,14,14,413,447,474,483
train/attack/digital_1/iphone15pro/arabic-NF-1098.jpg,dev_val,digital_1,arabic-NF-1098,iphone15pro,16443,name,name,text,altered,2624,1608,1020,587,1339,692,1020,587,1339,692,0,836,14,14,338,186,441,221
train/attack/digital_1/scan/arabic-NF-1098.jpg,dev_val,digital_1,arabic-NF-1098,scan,19034,face,face,face,altered,2000,1248,1708,396,1941,629,1708,396,1941,629,0,821,21,22,722,162,818,259
train/attack/digital_1/scan/arabic-NF-1098.jpg,dev_val,digital_1,arabic-NF-1098,scan,19035,face,face,face,altered,2000,1248,102,321,740,960,102,321,740,960,0,821,21,22,62,131,325,394
train/attack/digital_1/scan/arabic-NF-1098.jpg,dev_val,digital_1,arabic-NF-1098,scan,19036,dob,dob,text,altered,2000,1248,961,768,1110,850,961,768,1110,850,0,821,21,22,415,315,477,349
train/attack/digital_1/scan/arabic-NF-1098.jpg,dev_val,digital_1,arabic-NF-1098,scan,19037,doe,doe,text,altered,2000,1248,954,1093,1099,1175,954,1093,1099,1175,0,821,21,22,412,448,473,483
train/attack/digital_1/scan/arabic-NF-1098.jpg,dev_val,digital_1,arabic-NF-1098,scan,19038,name,name,text,altered,2000,1248,779,458,1024,540,779,458,1024,540,0,821,21,22,340,187,442,222
train/attack/digital_1/huawei/arabic-NM-1090.jpg,dev_val,digital_1,arabic-NM-1090,huawei,13901,face,face,face,altered,3189,1973,99,576,1167,1644,99,576,1167,1644,0,828,18,18,43,149,322,427
train/attack/digital_1/huawei/arabic-NM-1090.jpg,dev_val,digital_1,arabic-NM-1090,huawei,13902,face,face,face,altered,3189,1973,2733,666,3085,1019,2733,666,3085,1019,0,828,18,18,727,172,819,265
train/attack/digital_1/huawei/arabic-NM-1090.jpg,dev_val,digital_1,arabic-NM-1090,huawei,13903,dob,dob,text,altered,3189,1973,1547,1214,1788,1351,1547,1214,1788,1351,0,828,18,18,419,315,483,351
train/attack/digital_1/huawei/arabic-NM-1090.jpg,dev_val,digital_1,arabic-NM-1090,huawei,13904,doe,doe,text,altered,3189,1973,1504,1737,1725,1874,1504,1737,1725,1874,0,828,18,18,408,450,466,487
train/attack/digital_1/huawei/arabic-NM-1090.jpg,dev_val,digital_1,arabic-NM-1090,huawei,13905,name,name,text,altered,3189,1973,1231,720,1697,854,1231,720,1697,854,0,828,18,18,337,186,459,222
train/attack/digital_1/iphone15pro/arabic-NM-1090.jpg,dev_val,digital_1,arabic-NM-1090,iphone15pro,16497,face,face,face,altered,2766,1767,98,557,1013,1473,98,557,1013,1473,0,801,31,32,59,161,325,427
train/attack/digital_1/iphone15pro/arabic-NM-1090.jpg,dev_val,digital_1,arabic-NM-1090,iphone15pro,16498,dob,dob,text,altered,2766,1767,1359,1093,1570,1197,1359,1093,1570,1197,0,801,31,32,424,316,486,347
train/attack/digital_1/iphone15pro/arabic-NM-1090.jpg,dev_val,digital_1,arabic-NM-1090,iphone15pro,16499,doe,doe,text,altered,2766,1767,1341,1556,1533,1660,1341,1556,1533,1660,0,801,31,32,419,450,475,481
train/attack/digital_1/iphone15pro/arabic-NM-1090.jpg,dev_val,digital_1,arabic-NM-1090,iphone15pro,16500,name,name,text,altered,2766,1767,1063,656,1469,760,1063,656,1469,760,0,801,31,32,338,190,457,221
train/attack/digital_1/scan/arabic-NM-1090.jpg,dev_val,digital_1,arabic-NM-1090,scan,19094,face,face,face,altered,1993,1249,61,367,732,1039,61,367,732,1039,0,817,23,24,48,150,324,426
train/attack/digital_1/scan/arabic-NM-1090.jpg,dev_val,digital_1,arabic-NM-1090,scan,19095,face,face,face,altered,1993,1249,1689,417,1924,653,1689,417,1924,653,0,817,23,24,715,170,812,268
train/attack/digital_1/scan/arabic-NM-1090.jpg,dev_val,digital_1,arabic-NM-1090,scan,19096,dob,dob,text,altered,1993,1249,960,766,1115,851,960,766,1115,851,0,817,23,24,416,314,481,349
train/attack/digital_1/scan/arabic-NM-1090.jpg,dev_val,digital_1,arabic-NM-1090,scan,19097,doe,doe,text,altered,1993,1249,939,1094,1076,1179,939,1094,1076,1179,0,817,23,24,407,448,465,484
train/attack/digital_1/scan/arabic-NM-1090.jpg,dev_val,digital_1,arabic-NM-1090,scan,19098,name,name,text,altered,1993,1249,770,457,1058,540,770,457,1058,540,0,817,23,24,338,187,457,222
train/attack/digital_1/huawei/chinese-001_03.jpg,dev_val,digital_1,chinese-001_03,huawei,13913,face,face,face,altered,3193,1962,121,811,916,1606,121,811,916,1606,0,833,15,16,46,211,254,420
train/attack/digital_1/huawei/chinese-001_03.jpg,dev_val,digital_1,chinese-001_03,huawei,13914,face,face,face,altered,3193,1962,2703,728,3060,1085,2703,728,3060,1085,0,833,15,16,720,189,814,284
train/attack/digital_1/huawei/chinese-001_03.jpg,dev_val,digital_1,chinese-001_03,huawei,13915,dob,dob,text,altered,3193,1962,2298,1104,2517,1227,2298,1104,2517,1227,0,833,15,16,614,288,672,321
train/attack/digital_1/huawei/chinese-001_03.jpg,dev_val,digital_1,chinese-001_03,huawei,13916,doe,doe,text,altered,3193,1962,1367,1682,1575,1805,1367,1682,1575,1805,0,833,15,16,371,438,426,472
train/attack/digital_1/huawei/chinese-001_03.jpg,dev_val,digital_1,chinese-001_03,huawei,13917,name_en,name_en,text,altered,3193,1962,1131,752,1524,872,1131,752,1524,872,0,833,15,16,310,196,413,228
train/attack/digital_1/iphone15pro/chinese-001_03.jpg,dev_val,digital_1,chinese-001_03,iphone15pro,16508,face,face,face,altered,2778,1765,112,747,820,1455,112,747,820,1455,0,806,29,29,61,216,267,423
train/attack/digital_1/iphone15pro/chinese-001_03.jpg,dev_val,digital_1,chinese-001_03,iphone15pro,16509,face,face,face,altered,2778,1765,2338,610,2673,946,2338,610,2673,946,0,806,29,29,707,176,805,275
train/attack/digital_1/iphone15pro/chinese-001_03.jpg,dev_val,digital_1,chinese-001_03,iphone15pro,16510,dob,dob,text,altered,2778,1765,2009,973,2200,1067,2009,973,2200,1067,0,806,29,29,611,282,668,310
train/attack/digital_1/iphone15pro/chinese-001_03.jpg,dev_val,digital_1,chinese-001_03,iphone15pro,16511,doe,doe,text,altered,2778,1765,1225,1513,1407,1607,1225,1513,1407,1607,0,806,29,29,384,438,438,467
train/attack/digital_1/iphone15pro/chinese-001_03.jpg,dev_val,digital_1,chinese-001_03,iphone15pro,16512,name_en,name_en,text,altered,2778,1765,985,682,1329,779,985,682,1329,779,0,806,29,29,314,197,415,226
train/attack/digital_1/scan/chinese-001_03.jpg,dev_val,digital_1,chinese-001_03,scan,19106,face,face,face,altered,1991,1248,1670,435,1911,677,1670,435,1911,677,0,817,23,24,708,178,808,278
train/attack/digital_1/scan/chinese-001_03.jpg,dev_val,digital_1,chinese-001_03,scan,19107,face,face,face,altered,1991,1248,82,533,584,1035,82,533,584,1035,0,817,23,24,56,218,263,425
train/attack/digital_1/scan/chinese-001_03.jpg,dev_val,digital_1,chinese-001_03,scan,19108,dob,dob,text,altered,1991,1248,1440,693,1573,760,1440,693,1573,760,0,817,23,24,613,284,669,312
train/attack/digital_1/scan/chinese-001_03.jpg,dev_val,digital_1,chinese-001_03,scan,19109,doe,doe,text,altered,1991,1248,876,1073,1007,1140,876,1073,1007,1140,0,817,23,24,382,440,437,468
train/attack/digital_1/scan/chinese-001_03.jpg,dev_val,digital_1,chinese-001_03,scan,19110,name_en,name_en,text,altered,1991,1248,705,485,950,552,705,485,950,552,0,817,23,24,312,198,413,227
train/attack/digital_1/huawei/chinese-113_03.jpg,dev_val,digital_1,chinese-113_03,huawei,14031,face,face,face,altered,3178,1973,2690,713,3045,1067,2690,713,3045,1067,0,825,19,20,717,185,810,277
train/attack/digital_1/huawei/chinese-113_03.jpg,dev_val,digital_1,chinese-113_03,huawei,14032,face,face,face,altered,3178,1973,128,762,904,1537,128,762,904,1537,0,825,19,20,52,197,254,399
train/attack/digital_1/huawei/chinese-113_03.jpg,dev_val,digital_1,chinese-113_03,huawei,14033,dob,dob,text,altered,3178,1973,2286,1116,2502,1241,2286,1116,2502,1241,0,825,19,20,612,289,669,323
train/attack/digital_1/huawei/chinese-113_03.jpg,dev_val,digital_1,chinese-113_03,huawei,14034,doe,doe,text,altered,3178,1973,1380,1694,1602,1819,1380,1694,1602,1819,0,825,19,20,377,439,435,473
train/attack/digital_1/huawei/chinese-113_03.jpg,dev_val,digital_1,chinese-113_03,huawei,14035,name_en,name_en,text,altered,3178,1973,1121,760,1457,879,1121,760,1457,879,0,825,19,20,310,197,398,229
train/attack/digital_1/iphone15pro/chinese-113_03.jpg,dev_val,digital_1,chinese-113_03,iphone15pro,16627,face,face,face,altered,2791,1770,2357,599,2666,908,2357,599,2666,908,0,807,28,29,709,173,799,263
train/attack/digital_1/iphone15pro/chinese-113_03.jpg,dev_val,digital_1,chinese-113_03,iphone15pro,16628,face,face,face,altered,2791,1770,123,699,807,1383,123,699,807,1383,0,807,28,29,63,202,262,401
train/attack/digital_1/iphone15pro/chinese-113_03.jpg,dev_val,digital_1,chinese-113_03,iphone15pro,16629,dob,dob,text,altered,2791,1770,2013,975,2205,1070,2013,975,2205,1070,0,807,28,29,610,282,666,310
train/attack/digital_1/iphone15pro/chinese-113_03.jpg,dev_val,digital_1,chinese-113_03,iphone15pro,16630,doe,doe,text,altered,2791,1770,1249,1515,1444,1610,1249,1515,1444,1610,0,807,28,29,389,438,446,466
train/attack/digital_1/iphone15pro/chinese-113_03.jpg,dev_val,digital_1,chinese-113_03,iphone15pro,16631,name_en,name_en,text,altered,2791,1770,985,682,1282,779,985,682,1282,779,0,807,28,29,312,197,399,226
train/attack/digital_1/scan/chinese-113_03.jpg,dev_val,digital_1,chinese-113_03,scan,19224,face,face,face,altered,1990,1250,1677,444,1907,674,1677,444,1907,674,0,815,24,25,710,181,806,277
train/attack/digital_1/scan/chinese-113_03.jpg,dev_val,digital_1,chinese-113_03,scan,19225,face,face,face,altered,1990,1250,82,479,573,970,82,479,573,970,0,815,24,25,57,196,259,398
train/attack/digital_1/scan/chinese-113_03.jpg,dev_val,digital_1,chinese-113_03,scan,19226,dob,dob,text,altered,1990,1250,1429,702,1567,778,1429,702,1567,778,0,815,24,25,609,287,666,319
train/attack/digital_1/scan/chinese-113_03.jpg,dev_val,digital_1,chinese-113_03,scan,19227,doe,doe,text,altered,1990,1250,872,1068,1008,1144,872,1068,1008,1144,0,815,24,25,381,437,437,469
train/attack/digital_1/scan/chinese-113_03.jpg,dev_val,digital_1,chinese-113_03,scan,19228,name_en,name_en,text,altered,1990,1250,709,479,918,553,709,479,918,553,0,815,24,25,314,196,400,227
train/attack/digital_1/huawei/chinese-142_03.jpg,dev_val,digital_1,chinese-142_03,huawei,14043,face,face,face,altered,3195,1967,124,722,922,1521,124,722,922,1521,0,832,16,16,48,187,257,396
train/attack/digital_1/huawei/chinese-142_03.jpg,dev_val,digital_1,chinese-142_03,huawei,14044,face,face,face,altered,3195,1967,2698,684,3070,1055,2698,684,3070,1055,0,832,16,16,718,178,816,275
train/attack/digital_1/huawei/chinese-142_03.jpg,dev_val,digital_1,chinese-142_03,huawei,14045,dob,dob,text,altered,3195,1967,2299,1107,2518,1230,2299,1107,2518,1230,0,832,16,16,614,288,672,321
train/attack/digital_1/huawei/chinese-142_03.jpg,dev_val,digital_1,chinese-142_03,huawei,14046,doe,doe,text,altered,3195,1967,1392,1689,1611,1814,1392,1689,1611,1814,0,832,16,16,378,439,436,473
train/attack/digital_1/huawei/chinese-142_03.jpg,dev_val,digital_1,chinese-142_03,huawei,14047,name_en,name_en,text,altered,3195,1967,1138,752,1502,872,1138,752,1502,872,0,832,16,16,312,195,408,227
train/attack/digital_1/iphone15pro/chinese-142_03.jpg,dev_val,digital_1,chinese-142_03,iphone15pro,16639,face,face,face,altered,2784,1762,2337,579,2670,913,2337,579,2670,913,0,809,27,28,706,168,803,266
train/attack/digital_1/iphone15pro/chinese-142_03.jpg,dev_val,digital_1,chinese-142_03,iphone15pro,16640,face,face,face,altered,2784,1762,118,671,821,1373,118,671,821,1373,0,809,27,28,61,194,266,399
train/attack/digital_1/iphone15pro/chinese-142_03.jpg,dev_val,digital_1,chinese-142_03,iphone15pro,16641,dob,dob,text,altered,2784,1762,2010,975,2199,1072,2010,975,2199,1072,0,809,27,28,611,283,667,312
train/attack/digital_1/iphone15pro/chinese-142_03.jpg,dev_val,digital_1,chinese-142_03,iphone15pro,16642,doe,doe,text,altered,2784,1762,1241,1511,1435,1608,1241,1511,1435,1608,0,809,27,28,387,439,444,468
train/attack/digital_1/iphone15pro/chinese-142_03.jpg,dev_val,digital_1,chinese-142_03,iphone15pro,16643,name_en,name_en,text,altered,2784,1762,989,681,1309,778,989,681,1309,778,0,809,27,28,314,197,408,227
train/attack/digital_1/scan/chinese-142_03.jpg,dev_val,digital_1,chinese-142_03,scan,19236,face,face,face,altered,1996,1250,1687,435,1925,673,1687,435,1925,673,0,818,23,23,714,178,812,276
train/attack/digital_1/scan/chinese-142_03.jpg,dev_val,digital_1,chinese-142_03,scan,19237,face,face,face,altered,1996,1250,81,463,582,965,81,463,582,965,0,818,23,23,56,189,262,396
train/attack/digital_1/scan/chinese-142_03.jpg,dev_val,digital_1,chinese-142_03,scan,19238,dob,dob,text,altered,1996,1250,1434,699,1571,775,1434,699,1571,775,0,818,23,23,610,286,667,318
train/attack/digital_1/scan/chinese-142_03.jpg,dev_val,digital_1,chinese-142_03,scan,19239,doe,doe,text,altered,1996,1250,878,1065,1012,1140,878,1065,1012,1140,0,818,23,23,382,436,438,467
train/attack/digital_1/scan/chinese-142_03.jpg,dev_val,digital_1,chinese-142_03,scan,19240,name_en,name_en,text,altered,1996,1250,714,477,941,552,714,477,941,552,0,818,23,23,315,195,409,227
train/attack/digital_1/huawei/chinese-NF-1050.jpg,dev_val,digital_1,chinese-NF-1050,huawei,14091,face,face,face,altered,3198,1968,2601,643,3188,1229,2601,643,3188,1229,0,832,16,16,692,167,846,320
train/attack/digital_1/huawei/chinese-NF-1050.jpg,dev_val,digital_1,chinese-NF-1050,huawei,14092,face,face,face,altered,3198,1968,0,623,1163,1894,0,623,1163,1894,0,832,16,16,16,162,319,493
train/attack/digital_1/huawei/chinese-NF-1050.jpg,dev_val,digital_1,chinese-NF-1050,huawei,14093,dob,dob,text,altered,3198,1968,2290,1106,2495,1229,2290,1106,2495,1229,0,832,16,16,611,287,666,320
train/attack/digital_1/huawei/chinese-NF-1050.jpg,dev_val,digital_1,chinese-NF-1050,huawei,14094,doe,doe,text,altered,3198,1968,1407,1684,1633,1810,1407,1684,1633,1810,0,832,16,16,382,438,441,471
train/attack/digital_1/huawei/chinese-NF-1050.jpg,dev_val,digital_1,chinese-NF-1050,huawei,14095,name_en,name_en,text,altered,3198,1968,1137,750,1584,870,1137,750,1584,870,0,832,16,16,311,195,429,227
train/attack/digital_1/iphone15pro/chinese-NF-1050.jpg,dev_val,digital_1,chinese-NF-1050,iphone15pro,16687,face,face,face,altered,2781,1776,2257,553,2770,1066,2257,553,2770,1066,0,802,31,31,681,159,830,308
train/attack/digital_1/iphone15pro/chinese-NF-1050.jpg,dev_val,digital_1,chinese-NF-1050,iphone15pro,16688,face,face,face,altered,2781,1776,0,609,1017,1706,0,609,1017,1706,0,802,31,31,31,175,325,492
train/attack/digital_1/iphone15pro/chinese-NF-1050.jpg,dev_val,digital_1,chinese-NF-1050,iphone15pro,16689,dob,dob,text,altered,2781,1776,1999,981,2182,1075,1999,981,2182,1075,0,802,31,31,607,282,661,310
train/attack/digital_1/iphone15pro/chinese-NF-1050.jpg,dev_val,digital_1,chinese-NF-1050,iphone15pro,16690,doe,doe,text,altered,2781,1776,1259,1520,1459,1614,1259,1520,1459,1614,0,802,31,31,394,438,452,466
train/attack/digital_1/iphone15pro/chinese-NF-1050.jpg,dev_val,digital_1,chinese-NF-1050,iphone15pro,16691,name_en,name_en,text,altered,2781,1776,988,687,1380,781,988,687,1380,781,0,802,31,31,315,198,429,226
train/attack/digital_1/scan/chinese-NF-1050.jpg,dev_val,digital_1,chinese-NF-1050,scan,19284,face,face,face,altered,1993,1247,1614,408,1985,779,1614,408,1985,779,0,818,23,23,685,167,838,320
train/attack/digital_1/scan/chinese-NF-1050.jpg,dev_val,digital_1,chinese-NF-1050,scan,19285,face,face,face,altered,1993,1247,0,399,734,1201,0,399,734,1201,0,818,23,23,23,163,325,494
train/attack/digital_1/scan/chinese-NF-1050.jpg,dev_val,digital_1,chinese-NF-1050,scan,19286,dob,dob,text,altered,1993,1247,1425,700,1554,776,1425,700,1554,776,0,818,23,23,607,287,661,319
train/attack/digital_1/scan/chinese-NF-1050.jpg,dev_val,digital_1,chinese-NF-1050,scan,19287,doe,doe,text,altered,1993,1247,882,1066,1021,1142,882,1066,1021,1142,0,818,23,23,385,437,443,469
