eval_split,image_path,file_stem,hardware_source,trufor_score,frozen_threshold,clean_prediction,clean_correct,map_mean,map_max,confidence_mean,confidence_max,map_rerun_max_abs_error,score_rerun_abs_error,panel_path,anomaly_overlay_path,anomaly_heatmap_path,confidence_path
dev_val,train/bonafide/iphone15pro/arabic-NF-1098.jpg,arabic-NF-1098,iphone15pro,0.4070378839969635,0.5329559743404388,0,True,0.08535432070493698,0.986967146396637,0.8761883974075317,0.9995853304862976,0.0,0.0,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/iphone15pro/arabic-NF-1098__6f1685f7__panel.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/iphone15pro/arabic-NF-1098__6f1685f7__anomaly_overlay.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/iphone15pro/arabic-NF-1098__6f1685f7__anomaly_heatmap.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/iphone15pro/arabic-NF-1098__6f1685f7__confidence.png
dev_val,train/bonafide/scan/arabic-NF-1098.jpg,arabic-NF-1098,scan,0.7830517888069153,0.5329559743404388,1,False,0.04046305641531944,0.9985404014587402,0.8960078954696655,0.9992259740829468,0.0,0.0,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/scan/arabic-NF-1098__e734a543__panel.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/scan/arabic-NF-1098__e734a543__anomaly_overlay.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/scan/arabic-NF-1098__e734a543__anomaly_heatmap.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/scan/arabic-NF-1098__e734a543__confidence.png
dev_val,train/bonafide/huawei/arabic-NM-1090.jpg,arabic-NM-1090,huawei,0.7210926413536072,0.5329559743404388,1,False,0.3410850167274475,0.9971429705619812,0.7291866540908813,0.9903215765953064,0.0,0.0,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/huawei/arabic-NM-1090__6bb863d2__panel.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/huawei/arabic-NM-1090__6bb863d2__anomaly_overlay.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/huawei/arabic-NM-1090__6bb863d2__anomaly_heatmap.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/huawei/arabic-NM-1090__6bb863d2__confidence.png
dev_val,train/bonafide/iphone15pro/arabic-NM-1090.jpg,arabic-NM-1090,iphone15pro,0.4072137176990509,0.5329559743404388,0,True,0.06723563373088837,0.9937505125999451,0.8847741484642029,0.9999257326126099,0.0,0.0,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/iphone15pro/arabic-NM-1090__264acc95__panel.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/iphone15pro/arabic-NM-1090__264acc95__anomaly_overlay.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/iphone15pro/arabic-NM-1090__264acc95__anomaly_heatmap.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/iphone15pro/arabic-NM-1090__264acc95__confidence.png
dev_val,train/bonafide/scan/arabic-NM-1090.jpg,arabic-NM-1090,scan,0.615286648273468,0.5329559743404388,1,False,0.17277668416500092,0.9869709014892578,0.7604861855506897,0.9974104762077332,0.0,0.0,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/scan/arabic-NM-1090__69ed953d__panel.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/scan/arabic-NM-1090__69ed953d__anomaly_overlay.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/scan/arabic-NM-1090__69ed953d__anomaly_heatmap.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/scan/arabic-NM-1090__69ed953d__confidence.png
dev_val,train/bonafide/huawei/chinese-001_03.jpg,chinese-001_03,huawei,0.7690349817276001,0.5329559743404388,1,False,0.1473681628704071,0.9983974099159241,0.7973650693893433,0.9964753985404968,0.0,0.0,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/huawei/chinese-001_03__2ea7e2bc__panel.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/huawei/chinese-001_03__2ea7e2bc__anomaly_overlay.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/huawei/chinese-001_03__2ea7e2bc__anomaly_heatmap.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/huawei/chinese-001_03__2ea7e2bc__confidence.png
dev_val,train/bonafide/iphone15pro/chinese-001_03.jpg,chinese-001_03,iphone15pro,0.43280190229415894,0.5329559743404388,0,True,0.1367097795009613,0.9860811233520508,0.8579521179199219,0.9997478127479553,0.0,0.0,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/iphone15pro/chinese-001_03__d124faae__panel.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/iphone15pro/chinese-001_03__d124faae__anomaly_overlay.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/iphone15pro/chinese-001_03__d124faae__anomaly_heatmap.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/iphone15pro/chinese-001_03__d124faae__confidence.png
dev_val,train/bonafide/scan/chinese-001_03.jpg,chinese-001_03,scan,0.4216885566711426,0.5329559743404388,0,True,0.15315206348896027,0.9513461589813232,0.8426514267921448,0.9993816614151001,0.0,0.0,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/scan/chinese-001_03__df4bdd66__panel.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/scan/chinese-001_03__df4bdd66__anomaly_overlay.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/scan/chinese-001_03__df4bdd66__anomaly_heatmap.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/scan/chinese-001_03__df4bdd66__confidence.png
dev_val,train/bonafide/huawei/chinese-113_03.jpg,chinese-113_03,huawei,0.6257003545761108,0.5329559743404388,1,False,0.1918976902961731,0.9960899949073792,0.8043562769889832,0.9976352453231812,0.0,0.0,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/huawei/chinese-113_03__2bc59a3a__panel.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/huawei/chinese-113_03__2bc59a3a__anomaly_overlay.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/huawei/chinese-113_03__2bc59a3a__anomaly_heatmap.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/huawei/chinese-113_03__2bc59a3a__confidence.png
dev_val,train/bonafide/iphone15pro/chinese-113_03.jpg,chinese-113_03,iphone15pro,0.4388311207294464,0.5329559743404388,0,True,0.31458041071891785,0.9673526883125305,0.7446889281272888,0.9997612833976746,0.0,0.0,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/iphone15pro/chinese-113_03__10f0c803__panel.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/iphone15pro/chinese-113_03__10f0c803__anomaly_overlay.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/iphone15pro/chinese-113_03__10f0c803__anomaly_heatmap.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/iphone15pro/chinese-113_03__10f0c803__confidence.png
dev_val,train/bonafide/scan/chinese-113_03.jpg,chinese-113_03,scan,0.6969877481460571,0.5329559743404388,1,False,0.13034062087535858,0.9784353971481323,0.7887533903121948,0.9983527660369873,0.0,0.0,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/scan/chinese-113_03__53bb42de__panel.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/scan/chinese-113_03__53bb42de__anomaly_overlay.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/scan/chinese-113_03__53bb42de__anomaly_heatmap.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/scan/chinese-113_03__53bb42de__confidence.png
dev_val,train/bonafide/huawei/chinese-142_03.jpg,chinese-142_03,huawei,0.6836506724357605,0.5329559743404388,1,False,0.25369179248809814,0.9915061593055725,0.7651728987693787,0.9967198967933655,0.0,0.0,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/huawei/chinese-142_03__4160b243__panel.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/huawei/chinese-142_03__4160b243__anomaly_overlay.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/huawei/chinese-142_03__4160b243__anomaly_heatmap.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/huawei/chinese-142_03__4160b243__confidence.png
dev_val,train/bonafide/iphone15pro/chinese-142_03.jpg,chinese-142_03,iphone15pro,0.6240736842155457,0.5329559743404388,1,False,0.3956977128982544,0.9823631048202515,0.6776367425918579,0.9971517324447632,0.0,0.0,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/iphone15pro/chinese-142_03__8e06ec87__panel.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/iphone15pro/chinese-142_03__8e06ec87__anomaly_overlay.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/iphone15pro/chinese-142_03__8e06ec87__anomaly_heatmap.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/iphone15pro/chinese-142_03__8e06ec87__confidence.png
dev_val,train/bonafide/scan/chinese-142_03.jpg,chinese-142_03,scan,0.5965964794158936,0.5329559743404388,1,False,0.21350792050361633,0.9727652668952942,0.771772027015686,0.9977601766586304,0.0,0.0,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/scan/chinese-142_03__2957fafb__panel.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/scan/chinese-142_03__2957fafb__anomaly_overlay.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/scan/chinese-142_03__2957fafb__anomaly_heatmap.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/scan/chinese-142_03__2957fafb__confidence.png
dev_val,train/bonafide/huawei/chinese-NF-1050.jpg,chinese-NF-1050,huawei,0.6123883128166199,0.5329559743404388,1,False,0.1426987648010254,0.9969025254249573,0.810500979423523,0.9972593784332275,0.0,0.0,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/huawei/chinese-NF-1050__47a77ab2__panel.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/huawei/chinese-NF-1050__47a77ab2__anomaly_overlay.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/huawei/chinese-NF-1050__47a77ab2__anomaly_heatmap.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/huawei/chinese-NF-1050__47a77ab2__confidence.png
dev_val,train/bonafide/iphone15pro/chinese-NF-1050.jpg,chinese-NF-1050,iphone15pro,0.39530619978904724,0.5329559743404388,0,True,0.3809017241001129,0.9634668231010437,0.6963386535644531,0.999930739402771,0.0,0.0,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/iphone15pro/chinese-NF-1050__230ff545__panel.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/iphone15pro/chinese-NF-1050__230ff545__anomaly_overlay.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/iphone15pro/chinese-NF-1050__230ff545__anomaly_heatmap.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/iphone15pro/chinese-NF-1050__230ff545__confidence.png
dev_val,train/bonafide/scan/chinese-NF-1050.jpg,chinese-NF-1050,scan,0.8999127745628357,0.5329559743404388,1,False,0.02086072415113449,0.999542236328125,0.8849596381187439,0.9989885687828064,0.0,0.0,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/scan/chinese-NF-1050__dd107da1__panel.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/scan/chinese-NF-1050__dd107da1__anomaly_overlay.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/scan/chinese-NF-1050__dd107da1__anomaly_heatmap.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/scan/chinese-NF-1050__dd107da1__confidence.png
dev_val,train/bonafide/huawei/chinese-NF-1085.jpg,chinese-NF-1085,huawei,0.6345117092132568,0.5329559743404388,1,False,0.6280637979507446,0.9771422743797302,0.5771685242652893,0.9929347634315491,0.0,0.0,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/huawei/chinese-NF-1085__85d13fc7__panel.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/huawei/chinese-NF-1085__85d13fc7__anomaly_overlay.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/huawei/chinese-NF-1085__85d13fc7__anomaly_heatmap.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/huawei/chinese-NF-1085__85d13fc7__confidence.png
dev_val,train/bonafide/iphone15pro/chinese-NF-1085.jpg,chinese-NF-1085,iphone15pro,0.6691896319389343,0.5329559743404388,1,False,0.43596702814102173,0.9868894815444946,0.6497752070426941,0.9978395700454712,0.0,0.0,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/iphone15pro/chinese-NF-1085__3f701cd9__panel.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/iphone15pro/chinese-NF-1085__3f701cd9__anomaly_overlay.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/iphone15pro/chinese-NF-1085__3f701cd9__anomaly_heatmap.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/iphone15pro/chinese-NF-1085__3f701cd9__confidence.png
dev_val,train/bonafide/scan/chinese-NF-1085.jpg,chinese-NF-1085,scan,0.6911872625350952,0.5329559743404388,1,False,0.27521318197250366,0.9682933688163757,0.7302175164222717,0.9956888556480408,0.0,0.0,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/scan/chinese-NF-1085__a7fc16d6__panel.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/scan/chinese-NF-1085__a7fc16d6__anomaly_overlay.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/scan/chinese-NF-1085__a7fc16d6__anomaly_heatmap.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/scan/chinese-NF-1085__a7fc16d6__confidence.png
dev_val,train/bonafide/huawei/chinese-NM-1092.jpg,chinese-NM-1092,huawei,0.635087251663208,0.5329559743404388,1,False,0.5096401572227478,0.9953221678733826,0.6275948286056519,0.9899494647979736,0.0,0.0,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/huawei/chinese-NM-1092__4c622d46__panel.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/huawei/chinese-NM-1092__4c622d46__anomaly_overlay.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/huawei/chinese-NM-1092__4c622d46__anomaly_heatmap.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/huawei/chinese-NM-1092__4c622d46__confidence.png
dev_val,train/bonafide/iphone15pro/chinese-NM-1092.jpg,chinese-NM-1092,iphone15pro,0.518273651599884,0.5329559743404388,0,True,0.3723410665988922,0.9830822944641113,0.6959877610206604,0.9995881915092468,0.0,0.0,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/iphone15pro/chinese-NM-1092__ac25bc8f__panel.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/iphone15pro/chinese-NM-1092__ac25bc8f__anomaly_overlay.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/iphone15pro/chinese-NM-1092__ac25bc8f__anomaly_heatmap.png,output/trufor_policy_c_frozen_protocol/stage04_clean_evaluation_accuracy/visuals/bonafide/dev_val/iphone15pro/chinese-NM-1092__ac25bc8f__confidence.png
