eval_split,variant,image_path,file_stem,hardware_source,region_index_within_image,field_name,kind,original_x0,original_y0,original_x1,original_y1,clipped,native_width,native_height,valid_after_clip,x0,y0,x1,y1
dev_val,digital_2,train/attack/digital_2/huawei/arabic-024_03.jpg,arabic-024_03,huawei,0,face,face,324,863,873,1344,False,3211,1971,True,324,863,873,1344
dev_val,digital_2,train/attack/digital_2/huawei/arabic-024_03.jpg,arabic-024_03,huawei,1,dob,text,1533,1219,1769,1365,False,3211,1971,True,1533,1219,1769,1365
dev_val,digital_2,train/attack/digital_2/huawei/arabic-024_03.jpg,arabic-024_03,huawei,2,doe,text,1521,1752,1763,1904,False,3211,1971,True,1521,1752,1763,1904
dev_val,digital_2,train/attack/digital_2/huawei/arabic-024_03.jpg,arabic-024_03,huawei,3,name,text,1244,719,1932,859,False,3211,1971,True,1244,719,1932,859
dev_val,digital_2,train/attack/digital_2/iphone15pro/arabic-024_03.jpg,arabic-024_03,iphone15pro,0,face,face,275,783,786,1228,False,2769,1748,True,275,783,786,1228
dev_val,digital_2,train/attack/digital_2/iphone15pro/arabic-024_03.jpg,arabic-024_03,iphone15pro,1,dob,text,1341,1086,1542,1190,False,2769,1748,True,1341,1086,1542,1190
dev_val,digital_2,train/attack/digital_2/iphone15pro/arabic-024_03.jpg,arabic-024_03,iphone15pro,2,doe,text,1349,1548,1552,1654,False,2769,1748,True,1349,1548,1552,1654
dev_val,digital_2,train/attack/digital_2/iphone15pro/arabic-024_03.jpg,arabic-024_03,iphone15pro,3,name,text,1074,650,1663,751,False,2769,1748,True,1074,650,1663,751
dev_val,digital_2,train/attack/digital_2/scan/arabic-024_03.jpg,arabic-024_03,scan,0,face,face,210,560,562,866,False,2003,1244,True,210,560,562,866
dev_val,digital_2,train/attack/digital_2/scan/arabic-024_03.jpg,arabic-024_03,scan,1,dob,text,976,773,1131,853,False,2003,1244,True,976,773,1131,853
dev_val,digital_2,train/attack/digital_2/scan/arabic-024_03.jpg,arabic-024_03,scan,2,doe,text,992,1116,1149,1203,False,2003,1244,True,992,1116,1149,1203
dev_val,digital_2,train/attack/digital_2/scan/arabic-024_03.jpg,arabic-024_03,scan,3,name,text,780,459,1215,532,False,2003,1244,True,780,459,1215,532
dev_val,digital_1,train/attack/digital_1/huawei/arabic-120_03.jpg,arabic-120_03,huawei,0,face,face,176,703,1026,1553,False,3181,1964,True,176,703,1026,1553
dev_val,digital_1,train/attack/digital_1/huawei/arabic-120_03.jpg,arabic-120_03,huawei,1,dob,text,1539,1217,1775,1353,False,3181,1964,True,1539,1217,1775,1353
dev_val,digital_1,train/attack/digital_1/huawei/arabic-120_03.jpg,arabic-120_03,huawei,2,doe,text,1520,1735,1757,1871,False,3181,1964,True,1520,1735,1757,1871
dev_val,digital_1,train/attack/digital_1/huawei/arabic-120_03.jpg,arabic-120_03,huawei,3,name,text,1242,723,1903,862,False,3181,1964,True,1242,723,1903,862
dev_val,digital_1,train/attack/digital_1/iphone15pro/arabic-120_03.jpg,arabic-120_03,iphone15pro,0,face,face,157,644,887,1373,False,2768,1737,True,157,644,887,1373
dev_val,digital_1,train/attack/digital_1/iphone15pro/arabic-120_03.jpg,arabic-120_03,iphone15pro,1,dob,text,1329,1073,1535,1177,False,2768,1737,True,1329,1073,1535,1177
dev_val,digital_1,train/attack/digital_1/iphone15pro/arabic-120_03.jpg,arabic-120_03,iphone15pro,2,doe,text,1338,1527,1539,1633,False,2768,1737,True,1338,1527,1539,1633
dev_val,digital_1,train/attack/digital_1/iphone15pro/arabic-120_03.jpg,arabic-120_03,iphone15pro,3,name,text,1058,642,1633,743,False,2768,1737,True,1058,642,1633,743
dev_val,digital_1,train/attack/digital_1/scan/arabic-120_03.jpg,arabic-120_03,scan,0,face,face,107,445,650,988,False,1992,1249,True,107,445,650,988
dev_val,digital_1,train/attack/digital_1/scan/arabic-120_03.jpg,arabic-120_03,scan,1,face,face,1714,448,1898,632,False,1992,1249,True,1714,448,1898,632
dev_val,digital_1,train/attack/digital_1/scan/arabic-120_03.jpg,arabic-120_03,scan,2,dob,text,958,767,1109,850,False,1992,1249,True,958,767,1109,850
dev_val,digital_1,train/attack/digital_1/scan/arabic-120_03.jpg,arabic-120_03,scan,3,doe,text,951,1094,1098,1177,False,1992,1249,True,951,1094,1098,1177
dev_val,digital_1,train/attack/digital_1/scan/arabic-120_03.jpg,arabic-120_03,scan,4,name,text,780,456,1191,541,False,1992,1249,True,780,456,1191,541
dev_val,digital_2,train/attack/digital_2/huawei/arabic-120_03.jpg,arabic-120_03,huawei,0,face,face,270,862,915,1427,False,3181,1964,True,270,862,915,1427
dev_val,digital_2,train/attack/digital_2/huawei/arabic-120_03.jpg,arabic-120_03,huawei,1,dob,text,1539,1217,1775,1353,False,3181,1964,True,1539,1217,1775,1353
dev_val,digital_2,train/attack/digital_2/huawei/arabic-120_03.jpg,arabic-120_03,huawei,2,doe,text,1520,1735,1757,1871,False,3181,1964,True,1520,1735,1757,1871
dev_val,digital_2,train/attack/digital_2/huawei/arabic-120_03.jpg,arabic-120_03,huawei,3,name,text,1242,723,1903,862,False,3181,1964,True,1242,723,1903,862
dev_val,digital_2,train/attack/digital_2/iphone15pro/arabic-120_03.jpg,arabic-120_03,iphone15pro,0,face,face,232,792,807,1295,False,2768,1737,True,232,792,807,1295
dev_val,digital_2,train/attack/digital_2/iphone15pro/arabic-120_03.jpg,arabic-120_03,iphone15pro,1,dob,text,1329,1073,1535,1177,False,2768,1737,True,1329,1073,1535,1177
dev_val,digital_2,train/attack/digital_2/iphone15pro/arabic-120_03.jpg,arabic-120_03,iphone15pro,2,doe,text,1338,1527,1539,1633,False,2768,1737,True,1338,1527,1539,1633
dev_val,digital_2,train/attack/digital_2/iphone15pro/arabic-120_03.jpg,arabic-120_03,iphone15pro,3,name,text,1058,642,1633,743,False,2768,1737,True,1058,642,1633,743
dev_val,digital_2,train/attack/digital_2/scan/arabic-120_03.jpg,arabic-120_03,scan,0,face,face,166,551,586,921,False,1992,1249,True,166,551,586,921
dev_val,digital_2,train/attack/digital_2/scan/arabic-120_03.jpg,arabic-120_03,scan,1,dob,text,958,767,1109,850,False,1992,1249,True,958,767,1109,850
dev_val,digital_2,train/attack/digital_2/scan/arabic-120_03.jpg,arabic-120_03,scan,2,doe,text,951,1094,1098,1177,False,1992,1249,True,951,1094,1098,1177
dev_val,digital_2,train/attack/digital_2/scan/arabic-120_03.jpg,arabic-120_03,scan,3,name,text,780,456,1191,541,False,1992,1249,True,780,456,1191,541
dev_val,digital_1,train/attack/digital_1/huawei/arabic-NF-1048.jpg,arabic-NF-1048,huawei,0,face,face,103,518,1034,1449,False,3045,1891,True,103,518,1034,1449
dev_val,digital_1,train/attack/digital_1/huawei/arabic-NF-1048.jpg,arabic-NF-1048,huawei,1,face,face,2562,575,2900,913,False,3045,1891,True,2562,575,2900,913
dev_val,digital_1,train/attack/digital_1/huawei/arabic-NF-1048.jpg,arabic-NF-1048,huawei,2,dob,text,1484,1165,1713,1279,False,3045,1891,True,1484,1165,1713,1279
dev_val,digital_1,train/attack/digital_1/huawei/arabic-NF-1048.jpg,arabic-NF-1048,huawei,3,doe,text,1495,1658,1721,1772,False,3045,1891,True,1495,1658,1721,1772
dev_val,digital_1,train/attack/digital_1/huawei/arabic-NF-1048.jpg,arabic-NF-1048,huawei,4,name,text,1186,698,1753,812,False,3045,1891,True,1186,698,1753,812
dev_val,digital_1,train/attack/digital_1/iphone15pro/arabic-NF-1048.jpg,arabic-NF-1048,iphone15pro,0,face,face,74,412,895,1233,False,2629,1605,True,74,412,895,1233
dev_val,digital_1,train/attack/digital_1/iphone15pro/arabic-NF-1048.jpg,arabic-NF-1048,iphone15pro,1,face,face,2214,499,2515,800,False,2629,1605,True,2214,499,2515,800
dev_val,digital_1,train/attack/digital_1/iphone15pro/arabic-NF-1048.jpg,arabic-NF-1048,iphone15pro,2,dob,text,1271,982,1465,1088,False,2629,1605,True,1271,982,1465,1088
dev_val,digital_1,train/attack/digital_1/iphone15pro/arabic-NF-1048.jpg,arabic-NF-1048,iphone15pro,3,doe,text,1252,1404,1446,1510,False,2629,1605,True,1252,1404,1446,1510
dev_val,digital_1,train/attack/digital_1/iphone15pro/arabic-NF-1048.jpg,arabic-NF-1048,iphone15pro,4,name,text,1028,584,1521,692,False,2629,1605,True,1028,584,1521,692
dev_val,digital_1,train/attack/digital_1/scan/arabic-NF-1048.jpg,arabic-NF-1048,scan,0,face,face,46,321,675,951,False,2005,1248,True,46,321,675,951
dev_val,digital_1,train/attack/digital_1/scan/arabic-NF-1048.jpg,arabic-NF-1048,scan,1,face,face,1686,390,1916,620,False,2005,1248,True,1686,390,1916,620
dev_val,digital_1,train/attack/digital_1/scan/arabic-NF-1048.jpg,arabic-NF-1048,scan,2,dob,text,963,761,1113,847,False,2005,1248,True,963,761,1113,847
dev_val,digital_1,train/attack/digital_1/scan/arabic-NF-1048.jpg,arabic-NF-1048,scan,3,doe,text,956,1092,1103,1178,False,2005,1248,True,956,1092,1103,1178
dev_val,digital_1,train/attack/digital_1/scan/arabic-NF-1048.jpg,arabic-NF-1048,scan,4,name,text,778,450,1154,536,False,2005,1248,True,778,450,1154,536
dev_val,digital_2,train/attack/digital_2/huawei/arabic-NF-1048.jpg,arabic-NF-1048,huawei,0,face,face,206,712,922,1339,False,3045,1891,True,206,712,922,1339
dev_val,digital_2,train/attack/digital_2/huawei/arabic-NF-1048.jpg,arabic-NF-1048,huawei,1,face,face,2601,636,2860,862,False,3045,1891,True,2601,636,2860,862
dev_val,digital_2,train/attack/digital_2/huawei/arabic-NF-1048.jpg,arabic-NF-1048,huawei,2,dob,text,1484,1165,1713,1279,False,3045,1891,True,1484,1165,1713,1279
dev_val,digital_2,train/attack/digital_2/huawei/arabic-NF-1048.jpg,arabic-NF-1048,huawei,3,doe,text,1495,1658,1721,1772,False,3045,1891,True,1495,1658,1721,1772
dev_val,digital_2,train/attack/digital_2/huawei/arabic-NF-1048.jpg,arabic-NF-1048,huawei,4,name,text,1186,698,1753,812,False,3045,1891,True,1186,698,1753,812
dev_val,digital_2,train/attack/digital_2/iphone15pro/arabic-NF-1048.jpg,arabic-NF-1048,iphone15pro,0,face,face,156,575,794,1132,False,2629,1605,True,156,575,794,1132
dev_val,digital_2,train/attack/digital_2/iphone15pro/arabic-NF-1048.jpg,arabic-NF-1048,iphone15pro,1,dob,text,1271,982,1465,1088,False,2629,1605,True,1271,982,1465,1088
dev_val,digital_2,train/attack/digital_2/iphone15pro/arabic-NF-1048.jpg,arabic-NF-1048,iphone15pro,2,doe,text,1252,1404,1446,1510,False,2629,1605,True,1252,1404,1446,1510
dev_val,digital_2,train/attack/digital_2/iphone15pro/arabic-NF-1048.jpg,arabic-NF-1048,iphone15pro,3,name,text,1028,584,1521,692,False,2629,1605,True,1028,584,1521,692
dev_val,digital_2,train/attack/digital_2/scan/arabic-NF-1048.jpg,arabic-NF-1048,scan,0,face,face,119,449,599,868,False,2005,1248,True,119,449,599,868
dev_val,digital_2,train/attack/digital_2/scan/arabic-NF-1048.jpg,arabic-NF-1048,scan,1,dob,text,963,761,1113,847,False,2005,1248,True,963,761,1113,847
dev_val,digital_2,train/attack/digital_2/scan/arabic-NF-1048.jpg,arabic-NF-1048,scan,2,doe,text,956,1092,1103,1178,False,2005,1248,True,956,1092,1103,1178
dev_val,digital_2,train/attack/digital_2/scan/arabic-NF-1048.jpg,arabic-NF-1048,scan,3,name,text,778,450,1154,536,False,2005,1248,True,778,450,1154,536
dev_val,digital_1,train/attack/digital_1/huawei/arabic-NF-1098.jpg,arabic-NF-1098,huawei,0,face,face,2583,573,2930,920,False,3037,1894,True,2583,573,2930,920
dev_val,digital_1,train/attack/digital_1/huawei/arabic-NF-1098.jpg,arabic-NF-1098,huawei,1,face,face,161,499,1136,1474,False,3037,1894,True,161,499,1136,1474
dev_val,digital_1,train/attack/digital_1/huawei/arabic-NF-1098.jpg,arabic-NF-1098,huawei,2,dob,text,1484,1162,1706,1276,False,3037,1894,True,1484,1162,1706,1276
dev_val,digital_1,train/attack/digital_1/huawei/arabic-NF-1098.jpg,arabic-NF-1098,huawei,3,doe,text,1497,1654,1716,1768,False,3037,1894,True,1497,1654,1716,1768
dev_val,digital_1,train/attack/digital_1/huawei/arabic-NF-1098.jpg,arabic-NF-1098,huawei,4,name,text,1177,699,1550,813,False,3037,1894,True,1177,699,1550,813
dev_val,digital_1,train/attack/digital_1/iphone15pro/arabic-NF-1098.jpg,arabic-NF-1098,iphone15pro,0,face,face,2234,498,2552,816,False,2624,1608,True,2234,498,2552,816
dev_val,digital_1,train/attack/digital_1/iphone15pro/arabic-NF-1098.jpg,arabic-NF-1098,iphone15pro,1,face,face,124,393,981,1250,False,2624,1608,True,124,393,981,1250
dev_val,digital_1,train/attack/digital_1/iphone15pro/arabic-NF-1098.jpg,arabic-NF-1098,iphone15pro,2,dob,text,1264,985,1454,1093,False,2624,1608,True,1264,985,1454,1093
dev_val,digital_1,train/attack/digital_1/iphone15pro/arabic-NF-1098.jpg,arabic-NF-1098,iphone15pro,3,doe,text,1255,1406,1443,1514,False,2624,1608,True,1255,1406,1443,1514
dev_val,digital_1,train/attack/digital_1/iphone15pro/arabic-NF-1098.jpg,arabic-NF-1098,iphone15pro,4,name,text,1020,587,1339,692,False,2624,1608,True,1020,587,1339,692
dev_val,digital_1,train/attack/digital_1/scan/arabic-NF-1098.jpg,arabic-NF-1098,scan,0,face,face,1708,396,1941,629,False,2000,1248,True,1708,396,1941,629
dev_val,digital_1,train/attack/digital_1/scan/arabic-NF-1098.jpg,arabic-NF-1098,scan,1,face,face,102,321,740,960,False,2000,1248,True,102,321,740,960
dev_val,digital_1,train/attack/digital_1/scan/arabic-NF-1098.jpg,arabic-NF-1098,scan,2,dob,text,961,768,1110,850,False,2000,1248,True,961,768,1110,850
dev_val,digital_1,train/attack/digital_1/scan/arabic-NF-1098.jpg,arabic-NF-1098,scan,3,doe,text,954,1093,1099,1175,False,2000,1248,True,954,1093,1099,1175
dev_val,digital_1,train/attack/digital_1/scan/arabic-NF-1098.jpg,arabic-NF-1098,scan,4,name,text,779,458,1024,540,False,2000,1248,True,779,458,1024,540
dev_val,digital_2,train/attack/digital_2/huawei/arabic-NF-1098.jpg,arabic-NF-1098,huawei,0,face,face,275,702,1033,1365,False,3037,1894,True,275,702,1033,1365
dev_val,digital_2,train/attack/digital_2/huawei/arabic-NF-1098.jpg,arabic-NF-1098,huawei,1,face,face,2619,637,2895,878,False,3037,1894,True,2619,637,2895,878
dev_val,digital_2,train/attack/digital_2/huawei/arabic-NF-1098.jpg,arabic-NF-1098,huawei,2,dob,text,1484,1162,1706,1276,False,3037,1894,True,1484,1162,1706,1276
dev_val,digital_2,train/attack/digital_2/huawei/arabic-NF-1098.jpg,arabic-NF-1098,huawei,3,doe,text,1497,1654,1716,1768,False,3037,1894,True,1497,1654,1716,1768
dev_val,digital_2,train/attack/digital_2/huawei/arabic-NF-1098.jpg,arabic-NF-1098,huawei,4,name,text,1177,699,1550,813,False,3037,1894,True,1177,699,1550,813
dev_val,digital_2,train/attack/digital_2/iphone15pro/arabic-NF-1098.jpg,arabic-NF-1098,iphone15pro,0,face,face,226,572,890,1153,False,2624,1608,True,226,572,890,1153
dev_val,digital_2,train/attack/digital_2/iphone15pro/arabic-NF-1098.jpg,arabic-NF-1098,iphone15pro,1,face,face,2270,564,2507,774,False,2624,1608,True,2270,564,2507,774
dev_val,digital_2,train/attack/digital_2/iphone15pro/arabic-NF-1098.jpg,arabic-NF-1098,iphone15pro,2,dob,text,1264,985,1454,1093,False,2624,1608,True,1264,985,1454,1093
dev_val,digital_2,train/attack/digital_2/iphone15pro/arabic-NF-1098.jpg,arabic-NF-1098,iphone15pro,3,doe,text,1255,1406,1443,1514,False,2624,1608,True,1255,1406,1443,1514
dev_val,digital_2,train/attack/digital_2/iphone15pro/arabic-NF-1098.jpg,arabic-NF-1098,iphone15pro,4,name,text,1020,587,1339,692,False,2624,1608,True,1020,587,1339,692
dev_val,digital_2,train/attack/digital_2/scan/arabic-NF-1098.jpg,arabic-NF-1098,scan,0,face,face,169,452,676,894,False,2000,1248,True,169,452,676,894
dev_val,digital_2,train/attack/digital_2/scan/arabic-NF-1098.jpg,arabic-NF-1098,scan,1,face,face,1729,443,1908,599,False,2000,1248,True,1729,443,1908,599
dev_val,digital_2,train/attack/digital_2/scan/arabic-NF-1098.jpg,arabic-NF-1098,scan,2,dob,text,961,768,1110,850,False,2000,1248,True,961,768,1110,850
dev_val,digital_2,train/attack/digital_2/scan/arabic-NF-1098.jpg,arabic-NF-1098,scan,3,doe,text,954,1093,1099,1175,False,2000,1248,True,954,1093,1099,1175
dev_val,digital_2,train/attack/digital_2/scan/arabic-NF-1098.jpg,arabic-NF-1098,scan,4,name,text,779,458,1024,540,False,2000,1248,True,779,458,1024,540
dev_val,digital_1,train/attack/digital_1/huawei/arabic-NM-1090.jpg,arabic-NM-1090,huawei,0,face,face,99,576,1167,1644,False,3189,1973,True,99,576,1167,1644
dev_val,digital_1,train/attack/digital_1/huawei/arabic-NM-1090.jpg,arabic-NM-1090,huawei,1,face,face,2733,666,3085,1019,False,3189,1973,True,2733,666,3085,1019
dev_val,digital_1,train/attack/digital_1/huawei/arabic-NM-1090.jpg,arabic-NM-1090,huawei,2,dob,text,1547,1214,1788,1351,False,3189,1973,True,1547,1214,1788,1351
dev_val,digital_1,train/attack/digital_1/huawei/arabic-NM-1090.jpg,arabic-NM-1090,huawei,3,doe,text,1504,1737,1725,1874,False,3189,1973,True,1504,1737,1725,1874
dev_val,digital_1,train/attack/digital_1/huawei/arabic-NM-1090.jpg,arabic-NM-1090,huawei,4,name,text,1231,720,1697,854,False,3189,1973,True,1231,720,1697,854
dev_val,digital_1,train/attack/digital_1/iphone15pro/arabic-NM-1090.jpg,arabic-NM-1090,iphone15pro,0,face,face,98,557,1013,1473,False,2766,1767,True,98,557,1013,1473
dev_val,digital_1,train/attack/digital_1/iphone15pro/arabic-NM-1090.jpg,arabic-NM-1090,iphone15pro,1,dob,text,1359,1093,1570,1197,False,2766,1767,True,1359,1093,1570,1197
dev_val,digital_1,train/attack/digital_1/iphone15pro/arabic-NM-1090.jpg,arabic-NM-1090,iphone15pro,2,doe,text,1341,1556,1533,1660,False,2766,1767,True,1341,1556,1533,1660
dev_val,digital_1,train/attack/digital_1/iphone15pro/arabic-NM-1090.jpg,arabic-NM-1090,iphone15pro,3,name,text,1063,656,1469,760,False,2766,1767,True,1063,656,1469,760
dev_val,digital_1,train/attack/digital_1/scan/arabic-NM-1090.jpg,arabic-NM-1090,scan,0,face,face,61,367,732,1039,False,1993,1249,True,61,367,732,1039
dev_val,digital_1,train/attack/digital_1/scan/arabic-NM-1090.jpg,arabic-NM-1090,scan,1,face,face,1689,417,1924,653,False,1993,1249,True,1689,417,1924,653
dev_val,digital_1,train/attack/digital_1/scan/arabic-NM-1090.jpg,arabic-NM-1090,scan,2,dob,text,960,766,1115,851,False,1993,1249,True,960,766,1115,851
dev_val,digital_1,train/attack/digital_1/scan/arabic-NM-1090.jpg,arabic-NM-1090,scan,3,doe,text,939,1094,1076,1179,False,1993,1249,True,939,1094,1076,1179
dev_val,digital_1,train/attack/digital_1/scan/arabic-NM-1090.jpg,arabic-NM-1090,scan,4,name,text,770,457,1058,540,False,1993,1249,True,770,457,1058,540
dev_val,digital_2,train/attack/digital_2/huawei/arabic-NM-1090.jpg,arabic-NM-1090,huawei,0,face,face,187,767,1066,1548,False,3189,1973,True,187,767,1066,1548
dev_val,digital_2,train/attack/digital_2/huawei/arabic-NM-1090.jpg,arabic-NM-1090,huawei,1,face,face,2753,728,3054,994,False,3189,1973,True,2753,728,3054,994
dev_val,digital_2,train/attack/digital_2/huawei/arabic-NM-1090.jpg,arabic-NM-1090,huawei,2,dob,text,1547,1214,1788,1351,False,3189,1973,True,1547,1214,1788,1351
dev_val,digital_2,train/attack/digital_2/huawei/arabic-NM-1090.jpg,arabic-NM-1090,huawei,3,doe,text,1504,1737,1725,1874,False,3189,1973,True,1504,1737,1725,1874
dev_val,digital_2,train/attack/digital_2/huawei/arabic-NM-1090.jpg,arabic-NM-1090,huawei,4,name,text,1231,720,1697,854,False,3189,1973,True,1231,720,1697,854
dev_val,digital_2,train/attack/digital_2/iphone15pro/arabic-NM-1090.jpg,arabic-NM-1090,iphone15pro,0,face,face,195,736,934,1379,False,2766,1767,True,195,736,934,1379
dev_val,digital_2,train/attack/digital_2/iphone15pro/arabic-NM-1090.jpg,arabic-NM-1090,iphone15pro,1,dob,text,1359,1093,1570,1197,False,2766,1767,True,1359,1093,1570,1197
dev_val,digital_2,train/attack/digital_2/iphone15pro/arabic-NM-1090.jpg,arabic-NM-1090,iphone15pro,2,doe,text,1341,1556,1533,1660,False,2766,1767,True,1341,1556,1533,1660
dev_val,digital_2,train/attack/digital_2/iphone15pro/arabic-NM-1090.jpg,arabic-NM-1090,iphone15pro,3,name,text,1063,656,1469,760,False,2766,1767,True,1063,656,1469,760
dev_val,digital_2,train/attack/digital_2/scan/arabic-NM-1090.jpg,arabic-NM-1090,scan,0,face,face,132,500,660,962,False,1993,1249,True,132,500,660,962
dev_val,digital_2,train/attack/digital_2/scan/arabic-NM-1090.jpg,arabic-NM-1090,scan,1,face,face,1716,460,1901,621,False,1993,1249,True,1716,460,1901,621
dev_val,digital_2,train/attack/digital_2/scan/arabic-NM-1090.jpg,arabic-NM-1090,scan,2,dob,text,960,766,1115,851,False,1993,1249,True,960,766,1115,851
dev_val,digital_2,train/attack/digital_2/scan/arabic-NM-1090.jpg,arabic-NM-1090,scan,3,doe,text,939,1094,1076,1179,False,1993,1249,True,939,1094,1076,1179
dev_val,digital_2,train/attack/digital_2/scan/arabic-NM-1090.jpg,arabic-NM-1090,scan,4,name,text,770,457,1058,540,False,1993,1249,True,770,457,1058,540
dev_val,digital_1,train/attack/digital_1/huawei/chinese-001_03.jpg,chinese-001_03,huawei,0,face,face,121,811,916,1606,False,3193,1962,True,121,811,916,1606
dev_val,digital_1,train/attack/digital_1/huawei/chinese-001_03.jpg,chinese-001_03,huawei,1,face,face,2703,728,3060,1085,False,3193,1962,True,2703,728,3060,1085
dev_val,digital_1,train/attack/digital_1/huawei/chinese-001_03.jpg,chinese-001_03,huawei,2,dob,text,2298,1104,2517,1227,False,3193,1962,True,2298,1104,2517,1227
dev_val,digital_1,train/attack/digital_1/huawei/chinese-001_03.jpg,chinese-001_03,huawei,3,doe,text,1367,1682,1575,1805,False,3193,1962,True,1367,1682,1575,1805
dev_val,digital_1,train/attack/digital_1/huawei/chinese-001_03.jpg,chinese-001_03,huawei,4,name_en,text,1131,752,1524,872,False,3193,1962,True,1131,752,1524,872
dev_val,digital_1,train/attack/digital_1/iphone15pro/chinese-001_03.jpg,chinese-001_03,iphone15pro,0,face,face,112,747,820,1455,False,2778,1765,True,112,747,820,1455
dev_val,digital_1,train/attack/digital_1/iphone15pro/chinese-001_03.jpg,chinese-001_03,iphone15pro,1,face,face,2338,610,2673,946,False,2778,1765,True,2338,610,2673,946
dev_val,digital_1,train/attack/digital_1/iphone15pro/chinese-001_03.jpg,chinese-001_03,iphone15pro,2,dob,text,2009,973,2200,1067,False,2778,1765,True,2009,973,2200,1067
dev_val,digital_1,train/attack/digital_1/iphone15pro/chinese-001_03.jpg,chinese-001_03,iphone15pro,3,doe,text,1225,1513,1407,1607,False,2778,1765,True,1225,1513,1407,1607
dev_val,digital_1,train/attack/digital_1/iphone15pro/chinese-001_03.jpg,chinese-001_03,iphone15pro,4,name_en,text,985,682,1329,779,False,2778,1765,True,985,682,1329,779
dev_val,digital_1,train/attack/digital_1/scan/chinese-001_03.jpg,chinese-001_03,scan,0,face,face,1670,435,1911,677,False,1991,1248,True,1670,435,1911,677
dev_val,digital_1,train/attack/digital_1/scan/chinese-001_03.jpg,chinese-001_03,scan,1,face,face,82,533,584,1035,False,1991,1248,True,82,533,584,1035
dev_val,digital_1,train/attack/digital_1/scan/chinese-001_03.jpg,chinese-001_03,scan,2,dob,text,1440,693,1573,760,False,1991,1248,True,1440,693,1573,760
dev_val,digital_1,train/attack/digital_1/scan/chinese-001_03.jpg,chinese-001_03,scan,3,doe,text,876,1073,1007,1140,False,1991,1248,True,876,1073,1007,1140
dev_val,digital_1,train/attack/digital_1/scan/chinese-001_03.jpg,chinese-001_03,scan,4,name_en,text,705,485,950,552,False,1991,1248,True,705,485,950,552
dev_val,digital_2,train/attack/digital_2/huawei/chinese-001_03.jpg,chinese-001_03,huawei,0,face,face,153,785,790,1342,False,3179,1956,True,153,785,790,1342
dev_val,digital_2,train/attack/digital_2/huawei/chinese-001_03.jpg,chinese-001_03,huawei,1,face,face,2701,721,2995,979,False,3179,1956,True,2701,721,2995,979
dev_val,digital_2,train/attack/digital_2/huawei/chinese-001_03.jpg,chinese-001_03,huawei,2,dob,text,2295,1102,2514,1224,False,3179,1956,True,2295,1102,2514,1224
dev_val,digital_2,train/attack/digital_2/huawei/chinese-001_03.jpg,chinese-001_03,huawei,3,doe,text,1382,1680,1600,1802,False,3179,1956,True,1382,1680,1600,1802
dev_val,digital_2,train/attack/digital_2/huawei/chinese-001_03.jpg,chinese-001_03,huawei,4,name_en,text,1129,749,1409,868,False,3179,1956,True,1129,749,1409,868
dev_val,digital_2,train/attack/digital_2/iphone15pro/chinese-001_03.jpg,chinese-001_03,iphone15pro,0,face,face,120,729,716,1256,False,2774,1765,True,120,729,716,1256
