image_path,file_stem,variant,hardware_source,label,saved_attack_probability,clean_correct_at_0_5,selected_for_gradcam,selection_scope,evidence_role
test/attack/digital_3/huawei/arabic-NM-1064.jpg,arabic-NM-1064,digital_3,huawei,1,0.0087432861328125,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/arabic-NM-1090.jpg,arabic-NM-1090,digital_3,huawei,1,0.0186920166015625,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/chinese-001_03.jpg,chinese-001_03,digital_3,huawei,1,0.0020065307617187,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/chinese-018_03.jpg,chinese-018_03,digital_3,huawei,1,0.0005955696105957,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/chinese-01_0003_000-98e8eaef_0.jpg,chinese-01_0003_000-98e8eaef_0,digital_3,huawei,1,0.0031414031982421,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/chinese-01_0007_000-08f07a73_0.jpg,chinese-01_0007_000-08f07a73_0,digital_3,huawei,1,0.0174560546875,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/chinese-01_0012_000-48c56e4b_0.jpg,chinese-01_0012_000-48c56e4b_0,digital_3,huawei,1,0.06829833984375,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/chinese-01_0019_000-06d51424_0.jpg,chinese-01_0019_000-06d51424_0,digital_3,huawei,1,0.0071754455566406,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/chinese-01_0022_000-3b9715ed_0.jpg,chinese-01_0022_000-3b9715ed_0,digital_3,huawei,1,0.0039749145507812,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/chinese-01_0028_000-611e103a_0.jpg,chinese-01_0028_000-611e103a_0,digital_3,huawei,1,0.0032539367675781,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/chinese-01_0034_000-9b26d58c_0.jpg,chinese-01_0034_000-9b26d58c_0,digital_3,huawei,1,0.04046630859375,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/chinese-01_0084_000-ba83f345_1.jpg,chinese-01_0084_000-ba83f345_1,digital_3,huawei,1,0.197265625,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/chinese-01_0086_000-5a7ac9e6_1.jpg,chinese-01_0086_000-5a7ac9e6_1,digital_3,huawei,1,0.0274505615234375,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/chinese-020_03.jpg,chinese-020_03,digital_3,huawei,1,0.0006046295166015,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/chinese-039_03.jpg,chinese-039_03,digital_3,huawei,1,0.001774787902832,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/chinese-064_03.jpg,chinese-064_03,digital_3,huawei,1,0.0013408660888671,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/chinese-081_03.jpg,chinese-081_03,digital_3,huawei,1,0.0016708374023437,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/chinese-096_03.jpg,chinese-096_03,digital_3,huawei,1,0.0022430419921875,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/chinese-099_03.jpg,chinese-099_03,digital_3,huawei,1,0.0031299591064453,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/chinese-102_03.jpg,chinese-102_03,digital_3,huawei,1,0.0045051574707031,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/chinese-107_03.jpg,chinese-107_03,digital_3,huawei,1,0.0052413940429687,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/chinese-113_03.jpg,chinese-113_03,digital_3,huawei,1,0.034759521484375,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/chinese-142_03.jpg,chinese-142_03,digital_3,huawei,1,0.0020675659179687,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/chinese-NF-1014.jpg,chinese-NF-1014,digital_3,huawei,1,0.0040702819824218,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/chinese-NF-1023.jpg,chinese-NF-1023,digital_3,huawei,1,0.0008277893066406,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/chinese-NF-1042.jpg,chinese-NF-1042,digital_3,huawei,1,0.0019378662109375,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/chinese-NF-1050.jpg,chinese-NF-1050,digital_3,huawei,1,0.0012159347534179,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/chinese-NF-1059.jpg,chinese-NF-1059,digital_3,huawei,1,0.0027790069580078,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/chinese-NF-1067.jpg,chinese-NF-1067,digital_3,huawei,1,0.0042381286621093,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/chinese-NF-1072.jpg,chinese-NF-1072,digital_3,huawei,1,0.0006275177001953,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/chinese-NF-1085.jpg,chinese-NF-1085,digital_3,huawei,1,0.047943115234375,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/chinese-NF-1088.jpg,chinese-NF-1088,digital_3,huawei,1,0.0020027160644531,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/chinese-NF-1101.jpg,chinese-NF-1101,digital_3,huawei,1,0.0089645385742187,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/chinese-NM-1092.jpg,chinese-NM-1092,digital_3,huawei,1,0.001495361328125,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/french-019_03.jpg,french-019_03,digital_3,huawei,1,0.008331298828125,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/french-01_0006_000-f9f1aca7_0.jpg,french-01_0006_000-f9f1aca7_0,digital_3,huawei,1,0.309326171875,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/french-01_0029_000-d00491e2_1.jpg,french-01_0029_000-d00491e2_1,digital_3,huawei,1,0.0052413940429687,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/french-01_0070_000-a4a25cda_0.jpg,french-01_0070_000-a4a25cda_0,digital_3,huawei,1,0.000960350036621,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/french-01_0094_000-51fbbc37_0.jpg,french-01_0094_000-51fbbc37_0,digital_3,huawei,1,0.0172119140625,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/french-022_03.jpg,french-022_03,digital_3,huawei,1,0.0019454956054687,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/french-033_03.jpg,french-033_03,digital_3,huawei,1,0.0028114318847656,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/french-044_03.jpg,french-044_03,digital_3,huawei,1,0.07891845703125,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/french-068_03.jpg,french-068_03,digital_3,huawei,1,0.0008883476257324,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/french-090_03.jpg,french-090_03,digital_3,huawei,1,0.0012331008911132,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/french-091_03.jpg,french-091_03,digital_3,huawei,1,0.0126724243164062,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/french-097_03.jpg,french-097_03,digital_3,huawei,1,0.0039901733398437,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/french-100_03.jpg,french-100_03,digital_3,huawei,1,0.0068092346191406,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/french-114_03.jpg,french-114_03,digital_3,huawei,1,0.0045394897460937,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/french-118_03.jpg,french-118_03,digital_3,huawei,1,0.0039901733398437,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/french-124_03.jpg,french-124_03,digital_3,huawei,1,0.0018634796142578,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/french-128_03.jpg,french-128_03,digital_3,huawei,1,0.00567626953125,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/french-135_03.jpg,french-135_03,digital_3,huawei,1,0.0161590576171875,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/french-NF-1020.jpg,french-NF-1020,digital_3,huawei,1,0.05645751953125,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/french-NF-1047.jpg,french-NF-1047,digital_3,huawei,1,0.11456298828125,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/french-NF-1056.jpg,french-NF-1056,digital_3,huawei,1,0.0026779174804687,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/french-NF-1063.jpg,french-NF-1063,digital_3,huawei,1,0.132080078125,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/french-NF-1082.jpg,french-NF-1082,digital_3,huawei,1,0.0051078796386718,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/french-NF-1095.jpg,french-NF-1095,digital_3,huawei,1,0.0007510185241699,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/french-NF-1110.jpg,french-NF-1110,digital_3,huawei,1,0.0036849975585937,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/french-NM-1070.jpg,french-NM-1070,digital_3,huawei,1,0.0021400451660156,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/french-NM-1104.jpg,french-NM-1104,digital_3,huawei,1,0.0018606185913085,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/indian-012_03.jpg,indian-012_03,digital_3,huawei,1,0.0055999755859375,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/indian-014_03.jpg,indian-014_03,digital_3,huawei,1,0.023468017578125,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/indian-01_0004_000-2423feb1_0.jpg,indian-01_0004_000-2423feb1_0,digital_3,huawei,1,0.009857177734375,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/indian-01_0005_000-59069fdd_1.jpg,indian-01_0005_000-59069fdd_1,digital_3,huawei,1,0.0096359252929687,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/indian-01_0062_000-c236043f_0.jpg,indian-01_0062_000-c236043f_0,digital_3,huawei,1,0.0169830322265625,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/indian-01_0068_000-1b9539d8_0.jpg,indian-01_0068_000-1b9539d8_0,digital_3,huawei,1,0.0065765380859375,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/indian-01_0071_000-73870eac_1.jpg,indian-01_0071_000-73870eac_1,digital_3,huawei,1,0.0040626525878906,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/indian-01_0082_000-1b935c0e_0.jpg,indian-01_0082_000-1b935c0e_0,digital_3,huawei,1,0.0025768280029296,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/indian-01_0087_000-7edaffe9_0.jpg,indian-01_0087_000-7edaffe9_0,digital_3,huawei,1,0.0110092163085937,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/indian-01_0089_000-f38cdec4_1.jpg,indian-01_0089_000-f38cdec4_1,digital_3,huawei,1,0.0033760070800781,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/indian-01_0097_000-b71b0c19_0.jpg,indian-01_0097_000-b71b0c19_0,digital_3,huawei,1,0.0086441040039062,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/indian-021_03.jpg,indian-021_03,digital_3,huawei,1,0.00787353515625,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/indian-037_03.jpg,indian-037_03,digital_3,huawei,1,0.0028285980224609,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/indian-038_03.jpg,indian-038_03,digital_3,huawei,1,0.0124282836914062,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/indian-094_03.jpg,indian-094_03,digital_3,huawei,1,0.0133743286132812,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/indian-108_03.jpg,indian-108_03,digital_3,huawei,1,0.0027675628662109,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/indian-NF-1006.jpg,indian-NF-1006,digital_3,huawei,1,0.0051383972167968,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/indian-NF-1025.jpg,indian-NF-1025,digital_3,huawei,1,0.0082321166992187,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/indian-NF-1039.jpg,indian-NF-1039,digital_3,huawei,1,0.0062065124511718,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/indian-NF-1061.jpg,indian-NF-1061,digital_3,huawei,1,0.11505126953125,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/indian-NF-1075.jpg,indian-NF-1075,digital_3,huawei,1,0.0087432861328125,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/indian-NF-1096.jpg,indian-NF-1096,digital_3,huawei,1,0.0099334716796875,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/indian-NM-1058.jpg,indian-NM-1058,digital_3,huawei,1,0.010345458984375,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/persian-010_03.jpg,persian-010_03,digital_3,huawei,1,0.008270263671875,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/persian-01_0064_000-daacc8f3_0.jpg,persian-01_0064_000-daacc8f3_0,digital_3,huawei,1,0.466796875,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/persian-01_0065_000-763dd95b_0.jpg,persian-01_0065_000-763dd95b_0,digital_3,huawei,1,0.029388427734375,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/persian-01_0092_000-fad05fcd_1.jpg,persian-01_0092_000-fad05fcd_1,digital_3,huawei,1,0.56103515625,True,True,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/persian-01_0096_000-75b0e83b_0.jpg,persian-01_0096_000-75b0e83b_0,digital_3,huawei,1,0.0045547485351562,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/persian-01_0200_000-78393150_0.jpg,persian-01_0200_000-78393150_0,digital_3,huawei,1,0.0036296844482421,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/persian-045_03.jpg,persian-045_03,digital_3,huawei,1,0.0100555419921875,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/persian-069_03.jpg,persian-069_03,digital_3,huawei,1,0.0271759033203125,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/persian-087_03.jpg,persian-087_03,digital_3,huawei,1,0.1939697265625,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/persian-122_03.jpg,persian-122_03,digital_3,huawei,1,0.0038089752197265,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/persian-144_03.jpg,persian-144_03,digital_3,huawei,1,0.0181427001953125,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/persian-NF-1001.jpg,persian-NF-1001,digital_3,huawei,1,0.0062637329101562,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/persian-NF-1018.jpg,persian-NF-1018,digital_3,huawei,1,0.0156021118164062,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/persian-NF-1031.jpg,persian-NF-1031,digital_3,huawei,1,0.0119857788085937,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/persian-NF-1034.jpg,persian-NF-1034,digital_3,huawei,1,0.0032787322998046,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/persian-NF-1043.jpg,persian-NF-1043,digital_3,huawei,1,0.0137710571289062,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/persian-NF-1079.jpg,persian-NF-1079,digital_3,huawei,1,0.0151596069335937,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/persian-NF-1097.jpg,persian-NF-1097,digital_3,huawei,1,0.064697265625,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/persian-NF-1108.jpg,persian-NF-1108,digital_3,huawei,1,0.120361328125,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/persian-NM-1010.jpg,persian-NM-1010,digital_3,huawei,1,0.00830078125,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/persian-NM-1035.jpg,persian-NM-1035,digital_3,huawei,1,0.017608642578125,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/persian-NM-1074.jpg,persian-NM-1074,digital_3,huawei,1,0.01788330078125,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/portugal-004_03.jpg,portugal-004_03,digital_3,huawei,1,0.0088119506835937,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/portugal-013_03.jpg,portugal-013_03,digital_3,huawei,1,0.0234832763671875,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/portugal-017_03.jpg,portugal-017_03,digital_3,huawei,1,0.0136795043945312,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/portugal-01_0014_000-6f7ea414_0.jpg,portugal-01_0014_000-6f7ea414_0,digital_3,huawei,1,0.0604248046875,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/portugal-026_03.jpg,portugal-026_03,digital_3,huawei,1,0.0023231506347656,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/portugal-029_03.jpg,portugal-029_03,digital_3,huawei,1,0.0072593688964843,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/portugal-042_03.jpg,portugal-042_03,digital_3,huawei,1,0.0031471252441406,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/portugal-061_03.jpg,portugal-061_03,digital_3,huawei,1,0.0044174194335937,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/portugal-066_03.jpg,portugal-066_03,digital_3,huawei,1,0.0085296630859375,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/portugal-070_03.jpg,portugal-070_03,digital_3,huawei,1,0.0031356811523437,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/portugal-105_03.jpg,portugal-105_03,digital_3,huawei,1,0.001169204711914,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/portugal-119_03.jpg,portugal-119_03,digital_3,huawei,1,0.0184783935546875,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/portugal-125_03.jpg,portugal-125_03,digital_3,huawei,1,0.0013198852539062,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/portugal-143_03.jpg,portugal-143_03,digital_3,huawei,1,0.0013332366943359,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/portugal-172_03.jpg,portugal-172_03,digital_3,huawei,1,0.0012474060058593,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/portugal-NF-1016.jpg,portugal-NF-1016,digital_3,huawei,1,0.0052413940429687,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/portugal-NF-1022.jpg,portugal-NF-1022,digital_3,huawei,1,0.0021953582763671,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/portugal-NF-1024.jpg,portugal-NF-1024,digital_3,huawei,1,0.0004963874816894,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/portugal-NF-1026.jpg,portugal-NF-1026,digital_3,huawei,1,0.0006213188171386,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/portugal-NF-1041.jpg,portugal-NF-1041,digital_3,huawei,1,0.0009093284606933,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/portugal-NF-1060.jpg,portugal-NF-1060,digital_3,huawei,1,0.0007991790771484,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/portugal-NF-1066.jpg,portugal-NF-1066,digital_3,huawei,1,0.0010604858398437,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/portugal-NF-1083.jpg,portugal-NF-1083,digital_3,huawei,1,0.0137939453125,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/portugal-NF-1086.jpg,portugal-NF-1086,digital_3,huawei,1,0.0030879974365234,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/portugal-NF-1105.jpg,portugal-NF-1105,digital_3,huawei,1,0.0005769729614257,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/portugal-NF-1107.jpg,portugal-NF-1107,digital_3,huawei,1,0.0040054321289062,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/portugal-NF-1109.jpg,portugal-NF-1109,digital_3,huawei,1,0.0081863403320312,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/portugal-NM-1091.jpg,portugal-NM-1091,digital_3,huawei,1,0.0017070770263671,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/portugal-NM-1102.jpg,portugal-NM-1102,digital_3,huawei,1,0.0009126663208007,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/russian-002_03.jpg,russian-002_03,digital_3,huawei,1,0.0030460357666015,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/russian-01_0001_000-ff703650_1.jpg,russian-01_0001_000-ff703650_1,digital_3,huawei,1,0.0022792816162109,False,False,clean_correct_at_0.5,exploratory_clean_correct
test/attack/digital_3/huawei/russian-01_0030_000-0bc18d73_0.jpg,russian-01_0030_000-0bc18d73_0,digital_3,huawei,1,0.0302734375,False,False,clean_correct_at_0.5,exploratory_clean_correct
