image_path,evaluation_split,selection_scope,evidence_role,variant,file_stem,hardware_source,label,assigned_q,attack_probability,saved_attack_probability,probability_abs_error,attack_margin,predicted_attack,native_width,native_height,content_width,pad_left,pad_right,visual_contour_threshold,visual_contour_area_content,heatmap_path,overlay_path,rma_A,rma_E,rma_mu_w,rma_PG,rma_energy_gain,face_A,face_E,face_mu_w,face_PG,text_A,text_E,text_mu_w,text_PG,face_share_altered_energy,text_share_altered_energy,padding_area_canvas,padding_energy_canvas,pointing_padding_canvas,content_energy_fraction_canvas,cam_zero_content,content_max_x,content_max_y,global_max_x,global_max_y,area_bin
train/attack/digital_1/iphone15pro/arabic-NF-1098.jpg,dev_val,all_attacks,heldout_primary,digital_1,arabic-NF-1098,iphone15pro,1,57,0.9999998807907104,1.0,1.1920928955078125e-07,16.249544143676758,1,2624,1608,836,14,14,0.5225099921226501,0.04532137784090909,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/iphone15pro/arabic-NF-1098__aff0336f__heatmap.png,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/iphone15pro/arabic-NF-1098__aff0336f__overlay.png,0.21871028334330145,0.7911520600318909,3.6173519047115343,1.0,0.5724417766885894,0.19994299491626794,0.7435938119888306,3.7190290777640524,1.0,0.018767288427033492,0.04755820333957672,2.534100945082249,0.0,0.9398874018552953,0.06011259814470475,0.032407407407407406,0.0022031397093087435,0.0,0.9977969070919416,0,176,176,176,176,large
train/attack/digital_1/scan/arabic-NF-1098.jpg,dev_val,all_attacks,heldout_primary,digital_1,arabic-NF-1098,scan,1,90,0.9999997615814209,1.0,2.384185791015625e-07,15.212198257446289,1,2000,1248,821,21,22,0.4762447476387024,0.04811205846528624,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/scan/arabic-NF-1098__74f92af0__heatmap.png,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/scan/arabic-NF-1098__74f92af0__overlay.png,0.20528985231425093,0.7754203081130981,3.77719745701853,1.0,0.5701304557988472,0.1867030488733252,0.7362868785858154,3.943625361390715,1.0,0.0185868034409257,0.039133425801992416,2.105441418497263,0.0,0.9495326289826945,0.050467371017305494,0.04976851851851852,0.014064306393265724,0.0,0.9859356274663841,0,207,176,207,176,large
train/attack/digital_1/huawei/arabic-NM-1090.jpg,dev_val,all_attacks,heldout_primary,digital_1,arabic-NM-1090,huawei,1,55,0.9999957084655762,1.0,4.291534423828125e-06,12.365957260131836,1,3189,1973,828,18,18,0.4734076261520386,0.0490946746678744,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/huawei/arabic-NM-1090__9e1bef3f__heatmap.png,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/huawei/arabic-NM-1090__9e1bef3f__overlay.png,0.22399607487922704,0.8321530818939209,3.7150342136244867,1.0,0.6081570070146939,0.20313915307971014,0.7898638248443604,3.8882894452869174,1.0,0.020856921799516908,0.042289163917303085,2.0275841432306945,0.0,0.9491810259209378,0.0508189740790622,0.041666666666666664,3.2062066566140857e-06,0.0,0.9999968391044599,0,176,208,176,208,large
train/attack/digital_1/iphone15pro/arabic-NM-1090.jpg,dev_val,all_attacks,heldout_primary,digital_1,arabic-NM-1090,iphone15pro,1,63,0.9999910593032837,1.0,8.940696716308594e-06,11.62729263305664,1,2766,1767,801,31,32,0.5291712880134583,0.04244937968164794,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/iphone15pro/arabic-NM-1090__319cd7c8__heatmap.png,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/iphone15pro/arabic-NM-1090__319cd7c8__overlay.png,0.19044309847066168,0.8141336441040039,4.274944330573489,1.0,0.6236905456333423,0.1725284800249688,0.7704423666000366,4.465595283100716,1.0,0.017914618445692886,0.04369131848216057,2.438864026862098,0.0,0.9463339759937562,0.053666024006243734,0.07291666666666667,0.0,0.0,1.0,0,207,208,207,208,large
train/attack/digital_1/scan/arabic-NM-1090.jpg,dev_val,all_attacks,heldout_primary,digital_1,arabic-NM-1090,scan,1,80,0.9999877214431763,1.0,1.2278556823730469e-05,11.3095703125,1,1993,1249,817,23,24,0.5551511645317078,0.03868000305997552,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/scan/arabic-NM-1090__2155706f__heatmap.png,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/scan/arabic-NM-1090__2155706f__overlay.png,0.22521897949816402,0.808428943157196,3.589524048810399,1.0,0.583209963659032,0.20483189259485923,0.7613515853881836,3.7169582126259746,1.0,0.020387086903304773,0.047077279537916183,2.3091714751206016,0.0,0.9417669480030391,0.0582330519969609,0.05439814814814815,0.0,0.0,1.0,0,176,208,176,208,large
train/attack/digital_1/huawei/chinese-001_03.jpg,dev_val,all_attacks,heldout_primary,digital_1,chinese-001_03,huawei,1,77,0.9999833106994629,1.0,1.6689300537109375e-05,11.001492500305176,1,3193,1962,833,15,16,0.6400020122528076,0.03817620798319328,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/huawei/chinese-001_03__b72bb8d0__heatmap.png,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/huawei/chinese-001_03__b72bb8d0__overlay.png,0.13946672418967587,0.650385320186615,4.663372743322527,1.0,0.5109185959969391,0.12286633403361344,0.5923662185668945,4.821224814967105,1.0,0.016600390156062426,0.05801904574036598,3.4950410921021366,0.0,0.910792810053879,0.089207189946121,0.03587962962962963,0.0,0.0,1.000000094633773,0,144,240,144,240,large
train/attack/digital_1/iphone15pro/chinese-001_03.jpg,dev_val,all_attacks,heldout_primary,digital_1,chinese-001_03,iphone15pro,1,70,0.9999179840087891,1.0,8.20159912109375e-05,9.409313201904297,1,2778,1765,806,29,29,0.6941253542900085,0.04071029776674938,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/iphone15pro/chinese-001_03__0e6185f6__heatmap.png,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/iphone15pro/chinese-001_03__0e6185f6__overlay.png,0.1416015625,0.6885372400283813,4.862497474407328,1.0,0.5469356775283813,0.12684165632754343,0.6403135061264038,5.048132645579155,1.0,0.014759906172456577,0.048223868012428284,3.267220499166771,0.0,0.9299618712485923,0.07003812875140772,0.06712962962962964,0.0006467674393206835,0.0,0.9993531515542154,0,176,399,176,399,large
train/attack/digital_1/scan/chinese-001_03.jpg,dev_val,all_attacks,heldout_primary,digital_1,chinese-001_03,scan,1,82,0.9996151924133301,0.99951171875,0.00010347366333007812,7.862371444702148,1,1991,1248,817,23,24,0.7056731581687927,0.036521285954712365,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/scan/chinese-001_03__f3a61eaf__heatmap.png,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/scan/chinese-001_03__f3a61eaf__overlay.png,0.14077321756425948,0.7440676093101501,5.285576490929475,1.0,0.6032943917458906,0.12634112989596083,0.7147607207298279,5.657387434467443,1.0,0.014432087668298654,0.0293069239705801,2.0306780726502467,0.0,0.9606125537314857,0.039387446268514315,0.05439814814814815,0.00033270963467657566,0.0,0.9996672692812819,0,176,399,176,399,large
train/attack/digital_1/huawei/chinese-113_03.jpg,dev_val,all_attacks,heldout_primary,digital_1,chinese-113_03,huawei,1,85,0.9999998807907104,1.0,1.1920928955078125e-07,15.62693977355957,1,3178,1973,825,19,20,0.6817541122436523,0.03933475378787879,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/huawei/chinese-113_03__80b1dbcd__heatmap.png,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/huawei/chinese-113_03__80b1dbcd__overlay.png,0.13277935606060606,0.6600144505500793,4.970761043974495,1.0,0.5272350944894733,0.1168560606060606,0.6194251179695129,5.300753035460338,1.0,0.015923295454545454,0.040589313954114914,2.5490523660746565,0.0,0.9385023864488591,0.06149761355114091,0.04513888888888889,0.00016078731277957559,0.0,0.999839258207087,0,144,239,144,239,medium
train/attack/digital_1/iphone15pro/chinese-113_03.jpg,dev_val,all_attacks,heldout_primary,digital_1,chinese-113_03,iphone15pro,1,72,1.0,1.0,0.0,16.922531127929688,1,2791,1770,807,28,29,0.6585173010826111,0.047126703841387854,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/iphone15pro/chinese-113_03__fc161e43__heatmap.png,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/iphone15pro/chinese-113_03__fc161e43__overlay.png,0.12921119888475838,0.6094262003898621,4.716512234619853,1.0,0.48021500150510366,0.11544735517348204,0.5655746459960938,4.898983135180604,1.0,0.013763843711276333,0.0438515767455101,3.1859978698816325,0.0,0.9280444886307984,0.07195551136920163,0.06597222222222222,0.0010878550820052624,0.0,0.998912187583037,0,144,240,144,240,medium
train/attack/digital_1/scan/chinese-113_03.jpg,dev_val,all_attacks,heldout_primary,digital_1,chinese-113_03,scan,1,58,0.9999991655349731,1.0,8.344650268554688e-07,14.06682014465332,1,1990,1250,815,24,25,0.6990306973457336,0.04349837039877301,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/scan/chinese-113_03__757716d4__heatmap.png,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/scan/chinese-113_03__757716d4__overlay.png,0.13492618865030676,0.6108195781707764,4.5270646438688065,1.0,0.4758933895204696,0.1198715490797546,0.558090090751648,4.6557343676299014,1.0,0.015054639570552147,0.05272955819964409,3.5025453749677626,0.0,0.9136740925574814,0.08632590744251857,0.056712962962962965,0.0005307430983521044,0.0,0.9994691991961969,0,144,240,144,240,large
train/attack/digital_1/huawei/chinese-142_03.jpg,dev_val,all_attacks,heldout_primary,digital_1,chinese-142_03,huawei,1,60,0.9999977350234985,1.0,2.2649765014648438e-06,12.974510192871094,1,3195,1967,832,16,16,0.7063868641853333,0.04302978515625,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/huawei/chinese-142_03__b6cea352__heatmap.png,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/huawei/chinese-142_03__b6cea352__overlay.png,0.14119074894831732,0.6759259104728699,4.7873243502681015,1.0,0.5347351615245526,0.12485680213341346,0.622793972492218,4.988066023241111,1.0,0.016333946814903848,0.05313195660710335,3.2528547575913063,0.0,0.9213938166974757,0.0786061833025243,0.037037037037037035,0.0001340684830211103,0.0,0.9998659751028028,0,175,367,175,367,large
train/attack/digital_1/iphone15pro/chinese-142_03.jpg,dev_val,all_attacks,heldout_primary,digital_1,chinese-142_03,iphone15pro,1,56,0.9999995231628418,1.0,4.76837158203125e-07,14.474899291992188,1,2784,1762,809,27,28,0.5752019286155701,0.04634628012978986,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/iphone15pro/chinese-142_03__1cc6f376__heatmap.png,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/iphone15pro/chinese-142_03__1cc6f376__overlay.png,0.1391281674907293,0.6911889910697937,4.968001832668792,1.0,0.5520608235790644,0.12440850973423981,0.6506525874137878,5.229968502988303,1.0,0.014719657756489493,0.040536362677812576,2.7538930149338023,0.0,0.9413527031815917,0.05864729681840829,0.06365740740740741,0.0009682122617959976,0.0,0.9990317587980311,0,175,239,175,239,large
train/attack/digital_1/scan/chinese-142_03.jpg,dev_val,all_attacks,heldout_primary,digital_1,chinese-142_03,scan,1,65,1.0,1.0,0.0,17.79375648498535,1,1996,1250,818,23,23,0.7088752388954163,0.0453468826405868,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/scan/chinese-142_03__db99c7c9__heatmap.png,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/scan/chinese-142_03__db99c7c9__overlay.png,0.1404292099633252,0.6109970808029175,4.350925857679373,1.0,0.4705678708395923,0.12474690556234719,0.5463734269142151,4.379855551937065,1.0,0.015682304400977995,0.06462370604276657,4.120804212851298,0.0,0.8942323873502329,0.10576761264976707,0.05324074074074074,0.0004117884091101587,0.0,0.9995882248739754,0,176,367,176,367,large
train/attack/digital_1/huawei/chinese-NF-1050.jpg,dev_val,all_attacks,heldout_primary,digital_1,chinese-NF-1050,huawei,1,58,0.9999969005584717,1.0,3.0994415283203125e-06,12.70298957824707,1,3198,1968,832,16,16,0.3660612404346466,0.05204420823317308,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/huawei/chinese-NF-1050__777e05d2__heatmap.png,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/huawei/chinese-NF-1050__777e05d2__overlay.png,0.3078448955829327,0.7493416666984558,2.4341532942409465,1.0,0.4414967711155231,0.29075035682091344,0.688988983631134,2.3696926503017646,1.0,0.017695500300480768,0.060507576912641525,3.419376445151856,0.0,0.9192690350428825,0.08073096495711747,0.037037037037037035,0.01308478508144617,0.0,0.9869152735032654,0,143,239,143,239,large
train/attack/digital_1/iphone15pro/chinese-NF-1050.jpg,dev_val,all_attacks,heldout_primary,digital_1,chinese-NF-1050,iphone15pro,1,72,0.9999983310699463,1.0,1.6689300537109375e-06,13.282914161682129,1,2781,1776,802,31,31,0.431987464427948,0.051599516832917705,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/iphone15pro/chinese-NF-1050__d629d973__heatmap.png,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/iphone15pro/chinese-NF-1050__d629d973__overlay.png,0.2957620596945137,0.7944275736808777,2.6860361146437275,1.0,0.498665513986364,0.281033256701995,0.753646969795227,2.6817003035138547,1.0,0.015410692019950125,0.04096430167555809,2.6581740536068845,0.0,0.9484473702764195,0.05155262972358053,0.07175925925925926,0.003880017902702093,0.0,0.9961199866148859,0,144,240,144,240,large
train/attack/digital_1/scan/chinese-NF-1050.jpg,dev_val,all_attacks,heldout_primary,digital_1,chinese-NF-1050,scan,1,50,0.9999996423721313,1.0,3.5762786865234375e-07,14.975958824157715,1,1993,1247,818,23,23,0.38048920035362244,0.05323340082518337,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/scan/chinese-NF-1050__7be1d5f0__heatmap.png,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/scan/chinese-NF-1050__7be1d5f0__overlay.png,0.311150958893643,0.781423032283783,2.511395224563288,1.0,0.47027207339013993,0.2945708855440098,0.7242121696472168,2.4585327511568256,1.0,0.01734413202933985,0.057989709079265594,3.3434771472662033,0.0,0.9258634986116937,0.07413650138830633,0.05324074074074074,0.007970155216753483,0.0,0.9920299750757905,0,144,240,144,240,large
train/attack/digital_1/huawei/chinese-NF-1085.jpg,dev_val,all_attacks,heldout_primary,digital_1,chinese-NF-1085,huawei,1,76,0.9999988079071045,1.0,1.1920928955078125e-06,13.68706226348877,1,3222,1985,831,16,17,0.6786550283432007,0.04556351534296029,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/huawei/chinese-NF-1085__39a10f6f__heatmap.png,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/huawei/chinese-NF-1085__39a10f6f__overlay.png,0.22257633874849578,0.792091429233551,3.558740491856995,1.0,0.5695150904850552,0.20621098450661854,0.7440361380577087,3.6081304778108376,1.0,0.016365354241877256,0.0480552539229393,2.9364016942554687,0.0,0.9393311734615656,0.06066882653843441,0.03819444444444445,0.0011883474653586745,0.0,0.9988116418689507,0,144,239,144,239,large
train/attack/digital_1/iphone15pro/chinese-NF-1085.jpg,dev_val,all_attacks,heldout_primary,digital_1,chinese-NF-1085,iphone15pro,1,58,0.9999938011169434,1.0,6.198883056640625e-06,11.988241195678711,1,2787,1763,809,27,28,0.3868882656097412,0.04902850741656366,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/iphone15pro/chinese-NF-1085__585bb04e__heatmap.png,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/iphone15pro/chinese-NF-1085__585bb04e__overlay.png,0.2181609239802225,0.7141833901405334,3.2736540399199914,1.0,0.496022466160311,0.20395550061804696,0.667449414730072,3.272524706161384,1.0,0.014205423362175526,0.04673396795988083,3.289868015079252,0.0,0.9345630708942889,0.06543692910571113,0.06365740740740741,0.012208244763314724,0.0,0.9877917572682741,0,144,239,144,239,large
train/attack/digital_1/scan/chinese-NF-1085.jpg,dev_val,all_attacks,heldout_primary,digital_1,chinese-NF-1085,scan,1,50,0.9999992847442627,1.0,7.152557373046875e-07,14.124221801757812,1,1994,1251,816,24,24,0.5655531287193298,0.05128867953431373,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/scan/chinese-NF-1085__48fe0696__heatmap.png,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/scan/chinese-NF-1085__48fe0696__overlay.png,0.22498516007965685,0.7303860187530518,3.246374198611392,1.0,0.5054008586733949,0.21089920343137256,0.6792425513267517,3.2206975667775812,1.0,0.014085956648284314,0.051143400371074677,3.6308077362501328,0.0,0.9299775724658657,0.07002242753413433,0.05555555555555555,0.00611379649490118,0.0,0.9938863160507158,0,144,240,144,240,large
train/attack/digital_1/huawei/chinese-NM-1092.jpg,dev_val,all_attacks,heldout_primary,digital_1,chinese-NM-1092,huawei,1,61,0.9996029734611511,0.99951171875,9.125471115112305e-05,7.831173896789551,1,3242,1985,836,14,14,0.5178802609443665,0.04442424865430622,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/huawei/chinese-NM-1092__56c6136e__heatmap.png,output/resnet18_gradcam_clean_rma/visuals/dev_val/all_attacks/digital_1/huawei/chinese-NM-1092__56c6136e__overlay.png,0.22290856758373206,0.6733676791191101,3.0208245758260066,1.0,0.45045911153537804,0.20692378139952153,0.5877869129180908,2.840596227957054,0.0,0.015984786184210526,0.08558079600334167,5.353890569263716,1.0,0.8729062931182109,0.12709370688178917,0.032407407407407406,0.0009954284178093076,0.0,0.999004504286949,0,655,303,655,303,large
