global_order,pilot_order,pilot_role,eval_split,variant,hardware_source,file_stem,image_path,cache_path,cache_sha256,clean_score_stage4,native_height,native_width,native_pixels,A_union_stage4,E_union_stage4,mu_union_stage4,PG_union_stage4,estimated_seconds
294,294,full_population,official_test,digital_3,huawei,arabic-024_03,test/attack/digital_3/huawei/arabic-024_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/arabic-024_03.jpg,e2695a5019f3566b9ec64febe790aa6c31b7b2bcbfd5a9be702e6d75a384cfa6,0.9718388915061952,1971,3211,6328881,0.0465500931365276,0.4964952497918725,10.665827205451397,1.0,820.1605106569987
295,295,full_population,official_test,digital_3,huawei,arabic-112_03,test/attack/digital_3/huawei/arabic-112_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/arabic-112_03.jpg,118921046a9bab275cf47dc1c87a552dbb547317600092e076b175c8a6d4bac2,0.9975581169128418,1977,3186,6298722,0.0412467799023357,0.7256571800545498,17.593062580224764,1.0,740.8321811219976
296,296,full_population,official_test,digital_3,huawei,arabic-120_03,test/attack/digital_3/huawei/arabic-120_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/arabic-120_03.jpg,5cf6b59d26a2707f6340d9440847ed5b7fe71c7dec341efd4c5646485eb4fdde,0.9991248250007628,1964,3181,6247484,0.0433926681524914,0.7752197652772026,17.86522466313683,1.0,738.4537406050003
297,297,full_population,official_test,digital_3,huawei,arabic-131_03,test/attack/digital_3/huawei/arabic-131_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/arabic-131_03.jpg,b808cc704819853dc216c325448ff9fb96bcf31b9488886ec3d34f2c073be1b3,0.9978614449501038,1963,3175,6232525,0.0473843265771096,0.7700250468264147,16.25062763260622,1.0,738.4537406050003
298,298,full_population,official_test,digital_3,huawei,arabic-139_03,test/attack/digital_3/huawei/arabic-139_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/arabic-139_03.jpg,b34ef57848301e135d367aa6745dd0a3c1bc977381ccd78d95958bda49aed711,0.9993438124656676,1879,3034,5700886,0.0447562010536607,0.9035088357999308,20.18734420101165,1.0,482.27768295699934
299,299,full_population,official_test,digital_3,huawei,arabic-173_03,test/attack/digital_3/huawei/arabic-173_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/arabic-173_03.jpg,f71fa14e0c097f590cb5c031c1f6d0308e465f8921819310445f8bb635c7f045,0.9930728077888488,1986,3208,6371088,0.0446625442938474,0.6254200162239223,14.003233047116794,1.0,836.6538067969996
300,300,full_population,official_test,digital_3,huawei,arabic-NF-1003,test/attack/digital_3/huawei/arabic-NF-1003.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/arabic-NF-1003.jpg,70b92d6873d4c8df3708e53230372f8db1685eefca99a2ec41f16efc00a63352,0.9981118440628052,1963,3190,6261970,0.0436327545484887,0.7646075595322182,17.52370592790597,1.0,738.4537406050003
301,301,full_population,official_test,digital_3,huawei,arabic-NF-1012,test/attack/digital_3/huawei/arabic-NF-1012.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/arabic-NF-1012.jpg,cea053df1bbf61db2e70b96850b4853bd9edb198e25f71aeeef809bec5a49736,0.9989257454872132,1965,3183,6254595,0.0414546425467995,0.8653415754208573,20.87441893737096,1.0,738.4537406050003
302,302,full_population,official_test,digital_3,huawei,arabic-NF-1030,test/attack/digital_3/huawei/arabic-NF-1030.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/arabic-NF-1030.jpg,c6a96ee5b9f1204f6a78339ac9d911ef76710a61c90f74a6bd545a9ce8c8f806,0.9980902075767516,1962,3181,6241122,0.0407909026614124,0.8039594023416555,19.70928196943746,1.0,738.4537406050003
303,303,full_population,official_test,digital_3,huawei,arabic-NF-1037,test/attack/digital_3/huawei/arabic-NF-1037.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/arabic-NF-1037.jpg,1ec59759d0f0e5428cbaa49c09c8b261fa83ab8d50479b9b03a302425f9257af,0.96324223279953,1889,3033,5729337,0.0375317423289989,0.4196056793479308,11.180021318214202,1.0,482.27768295699934
304,304,full_population,official_test,digital_3,huawei,arabic-NF-1040,test/attack/digital_3/huawei/arabic-NF-1040.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/arabic-NF-1040.jpg,70d744e11c266adf0ab11b19a9fa850cdf4ea22be93a79b7baed2bfe2513d356,0.994500994682312,1969,3192,6285048,0.0433775525660265,0.7403286010579987,17.06709017137649,1.0,738.4537406050003
305,305,full_population,official_test,digital_3,huawei,arabic-NF-1045,test/attack/digital_3/huawei/arabic-NF-1045.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/arabic-NF-1045.jpg,00fe260ba9eae72d420b048e7f0f3da3864edb5de594e3a1b6d3afb487662054,0.99754399061203,1977,3183,6292791,0.0443399439135989,0.7871689942256509,17.75304442783088,1.0,744.8116985540009
306,306,full_population,official_test,digital_3,huawei,arabic-NF-1048,test/attack/digital_3/huawei/arabic-NF-1048.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/arabic-NF-1048.jpg,139765f73cc5e8efb348d0b93b1e3b8938563ba88c24508476f5ed150c21643b,0.9929388761520386,1891,3045,5758095,0.0361119432729053,0.6014235015852827,16.65442086680858,1.0,482.27768295699934
307,307,full_population,official_test,digital_3,huawei,arabic-NF-1049,test/attack/digital_3/huawei/arabic-NF-1049.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/arabic-NF-1049.jpg,23cded3bf527c43f8869a7464844e569499aef4460afba2bbee7c18ef85df9d2,0.9997159838676452,1964,3184,6253376,0.0410135261337236,0.9547987164459434,23.28009333635068,1.0,738.4537406050003
308,308,full_population,official_test,digital_3,huawei,arabic-NF-1053,test/attack/digital_3/huawei/arabic-NF-1053.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/arabic-NF-1053.jpg,dbae11082c654005463798612344fc16c11a14ddc31bce4d950592537f9788c6,0.968820095062256,1964,3187,6259268,0.044463346193197,0.5094559915691639,11.4578868930722,1.0,738.4537406050003
309,309,full_population,official_test,digital_3,huawei,arabic-NF-1098,test/attack/digital_3/huawei/arabic-NF-1098.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/arabic-NF-1098.jpg,a65b97a4a23ebe2af4dc3c319a6fa02f744b1b343c0e037c38ddb521f60a3c40,0.9977949857711792,1894,3037,5752078,0.0319084685569284,0.8600248759901743,26.952872227502503,1.0,482.27768295699934
310,310,full_population,official_test,digital_3,huawei,arabic-NF-1100,test/attack/digital_3/huawei/arabic-NF-1100.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/arabic-NF-1100.jpg,1d88172f57c35ce9f32e46432829ddd0a4aae6160631c2e05df052ecbdc56f58,0.991583287715912,1972,3192,6294624,0.0430503871239966,0.7854426757231342,18.244729680614707,1.0,744.8116985540009
311,311,full_population,official_test,digital_3,huawei,arabic-NM-1029,test/attack/digital_3/huawei/arabic-NM-1029.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/arabic-NM-1029.jpg,07a2ae0874be9fe218808818a29f0007aad72b3fbd67b80bca58339ee8da57c9,0.9944608211517334,1977,3197,6320469,0.044357467776521,0.8055690343493493,18.160843590258946,1.0,821.8694401759931
312,312,full_population,official_test,digital_3,huawei,arabic-NM-1064,test/attack/digital_3/huawei/arabic-NM-1064.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/arabic-NM-1064.jpg,bbc2ba1b62c908e74225e25eaa313702a141493cde3eefd0eb02705f8bd314ed,0.995722770690918,1976,3193,6309368,0.051403088233243,0.6600401960785646,12.84047746477046,1.0,776.2231236149964
313,313,full_population,official_test,digital_3,huawei,arabic-NM-1090,test/attack/digital_3/huawei/arabic-NM-1090.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/arabic-NM-1090.jpg,de69820f49128d8c8137b417f0c5950d3492933bcfafc5c6e128491ee50a8ac3,0.9853634834289552,1973,3189,6291897,0.0381098101256266,0.5318798115347343,13.956506468581845,1.0,744.8116985540009
314,314,full_population,official_test,digital_3,huawei,chinese-001_03,test/attack/digital_3/huawei/chinese-001_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-001_03.jpg,d8f84cba769ae06e0cfa38a1d04f6a83487547208ca97425cbf73e3157488361,0.9896863102912904,1962,3193,6264666,0.0306413781676469,0.4390189643312688,14.32765073193778,1.0,738.4537406050003
315,315,full_population,official_test,digital_3,huawei,chinese-018_03,test/attack/digital_3/huawei/chinese-018_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-018_03.jpg,8ef9dc1d8fdd71ecf6e5d515f82f3511fa4521706b14d914e8ff8d4049504e86,0.8990004062652588,1971,3189,6285519,0.0304579462730126,0.0754952732340767,2.4786724803231266,1.0,738.4537406050003
316,316,full_population,official_test,digital_3,huawei,chinese-01_0003_000-98e8eaef_0,test/attack/digital_3/huawei/chinese-01_0003_000-98e8eaef_0.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-01_0003_000-98e8eaef_0.jpg,da5af2bc22ae702ce7949c0b96847492dd1c6b21fbdbf56582d8879ead127b50,0.9990517497062684,1956,3179,6218124,0.0288688356809867,0.8677309046001983,30.057703545408074,1.0,738.4537406050003
317,317,full_population,official_test,digital_3,huawei,chinese-01_0007_000-08f07a73_0,test/attack/digital_3/huawei/chinese-01_0007_000-08f07a73_0.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-01_0007_000-08f07a73_0.jpg,819e1ca2b35a2dc1d8ceac698124a4cd7e0b8a47c80cdeb92bc558e46dc1bbc0,0.9996756315231324,1960,3205,6281800,0.0291919513515234,0.7705780124033507,26.39693397417012,1.0,738.4537406050003
318,318,full_population,official_test,digital_3,huawei,chinese-01_0012_000-48c56e4b_0,test/attack/digital_3/huawei/chinese-01_0012_000-48c56e4b_0.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-01_0012_000-48c56e4b_0.jpg,497472bdcec23c281aca03934091beeee21b37a66f0bfb294b46380f02764490,0.999583899974823,1963,3190,6261970,0.032047103387592,0.8022523903699188,25.03353830975354,1.0,738.4537406050003
319,319,full_population,official_test,digital_3,huawei,chinese-01_0019_000-06d51424_0,test/attack/digital_3/huawei/chinese-01_0019_000-06d51424_0.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-01_0019_000-06d51424_0.jpg,8719aea54ea7520cb4b180264533d0d1b516b829fc2162c8796a6c9e1931e1ef,0.999919891357422,1967,3191,6276697,0.0331422721217863,0.961170453731136,29.0013445728515,1.0,738.4537406050003
320,320,full_population,official_test,digital_3,huawei,chinese-01_0022_000-3b9715ed_0,test/attack/digital_3/huawei/chinese-01_0022_000-3b9715ed_0.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-01_0022_000-3b9715ed_0.jpg,6a40c01a145c6fd5f7de32fdaa5e92c45027d58bfb22c44dc5c6bea6fb35125b,0.9990286827087402,1963,3181,6244303,0.0311533569078886,0.8132318705576542,26.10414899948477,1.0,738.4537406050003
321,321,full_population,official_test,digital_3,huawei,chinese-01_0028_000-611e103a_0,test/attack/digital_3/huawei/chinese-01_0028_000-611e103a_0.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-01_0028_000-611e103a_0.jpg,998add40d8802bb62e494134d2aa9fa9c4a58f8e61e34b20c77fa3089aabff7f,0.9976574182510376,1970,3192,6288240,0.0346653435619505,0.7888279320329865,22.755520383730488,1.0,744.8116985540009
322,322,full_population,official_test,digital_3,huawei,chinese-01_0034_000-9b26d58c_0,test/attack/digital_3/huawei/chinese-01_0034_000-9b26d58c_0.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-01_0034_000-9b26d58c_0.jpg,6ef28337cedba55c2b8b82bbf4983fb56915152de51f76aa6ec2150a829f3c11,0.9994431138038636,1890,3037,5739930,0.0315944619533687,0.7614099589884561,24.09947541161626,1.0,482.27768295699934
323,323,full_population,official_test,digital_3,huawei,chinese-01_0084_000-ba83f345_1,test/attack/digital_3/huawei/chinese-01_0084_000-ba83f345_1.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-01_0084_000-ba83f345_1.jpg,5a58197842a555e34f7f7ef15c41f7d1f46a15d4e0fb7908387f5b7173f916b6,0.9999206066131592,1964,3180,6245520,0.0289165673955091,0.9641562234101758,33.342692796929775,1.0,738.4537406050003
324,324,full_population,official_test,digital_3,huawei,chinese-01_0086_000-5a7ac9e6_1,test/attack/digital_3/huawei/chinese-01_0086_000-5a7ac9e6_1.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-01_0086_000-5a7ac9e6_1.jpg,4ff41c9d3fcbd601ca08e2fd6f092c161001cba8409bf9ebb09f2a388f58c1f6,0.9945586323738098,1969,3190,6281110,0.0325993335572852,0.6090753862367787,18.68367600725578,1.0,738.4537406050003
325,325,full_population,official_test,digital_3,huawei,chinese-020_03,test/attack/digital_3/huawei/chinese-020_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-020_03.jpg,d0c43f0db106e8992e64f16fc3e0acb480a32dc5c7d380cacee98b1b7c0de5df,0.9996864795684814,1968,3188,6273984,0.0278119931450255,0.9031660917744474,32.47397937518863,1.0,738.4537406050003
326,326,full_population,official_test,digital_3,huawei,chinese-039_03,test/attack/digital_3/huawei/chinese-039_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-039_03.jpg,8a900253dc43c9827af074ac62736b8d5ba1038262f330f0bad7c057ed51771f,0.998521625995636,1968,3190,6277920,0.0288436297372378,0.7615090672563637,26.40129117568159,1.0,738.4537406050003
327,327,full_population,official_test,digital_3,huawei,chinese-064_03,test/attack/digital_3/huawei/chinese-064_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-064_03.jpg,6ba604f1e29474df3ea0d97e665a7852f0cc023afd4fa80e58b4d1b42fa7b823,0.8142721652984619,1971,3225,6356475,0.0304516260977979,0.0486232338198807,1.596736859428236,1.0,839.6994524699985
328,328,full_population,official_test,digital_3,huawei,chinese-081_03,test/attack/digital_3/huawei/chinese-081_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-081_03.jpg,25dde8982871a48602e653bfff8552695786303f1e9506c55472081fb2b4da02,0.9989994168281556,1967,3214,6321938,0.0292082902426439,0.8292835073474121,28.39205925640463,1.0,821.8694401759931
329,329,full_population,official_test,digital_3,huawei,chinese-096_03,test/attack/digital_3/huawei/chinese-096_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-096_03.jpg,34b0f501b4e55eccaf5ee651696ec7a7dd71e93360a9c229ff1b5884990ca6bc,0.9961636066436768,1974,3178,6273372,0.028125225158017,0.8095025156239152,28.78208124826928,1.0,738.4537406050003
330,330,full_population,official_test,digital_3,huawei,chinese-099_03,test/attack/digital_3/huawei/chinese-099_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-099_03.jpg,d2ea86cb33acf2c668e09c4b2a8c5f63748f6f206385d26006952c3f1df87fff,0.999750792980194,1959,3197,6262923,0.0314364395027689,0.8798242565305591,27.987401577493035,1.0,738.4537406050003
331,331,full_population,official_test,digital_3,huawei,chinese-102_03,test/attack/digital_3/huawei/chinese-102_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-102_03.jpg,4f206bf68f5ac6f8c7fb556aeb578a0368c39222c3a5f8b061b4427e02447b68,0.9996846914291382,1974,3196,6308904,0.0297821935474053,0.8926029580459769,29.97102804483454,1.0,776.2231236149964
332,332,full_population,official_test,digital_3,huawei,chinese-107_03,test/attack/digital_3/huawei/chinese-107_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-107_03.jpg,985040c6d67295f1ccde8330e5555b8b0202feff54fd212126cc1affd54dd67e,0.9998610019683838,1999,3213,6422787,0.0302027764582571,0.924770923130926,30.618738790754545,1.0,836.0222426410037
333,333,full_population,official_test,digital_3,huawei,chinese-113_03,test/attack/digital_3/huawei/chinese-113_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-113_03.jpg,e518730527a65dd11fead08612c83135ab4f1d935f1f1b95995f85c846deb1c0,0.990772008895874,1973,3178,6270194,0.0304110207754337,0.6220888876267252,20.456034416616934,1.0,738.4537406050003
334,334,full_population,official_test,digital_3,huawei,chinese-142_03,test/attack/digital_3/huawei/chinese-142_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-142_03.jpg,0676cace3f40f24e1a31bdd3c1ba4a305109a0d30c78de29d29de36a45b31475,0.9976657629013062,1967,3195,6284565,0.0308552779707107,0.7274022905976162,23.574647141020712,1.0,738.4537406050003
335,335,full_population,official_test,digital_3,huawei,chinese-NF-1014,test/attack/digital_3/huawei/chinese-NF-1014.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-NF-1014.jpg,7cdb0485884f2cdd4f9aafc484d9e1948d5b8c75e78bf8b3968922c62495464a,0.9869130849838256,1970,3192,6288240,0.0317394056206506,0.4623385984163096,14.56670625600809,1.0,744.8116985540009
336,336,full_population,official_test,digital_3,huawei,chinese-NF-1023,test/attack/digital_3/huawei/chinese-NF-1023.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-NF-1023.jpg,6759b2798c78117860fa7dcfabe8b1e418c6387e2d486e9e7a7bec68670c8a80,0.9998685121536256,1980,3199,6334020,0.0313521270851686,0.9527771643650842,30.38955416890365,1.0,825.0868478999982
337,337,full_population,official_test,digital_3,huawei,chinese-NF-1042,test/attack/digital_3/huawei/chinese-NF-1042.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-NF-1042.jpg,2f1b5d9a84fb882162be5330dee043d2a420e779052d28eb2a7d92cd6de610b4,0.9997536540031432,1860,3063,5697180,0.0309277572413018,0.9244652651270994,29.89111877444968,1.0,482.27768295699934
338,338,full_population,official_test,digital_3,huawei,chinese-NF-1050,test/attack/digital_3/huawei/chinese-NF-1050.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-NF-1050.jpg,e0870f716749abf605f34b2a6a846480f7d20be84ff7dd4d988ab9217f257764,0.9998406171798706,1968,3198,6293664,0.0323186938482893,0.951760012901253,29.4492103353252,1.0,744.8116985540009
339,339,full_population,official_test,digital_3,huawei,chinese-NF-1059,test/attack/digital_3/huawei/chinese-NF-1059.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-NF-1059.jpg,f7bfbe05afe8ec56e5026e5eb5e23bf0a4b5cfe3153c2e3a6070a88046e3e848,0.9999213218688964,1886,3030,5714580,0.0280274315872732,0.963672223730355,34.383179947460505,1.0,482.27768295699934
340,340,full_population,official_test,digital_3,huawei,chinese-NF-1067,test/attack/digital_3/huawei/chinese-NF-1067.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-NF-1067.jpg,7b12de554974533780ed1d22f7d824b2984dcea140b4b46b5045fc5d23aef0d8,0.997466206550598,1893,3035,5745255,0.0299036335201831,0.7809417577458102,26.115279844461742,1.0,482.27768295699934
341,341,full_population,official_test,digital_3,huawei,chinese-NF-1072,test/attack/digital_3/huawei/chinese-NF-1072.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-NF-1072.jpg,8c5c58aca82258acdde9bc0ca6fd4b3a7c255756e50abd32ac5e57ae00aa87ef,0.9989870190620422,1966,3192,6275472,0.030100046657845,0.8684023771469052,28.850532592798228,1.0,738.4537406050003
342,342,full_population,official_test,digital_3,huawei,chinese-NF-1085,test/attack/digital_3/huawei/chinese-NF-1085.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-NF-1085.jpg,b0c01b2e4322b2ad002f6f760b88f0605c4740fd6e3b850311644ca385428bbf,0.9903006553649902,1985,3222,6395670,0.0313843584800341,0.5383097824254087,17.152167783447492,1.0,834.7712493619983
343,343,full_population,official_test,digital_3,huawei,chinese-NF-1088,test/attack/digital_3/huawei/chinese-NF-1088.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-NF-1088.jpg,ea72ca7bb96a41f7d71fb4e1681e471e690180c2e1038e2c8dd9cfc7785b52c6,0.9982092380523682,1884,3036,5719824,0.0275875621347789,0.8915764343790357,32.318058044536194,1.0,482.27768295699934
344,344,full_population,official_test,digital_3,huawei,chinese-NF-1101,test/attack/digital_3/huawei/chinese-NF-1101.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-NF-1101.jpg,409bdc7884d1e002ad7966d6b4c1b71132deb1e4fe979d451ed3880c4ac4ea0e,0.9525978565216064,1881,3030,5699430,0.0266561743893687,0.3426484956542718,12.854376275049049,1.0,482.27768295699934
345,345,full_population,official_test,digital_3,huawei,chinese-NM-1092,test/attack/digital_3/huawei/chinese-NM-1092.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-NM-1092.jpg,c2d2dcf93c7b14b52f33187a633e33799e0503dbdcfdcd4db3a99e658c9ce26f,0.99750417470932,1985,3242,6435370,0.0306832396583257,0.5847846203404614,19.058763900173176,1.0,836.0222426410037
346,346,full_population,official_test,digital_3,huawei,french-019_03,test/attack/digital_3/huawei/french-019_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/french-019_03.jpg,9c7e907abd058de400db2f9f63c492b582c4575e14835161ae3077d6be6690fe,0.9374869465827942,1978,3225,6379050,0.0315053181900126,0.1954196618882799,6.202751570692887,1.0,836.6538067969996
347,347,full_population,official_test,digital_3,huawei,french-01_0006_000-f9f1aca7_0,test/attack/digital_3/huawei/french-01_0006_000-f9f1aca7_0.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/french-01_0006_000-f9f1aca7_0.jpg,0e279ee6d92fd687ebbe6e807ea46a35137f3226d19745dcc3e2d6dd4951f160,0.9983525276184082,1972,3204,6318288,0.0256754677849442,0.8802920901065143,34.28533795293517,1.0,820.1605106569987
348,348,full_population,official_test,digital_3,huawei,french-01_0029_000-d00491e2_1,test/attack/digital_3/huawei/french-01_0029_000-d00491e2_1.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/french-01_0029_000-d00491e2_1.jpg,8c8700d6ed9d6039f9c4f56ac52b357633ef967dda26245ad462253908902c63,0.9979669451713562,1988,3208,6377504,0.029224756268283,0.8422774574407221,28.82068372815917,1.0,836.6538067969996
