source_dataset,split,image_path,file_stem,traffic_type,variant,hardware_source,label,native_width,native_height,aspect_ratio,log_native_width,log_native_height,log_native_area,content_width_r512,pad_total_r512,pad_left_r512,pad_right_r512,content_fraction
project,project_train,train/attack/digital_1/iphone15pro/arabic-005_03.jpg,arabic-005_03,attack,digital_1,iphone15pro,1,2743,1703,1.6106870229007633,7.916807490937603,7.440146680662688,15.356954171600291,825,39,19,20,0.9548611111111112
project,project_train,train/attack/digital_1/scan/arabic-005_03.jpg,arabic-005_03,attack,digital_1,scan,1,2001,1248,1.6033653846153846,7.601402334583733,7.129297548929373,14.730699883513106,821,43,21,22,0.9502314814814815
project,project_train,train/attack/digital_2/huawei/arabic-005_03.jpg,arabic-005_03,attack,digital_2,huawei,1,3068,1882,1.6301806588735388,8.028781162487148,7.540090320145325,15.568871482632472,835,29,14,15,0.9664351851851852
project,project_train,train/attack/digital_2/iphone15pro/arabic-005_03.jpg,arabic-005_03,attack,digital_2,iphone15pro,1,2743,1703,1.6106870229007633,7.916807490937603,7.440146680662688,15.356954171600291,825,39,19,20,0.9548611111111112
project,project_train,train/attack/digital_2/scan/arabic-005_03.jpg,arabic-005_03,attack,digital_2,scan,1,2001,1248,1.6033653846153846,7.601402334583733,7.129297548929373,14.730699883513106,821,43,21,22,0.9502314814814815
project,project_train,train/bonafide/huawei/arabic-005_03.jpg,arabic-005_03,bonafide,,huawei,0,3068,1882,1.6301806588735388,8.028781162487148,7.540090320145325,15.568871482632472,835,29,14,15,0.9664351851851852
project,project_train,train/bonafide/iphone15pro/arabic-005_03.jpg,arabic-005_03,bonafide,,iphone15pro,0,2743,1703,1.6106870229007633,7.916807490937603,7.440146680662688,15.356954171600291,825,39,19,20,0.9548611111111112
project,project_train,train/bonafide/scan/arabic-005_03.jpg,arabic-005_03,bonafide,,scan,0,2001,1248,1.6033653846153846,7.601402334583733,7.129297548929373,14.730699883513106,821,43,21,22,0.9502314814814815
project,project_train,train/attack/digital_1/huawei/arabic-112_03.jpg,arabic-112_03,attack,digital_1,huawei,1,3186,1977,1.6115326251896813,8.066521490469993,7.589335823170617,15.655857313640611,825,39,19,20,0.9548611111111112
project,project_train,train/attack/digital_1/iphone15pro/arabic-112_03.jpg,arabic-112_03,attack,digital_1,iphone15pro,1,2776,1768,1.5701357466063348,7.9287663216266955,7.477604243197589,15.406370564824284,804,60,30,30,0.9305555555555556
project,project_train,train/attack/digital_1/scan/arabic-112_03.jpg,arabic-112_03,attack,digital_1,scan,1,1999,1244,1.6069131832797428,7.6004023345004,7.126087273299125,14.726489607799525,823,41,20,21,0.9525462962962963
project,project_train,train/attack/digital_2/huawei/arabic-112_03.jpg,arabic-112_03,attack,digital_2,huawei,1,3186,1977,1.6115326251896813,8.066521490469993,7.589335823170617,15.655857313640611,825,39,19,20,0.9548611111111112
project,project_train,train/attack/digital_2/iphone15pro/arabic-112_03.jpg,arabic-112_03,attack,digital_2,iphone15pro,1,2776,1768,1.5701357466063348,7.9287663216266955,7.477604243197589,15.406370564824284,804,60,30,30,0.9305555555555556
project,project_train,train/attack/digital_2/scan/arabic-112_03.jpg,arabic-112_03,attack,digital_2,scan,1,1999,1244,1.6069131832797428,7.6004023345004,7.126087273299125,14.726489607799525,823,41,20,21,0.9525462962962963
project,project_train,train/bonafide/huawei/arabic-112_03.jpg,arabic-112_03,bonafide,,huawei,0,3186,1977,1.6115326251896813,8.066521490469993,7.589335823170617,15.655857313640611,825,39,19,20,0.9548611111111112
project,project_train,train/bonafide/iphone15pro/arabic-112_03.jpg,arabic-112_03,bonafide,,iphone15pro,0,2776,1768,1.5701357466063348,7.9287663216266955,7.477604243197589,15.406370564824284,804,60,30,30,0.9305555555555556
project,project_train,train/bonafide/scan/arabic-112_03.jpg,arabic-112_03,bonafide,,scan,0,1999,1244,1.6069131832797428,7.6004023345004,7.126087273299125,14.726489607799525,823,41,20,21,0.9525462962962963
project,project_train,train/attack/digital_1/huawei/arabic-131_03.jpg,arabic-131_03,attack,digital_1,huawei,1,3175,1963,1.6174223127865512,8.063062911326792,7.5822291942764615,15.645292105603254,828,36,18,18,0.9583333333333334
project,project_train,train/attack/digital_1/iphone15pro/arabic-131_03.jpg,arabic-131_03,attack,digital_1,iphone15pro,1,2783,1762,1.579455164585698,7.931284761525891,7.474204806496124,15.405489568022016,809,55,27,28,0.9363425925925926
project,project_train,train/attack/digital_1/scan/arabic-131_03.jpg,arabic-131_03,attack,digital_1,scan,1,1998,1247,1.6022453889334403,7.599901959208498,7.1284959456800365,14.728397904888535,820,44,22,22,0.9490740740740741
project,project_train,train/attack/digital_2/huawei/arabic-131_03.jpg,arabic-131_03,attack,digital_2,huawei,1,3175,1963,1.6174223127865512,8.063062911326792,7.5822291942764615,15.645292105603254,828,36,18,18,0.9583333333333334
project,project_train,train/attack/digital_2/iphone15pro/arabic-131_03.jpg,arabic-131_03,attack,digital_2,iphone15pro,1,2783,1762,1.579455164585698,7.931284761525891,7.474204806496124,15.405489568022016,809,55,27,28,0.9363425925925926
project,project_train,train/attack/digital_2/scan/arabic-131_03.jpg,arabic-131_03,attack,digital_2,scan,1,1998,1247,1.6022453889334403,7.599901959208498,7.1284959456800365,14.728397904888535,820,44,22,22,0.9490740740740741
project,project_train,train/bonafide/huawei/arabic-131_03.jpg,arabic-131_03,bonafide,,huawei,0,3175,1963,1.6174223127865512,8.063062911326792,7.5822291942764615,15.645292105603254,828,36,18,18,0.9583333333333334
project,project_train,train/bonafide/iphone15pro/arabic-131_03.jpg,arabic-131_03,bonafide,,iphone15pro,0,2783,1762,1.579455164585698,7.931284761525891,7.474204806496124,15.405489568022016,809,55,27,28,0.9363425925925926
project,project_train,train/bonafide/scan/arabic-131_03.jpg,arabic-131_03,bonafide,,scan,0,1998,1247,1.6022453889334403,7.599901959208498,7.1284959456800365,14.728397904888535,820,44,22,22,0.9490740740740741
project,project_train,train/attack/digital_1/huawei/arabic-139_03.jpg,arabic-139_03,attack,digital_1,huawei,1,3034,1879,1.614688664183076,8.017637159908478,7.538494999413465,15.556132159321942,827,37,18,19,0.9571759259259259
project,project_train,train/attack/digital_1/iphone15pro/arabic-139_03.jpg,arabic-139_03,attack,digital_1,iphone15pro,1,2624,1605,1.6348909657320871,7.8724551500639794,7.380879035564116,15.253334185628097,837,27,13,14,0.96875
project,project_train,train/attack/digital_1/scan/arabic-139_03.jpg,arabic-139_03,attack,digital_1,scan,1,1999,1247,1.603047313552526,7.6004023345004,7.1284959456800365,14.728898280180436,821,43,21,22,0.9502314814814815
project,project_train,train/attack/digital_2/huawei/arabic-139_03.jpg,arabic-139_03,attack,digital_2,huawei,1,3034,1879,1.614688664183076,8.017637159908478,7.538494999413465,15.556132159321942,827,37,18,19,0.9571759259259259
project,project_train,train/attack/digital_2/iphone15pro/arabic-139_03.jpg,arabic-139_03,attack,digital_2,iphone15pro,1,2624,1605,1.6348909657320871,7.8724551500639794,7.380879035564116,15.253334185628097,837,27,13,14,0.96875
project,project_train,train/attack/digital_2/scan/arabic-139_03.jpg,arabic-139_03,attack,digital_2,scan,1,1999,1247,1.603047313552526,7.6004023345004,7.1284959456800365,14.728898280180436,821,43,21,22,0.9502314814814815
project,project_train,train/bonafide/huawei/arabic-139_03.jpg,arabic-139_03,bonafide,,huawei,0,3034,1879,1.614688664183076,8.017637159908478,7.538494999413465,15.556132159321942,827,37,18,19,0.9571759259259259
project,project_train,train/bonafide/iphone15pro/arabic-139_03.jpg,arabic-139_03,bonafide,,iphone15pro,0,2624,1605,1.6348909657320871,7.8724551500639794,7.380879035564116,15.253334185628097,837,27,13,14,0.96875
project,project_train,train/bonafide/scan/arabic-139_03.jpg,arabic-139_03,bonafide,,scan,0,1999,1247,1.603047313552526,7.6004023345004,7.1284959456800365,14.728898280180436,821,43,21,22,0.9502314814814815
project,project_train,train/attack/digital_1/huawei/arabic-173_03.jpg,arabic-173_03,attack,digital_1,huawei,1,3208,1986,1.6153071500503524,8.073402968986406,7.593877844605118,15.667280813591523,827,37,18,19,0.9571759259259259
project,project_train,train/attack/digital_1/iphone15pro/arabic-173_03.jpg,arabic-173_03,attack,digital_1,iphone15pro,1,2784,1780,1.5640449438202246,7.931644021454311,7.484368643286131,15.41601266474044,801,63,31,32,0.9270833333333334
project,project_train,train/attack/digital_1/scan/arabic-173_03.jpg,arabic-173_03,attack,digital_1,scan,1,2001,1251,1.5995203836930456,7.601402334583733,7.1316985104669115,14.733100845050645,819,45,22,23,0.9479166666666666
project,project_train,train/attack/digital_2/huawei/arabic-173_03.jpg,arabic-173_03,attack,digital_2,huawei,1,3208,1986,1.6153071500503524,8.073402968986406,7.593877844605118,15.667280813591523,827,37,18,19,0.9571759259259259
project,project_train,train/attack/digital_2/iphone15pro/arabic-173_03.jpg,arabic-173_03,attack,digital_2,iphone15pro,1,2784,1780,1.5640449438202246,7.931644021454311,7.484368643286131,15.41601266474044,801,63,31,32,0.9270833333333334
project,project_train,train/attack/digital_2/scan/arabic-173_03.jpg,arabic-173_03,attack,digital_2,scan,1,2001,1251,1.5995203836930456,7.601402334583733,7.1316985104669115,14.733100845050645,819,45,22,23,0.9479166666666666
project,project_train,train/bonafide/huawei/arabic-173_03.jpg,arabic-173_03,bonafide,,huawei,0,3208,1986,1.6153071500503524,8.073402968986406,7.593877844605118,15.667280813591523,827,37,18,19,0.9571759259259259
project,project_train,train/bonafide/iphone15pro/arabic-173_03.jpg,arabic-173_03,bonafide,,iphone15pro,0,2784,1780,1.5640449438202246,7.931644021454311,7.484368643286131,15.41601266474044,801,63,31,32,0.9270833333333334
project,project_train,train/bonafide/scan/arabic-173_03.jpg,arabic-173_03,bonafide,,scan,0,2001,1251,1.5995203836930456,7.601402334583733,7.1316985104669115,14.733100845050645,819,45,22,23,0.9479166666666666
project,project_train,train/attack/digital_1/huawei/arabic-NF-1003.jpg,arabic-NF-1003,attack,digital_1,huawei,1,3190,1963,1.6250636780438106,8.06777619577889,7.5822291942764615,15.650005390055352,832,32,16,16,0.9629629629629629
project,project_train,train/attack/digital_1/iphone15pro/arabic-NF-1003.jpg,arabic-NF-1003,attack,digital_1,iphone15pro,1,2797,1768,1.5820135746606334,7.936302693201959,7.477604243197589,15.413906936399549,810,54,27,27,0.9375
project,project_train,train/attack/digital_1/scan/arabic-NF-1003.jpg,arabic-NF-1003,attack,digital_1,scan,1,2001,1244,1.6085209003215435,7.601402334583733,7.126087273299125,14.727489607882859,824,40,20,20,0.9537037037037037
project,project_train,train/attack/digital_2/huawei/arabic-NF-1003.jpg,arabic-NF-1003,attack,digital_2,huawei,1,3190,1963,1.6250636780438106,8.06777619577889,7.5822291942764615,15.650005390055352,832,32,16,16,0.9629629629629629
project,project_train,train/attack/digital_2/iphone15pro/arabic-NF-1003.jpg,arabic-NF-1003,attack,digital_2,iphone15pro,1,2797,1768,1.5820135746606334,7.936302693201959,7.477604243197589,15.413906936399549,810,54,27,27,0.9375
project,project_train,train/attack/digital_2/scan/arabic-NF-1003.jpg,arabic-NF-1003,attack,digital_2,scan,1,2001,1244,1.6085209003215435,7.601402334583733,7.126087273299125,14.727489607882859,824,40,20,20,0.9537037037037037
project,project_train,train/bonafide/huawei/arabic-NF-1003.jpg,arabic-NF-1003,bonafide,,huawei,0,3190,1963,1.6250636780438106,8.06777619577889,7.5822291942764615,15.650005390055352,832,32,16,16,0.9629629629629629
project,project_train,train/bonafide/iphone15pro/arabic-NF-1003.jpg,arabic-NF-1003,bonafide,,iphone15pro,0,2797,1768,1.5820135746606334,7.936302693201959,7.477604243197589,15.413906936399549,810,54,27,27,0.9375
project,project_train,train/bonafide/scan/arabic-NF-1003.jpg,arabic-NF-1003,bonafide,,scan,0,2001,1244,1.6085209003215435,7.601402334583733,7.126087273299125,14.727489607882859,824,40,20,20,0.9537037037037037
project,project_train,train/attack/digital_1/huawei/arabic-NF-1012.jpg,arabic-NF-1012,attack,digital_1,huawei,1,3183,1965,1.619847328244275,8.065579427282092,7.583247524303362,15.648826951585454,829,35,17,18,0.9594907407407407
project,project_train,train/attack/digital_1/iphone15pro/arabic-NF-1012.jpg,arabic-NF-1012,attack,digital_1,iphone15pro,1,2793,1759,1.587833996588971,7.934871565945177,7.472500744737558,15.407372310682735,813,51,25,26,0.9409722222222222
project,project_train,train/attack/digital_1/scan/arabic-NF-1012.jpg,arabic-NF-1012,attack,digital_1,scan,1,1998,1243,1.6074014481094128,7.599901959208498,7.1252830915107115,14.72518505071921,823,41,20,21,0.9525462962962963
project,project_train,train/attack/digital_2/huawei/arabic-NF-1012.jpg,arabic-NF-1012,attack,digital_2,huawei,1,3183,1965,1.619847328244275,8.065579427282092,7.583247524303362,15.648826951585454,829,35,17,18,0.9594907407407407
project,project_train,train/attack/digital_2/iphone15pro/arabic-NF-1012.jpg,arabic-NF-1012,attack,digital_2,iphone15pro,1,2793,1759,1.587833996588971,7.934871565945177,7.472500744737558,15.407372310682735,813,51,25,26,0.9409722222222222
project,project_train,train/attack/digital_2/scan/arabic-NF-1012.jpg,arabic-NF-1012,attack,digital_2,scan,1,1998,1243,1.6074014481094128,7.599901959208498,7.1252830915107115,14.72518505071921,823,41,20,21,0.9525462962962963
project,project_train,train/bonafide/huawei/arabic-NF-1012.jpg,arabic-NF-1012,bonafide,,huawei,0,3183,1965,1.619847328244275,8.065579427282092,7.583247524303362,15.648826951585454,829,35,17,18,0.9594907407407407
project,project_train,train/bonafide/iphone15pro/arabic-NF-1012.jpg,arabic-NF-1012,bonafide,,iphone15pro,0,2793,1759,1.587833996588971,7.934871565945177,7.472500744737558,15.407372310682735,813,51,25,26,0.9409722222222222
project,project_train,train/bonafide/scan/arabic-NF-1012.jpg,arabic-NF-1012,bonafide,,scan,0,1998,1243,1.6074014481094128,7.599901959208498,7.1252830915107115,14.72518505071921,823,41,20,21,0.9525462962962963
project,project_train,train/attack/digital_1/huawei/arabic-NF-1030.jpg,arabic-NF-1030,attack,digital_1,huawei,1,3181,1962,1.6213047910295617,8.064950891749143,7.581719640125308,15.646670531874452,830,34,17,17,0.9606481481481481
project,project_train,train/attack/digital_1/iphone15pro/arabic-NF-1030.jpg,arabic-NF-1030,attack,digital_1,iphone15pro,1,2789,1760,1.584659090909091,7.933438387627489,7.473069088032197,15.406507475659687,811,53,26,27,0.9386574074074074
project,project_train,train/attack/digital_1/scan/arabic-NF-1030.jpg,arabic-NF-1030,attack,digital_1,scan,1,1994,1247,1.599037690457097,7.597897950521784,7.1284959456800365,14.72639389620182,819,45,22,23,0.9479166666666666
project,project_train,train/attack/digital_2/huawei/arabic-NF-1030.jpg,arabic-NF-1030,attack,digital_2,huawei,1,3181,1962,1.6213047910295617,8.064950891749143,7.581719640125308,15.646670531874452,830,34,17,17,0.9606481481481481
project,project_train,train/attack/digital_2/iphone15pro/arabic-NF-1030.jpg,arabic-NF-1030,attack,digital_2,iphone15pro,1,2789,1760,1.584659090909091,7.933438387627489,7.473069088032197,15.406507475659687,811,53,26,27,0.9386574074074074
project,project_train,train/attack/digital_2/scan/arabic-NF-1030.jpg,arabic-NF-1030,attack,digital_2,scan,1,1994,1247,1.599037690457097,7.597897950521784,7.1284959456800365,14.72639389620182,819,45,22,23,0.9479166666666666
project,project_train,train/bonafide/huawei/arabic-NF-1030.jpg,arabic-NF-1030,bonafide,,huawei,0,3181,1962,1.6213047910295617,8.064950891749143,7.581719640125308,15.646670531874452,830,34,17,17,0.9606481481481481
project,project_train,train/bonafide/iphone15pro/arabic-NF-1030.jpg,arabic-NF-1030,bonafide,,iphone15pro,0,2789,1760,1.584659090909091,7.933438387627489,7.473069088032197,15.406507475659687,811,53,26,27,0.9386574074074074
project,project_train,train/bonafide/scan/arabic-NF-1030.jpg,arabic-NF-1030,bonafide,,scan,0,1994,1247,1.599037690457097,7.597897950521784,7.1284959456800365,14.72639389620182,819,45,22,23,0.9479166666666666
project,project_train,train/attack/digital_1/huawei/arabic-NF-1037.jpg,arabic-NF-1037,attack,digital_1,huawei,1,3033,1889,1.605611434621493,8.017307507688582,7.543802867501509,15.56111037519009,822,42,21,21,0.9513888888888888
project,project_train,train/attack/digital_1/iphone15pro/arabic-NF-1037.jpg,arabic-NF-1037,attack,digital_1,iphone15pro,1,2626,1604,1.6371571072319202,7.873217054862741,7.38025578842646,15.2534728432892,838,26,13,13,0.9699074074074074
project,project_train,train/attack/digital_1/scan/arabic-NF-1037.jpg,arabic-NF-1037,attack,digital_1,scan,1,1998,1248,1.6009615384615385,7.599901959208498,7.129297548929373,14.729199508137873,820,44,22,22,0.9490740740740741
project,project_train,train/attack/digital_2/huawei/arabic-NF-1037.jpg,arabic-NF-1037,attack,digital_2,huawei,1,3033,1889,1.605611434621493,8.017307507688582,7.543802867501509,15.56111037519009,822,42,21,21,0.9513888888888888
project,project_train,train/attack/digital_2/iphone15pro/arabic-NF-1037.jpg,arabic-NF-1037,attack,digital_2,iphone15pro,1,2626,1604,1.6371571072319202,7.873217054862741,7.38025578842646,15.2534728432892,838,26,13,13,0.9699074074074074
project,project_train,train/attack/digital_2/scan/arabic-NF-1037.jpg,arabic-NF-1037,attack,digital_2,scan,1,1998,1248,1.6009615384615385,7.599901959208498,7.129297548929373,14.729199508137873,820,44,22,22,0.9490740740740741
project,project_train,train/bonafide/huawei/arabic-NF-1037.jpg,arabic-NF-1037,bonafide,,huawei,0,3033,1889,1.605611434621493,8.017307507688582,7.543802867501509,15.56111037519009,822,42,21,21,0.9513888888888888
project,project_train,train/bonafide/iphone15pro/arabic-NF-1037.jpg,arabic-NF-1037,bonafide,,iphone15pro,0,2626,1604,1.6371571072319202,7.873217054862741,7.38025578842646,15.2534728432892,838,26,13,13,0.9699074074074074
project,project_train,train/bonafide/scan/arabic-NF-1037.jpg,arabic-NF-1037,bonafide,,scan,0,1998,1248,1.6009615384615385,7.599901959208498,7.129297548929373,14.729199508137873,820,44,22,22,0.9490740740740741
project,project_train,train/attack/digital_1/huawei/arabic-NF-1040.jpg,arabic-NF-1040,attack,digital_1,huawei,1,3192,1969,1.6211274758760792,8.068402958569699,7.585281078639126,15.653684037208825,830,34,17,17,0.9606481481481481
project,project_train,train/attack/digital_1/iphone15pro/arabic-NF-1040.jpg,arabic-NF-1040,attack,digital_1,iphone15pro,1,2790,1764,1.5816326530612246,7.933796874815411,7.475339236566737,15.409136111382148,810,54,27,27,0.9375
project,project_train,train/attack/digital_1/scan/arabic-NF-1040.jpg,arabic-NF-1040,attack,digital_1,scan,1,2000,1247,1.6038492381716118,7.600902459542082,7.1284959456800365,14.729398405222119,821,43,21,22,0.9502314814814815
project,project_train,train/attack/digital_2/huawei/arabic-NF-1040.jpg,arabic-NF-1040,attack,digital_2,huawei,1,3192,1969,1.6211274758760792,8.068402958569699,7.585281078639126,15.653684037208825,830,34,17,17,0.9606481481481481
project,project_train,train/attack/digital_2/iphone15pro/arabic-NF-1040.jpg,arabic-NF-1040,attack,digital_2,iphone15pro,1,2790,1764,1.5816326530612246,7.933796874815411,7.475339236566737,15.409136111382148,810,54,27,27,0.9375
project,project_train,train/attack/digital_2/scan/arabic-NF-1040.jpg,arabic-NF-1040,attack,digital_2,scan,1,2000,1247,1.6038492381716118,7.600902459542082,7.1284959456800365,14.729398405222119,821,43,21,22,0.9502314814814815
project,project_train,train/bonafide/huawei/arabic-NF-1040.jpg,arabic-NF-1040,bonafide,,huawei,0,3192,1969,1.6211274758760792,8.068402958569699,7.585281078639126,15.653684037208825,830,34,17,17,0.9606481481481481
project,project_train,train/bonafide/iphone15pro/arabic-NF-1040.jpg,arabic-NF-1040,bonafide,,iphone15pro,0,2790,1764,1.5816326530612246,7.933796874815411,7.475339236566737,15.409136111382148,810,54,27,27,0.9375
project,project_train,train/bonafide/scan/arabic-NF-1040.jpg,arabic-NF-1040,bonafide,,scan,0,2000,1247,1.6038492381716118,7.600902459542082,7.1284959456800365,14.729398405222119,821,43,21,22,0.9502314814814815
project,project_train,train/attack/digital_1/huawei/arabic-NF-1045.jpg,arabic-NF-1045,attack,digital_1,huawei,1,3183,1977,1.6100151745068285,8.065579427282092,7.589335823170617,15.65491525045271,824,40,20,20,0.9537037037037037
project,project_train,train/attack/digital_1/iphone15pro/arabic-NF-1045.jpg,arabic-NF-1045,attack,digital_1,iphone15pro,1,2766,1771,1.561829474872953,7.925157512224703,7.479299637782834,15.404457150007538,800,64,32,32,0.9259259259259259
project,project_train,train/attack/digital_1/scan/arabic-NF-1045.jpg,arabic-NF-1045,attack,digital_1,scan,1,1998,1255,1.5920318725099603,7.599901959208498,7.134890851565884,14.734792810774383,815,49,24,25,0.9432870370370371
project,project_train,train/attack/digital_2/huawei/arabic-NF-1045.jpg,arabic-NF-1045,attack,digital_2,huawei,1,3183,1977,1.6100151745068285,8.065579427282092,7.589335823170617,15.65491525045271,824,40,20,20,0.9537037037037037
project,project_train,train/attack/digital_2/iphone15pro/arabic-NF-1045.jpg,arabic-NF-1045,attack,digital_2,iphone15pro,1,2766,1771,1.561829474872953,7.925157512224703,7.479299637782834,15.404457150007538,800,64,32,32,0.9259259259259259
project,project_train,train/attack/digital_2/scan/arabic-NF-1045.jpg,arabic-NF-1045,attack,digital_2,scan,1,1998,1255,1.5920318725099603,7.599901959208498,7.134890851565884,14.734792810774383,815,49,24,25,0.9432870370370371
project,project_train,train/bonafide/huawei/arabic-NF-1045.jpg,arabic-NF-1045,bonafide,,huawei,0,3183,1977,1.6100151745068285,8.065579427282092,7.589335823170617,15.65491525045271,824,40,20,20,0.9537037037037037
project,project_train,train/bonafide/iphone15pro/arabic-NF-1045.jpg,arabic-NF-1045,bonafide,,iphone15pro,0,2766,1771,1.561829474872953,7.925157512224703,7.479299637782834,15.404457150007538,800,64,32,32,0.9259259259259259
project,project_train,train/bonafide/scan/arabic-NF-1045.jpg,arabic-NF-1045,bonafide,,scan,0,1998,1255,1.5920318725099603,7.599901959208498,7.134890851565884,14.734792810774383,815,49,24,25,0.9432870370370371
project,project_train,train/attack/digital_1/huawei/arabic-NF-1049.jpg,arabic-NF-1049,attack,digital_1,huawei,1,3184,1964,1.6211812627291242,8.065893546964274,7.582738488914411,15.648632035878684,830,34,17,17,0.9606481481481481
project,project_train,train/attack/digital_1/iphone15pro/arabic-NF-1049.jpg,arabic-NF-1049,attack,digital_1,iphone15pro,1,2790,1769,1.5771622385528548,7.933796874815411,7.478169694159785,15.411966568975197,808,56,28,28,0.9351851851851852
project,project_train,train/attack/digital_1/scan/arabic-NF-1049.jpg,arabic-NF-1049,attack,digital_1,scan,1,1999,1245,1.6056224899598392,7.6004023345004,7.126890808898808,14.727293143399208,822,42,21,21,0.9513888888888888
project,project_train,train/attack/digital_2/huawei/arabic-NF-1049.jpg,arabic-NF-1049,attack,digital_2,huawei,1,3184,1964,1.6211812627291242,8.065893546964274,7.582738488914411,15.648632035878684,830,34,17,17,0.9606481481481481
project,project_train,train/attack/digital_2/iphone15pro/arabic-NF-1049.jpg,arabic-NF-1049,attack,digital_2,iphone15pro,1,2790,1769,1.5771622385528548,7.933796874815411,7.478169694159785,15.411966568975197,808,56,28,28,0.9351851851851852
project,project_train,train/attack/digital_2/scan/arabic-NF-1049.jpg,arabic-NF-1049,attack,digital_2,scan,1,1999,1245,1.6056224899598392,7.6004023345004,7.126890808898808,14.727293143399208,822,42,21,21,0.9513888888888888
project,project_train,train/bonafide/huawei/arabic-NF-1049.jpg,arabic-NF-1049,bonafide,,huawei,0,3184,1964,1.6211812627291242,8.065893546964274,7.582738488914411,15.648632035878684,830,34,17,17,0.9606481481481481
project,project_train,train/bonafide/iphone15pro/arabic-NF-1049.jpg,arabic-NF-1049,bonafide,,iphone15pro,0,2790,1769,1.5771622385528548,7.933796874815411,7.478169694159785,15.411966568975197,808,56,28,28,0.9351851851851852
project,project_train,train/bonafide/scan/arabic-NF-1049.jpg,arabic-NF-1049,bonafide,,scan,0,1999,1245,1.6056224899598392,7.6004023345004,7.126890808898808,14.727293143399208,822,42,21,21,0.9513888888888888
project,project_train,train/attack/digital_1/huawei/arabic-NF-1053.jpg,arabic-NF-1053,attack,digital_1,huawei,1,3187,1964,1.6227087576374746,8.066835314417336,7.582738488914411,15.649573803331748,831,33,16,17,0.9618055555555556
project,project_train,train/attack/digital_1/iphone15pro/arabic-NF-1053.jpg,arabic-NF-1053,attack,digital_1,iphone15pro,1,2772,1766,1.5696489241223104,7.927324360309794,7.476472381163905,15.4037967414737,804,60,30,30,0.9305555555555556
project,project_train,train/attack/digital_1/scan/arabic-NF-1053.jpg,arabic-NF-1053,attack,digital_1,scan,1,1998,1243,1.6074014481094128,7.599901959208498,7.1252830915107115,14.72518505071921,823,41,20,21,0.9525462962962963
project,project_train,train/attack/digital_2/huawei/arabic-NF-1053.jpg,arabic-NF-1053,attack,digital_2,huawei,1,3187,1964,1.6227087576374746,8.066835314417336,7.582738488914411,15.649573803331748,831,33,16,17,0.9618055555555556
project,project_train,train/attack/digital_2/iphone15pro/arabic-NF-1053.jpg,arabic-NF-1053,attack,digital_2,iphone15pro,1,2772,1766,1.5696489241223104,7.927324360309794,7.476472381163905,15.4037967414737,804,60,30,30,0.9305555555555556
project,project_train,train/attack/digital_2/scan/arabic-NF-1053.jpg,arabic-NF-1053,attack,digital_2,scan,1,1998,1243,1.6074014481094128,7.599901959208498,7.1252830915107115,14.72518505071921,823,41,20,21,0.9525462962962963
