source_type,image_path,cache_path,file_stem,traffic_type,variant,hardware_source,label,assigned_q,cache_sha256
natural_bonafide,train/bonafide/iphone15pro/arabic-005_03.jpg,data/processed/policy_c/train/bonafide/iphone15pro/arabic-005_03.jpg,arabic-005_03,bonafide,,iphone15pro,0,87,d7a6ffb46293c43b92ad8d974bef59485234fc4a2296093dccf2cb5320b561a3
natural_bonafide,train/bonafide/scan/arabic-005_03.jpg,data/processed/policy_c/train/bonafide/scan/arabic-005_03.jpg,arabic-005_03,bonafide,,scan,0,73,975cb3dba3e02bb2e54c73e30335ccb9933dd4876b5fc38e9112a5773fb185a6
original_attack,train/attack/digital_1/huawei/arabic-112_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/arabic-112_03.jpg,arabic-112_03,attack,digital_1,huawei,1,67,3ba5a19af9b9f3ef1c7d417ab37f790c832ed586fcebaef16c649f20cfa7a597
original_attack,train/attack/digital_1/iphone15pro/arabic-112_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/arabic-112_03.jpg,arabic-112_03,attack,digital_1,iphone15pro,1,89,2587a3d402af21ea4588330a64fdf94075fded9474447db1c55f09928beda2d3
original_attack,train/attack/digital_1/scan/arabic-112_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/arabic-112_03.jpg,arabic-112_03,attack,digital_1,scan,1,70,96799496834e4affe33a807ee6d7244905243fee9331a43fe92695f6e1222656
original_attack,train/attack/digital_2/huawei/arabic-112_03.jpg,data/processed/policy_c/train/attack/digital_2/huawei/arabic-112_03.jpg,arabic-112_03,attack,digital_2,huawei,1,67,bbaa8e687b3297bfce8a2fa4112d9216d46b57d5b0995bd61c186d22d390f9a5
original_attack,train/attack/digital_2/iphone15pro/arabic-112_03.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/arabic-112_03.jpg,arabic-112_03,attack,digital_2,iphone15pro,1,89,ea387dec286574e8a4880f31bcdaf7c45ac66b1e2c51e993f6aebdd42bbb0363
original_attack,train/attack/digital_2/scan/arabic-112_03.jpg,data/processed/policy_c/train/attack/digital_2/scan/arabic-112_03.jpg,arabic-112_03,attack,digital_2,scan,1,70,053103c32ad287fc0dbdeb70a4d44426b36cceda7113d3f85d0e31b1ef6e6ed9
natural_bonafide,train/bonafide/huawei/arabic-112_03.jpg,data/processed/policy_c/train/bonafide/huawei/arabic-112_03.jpg,arabic-112_03,bonafide,,huawei,0,67,0285cc4a7ef82f48996a2c54a6fea31890442e6292567dff222e26e81578d23d
natural_bonafide,train/bonafide/iphone15pro/arabic-112_03.jpg,data/processed/policy_c/train/bonafide/iphone15pro/arabic-112_03.jpg,arabic-112_03,bonafide,,iphone15pro,0,89,fe5f88ab1a0eb8d4da0cc3e03031c4451c090a57936809b3dedbe3e21ecfac77
natural_bonafide,train/bonafide/scan/arabic-112_03.jpg,data/processed/policy_c/train/bonafide/scan/arabic-112_03.jpg,arabic-112_03,bonafide,,scan,0,70,af517fd446790869c3f6c9887e5270fc2f00ffc4431db69a6891bf9de75d2956
original_attack,train/attack/digital_1/huawei/arabic-131_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/arabic-131_03.jpg,arabic-131_03,attack,digital_1,huawei,1,59,a7bf3f872eb9e956ad7052065ec8fb9216b40e9b35b694221d832046fd35eab0
original_attack,train/attack/digital_1/iphone15pro/arabic-131_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/arabic-131_03.jpg,arabic-131_03,attack,digital_1,iphone15pro,1,61,7f01a8dc50d22b3b4c1c9d9398688b50247d351eaeb0703f7695e6235d2a41c8
original_attack,train/attack/digital_1/scan/arabic-131_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/arabic-131_03.jpg,arabic-131_03,attack,digital_1,scan,1,83,f8544fcbe3bb561ef092b05127e1775bf89eded22e27f7b4697808d63d4ceecb
original_attack,train/attack/digital_2/huawei/arabic-131_03.jpg,data/processed/policy_c/train/attack/digital_2/huawei/arabic-131_03.jpg,arabic-131_03,attack,digital_2,huawei,1,59,351dd08db20d328f3a2ad4c0a4a687e728ea66e3feab70cf5f6f5c3c1a9e60f1
original_attack,train/attack/digital_2/iphone15pro/arabic-131_03.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/arabic-131_03.jpg,arabic-131_03,attack,digital_2,iphone15pro,1,61,3a9505dca14302c1f52fdb855805c439be68fb856152ec8e3680d345c9511e04
original_attack,train/attack/digital_2/scan/arabic-131_03.jpg,data/processed/policy_c/train/attack/digital_2/scan/arabic-131_03.jpg,arabic-131_03,attack,digital_2,scan,1,83,612dba886b4880c001f5fa26acd361cec0da08f76a54ba3a4b02d5e8d561f66b
natural_bonafide,train/bonafide/huawei/arabic-131_03.jpg,data/processed/policy_c/train/bonafide/huawei/arabic-131_03.jpg,arabic-131_03,bonafide,,huawei,0,59,7c8d85f8a9373ebe6ac147fc42af2594770c4712016573221d90fb258e954873
natural_bonafide,train/bonafide/iphone15pro/arabic-131_03.jpg,data/processed/policy_c/train/bonafide/iphone15pro/arabic-131_03.jpg,arabic-131_03,bonafide,,iphone15pro,0,61,a58ceaca62d6a55dab0305903cf85d0bd13207d1cfafde6622340fce9c6ed8e8
natural_bonafide,train/bonafide/scan/arabic-131_03.jpg,data/processed/policy_c/train/bonafide/scan/arabic-131_03.jpg,arabic-131_03,bonafide,,scan,0,83,0a2b5c5695260f99a92ca528b39d6dd2d09e7dc65f2a712eb37be1c77dbf24c8
original_attack,train/attack/digital_1/huawei/arabic-139_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/arabic-139_03.jpg,arabic-139_03,attack,digital_1,huawei,1,83,35f5183668dbe3418f8ca0e6d62540d8938f8bad1f31cf64b1109fcedf47b12c
original_attack,train/attack/digital_1/iphone15pro/arabic-139_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/arabic-139_03.jpg,arabic-139_03,attack,digital_1,iphone15pro,1,61,e25539942efdc67458d8043d46eab41a9093832a026a493d86f06aa66f6b0846
original_attack,train/attack/digital_1/scan/arabic-139_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/arabic-139_03.jpg,arabic-139_03,attack,digital_1,scan,1,56,281e02d264d2d75913405738e9f9c7fae9666676a88491a7d0ea9ca1d2ed378f
original_attack,train/attack/digital_2/huawei/arabic-139_03.jpg,data/processed/policy_c/train/attack/digital_2/huawei/arabic-139_03.jpg,arabic-139_03,attack,digital_2,huawei,1,83,edb89d9a19f06918f149c04cd0fe77aedb0b7e10613899cb268297ff36caf646
original_attack,train/attack/digital_2/iphone15pro/arabic-139_03.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/arabic-139_03.jpg,arabic-139_03,attack,digital_2,iphone15pro,1,61,b6eb52b51b7c8f6e4fc90923e038a137f2dbd3329e741de47482368380a8b691
original_attack,train/attack/digital_2/scan/arabic-139_03.jpg,data/processed/policy_c/train/attack/digital_2/scan/arabic-139_03.jpg,arabic-139_03,attack,digital_2,scan,1,56,38952527e92de9abae923fb083f3bd1a6b85f4fec91bb42704549a429cf23cf8
natural_bonafide,train/bonafide/huawei/arabic-139_03.jpg,data/processed/policy_c/train/bonafide/huawei/arabic-139_03.jpg,arabic-139_03,bonafide,,huawei,0,83,a28b89839d5c24297ee894db5341bfb072db57c2e2ecde13d70209700df4a44f
natural_bonafide,train/bonafide/iphone15pro/arabic-139_03.jpg,data/processed/policy_c/train/bonafide/iphone15pro/arabic-139_03.jpg,arabic-139_03,bonafide,,iphone15pro,0,61,33c791a5ffab222032a3659f28826729a3e035bc234a3f68a4a32294129de09d
natural_bonafide,train/bonafide/scan/arabic-139_03.jpg,data/processed/policy_c/train/bonafide/scan/arabic-139_03.jpg,arabic-139_03,bonafide,,scan,0,56,66365c076f2b5c708fe50c95c1926071dcd5f8f2cccc903a3e5239e5910490d5
original_attack,train/attack/digital_1/huawei/arabic-173_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/arabic-173_03.jpg,arabic-173_03,attack,digital_1,huawei,1,66,fe85eda07cfb1590e1adb27318ef2f36c7b3023a0a1ec3691cf414c30ea1c608
original_attack,train/attack/digital_1/iphone15pro/arabic-173_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/arabic-173_03.jpg,arabic-173_03,attack,digital_1,iphone15pro,1,58,1e3605a9f4cbf4009bba9f5d0c43821ab0b65c25e1cb989123357d3eae0f0e71
original_attack,train/attack/digital_1/scan/arabic-173_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/arabic-173_03.jpg,arabic-173_03,attack,digital_1,scan,1,66,3e9c428fa9a95901ce50df7b676b79b623d7fe094d7a0eaa7efb5c36b548a1f4
original_attack,train/attack/digital_2/huawei/arabic-173_03.jpg,data/processed/policy_c/train/attack/digital_2/huawei/arabic-173_03.jpg,arabic-173_03,attack,digital_2,huawei,1,66,954f784f2fd8b8a1032b368c342f54bde1bf73a85f818d0d9c6f28a255b20ab7
original_attack,train/attack/digital_2/iphone15pro/arabic-173_03.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/arabic-173_03.jpg,arabic-173_03,attack,digital_2,iphone15pro,1,58,387ffb580537f0d5d88515f10ee1f225d04498950a0baac09bcbcca24605d916
original_attack,train/attack/digital_2/scan/arabic-173_03.jpg,data/processed/policy_c/train/attack/digital_2/scan/arabic-173_03.jpg,arabic-173_03,attack,digital_2,scan,1,66,91ff29662f88b8dd7481cc0207983473cde88b70e4bc60b04a8061a67d5734b9
natural_bonafide,train/bonafide/huawei/arabic-173_03.jpg,data/processed/policy_c/train/bonafide/huawei/arabic-173_03.jpg,arabic-173_03,bonafide,,huawei,0,66,63f19bb055b6051be5d03ca1f3bf35f5725cc1234b6706adfc39a592a6ac1b5e
natural_bonafide,train/bonafide/iphone15pro/arabic-173_03.jpg,data/processed/policy_c/train/bonafide/iphone15pro/arabic-173_03.jpg,arabic-173_03,bonafide,,iphone15pro,0,58,31e20ada6c1bb5dc4ef09ff9ab89c384397720cc3ead79e6e8632e103ebec8b9
natural_bonafide,train/bonafide/scan/arabic-173_03.jpg,data/processed/policy_c/train/bonafide/scan/arabic-173_03.jpg,arabic-173_03,bonafide,,scan,0,66,4ede2484582ce75a38b79f817b36530f596dbc2a90561c7943ec2d6ade87819c
original_attack,train/attack/digital_1/huawei/arabic-NF-1003.jpg,data/processed/policy_c/train/attack/digital_1/huawei/arabic-NF-1003.jpg,arabic-NF-1003,attack,digital_1,huawei,1,66,d5ba3c137debcc841bce5ca48a5364b0dabe39480e2b157075ddeb68bcbf2a80
original_attack,train/attack/digital_1/iphone15pro/arabic-NF-1003.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/arabic-NF-1003.jpg,arabic-NF-1003,attack,digital_1,iphone15pro,1,75,963ecff86f06768f456f297db96c2732325aa2317cf5e4b2fd2938afd0f33bbe
original_attack,train/attack/digital_1/scan/arabic-NF-1003.jpg,data/processed/policy_c/train/attack/digital_1/scan/arabic-NF-1003.jpg,arabic-NF-1003,attack,digital_1,scan,1,53,be608f9b472ac4d56fa953f854cf789dea14bc49cea4201afed37987a104e687
original_attack,train/attack/digital_2/huawei/arabic-NF-1003.jpg,data/processed/policy_c/train/attack/digital_2/huawei/arabic-NF-1003.jpg,arabic-NF-1003,attack,digital_2,huawei,1,66,d02b6888067d52f914e7335831bdc6f7c76a294686de5f27b276aeb1c7d2bb97
original_attack,train/attack/digital_2/iphone15pro/arabic-NF-1003.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/arabic-NF-1003.jpg,arabic-NF-1003,attack,digital_2,iphone15pro,1,75,37b6ba7b14cacb123d3338ecef59ebb4e8378bee0f09405314c4dae7297b8ad5
original_attack,train/attack/digital_2/scan/arabic-NF-1003.jpg,data/processed/policy_c/train/attack/digital_2/scan/arabic-NF-1003.jpg,arabic-NF-1003,attack,digital_2,scan,1,53,b1a6074ab372037773b7d2e376b311e4eb673fcc3cd30e175a9d2bd98adf96ed
natural_bonafide,train/bonafide/huawei/arabic-NF-1003.jpg,data/processed/policy_c/train/bonafide/huawei/arabic-NF-1003.jpg,arabic-NF-1003,bonafide,,huawei,0,66,f70bab29c7a0e4ba8fd50bd0a12240408223e1f8deef84464923ef5150b2a6f7
natural_bonafide,train/bonafide/iphone15pro/arabic-NF-1003.jpg,data/processed/policy_c/train/bonafide/iphone15pro/arabic-NF-1003.jpg,arabic-NF-1003,bonafide,,iphone15pro,0,75,f073cfc398d9eb21ec2d46350e48ea9089b0406b30976eccdf4d3be5612a6b3f
natural_bonafide,train/bonafide/scan/arabic-NF-1003.jpg,data/processed/policy_c/train/bonafide/scan/arabic-NF-1003.jpg,arabic-NF-1003,bonafide,,scan,0,53,c3e9fecd7699ce4f9e40ee817add85e3cfb0445afb370015e578d951ec173193
original_attack,train/attack/digital_1/huawei/arabic-NF-1012.jpg,data/processed/policy_c/train/attack/digital_1/huawei/arabic-NF-1012.jpg,arabic-NF-1012,attack,digital_1,huawei,1,73,2fbb331465fe867db09b98ace8161d21c8d72d84451b16b6e9ffa89360372586
original_attack,train/attack/digital_1/iphone15pro/arabic-NF-1012.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/arabic-NF-1012.jpg,arabic-NF-1012,attack,digital_1,iphone15pro,1,67,8edd5ae746852629d47bdf287ca2ee3c984ac1c98704663af63a20f30f6d42ec
original_attack,train/attack/digital_1/scan/arabic-NF-1012.jpg,data/processed/policy_c/train/attack/digital_1/scan/arabic-NF-1012.jpg,arabic-NF-1012,attack,digital_1,scan,1,80,653ab54df705340e066856c5e7ac1487b56ff9159502cecfacc84c4432a1c73d
original_attack,train/attack/digital_2/huawei/arabic-NF-1012.jpg,data/processed/policy_c/train/attack/digital_2/huawei/arabic-NF-1012.jpg,arabic-NF-1012,attack,digital_2,huawei,1,73,765450f719ed69d2c6c207c9aed471f75a651129b5045b6c4db9ca4e8b41e2d0
original_attack,train/attack/digital_2/iphone15pro/arabic-NF-1012.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/arabic-NF-1012.jpg,arabic-NF-1012,attack,digital_2,iphone15pro,1,67,525675116b6cad0bb1787ef5863d594f3fc7aab452ed1fc2d4ced3af5a6d8d01
original_attack,train/attack/digital_2/scan/arabic-NF-1012.jpg,data/processed/policy_c/train/attack/digital_2/scan/arabic-NF-1012.jpg,arabic-NF-1012,attack,digital_2,scan,1,80,92930e355727dd4cb080518b8392ed58d23c6be5500bdae7dae414783d4ec76b
natural_bonafide,train/bonafide/huawei/arabic-NF-1012.jpg,data/processed/policy_c/train/bonafide/huawei/arabic-NF-1012.jpg,arabic-NF-1012,bonafide,,huawei,0,73,988653e709a88bcb390ba5c7b6915075e9777ddb679fe8f034323a92284ccefb
natural_bonafide,train/bonafide/iphone15pro/arabic-NF-1012.jpg,data/processed/policy_c/train/bonafide/iphone15pro/arabic-NF-1012.jpg,arabic-NF-1012,bonafide,,iphone15pro,0,67,475d24a03c88864bb67119fb49035670d31294e04ca0f2114decf05aca8550fd
natural_bonafide,train/bonafide/scan/arabic-NF-1012.jpg,data/processed/policy_c/train/bonafide/scan/arabic-NF-1012.jpg,arabic-NF-1012,bonafide,,scan,0,80,2335b251815b56fdc184ea5452f76aaa7c4c9f3b971f8f1712729c3c727ce2f8
original_attack,train/attack/digital_1/huawei/arabic-NF-1030.jpg,data/processed/policy_c/train/attack/digital_1/huawei/arabic-NF-1030.jpg,arabic-NF-1030,attack,digital_1,huawei,1,80,6ffdad3a450881c9f75363fd7fff0f133afcc1d86f6e814b4cd87613da21bc70
original_attack,train/attack/digital_1/iphone15pro/arabic-NF-1030.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/arabic-NF-1030.jpg,arabic-NF-1030,attack,digital_1,iphone15pro,1,58,7083cda5787d9dd8d139bdd26e337b52ee7fdcbd67ae5ea3da517a984e3d9a34
original_attack,train/attack/digital_1/scan/arabic-NF-1030.jpg,data/processed/policy_c/train/attack/digital_1/scan/arabic-NF-1030.jpg,arabic-NF-1030,attack,digital_1,scan,1,83,3cba037a933e288c51d710a2b00d1ad458fa2a5ca22b53918f913c2db7df2718
original_attack,train/attack/digital_2/huawei/arabic-NF-1030.jpg,data/processed/policy_c/train/attack/digital_2/huawei/arabic-NF-1030.jpg,arabic-NF-1030,attack,digital_2,huawei,1,80,3d28f1d026532154c187aa107cdcc313e7901f14c69abd7a362081c7f3a1cc68
original_attack,train/attack/digital_2/iphone15pro/arabic-NF-1030.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/arabic-NF-1030.jpg,arabic-NF-1030,attack,digital_2,iphone15pro,1,58,0cc4795f9c3324687fa70852af38fadb025bcc504a27bec60e2b31f7228a8fd0
original_attack,train/attack/digital_2/scan/arabic-NF-1030.jpg,data/processed/policy_c/train/attack/digital_2/scan/arabic-NF-1030.jpg,arabic-NF-1030,attack,digital_2,scan,1,83,f63a1ed1227b3d2096c078feeff22c975175293261a19e1f213763b9a2980b0b
natural_bonafide,train/bonafide/huawei/arabic-NF-1030.jpg,data/processed/policy_c/train/bonafide/huawei/arabic-NF-1030.jpg,arabic-NF-1030,bonafide,,huawei,0,80,a76e5eac69846ac58c6215c376b433209d1c33b6254bdf9e0278db691253483f
natural_bonafide,train/bonafide/iphone15pro/arabic-NF-1030.jpg,data/processed/policy_c/train/bonafide/iphone15pro/arabic-NF-1030.jpg,arabic-NF-1030,bonafide,,iphone15pro,0,58,ad796f64faa99ed10160cd70d12d6f79f30d8485f3842b7294d0644350b98f27
natural_bonafide,train/bonafide/scan/arabic-NF-1030.jpg,data/processed/policy_c/train/bonafide/scan/arabic-NF-1030.jpg,arabic-NF-1030,bonafide,,scan,0,83,d62e713b37f878cd5189afcba837e830509d135fa80acfc6f0d95de6fe67241b
original_attack,train/attack/digital_1/huawei/arabic-NF-1037.jpg,data/processed/policy_c/train/attack/digital_1/huawei/arabic-NF-1037.jpg,arabic-NF-1037,attack,digital_1,huawei,1,81,61080685f13cab24cc8f29475087bce8808968b5885f86da6319fef83456bf6a
original_attack,train/attack/digital_1/iphone15pro/arabic-NF-1037.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/arabic-NF-1037.jpg,arabic-NF-1037,attack,digital_1,iphone15pro,1,76,167db694d9cca504dad1c81f4941a4c28a0bf47ba9a8a2dbdccde36438b6f9df
original_attack,train/attack/digital_1/scan/arabic-NF-1037.jpg,data/processed/policy_c/train/attack/digital_1/scan/arabic-NF-1037.jpg,arabic-NF-1037,attack,digital_1,scan,1,59,5c85e9e5c430eb162eccbd6528f6429b6ba37ebf3c0e2ed89482e83c1f6d09dc
original_attack,train/attack/digital_2/huawei/arabic-NF-1037.jpg,data/processed/policy_c/train/attack/digital_2/huawei/arabic-NF-1037.jpg,arabic-NF-1037,attack,digital_2,huawei,1,81,e22e4a3d7688cfbfa6547e0f3bc14a8b50aa04f0ddd3ba80ba41b66404847ecf
original_attack,train/attack/digital_2/iphone15pro/arabic-NF-1037.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/arabic-NF-1037.jpg,arabic-NF-1037,attack,digital_2,iphone15pro,1,76,63275f6473a4bfb1ce74ff7684320e5535d7895252a7298c7703203886ead551
original_attack,train/attack/digital_2/scan/arabic-NF-1037.jpg,data/processed/policy_c/train/attack/digital_2/scan/arabic-NF-1037.jpg,arabic-NF-1037,attack,digital_2,scan,1,59,cd15de81eb959dfb28f84a74d2d3bf30ad8a09ccf208e9a07baab3c6737810dd
natural_bonafide,train/bonafide/huawei/arabic-NF-1037.jpg,data/processed/policy_c/train/bonafide/huawei/arabic-NF-1037.jpg,arabic-NF-1037,bonafide,,huawei,0,81,15ac33cf624b00554faa5115022ad5413a84d2ab9883c47caf92772018e03684
natural_bonafide,train/bonafide/iphone15pro/arabic-NF-1037.jpg,data/processed/policy_c/train/bonafide/iphone15pro/arabic-NF-1037.jpg,arabic-NF-1037,bonafide,,iphone15pro,0,76,47c4e0a7551067c2315d85daf881669af986b6610101094c5175650e2e13d29b
natural_bonafide,train/bonafide/scan/arabic-NF-1037.jpg,data/processed/policy_c/train/bonafide/scan/arabic-NF-1037.jpg,arabic-NF-1037,bonafide,,scan,0,59,dac4e322814fef19c0fc9c8c949eedaafedf5f9430c0a7bde29d1d37a8ab8963
original_attack,train/attack/digital_1/huawei/arabic-NF-1040.jpg,data/processed/policy_c/train/attack/digital_1/huawei/arabic-NF-1040.jpg,arabic-NF-1040,attack,digital_1,huawei,1,60,976b48276b619004008d08c593bdb1cddc0de5d1a8539660c020deee17ccdb4a
original_attack,train/attack/digital_1/iphone15pro/arabic-NF-1040.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/arabic-NF-1040.jpg,arabic-NF-1040,attack,digital_1,iphone15pro,1,50,62729db31ce938a5a0e24b4140d1c9bffeaffa18d4270de706da7ec213c0c81b
original_attack,train/attack/digital_1/scan/arabic-NF-1040.jpg,data/processed/policy_c/train/attack/digital_1/scan/arabic-NF-1040.jpg,arabic-NF-1040,attack,digital_1,scan,1,71,f5787a914d97a9ad0443e28bf7305c5a6dc220a491ec80995f5b803f6f9306b1
original_attack,train/attack/digital_2/huawei/arabic-NF-1040.jpg,data/processed/policy_c/train/attack/digital_2/huawei/arabic-NF-1040.jpg,arabic-NF-1040,attack,digital_2,huawei,1,60,ac6f8f6eb2013f237e4c8c14398518e098daa38bd8cadb2b5fd8b1d8a8666853
original_attack,train/attack/digital_2/iphone15pro/arabic-NF-1040.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/arabic-NF-1040.jpg,arabic-NF-1040,attack,digital_2,iphone15pro,1,50,8079099042add616f8681fc297cdc1a38f369c238bd7e55ae435ca3062a292d7
original_attack,train/attack/digital_2/scan/arabic-NF-1040.jpg,data/processed/policy_c/train/attack/digital_2/scan/arabic-NF-1040.jpg,arabic-NF-1040,attack,digital_2,scan,1,71,201b0abcc21e2212f312dc718b3c2da57a918d365207190df7f7a3bd23b9b702
natural_bonafide,train/bonafide/huawei/arabic-NF-1040.jpg,data/processed/policy_c/train/bonafide/huawei/arabic-NF-1040.jpg,arabic-NF-1040,bonafide,,huawei,0,60,fb7fb69900e397356885bd43f2ce9ca1d3496c023c69b74679a21894d64691c2
natural_bonafide,train/bonafide/iphone15pro/arabic-NF-1040.jpg,data/processed/policy_c/train/bonafide/iphone15pro/arabic-NF-1040.jpg,arabic-NF-1040,bonafide,,iphone15pro,0,50,f1d13daf3c0b37935321fddb3d9603f73914d8a41f4ca2e652c37341e6c08555
natural_bonafide,train/bonafide/scan/arabic-NF-1040.jpg,data/processed/policy_c/train/bonafide/scan/arabic-NF-1040.jpg,arabic-NF-1040,bonafide,,scan,0,71,0c81edc2389e03ce637a5cacb032ac7bc7d74ef1bb4536ba9e9ad7caf128ffdb
original_attack,train/attack/digital_1/huawei/arabic-NF-1045.jpg,data/processed/policy_c/train/attack/digital_1/huawei/arabic-NF-1045.jpg,arabic-NF-1045,attack,digital_1,huawei,1,56,f8c0bda2db6718523801f6b9e081d0faa2add2f11567e540c62e3380e1d1891b
original_attack,train/attack/digital_1/iphone15pro/arabic-NF-1045.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/arabic-NF-1045.jpg,arabic-NF-1045,attack,digital_1,iphone15pro,1,68,e325fb42c1c09b1d178dbb70b9b8a057ed54be67256aed2d97414ba2a7f2a414
