split,variant,file_stem,hardware_source,field_name,reason,attack_image_path,parent_image_path
project_train,digital_2,usa-063_03,scan,doe,no_face_free_512_crop,train/attack/digital_2/scan/usa-063_03.jpg,train/bonafide/scan/usa-063_03.jpg
project_train,digital_1,usa-117_03,scan,dob,no_face_free_512_crop,train/attack/digital_1/scan/usa-117_03.jpg,train/bonafide/scan/usa-117_03.jpg
project_train,digital_1,usa-117_03,scan,doe,no_face_free_512_crop,train/attack/digital_1/scan/usa-117_03.jpg,train/bonafide/scan/usa-117_03.jpg
project_train,digital_2,usa-117_03,scan,dob,no_face_free_512_crop,train/attack/digital_2/scan/usa-117_03.jpg,train/bonafide/scan/usa-117_03.jpg
project_train,digital_2,usa-117_03,scan,doe,no_face_free_512_crop,train/attack/digital_2/scan/usa-117_03.jpg,train/bonafide/scan/usa-117_03.jpg
project_train,digital_1,usa-134_03,scan,dob,no_face_free_512_crop,train/attack/digital_1/scan/usa-134_03.jpg,train/bonafide/scan/usa-134_03.jpg
project_train,digital_1,usa-134_03,scan,doe,no_face_free_512_crop,train/attack/digital_1/scan/usa-134_03.jpg,train/bonafide/scan/usa-134_03.jpg
project_train,digital_2,usa-134_03,scan,dob,no_face_free_512_crop,train/attack/digital_2/scan/usa-134_03.jpg,train/bonafide/scan/usa-134_03.jpg
project_train,digital_2,usa-134_03,scan,doe,no_face_free_512_crop,train/attack/digital_2/scan/usa-134_03.jpg,train/bonafide/scan/usa-134_03.jpg
project_train,digital_1,usa-136_03,scan,dob,no_face_free_512_crop,train/attack/digital_1/scan/usa-136_03.jpg,train/bonafide/scan/usa-136_03.jpg
project_train,digital_1,usa-136_03,scan,doe,no_face_free_512_crop,train/attack/digital_1/scan/usa-136_03.jpg,train/bonafide/scan/usa-136_03.jpg
project_train,digital_2,usa-136_03,scan,dob,no_face_free_512_crop,train/attack/digital_2/scan/usa-136_03.jpg,train/bonafide/scan/usa-136_03.jpg
project_train,digital_2,usa-136_03,scan,doe,no_face_free_512_crop,train/attack/digital_2/scan/usa-136_03.jpg,train/bonafide/scan/usa-136_03.jpg
project_train,digital_1,usa-137_03,scan,dob,no_face_free_512_crop,train/attack/digital_1/scan/usa-137_03.jpg,train/bonafide/scan/usa-137_03.jpg
project_train,digital_1,usa-137_03,scan,doe,no_face_free_512_crop,train/attack/digital_1/scan/usa-137_03.jpg,train/bonafide/scan/usa-137_03.jpg
project_train,digital_2,usa-137_03,scan,dob,no_face_free_512_crop,train/attack/digital_2/scan/usa-137_03.jpg,train/bonafide/scan/usa-137_03.jpg
project_train,digital_2,usa-137_03,scan,doe,no_face_free_512_crop,train/attack/digital_2/scan/usa-137_03.jpg,train/bonafide/scan/usa-137_03.jpg
project_train,digital_1,usa-NF-1004,scan,dob,no_face_free_512_crop,train/attack/digital_1/scan/usa-NF-1004.jpg,train/bonafide/scan/usa-NF-1004.jpg
project_train,digital_1,usa-NF-1004,scan,doe,no_face_free_512_crop,train/attack/digital_1/scan/usa-NF-1004.jpg,train/bonafide/scan/usa-NF-1004.jpg
project_train,digital_2,usa-NF-1004,scan,dob,no_face_free_512_crop,train/attack/digital_2/scan/usa-NF-1004.jpg,train/bonafide/scan/usa-NF-1004.jpg
project_train,digital_2,usa-NF-1004,scan,doe,no_face_free_512_crop,train/attack/digital_2/scan/usa-NF-1004.jpg,train/bonafide/scan/usa-NF-1004.jpg
project_train,digital_1,usa-NF-1009,scan,dob,no_face_free_512_crop,train/attack/digital_1/scan/usa-NF-1009.jpg,train/bonafide/scan/usa-NF-1009.jpg
project_train,digital_1,usa-NF-1009,scan,doe,no_face_free_512_crop,train/attack/digital_1/scan/usa-NF-1009.jpg,train/bonafide/scan/usa-NF-1009.jpg
project_train,digital_2,usa-NF-1009,scan,dob,no_face_free_512_crop,train/attack/digital_2/scan/usa-NF-1009.jpg,train/bonafide/scan/usa-NF-1009.jpg
project_train,digital_2,usa-NF-1009,scan,doe,no_face_free_512_crop,train/attack/digital_2/scan/usa-NF-1009.jpg,train/bonafide/scan/usa-NF-1009.jpg
project_train,digital_1,usa-NF-1017,scan,dob,no_face_free_512_crop,train/attack/digital_1/scan/usa-NF-1017.jpg,train/bonafide/scan/usa-NF-1017.jpg
project_train,digital_1,usa-NF-1017,scan,doe,no_face_free_512_crop,train/attack/digital_1/scan/usa-NF-1017.jpg,train/bonafide/scan/usa-NF-1017.jpg
project_train,digital_2,usa-NF-1017,scan,dob,no_face_free_512_crop,train/attack/digital_2/scan/usa-NF-1017.jpg,train/bonafide/scan/usa-NF-1017.jpg
project_train,digital_2,usa-NF-1017,scan,doe,no_face_free_512_crop,train/attack/digital_2/scan/usa-NF-1017.jpg,train/bonafide/scan/usa-NF-1017.jpg
project_train,digital_1,usa-NF-1044,scan,dob,no_face_free_512_crop,train/attack/digital_1/scan/usa-NF-1044.jpg,train/bonafide/scan/usa-NF-1044.jpg
project_train,digital_1,usa-NF-1044,scan,doe,no_face_free_512_crop,train/attack/digital_1/scan/usa-NF-1044.jpg,train/bonafide/scan/usa-NF-1044.jpg
project_train,digital_2,usa-NF-1044,scan,dob,no_face_free_512_crop,train/attack/digital_2/scan/usa-NF-1044.jpg,train/bonafide/scan/usa-NF-1044.jpg
project_train,digital_2,usa-NF-1044,scan,doe,no_face_free_512_crop,train/attack/digital_2/scan/usa-NF-1044.jpg,train/bonafide/scan/usa-NF-1044.jpg
project_train,digital_1,usa-NF-1046,scan,dob,no_face_free_512_crop,train/attack/digital_1/scan/usa-NF-1046.jpg,train/bonafide/scan/usa-NF-1046.jpg
project_train,digital_1,usa-NF-1046,scan,doe,no_face_free_512_crop,train/attack/digital_1/scan/usa-NF-1046.jpg,train/bonafide/scan/usa-NF-1046.jpg
project_train,digital_2,usa-NF-1046,scan,dob,no_face_free_512_crop,train/attack/digital_2/scan/usa-NF-1046.jpg,train/bonafide/scan/usa-NF-1046.jpg
project_train,digital_2,usa-NF-1046,scan,doe,no_face_free_512_crop,train/attack/digital_2/scan/usa-NF-1046.jpg,train/bonafide/scan/usa-NF-1046.jpg
project_train,digital_1,usa-NF-1051,scan,dob,no_face_free_512_crop,train/attack/digital_1/scan/usa-NF-1051.jpg,train/bonafide/scan/usa-NF-1051.jpg
project_train,digital_1,usa-NF-1051,scan,doe,no_face_free_512_crop,train/attack/digital_1/scan/usa-NF-1051.jpg,train/bonafide/scan/usa-NF-1051.jpg
project_train,digital_2,usa-NF-1051,scan,dob,no_face_free_512_crop,train/attack/digital_2/scan/usa-NF-1051.jpg,train/bonafide/scan/usa-NF-1051.jpg
project_train,digital_2,usa-NF-1051,scan,doe,no_face_free_512_crop,train/attack/digital_2/scan/usa-NF-1051.jpg,train/bonafide/scan/usa-NF-1051.jpg
project_train,digital_1,usa-NF-1062,scan,dob,no_face_free_512_crop,train/attack/digital_1/scan/usa-NF-1062.jpg,train/bonafide/scan/usa-NF-1062.jpg
project_train,digital_1,usa-NF-1062,scan,doe,no_face_free_512_crop,train/attack/digital_1/scan/usa-NF-1062.jpg,train/bonafide/scan/usa-NF-1062.jpg
project_train,digital_2,usa-NF-1062,scan,dob,no_face_free_512_crop,train/attack/digital_2/scan/usa-NF-1062.jpg,train/bonafide/scan/usa-NF-1062.jpg
project_train,digital_2,usa-NF-1062,scan,doe,no_face_free_512_crop,train/attack/digital_2/scan/usa-NF-1062.jpg,train/bonafide/scan/usa-NF-1062.jpg
project_train,digital_1,usa-NF-1071,scan,dob,no_face_free_512_crop,train/attack/digital_1/scan/usa-NF-1071.jpg,train/bonafide/scan/usa-NF-1071.jpg
project_train,digital_1,usa-NF-1071,scan,doe,no_face_free_512_crop,train/attack/digital_1/scan/usa-NF-1071.jpg,train/bonafide/scan/usa-NF-1071.jpg
project_train,digital_2,usa-NF-1071,scan,dob,no_face_free_512_crop,train/attack/digital_2/scan/usa-NF-1071.jpg,train/bonafide/scan/usa-NF-1071.jpg
project_train,digital_2,usa-NF-1071,scan,doe,no_face_free_512_crop,train/attack/digital_2/scan/usa-NF-1071.jpg,train/bonafide/scan/usa-NF-1071.jpg
project_train,digital_1,usa-NF-1093,iphone15pro,doe,no_face_free_512_crop,train/attack/digital_1/iphone15pro/usa-NF-1093.jpg,train/bonafide/iphone15pro/usa-NF-1093.jpg
project_train,digital_1,usa-NF-1093,scan,dob,no_face_free_512_crop,train/attack/digital_1/scan/usa-NF-1093.jpg,train/bonafide/scan/usa-NF-1093.jpg
project_train,digital_1,usa-NF-1093,scan,doe,no_face_free_512_crop,train/attack/digital_1/scan/usa-NF-1093.jpg,train/bonafide/scan/usa-NF-1093.jpg
project_train,digital_2,usa-NF-1093,iphone15pro,doe,no_face_free_512_crop,train/attack/digital_2/iphone15pro/usa-NF-1093.jpg,train/bonafide/iphone15pro/usa-NF-1093.jpg
project_train,digital_2,usa-NF-1093,scan,dob,no_face_free_512_crop,train/attack/digital_2/scan/usa-NF-1093.jpg,train/bonafide/scan/usa-NF-1093.jpg
project_train,digital_2,usa-NF-1093,scan,doe,no_face_free_512_crop,train/attack/digital_2/scan/usa-NF-1093.jpg,train/bonafide/scan/usa-NF-1093.jpg
project_train,digital_1,usa-NF-1094,scan,dob,no_face_free_512_crop,train/attack/digital_1/scan/usa-NF-1094.jpg,train/bonafide/scan/usa-NF-1094.jpg
project_train,digital_1,usa-NF-1094,scan,doe,no_face_free_512_crop,train/attack/digital_1/scan/usa-NF-1094.jpg,train/bonafide/scan/usa-NF-1094.jpg
project_train,digital_2,usa-NF-1094,scan,dob,no_face_free_512_crop,train/attack/digital_2/scan/usa-NF-1094.jpg,train/bonafide/scan/usa-NF-1094.jpg
project_train,digital_2,usa-NF-1094,scan,doe,no_face_free_512_crop,train/attack/digital_2/scan/usa-NF-1094.jpg,train/bonafide/scan/usa-NF-1094.jpg
project_train,digital_1,usa-NM-1052,scan,dob,no_face_free_512_crop,train/attack/digital_1/scan/usa-NM-1052.jpg,train/bonafide/scan/usa-NM-1052.jpg
project_train,digital_1,usa-NM-1052,scan,doe,no_face_free_512_crop,train/attack/digital_1/scan/usa-NM-1052.jpg,train/bonafide/scan/usa-NM-1052.jpg
project_train,digital_2,usa-NM-1052,scan,dob,no_face_free_512_crop,train/attack/digital_2/scan/usa-NM-1052.jpg,train/bonafide/scan/usa-NM-1052.jpg
project_train,digital_2,usa-NM-1052,scan,doe,no_face_free_512_crop,train/attack/digital_2/scan/usa-NM-1052.jpg,train/bonafide/scan/usa-NM-1052.jpg
dev_val,digital_2,chinese-001_03,huawei,,image_dimension_mismatch,train/attack/digital_2/huawei/chinese-001_03.jpg,train/bonafide/huawei/chinese-001_03.jpg
dev_val,digital_2,chinese-001_03,iphone15pro,,image_dimension_mismatch,train/attack/digital_2/iphone15pro/chinese-001_03.jpg,train/bonafide/iphone15pro/chinese-001_03.jpg
dev_val,digital_2,chinese-001_03,scan,,image_dimension_mismatch,train/attack/digital_2/scan/chinese-001_03.jpg,train/bonafide/scan/chinese-001_03.jpg
dev_val,digital_1,indian-014_03,scan,doe,no_face_free_512_crop,train/attack/digital_1/scan/indian-014_03.jpg,train/bonafide/scan/indian-014_03.jpg
dev_val,digital_2,indian-014_03,scan,doe,no_face_free_512_crop,train/attack/digital_2/scan/indian-014_03.jpg,train/bonafide/scan/indian-014_03.jpg
dev_val,digital_1,indian-021_03,scan,doe,no_face_free_512_crop,train/attack/digital_1/scan/indian-021_03.jpg,train/bonafide/scan/indian-021_03.jpg
dev_val,digital_2,indian-021_03,scan,doe,no_face_free_512_crop,train/attack/digital_2/scan/indian-021_03.jpg,train/bonafide/scan/indian-021_03.jpg
dev_val,digital_1,indian-NF-1061,scan,doe,no_face_free_512_crop,train/attack/digital_1/scan/indian-NF-1061.jpg,train/bonafide/scan/indian-NF-1061.jpg
dev_val,digital_2,indian-NF-1061,scan,doe,no_face_free_512_crop,train/attack/digital_2/scan/indian-NF-1061.jpg,train/bonafide/scan/indian-NF-1061.jpg
dev_val,digital_1,usa-034_03,scan,dob,no_face_free_512_crop,train/attack/digital_1/scan/usa-034_03.jpg,train/bonafide/scan/usa-034_03.jpg
dev_val,digital_1,usa-034_03,scan,doe,no_face_free_512_crop,train/attack/digital_1/scan/usa-034_03.jpg,train/bonafide/scan/usa-034_03.jpg
dev_val,digital_2,usa-034_03,scan,dob,no_face_free_512_crop,train/attack/digital_2/scan/usa-034_03.jpg,train/bonafide/scan/usa-034_03.jpg
dev_val,digital_2,usa-034_03,scan,doe,no_face_free_512_crop,train/attack/digital_2/scan/usa-034_03.jpg,train/bonafide/scan/usa-034_03.jpg
dev_val,digital_1,usa-067_03,iphone15pro,doe,no_face_free_512_crop,train/attack/digital_1/iphone15pro/usa-067_03.jpg,train/bonafide/iphone15pro/usa-067_03.jpg
dev_val,digital_1,usa-067_03,scan,dob,no_face_free_512_crop,train/attack/digital_1/scan/usa-067_03.jpg,train/bonafide/scan/usa-067_03.jpg
dev_val,digital_1,usa-067_03,scan,doe,no_face_free_512_crop,train/attack/digital_1/scan/usa-067_03.jpg,train/bonafide/scan/usa-067_03.jpg
dev_val,digital_2,usa-067_03,iphone15pro,doe,no_face_free_512_crop,train/attack/digital_2/iphone15pro/usa-067_03.jpg,train/bonafide/iphone15pro/usa-067_03.jpg
dev_val,digital_2,usa-067_03,scan,dob,no_face_free_512_crop,train/attack/digital_2/scan/usa-067_03.jpg,train/bonafide/scan/usa-067_03.jpg
dev_val,digital_2,usa-067_03,scan,doe,no_face_free_512_crop,train/attack/digital_2/scan/usa-067_03.jpg,train/bonafide/scan/usa-067_03.jpg
dev_val,digital_1,usa-NF-1036,scan,dob,no_face_free_512_crop,train/attack/digital_1/scan/usa-NF-1036.jpg,train/bonafide/scan/usa-NF-1036.jpg
dev_val,digital_1,usa-NF-1036,scan,doe,no_face_free_512_crop,train/attack/digital_1/scan/usa-NF-1036.jpg,train/bonafide/scan/usa-NF-1036.jpg
dev_val,digital_2,usa-NF-1036,scan,dob,no_face_free_512_crop,train/attack/digital_2/scan/usa-NF-1036.jpg,train/bonafide/scan/usa-NF-1036.jpg
dev_val,digital_2,usa-NF-1036,scan,doe,no_face_free_512_crop,train/attack/digital_2/scan/usa-NF-1036.jpg,train/bonafide/scan/usa-NF-1036.jpg
dev_val,digital_1,usa-NF-1065,iphone15pro,doe,no_face_free_512_crop,train/attack/digital_1/iphone15pro/usa-NF-1065.jpg,train/bonafide/iphone15pro/usa-NF-1065.jpg
dev_val,digital_1,usa-NF-1065,scan,dob,no_face_free_512_crop,train/attack/digital_1/scan/usa-NF-1065.jpg,train/bonafide/scan/usa-NF-1065.jpg
dev_val,digital_1,usa-NF-1065,scan,doe,no_face_free_512_crop,train/attack/digital_1/scan/usa-NF-1065.jpg,train/bonafide/scan/usa-NF-1065.jpg
dev_val,digital_2,usa-NF-1065,iphone15pro,doe,no_face_free_512_crop,train/attack/digital_2/iphone15pro/usa-NF-1065.jpg,train/bonafide/iphone15pro/usa-NF-1065.jpg
dev_val,digital_2,usa-NF-1065,scan,dob,no_face_free_512_crop,train/attack/digital_2/scan/usa-NF-1065.jpg,train/bonafide/scan/usa-NF-1065.jpg
dev_val,digital_2,usa-NF-1065,scan,doe,no_face_free_512_crop,train/attack/digital_2/scan/usa-NF-1065.jpg,train/bonafide/scan/usa-NF-1065.jpg
dev_val,digital_1,usa-NF-1076,huawei,dob,no_face_free_512_crop,train/attack/digital_1/huawei/usa-NF-1076.jpg,train/bonafide/huawei/usa-NF-1076.jpg
dev_val,digital_1,usa-NF-1076,iphone15pro,dob,no_face_free_512_crop,train/attack/digital_1/iphone15pro/usa-NF-1076.jpg,train/bonafide/iphone15pro/usa-NF-1076.jpg
dev_val,digital_1,usa-NF-1076,scan,dob,no_face_free_512_crop,train/attack/digital_1/scan/usa-NF-1076.jpg,train/bonafide/scan/usa-NF-1076.jpg
dev_val,digital_1,usa-NF-1076,scan,doe,no_face_free_512_crop,train/attack/digital_1/scan/usa-NF-1076.jpg,train/bonafide/scan/usa-NF-1076.jpg
dev_val,digital_2,usa-NF-1076,scan,dob,no_face_free_512_crop,train/attack/digital_2/scan/usa-NF-1076.jpg,train/bonafide/scan/usa-NF-1076.jpg
dev_val,digital_2,usa-NF-1076,scan,doe,no_face_free_512_crop,train/attack/digital_2/scan/usa-NF-1076.jpg,train/bonafide/scan/usa-NF-1076.jpg
dev_val,digital_1,usa-NM-1038,iphone15pro,doe,no_face_free_512_crop,train/attack/digital_1/iphone15pro/usa-NM-1038.jpg,train/bonafide/iphone15pro/usa-NM-1038.jpg
dev_val,digital_1,usa-NM-1038,scan,dob,no_face_free_512_crop,train/attack/digital_1/scan/usa-NM-1038.jpg,train/bonafide/scan/usa-NM-1038.jpg
dev_val,digital_1,usa-NM-1038,scan,doe,no_face_free_512_crop,train/attack/digital_1/scan/usa-NM-1038.jpg,train/bonafide/scan/usa-NM-1038.jpg
dev_val,digital_2,usa-NM-1038,iphone15pro,doe,no_face_free_512_crop,train/attack/digital_2/iphone15pro/usa-NM-1038.jpg,train/bonafide/iphone15pro/usa-NM-1038.jpg
dev_val,digital_2,usa-NM-1038,scan,dob,no_face_free_512_crop,train/attack/digital_2/scan/usa-NM-1038.jpg,train/bonafide/scan/usa-NM-1038.jpg
dev_val,digital_2,usa-NM-1038,scan,doe,no_face_free_512_crop,train/attack/digital_2/scan/usa-NM-1038.jpg,train/bonafide/scan/usa-NM-1038.jpg
digital3_dev,digital_3,usa-067_03,iphone15pro,doe,no_face_free_512_crop,test/attack/digital_3/iphone15pro/usa-067_03.jpg,train/bonafide/iphone15pro/usa-067_03.jpg
digital3_dev,digital_3,usa-NF-1065,iphone15pro,doe,no_face_free_512_crop,test/attack/digital_3/iphone15pro/usa-NF-1065.jpg,train/bonafide/iphone15pro/usa-NF-1065.jpg
digital3_dev,digital_3,usa-NM-1038,iphone15pro,doe,no_face_free_512_crop,test/attack/digital_3/iphone15pro/usa-NM-1038.jpg,train/bonafide/iphone15pro/usa-NM-1038.jpg
digital3_dev,digital_3,indian-014_03,scan,doe,no_face_free_512_crop,test/attack/digital_3/scan/indian-014_03.jpg,train/bonafide/scan/indian-014_03.jpg
digital3_dev,digital_3,indian-021_03,scan,doe,no_face_free_512_crop,test/attack/digital_3/scan/indian-021_03.jpg,train/bonafide/scan/indian-021_03.jpg
digital3_dev,digital_3,indian-NF-1061,scan,doe,no_face_free_512_crop,test/attack/digital_3/scan/indian-NF-1061.jpg,train/bonafide/scan/indian-NF-1061.jpg
digital3_dev,digital_3,usa-034_03,scan,dob,no_face_free_512_crop,test/attack/digital_3/scan/usa-034_03.jpg,train/bonafide/scan/usa-034_03.jpg
digital3_dev,digital_3,usa-034_03,scan,doe,no_face_free_512_crop,test/attack/digital_3/scan/usa-034_03.jpg,train/bonafide/scan/usa-034_03.jpg
digital3_dev,digital_3,usa-067_03,scan,dob,no_face_free_512_crop,test/attack/digital_3/scan/usa-067_03.jpg,train/bonafide/scan/usa-067_03.jpg
digital3_dev,digital_3,usa-067_03,scan,doe,no_face_free_512_crop,test/attack/digital_3/scan/usa-067_03.jpg,train/bonafide/scan/usa-067_03.jpg
digital3_dev,digital_3,usa-NF-1036,scan,dob,no_face_free_512_crop,test/attack/digital_3/scan/usa-NF-1036.jpg,train/bonafide/scan/usa-NF-1036.jpg
digital3_dev,digital_3,usa-NF-1036,scan,doe,no_face_free_512_crop,test/attack/digital_3/scan/usa-NF-1036.jpg,train/bonafide/scan/usa-NF-1036.jpg
digital3_dev,digital_3,usa-NF-1065,scan,dob,no_face_free_512_crop,test/attack/digital_3/scan/usa-NF-1065.jpg,train/bonafide/scan/usa-NF-1065.jpg
digital3_dev,digital_3,usa-NF-1065,scan,doe,no_face_free_512_crop,test/attack/digital_3/scan/usa-NF-1065.jpg,train/bonafide/scan/usa-NF-1065.jpg
digital3_dev,digital_3,usa-NF-1076,scan,dob,no_face_free_512_crop,test/attack/digital_3/scan/usa-NF-1076.jpg,train/bonafide/scan/usa-NF-1076.jpg
digital3_dev,digital_3,usa-NF-1076,scan,doe,no_face_free_512_crop,test/attack/digital_3/scan/usa-NF-1076.jpg,train/bonafide/scan/usa-NF-1076.jpg
digital3_dev,digital_3,usa-NM-1038,scan,dob,no_face_free_512_crop,test/attack/digital_3/scan/usa-NM-1038.jpg,train/bonafide/scan/usa-NM-1038.jpg
digital3_dev,digital_3,usa-NM-1038,scan,doe,no_face_free_512_crop,test/attack/digital_3/scan/usa-NM-1038.jpg,train/bonafide/scan/usa-NM-1038.jpg
