split,image_path,cache_path,file_stem,traffic_type,variant,hardware_source,label,assigned_q,source_sha256,cache_sha256
project_train,train/attack/digital_1/iphone15pro/arabic-112_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/arabic-112_03.jpg,arabic-112_03,attack,digital_1,iphone15pro,1,89,46e03263cb7f8efda5418b240602241020ad024a00cf181a2c93bc7c414d490c,2587a3d402af21ea4588330a64fdf94075fded9474447db1c55f09928beda2d3
project_train,train/attack/digital_1/scan/arabic-112_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/arabic-112_03.jpg,arabic-112_03,attack,digital_1,scan,1,70,c13751542fc56a6db589d8d18d88b7d5f8e8d9191fc7cb8a4ba5c90e09fb35b1,96799496834e4affe33a807ee6d7244905243fee9331a43fe92695f6e1222656
project_train,train/attack/digital_2/huawei/arabic-112_03.jpg,data/processed/policy_c/train/attack/digital_2/huawei/arabic-112_03.jpg,arabic-112_03,attack,digital_2,huawei,1,67,61041de2e01d8ebaed4bae19ac99bb0d9fbb46aa4acbc4f92c744141110c1c9a,bbaa8e687b3297bfce8a2fa4112d9216d46b57d5b0995bd61c186d22d390f9a5
project_train,train/attack/digital_2/iphone15pro/arabic-112_03.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/arabic-112_03.jpg,arabic-112_03,attack,digital_2,iphone15pro,1,89,1f032b567fd1d866a3916f5c3150bc5e7e05a24223e14dd610184ee33179eae9,ea387dec286574e8a4880f31bcdaf7c45ac66b1e2c51e993f6aebdd42bbb0363
project_train,train/attack/digital_2/scan/arabic-112_03.jpg,data/processed/policy_c/train/attack/digital_2/scan/arabic-112_03.jpg,arabic-112_03,attack,digital_2,scan,1,70,ab4a947a18c9937a4baf6f49adfc568c2bb86fc9363f111056aa7a57f04a577d,053103c32ad287fc0dbdeb70a4d44426b36cceda7113d3f85d0e31b1ef6e6ed9
project_train,train/bonafide/huawei/arabic-112_03.jpg,data/processed/policy_c/train/bonafide/huawei/arabic-112_03.jpg,arabic-112_03,bonafide,,huawei,0,67,c4eb6666899ce34aaf164197229a8a32050d121b21f7b9869dc6710bf2256dc8,0285cc4a7ef82f48996a2c54a6fea31890442e6292567dff222e26e81578d23d
project_train,train/bonafide/iphone15pro/arabic-112_03.jpg,data/processed/policy_c/train/bonafide/iphone15pro/arabic-112_03.jpg,arabic-112_03,bonafide,,iphone15pro,0,89,5bc11c2dcf123f22e36c25c6b0bc1cc97d6e98fbbd3114bb88f40b21ec829d57,fe5f88ab1a0eb8d4da0cc3e03031c4451c090a57936809b3dedbe3e21ecfac77
project_train,train/bonafide/scan/arabic-112_03.jpg,data/processed/policy_c/train/bonafide/scan/arabic-112_03.jpg,arabic-112_03,bonafide,,scan,0,70,a83ca005a1b68787c18617619d7984e12933a2ac757b11342cdb242cff68c7ce,af517fd446790869c3f6c9887e5270fc2f00ffc4431db69a6891bf9de75d2956
project_train,train/attack/digital_1/huawei/arabic-131_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/arabic-131_03.jpg,arabic-131_03,attack,digital_1,huawei,1,59,ecdbd91274aaa77cdddadc69f52573c25635c7ecd20400ee68d095b5037e5eba,a7bf3f872eb9e956ad7052065ec8fb9216b40e9b35b694221d832046fd35eab0
project_train,train/attack/digital_1/iphone15pro/arabic-131_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/arabic-131_03.jpg,arabic-131_03,attack,digital_1,iphone15pro,1,61,215096643cf48f9a941da80292df6bc6bf5e6cfba24f765526351138f100c3d3,7f01a8dc50d22b3b4c1c9d9398688b50247d351eaeb0703f7695e6235d2a41c8
project_train,train/attack/digital_1/scan/arabic-131_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/arabic-131_03.jpg,arabic-131_03,attack,digital_1,scan,1,83,7236a9d5a200bd9760d4fc99a72ba72d2150122d1a24105875ff61f5d0772792,f8544fcbe3bb561ef092b05127e1775bf89eded22e27f7b4697808d63d4ceecb
project_train,train/attack/digital_2/huawei/arabic-131_03.jpg,data/processed/policy_c/train/attack/digital_2/huawei/arabic-131_03.jpg,arabic-131_03,attack,digital_2,huawei,1,59,baa360f3be5f28f622a6f2d53bb2d4b89192c4ff231d3c0e6c7bedec5abd6be0,351dd08db20d328f3a2ad4c0a4a687e728ea66e3feab70cf5f6f5c3c1a9e60f1
project_train,train/attack/digital_2/iphone15pro/arabic-131_03.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/arabic-131_03.jpg,arabic-131_03,attack,digital_2,iphone15pro,1,61,b0c63da99e2300149c3d0dc63ed1188081fe144f3be7dda381e1c800ba66e52c,3a9505dca14302c1f52fdb855805c439be68fb856152ec8e3680d345c9511e04
project_train,train/attack/digital_2/scan/arabic-131_03.jpg,data/processed/policy_c/train/attack/digital_2/scan/arabic-131_03.jpg,arabic-131_03,attack,digital_2,scan,1,83,f11917ef5a58f229aae950f904c38b3b02c72153a810a8324e8aacc376b619e0,612dba886b4880c001f5fa26acd361cec0da08f76a54ba3a4b02d5e8d561f66b
project_train,train/bonafide/huawei/arabic-131_03.jpg,data/processed/policy_c/train/bonafide/huawei/arabic-131_03.jpg,arabic-131_03,bonafide,,huawei,0,59,f733731b992459fa0617ee1dc4d11c5dd10f4be92f61163a51ad732a91f0f27c,7c8d85f8a9373ebe6ac147fc42af2594770c4712016573221d90fb258e954873
project_train,train/bonafide/iphone15pro/arabic-131_03.jpg,data/processed/policy_c/train/bonafide/iphone15pro/arabic-131_03.jpg,arabic-131_03,bonafide,,iphone15pro,0,61,c645536856335dc4eaa5da390dc7670b190fe7393eb07f4524eb356b1ae53eab,a58ceaca62d6a55dab0305903cf85d0bd13207d1cfafde6622340fce9c6ed8e8
project_train,train/bonafide/scan/arabic-131_03.jpg,data/processed/policy_c/train/bonafide/scan/arabic-131_03.jpg,arabic-131_03,bonafide,,scan,0,83,1534f772688251e15dce3a30d6bdaa42db7f6dc093fd128c13dd5271734bb4d5,0a2b5c5695260f99a92ca528b39d6dd2d09e7dc65f2a712eb37be1c77dbf24c8
project_train,train/attack/digital_1/huawei/arabic-139_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/arabic-139_03.jpg,arabic-139_03,attack,digital_1,huawei,1,83,24487bbecef058e2eb265baa34d459ae19f5eb1ee0fef6325f2aa81b56544287,35f5183668dbe3418f8ca0e6d62540d8938f8bad1f31cf64b1109fcedf47b12c
project_train,train/attack/digital_1/iphone15pro/arabic-139_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/arabic-139_03.jpg,arabic-139_03,attack,digital_1,iphone15pro,1,61,6c40a95354b76ec9f0f2507f4271ee0282e024bda5ebb729607f637559406712,e25539942efdc67458d8043d46eab41a9093832a026a493d86f06aa66f6b0846
project_train,train/attack/digital_1/scan/arabic-139_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/arabic-139_03.jpg,arabic-139_03,attack,digital_1,scan,1,56,1682b6762971508dff0fce7aa8e16cd54c705fed25386d8016a8bba07e823006,281e02d264d2d75913405738e9f9c7fae9666676a88491a7d0ea9ca1d2ed378f
project_train,train/attack/digital_2/huawei/arabic-139_03.jpg,data/processed/policy_c/train/attack/digital_2/huawei/arabic-139_03.jpg,arabic-139_03,attack,digital_2,huawei,1,83,0957de4cbe7e30997749ef645efe9be15fac7dc861cabfca97c8f58679c51798,edb89d9a19f06918f149c04cd0fe77aedb0b7e10613899cb268297ff36caf646
project_train,train/attack/digital_2/iphone15pro/arabic-139_03.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/arabic-139_03.jpg,arabic-139_03,attack,digital_2,iphone15pro,1,61,58f8daf1da12e77d8376b8afdf81a4d1dab09798260940c6044177e9d30bf0e5,b6eb52b51b7c8f6e4fc90923e038a137f2dbd3329e741de47482368380a8b691
project_train,train/attack/digital_2/scan/arabic-139_03.jpg,data/processed/policy_c/train/attack/digital_2/scan/arabic-139_03.jpg,arabic-139_03,attack,digital_2,scan,1,56,0bf66daf523a7c04377bb5d4886be5a2591af614c7b0e2b834408c35bc19c054,38952527e92de9abae923fb083f3bd1a6b85f4fec91bb42704549a429cf23cf8
project_train,train/bonafide/huawei/arabic-139_03.jpg,data/processed/policy_c/train/bonafide/huawei/arabic-139_03.jpg,arabic-139_03,bonafide,,huawei,0,83,18a678c1e4fbdc399f8559e4ad431c0625540104a9c60af04cb0320df5260711,a28b89839d5c24297ee894db5341bfb072db57c2e2ecde13d70209700df4a44f
project_train,train/bonafide/iphone15pro/arabic-139_03.jpg,data/processed/policy_c/train/bonafide/iphone15pro/arabic-139_03.jpg,arabic-139_03,bonafide,,iphone15pro,0,61,c996c2c6fc2c11b39b83fbe8d085fede4842ec24614018f9f63f07b396483720,33c791a5ffab222032a3659f28826729a3e035bc234a3f68a4a32294129de09d
project_train,train/bonafide/scan/arabic-139_03.jpg,data/processed/policy_c/train/bonafide/scan/arabic-139_03.jpg,arabic-139_03,bonafide,,scan,0,56,0a9e276ba21f26321fae8040231de74fd6ad96b361e1385a24f9803be2a97405,66365c076f2b5c708fe50c95c1926071dcd5f8f2cccc903a3e5239e5910490d5
project_train,train/attack/digital_1/huawei/arabic-173_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/arabic-173_03.jpg,arabic-173_03,attack,digital_1,huawei,1,66,0765a1a7d9b92d7c9f78406c3f460aae89777f086374a075b12cf388cae34192,fe85eda07cfb1590e1adb27318ef2f36c7b3023a0a1ec3691cf414c30ea1c608
project_train,train/attack/digital_1/iphone15pro/arabic-173_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/arabic-173_03.jpg,arabic-173_03,attack,digital_1,iphone15pro,1,58,284a5ab4a3b87b400fa94fea9ab00d5efff21479a1e9a0a50108a5c4c0ed95df,1e3605a9f4cbf4009bba9f5d0c43821ab0b65c25e1cb989123357d3eae0f0e71
project_train,train/attack/digital_1/scan/arabic-173_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/arabic-173_03.jpg,arabic-173_03,attack,digital_1,scan,1,66,8f2313d7aa8422337cd4d3456d8db1ee9b0892badf7524c440c5e640c920bb41,3e9c428fa9a95901ce50df7b676b79b623d7fe094d7a0eaa7efb5c36b548a1f4
project_train,train/attack/digital_2/huawei/arabic-173_03.jpg,data/processed/policy_c/train/attack/digital_2/huawei/arabic-173_03.jpg,arabic-173_03,attack,digital_2,huawei,1,66,4ca62cf91981d1e4defb21f8764bda9c6a7b6e4f8ba7b47645148091b1b8a9f4,954f784f2fd8b8a1032b368c342f54bde1bf73a85f818d0d9c6f28a255b20ab7
project_train,train/attack/digital_2/iphone15pro/arabic-173_03.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/arabic-173_03.jpg,arabic-173_03,attack,digital_2,iphone15pro,1,58,e268de0e68b5db7bc0c039b425c57e655b0bbe78ec161d6f42f299b0e4163924,387ffb580537f0d5d88515f10ee1f225d04498950a0baac09bcbcca24605d916
project_train,train/attack/digital_2/scan/arabic-173_03.jpg,data/processed/policy_c/train/attack/digital_2/scan/arabic-173_03.jpg,arabic-173_03,attack,digital_2,scan,1,66,3a70429feef9e403506d67942652c80ed00588c72d97d28cce66c2467896c129,91ff29662f88b8dd7481cc0207983473cde88b70e4bc60b04a8061a67d5734b9
project_train,train/bonafide/huawei/arabic-173_03.jpg,data/processed/policy_c/train/bonafide/huawei/arabic-173_03.jpg,arabic-173_03,bonafide,,huawei,0,66,992bd2fc694aed976daa7896463fc847e2cecb82c3290dc7b2ccec15becb552a,63f19bb055b6051be5d03ca1f3bf35f5725cc1234b6706adfc39a592a6ac1b5e
project_train,train/bonafide/iphone15pro/arabic-173_03.jpg,data/processed/policy_c/train/bonafide/iphone15pro/arabic-173_03.jpg,arabic-173_03,bonafide,,iphone15pro,0,58,59711cb21c884bacf56a0cd4500d80c5a2b9d47c306d76d7a75218aa4fd588f6,31e20ada6c1bb5dc4ef09ff9ab89c384397720cc3ead79e6e8632e103ebec8b9
project_train,train/bonafide/scan/arabic-173_03.jpg,data/processed/policy_c/train/bonafide/scan/arabic-173_03.jpg,arabic-173_03,bonafide,,scan,0,66,b3f6050e9a6a3bc1b6bcd05e7f50c5307b7cdc7ac9616c93b5000c9f33d8bdfd,4ede2484582ce75a38b79f817b36530f596dbc2a90561c7943ec2d6ade87819c
project_train,train/attack/digital_1/huawei/arabic-NF-1003.jpg,data/processed/policy_c/train/attack/digital_1/huawei/arabic-NF-1003.jpg,arabic-NF-1003,attack,digital_1,huawei,1,66,af8c3b5699d5e96a55f238c22d3943defbf8bca410b33864e224a5d237e5bda5,d5ba3c137debcc841bce5ca48a5364b0dabe39480e2b157075ddeb68bcbf2a80
project_train,train/attack/digital_1/iphone15pro/arabic-NF-1003.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/arabic-NF-1003.jpg,arabic-NF-1003,attack,digital_1,iphone15pro,1,75,32b68ddf147d3921ddf34ffae87bcd9d24894125d2adf72292e4bbe1c9efb928,963ecff86f06768f456f297db96c2732325aa2317cf5e4b2fd2938afd0f33bbe
project_train,train/attack/digital_1/scan/arabic-NF-1003.jpg,data/processed/policy_c/train/attack/digital_1/scan/arabic-NF-1003.jpg,arabic-NF-1003,attack,digital_1,scan,1,53,f5b516ec803a9e3d3658cab337fbdfab322a731411db2e2b47656d83e9f4c428,be608f9b472ac4d56fa953f854cf789dea14bc49cea4201afed37987a104e687
project_train,train/attack/digital_2/huawei/arabic-NF-1003.jpg,data/processed/policy_c/train/attack/digital_2/huawei/arabic-NF-1003.jpg,arabic-NF-1003,attack,digital_2,huawei,1,66,5708f12553d259ad89212cc4804c6914da52886045f68f1a7c3fcbb81b7d724c,d02b6888067d52f914e7335831bdc6f7c76a294686de5f27b276aeb1c7d2bb97
project_train,train/attack/digital_2/iphone15pro/arabic-NF-1003.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/arabic-NF-1003.jpg,arabic-NF-1003,attack,digital_2,iphone15pro,1,75,f3fd6e5859d9c5225fb1b98587c6945015409bc418fd1a284dab5db8d31768aa,37b6ba7b14cacb123d3338ecef59ebb4e8378bee0f09405314c4dae7297b8ad5
project_train,train/attack/digital_2/scan/arabic-NF-1003.jpg,data/processed/policy_c/train/attack/digital_2/scan/arabic-NF-1003.jpg,arabic-NF-1003,attack,digital_2,scan,1,53,8e3fdc3b464cb096259ca30bcedb4e5682dae3c1c33273c67c1e10781e92dd1f,b1a6074ab372037773b7d2e376b311e4eb673fcc3cd30e175a9d2bd98adf96ed
project_train,train/bonafide/huawei/arabic-NF-1003.jpg,data/processed/policy_c/train/bonafide/huawei/arabic-NF-1003.jpg,arabic-NF-1003,bonafide,,huawei,0,66,17df6bc73bc6495233ee89dd7004fa9f7af97a1eb57ad113b17125e7f5935506,f70bab29c7a0e4ba8fd50bd0a12240408223e1f8deef84464923ef5150b2a6f7
project_train,train/bonafide/iphone15pro/arabic-NF-1003.jpg,data/processed/policy_c/train/bonafide/iphone15pro/arabic-NF-1003.jpg,arabic-NF-1003,bonafide,,iphone15pro,0,75,3ccb03ffeed76cdfce10a364c80a7143eb18052d773323929fb9b61c00b17241,f073cfc398d9eb21ec2d46350e48ea9089b0406b30976eccdf4d3be5612a6b3f
project_train,train/bonafide/scan/arabic-NF-1003.jpg,data/processed/policy_c/train/bonafide/scan/arabic-NF-1003.jpg,arabic-NF-1003,bonafide,,scan,0,53,f74ec9b42c1adf4a4e7af34961cd2221b33ca555a5d050ff63d0c438d87ab983,c3e9fecd7699ce4f9e40ee817add85e3cfb0445afb370015e578d951ec173193
project_train,train/attack/digital_1/huawei/arabic-NF-1012.jpg,data/processed/policy_c/train/attack/digital_1/huawei/arabic-NF-1012.jpg,arabic-NF-1012,attack,digital_1,huawei,1,73,b1ad31c4d3cf69b9d1fa7a981beb39ecd213597ee03c26e16724741ce8d8333a,2fbb331465fe867db09b98ace8161d21c8d72d84451b16b6e9ffa89360372586
project_train,train/attack/digital_1/iphone15pro/arabic-NF-1012.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/arabic-NF-1012.jpg,arabic-NF-1012,attack,digital_1,iphone15pro,1,67,6e516e5961223ff8cfa18ffa4f7b1dbae2fa615d4134ca5b4af8aad7feb79df9,8edd5ae746852629d47bdf287ca2ee3c984ac1c98704663af63a20f30f6d42ec
project_train,train/attack/digital_1/scan/arabic-NF-1012.jpg,data/processed/policy_c/train/attack/digital_1/scan/arabic-NF-1012.jpg,arabic-NF-1012,attack,digital_1,scan,1,80,e95de51e8de1853c90b9faf3f1a4a65786334f840ccf587a66d6d3853bb2fdd0,653ab54df705340e066856c5e7ac1487b56ff9159502cecfacc84c4432a1c73d
project_train,train/attack/digital_2/huawei/arabic-NF-1012.jpg,data/processed/policy_c/train/attack/digital_2/huawei/arabic-NF-1012.jpg,arabic-NF-1012,attack,digital_2,huawei,1,73,e8d76614392f4d34d9f73e6b8011341a2c1236a05531c26aa72bc96479f29749,765450f719ed69d2c6c207c9aed471f75a651129b5045b6c4db9ca4e8b41e2d0
project_train,train/attack/digital_2/iphone15pro/arabic-NF-1012.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/arabic-NF-1012.jpg,arabic-NF-1012,attack,digital_2,iphone15pro,1,67,0b7bc1ca3f006401aa6a7bb6b466ebb8e826983a385529d3b5a12be7d844cb0a,525675116b6cad0bb1787ef5863d594f3fc7aab452ed1fc2d4ced3af5a6d8d01
project_train,train/attack/digital_2/scan/arabic-NF-1012.jpg,data/processed/policy_c/train/attack/digital_2/scan/arabic-NF-1012.jpg,arabic-NF-1012,attack,digital_2,scan,1,80,501354379147d3e519a9c4a694d084a5040b14b06e56a8eb76f8b0181e25f00f,92930e355727dd4cb080518b8392ed58d23c6be5500bdae7dae414783d4ec76b
project_train,train/bonafide/huawei/arabic-NF-1012.jpg,data/processed/policy_c/train/bonafide/huawei/arabic-NF-1012.jpg,arabic-NF-1012,bonafide,,huawei,0,73,578505d28608ab5b04216e8b81bea0498a882d9855b665c3a4555581c60acc76,988653e709a88bcb390ba5c7b6915075e9777ddb679fe8f034323a92284ccefb
project_train,train/bonafide/iphone15pro/arabic-NF-1012.jpg,data/processed/policy_c/train/bonafide/iphone15pro/arabic-NF-1012.jpg,arabic-NF-1012,bonafide,,iphone15pro,0,67,20d4980a4426484473e6498bcf60cf58876e087fe4b5a1cf5dacaec85fe0a2f2,475d24a03c88864bb67119fb49035670d31294e04ca0f2114decf05aca8550fd
project_train,train/bonafide/scan/arabic-NF-1012.jpg,data/processed/policy_c/train/bonafide/scan/arabic-NF-1012.jpg,arabic-NF-1012,bonafide,,scan,0,80,4575b046622ace78e18bb38847deeba4f01195724d539c322f04c7c262ac55ad,2335b251815b56fdc184ea5452f76aaa7c4c9f3b971f8f1712729c3c727ce2f8
project_train,train/attack/digital_1/huawei/arabic-NF-1030.jpg,data/processed/policy_c/train/attack/digital_1/huawei/arabic-NF-1030.jpg,arabic-NF-1030,attack,digital_1,huawei,1,80,fd082e255d958894c13f210b74c7f613360a876211805bf4d9d64c8fd72f918a,6ffdad3a450881c9f75363fd7fff0f133afcc1d86f6e814b4cd87613da21bc70
project_train,train/attack/digital_1/iphone15pro/arabic-NF-1030.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/arabic-NF-1030.jpg,arabic-NF-1030,attack,digital_1,iphone15pro,1,58,eacb50cc67c3a47d1af08565218404628298103289565baf2991817e319b8bdd,7083cda5787d9dd8d139bdd26e337b52ee7fdcbd67ae5ea3da517a984e3d9a34
project_train,train/attack/digital_1/scan/arabic-NF-1030.jpg,data/processed/policy_c/train/attack/digital_1/scan/arabic-NF-1030.jpg,arabic-NF-1030,attack,digital_1,scan,1,83,ff9f2fe62e2e8691542dd9ca260fe18f8fe51a58f2048d525b6024c5b5215bfb,3cba037a933e288c51d710a2b00d1ad458fa2a5ca22b53918f913c2db7df2718
project_train,train/attack/digital_2/huawei/arabic-NF-1030.jpg,data/processed/policy_c/train/attack/digital_2/huawei/arabic-NF-1030.jpg,arabic-NF-1030,attack,digital_2,huawei,1,80,1f25c2793d6b9098da7261b3e5150f7f110a42adb6420c4133b09f7470ef7395,3d28f1d026532154c187aa107cdcc313e7901f14c69abd7a362081c7f3a1cc68
project_train,train/attack/digital_2/iphone15pro/arabic-NF-1030.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/arabic-NF-1030.jpg,arabic-NF-1030,attack,digital_2,iphone15pro,1,58,a8ce66941c58dc17d5cf10f75d2e0b9e8efe7a1ade43f81bde46382d97f0fc79,0cc4795f9c3324687fa70852af38fadb025bcc504a27bec60e2b31f7228a8fd0
project_train,train/attack/digital_2/scan/arabic-NF-1030.jpg,data/processed/policy_c/train/attack/digital_2/scan/arabic-NF-1030.jpg,arabic-NF-1030,attack,digital_2,scan,1,83,ce41d6671004930d1bf882a83be97fc90b571ab99791843bb9d6588e9657f2c5,f63a1ed1227b3d2096c078feeff22c975175293261a19e1f213763b9a2980b0b
