split,file_stem,hardware_source,variant,attack_path,bonafide_path,width,height,bonafide_width,bonafide_height,same_dimensions,audit_scale,phase_dy_small,phase_dx_small,phase_abs_max_small,approx_phase_dy_native,approx_phase_dx_native,phase_peak,mean_abs_gray_diff,median_abs_gray_diff,gray_pixel_correlation
project_train,arabic-173_03,huawei,digital_1,train/attack/digital_1/huawei/arabic-173_03.jpg,train/bonafide/huawei/arabic-173_03.jpg,3208,1986,3208,1986,True,0.23940149625935161,0.0,0.0,0.0,0.0,0.0,0.7057528495788574,2.4511923789978027,0.0,0.96011532740084
project_train,arabic-173_03,huawei,digital_2,train/attack/digital_2/huawei/arabic-173_03.jpg,train/bonafide/huawei/arabic-173_03.jpg,3208,1986,3208,1986,True,0.23940149625935161,0.0,0.0,0.0,0.0,0.0,0.6661652326583862,1.7735060453414917,0.0,0.9700326877973157
project_train,arabic-173_03,iphone15pro,digital_1,train/attack/digital_1/iphone15pro/arabic-173_03.jpg,train/bonafide/iphone15pro/arabic-173_03.jpg,2784,1780,2784,1780,True,0.27586206896551724,0.0,0.0,0.0,0.0,0.0,0.7690943479537964,2.6744818687438965,0.0,0.9594662987411048
project_train,arabic-173_03,iphone15pro,digital_2,train/attack/digital_2/iphone15pro/arabic-173_03.jpg,train/bonafide/iphone15pro/arabic-173_03.jpg,2784,1780,2784,1780,True,0.27586206896551724,0.0,0.0,0.0,0.0,0.0,0.7552987337112427,2.0255138874053955,0.0,0.9597341466656801
project_train,arabic-173_03,scan,digital_1,train/attack/digital_1/scan/arabic-173_03.jpg,train/bonafide/scan/arabic-173_03.jpg,2001,1251,2001,1251,True,0.383808095952024,0.0,0.0,0.0,0.0,0.0,0.6979931592941284,2.8734240531921387,1.0,0.9592354565675996
project_train,arabic-173_03,scan,digital_2,train/attack/digital_2/scan/arabic-173_03.jpg,train/bonafide/scan/arabic-173_03.jpg,2001,1251,2001,1251,True,0.383808095952024,0.0,0.0,0.0,0.0,0.0,0.6689435839653015,2.299365282058716,0.0,0.9573711991573465
project_train,arabic-NF-1003,huawei,digital_1,train/attack/digital_1/huawei/arabic-NF-1003.jpg,train/bonafide/huawei/arabic-NF-1003.jpg,3190,1963,3190,1963,True,0.24075235109717869,0.0,0.0,0.0,0.0,0.0,0.6934043169021606,2.89003324508667,0.0,0.9735809039706048
project_train,arabic-NF-1003,huawei,digital_2,train/attack/digital_2/huawei/arabic-NF-1003.jpg,train/bonafide/huawei/arabic-NF-1003.jpg,3190,1963,3190,1963,True,0.24075235109717869,0.0,0.0,0.0,0.0,0.0,0.6963181495666504,1.9134817123413086,0.0,0.9754853392071251
project_train,arabic-NF-1003,iphone15pro,digital_1,train/attack/digital_1/iphone15pro/arabic-NF-1003.jpg,train/bonafide/iphone15pro/arabic-NF-1003.jpg,2797,1768,2797,1768,True,0.27457990704326063,0.0,0.0,0.0,0.0,0.0,0.7577080726623535,3.1996161937713623,0.0,0.9724543278623747
project_train,arabic-NF-1003,iphone15pro,digital_2,train/attack/digital_2/iphone15pro/arabic-NF-1003.jpg,train/bonafide/iphone15pro/arabic-NF-1003.jpg,2797,1768,2797,1768,True,0.27457990704326063,0.0,0.0,0.0,0.0,0.0,0.7361692786216736,2.5046982765197754,0.0,0.9676836859352486
project_train,arabic-NF-1003,scan,digital_1,train/attack/digital_1/scan/arabic-NF-1003.jpg,train/bonafide/scan/arabic-NF-1003.jpg,2001,1244,2001,1244,True,0.383808095952024,0.0,0.0,0.0,0.0,0.0,0.6972775459289551,3.4441933631896973,1.0,0.9718833418292001
project_train,arabic-NF-1003,scan,digital_2,train/attack/digital_2/scan/arabic-NF-1003.jpg,train/bonafide/scan/arabic-NF-1003.jpg,2001,1244,2001,1244,True,0.383808095952024,0.0,0.0,0.0,0.0,0.0,0.6456804275512695,2.3325061798095703,0.0,0.9767867828582563
project_train,arabic-NF-1012,huawei,digital_1,train/attack/digital_1/huawei/arabic-NF-1012.jpg,train/bonafide/huawei/arabic-NF-1012.jpg,3183,1965,3183,1965,True,0.2412818096135721,0.0,0.0,0.0,0.0,0.0,0.7316434383392334,2.629810094833374,0.0,0.9789573055668555
project_train,arabic-NF-1012,huawei,digital_2,train/attack/digital_2/huawei/arabic-NF-1012.jpg,train/bonafide/huawei/arabic-NF-1012.jpg,3183,1965,3183,1965,True,0.2412818096135721,0.0,0.0,0.0,0.0,0.0,0.6699504256248474,2.0161826610565186,0.0,0.9789981422735309
project_train,arabic-NF-1012,iphone15pro,digital_1,train/attack/digital_1/iphone15pro/arabic-NF-1012.jpg,train/bonafide/iphone15pro/arabic-NF-1012.jpg,2793,1759,2793,1759,True,0.2749731471535983,0.0,0.0,0.0,0.0,0.0,0.7587047815322876,3.296724319458008,0.0,0.9715684743617469
project_train,arabic-NF-1012,iphone15pro,digital_2,train/attack/digital_2/iphone15pro/arabic-NF-1012.jpg,train/bonafide/iphone15pro/arabic-NF-1012.jpg,2793,1759,2793,1759,True,0.2749731471535983,0.0,0.0,0.0,0.0,0.0,0.7587270736694336,2.32656192779541,0.0,0.9728125662550525
project_train,arabic-NF-1012,scan,digital_1,train/attack/digital_1/scan/arabic-NF-1012.jpg,train/bonafide/scan/arabic-NF-1012.jpg,1998,1243,1998,1243,True,0.3843843843843844,0.0,0.0,0.0,0.0,0.0,0.7054561376571655,3.326444387435913,1.0,0.9738463488429102
project_train,arabic-NF-1012,scan,digital_2,train/attack/digital_2/scan/arabic-NF-1012.jpg,train/bonafide/scan/arabic-NF-1012.jpg,1998,1243,1998,1243,True,0.3843843843843844,0.0,0.0,0.0,0.0,0.0,0.6813544034957886,2.447252035140991,1.0,0.9748132895697703
project_train,arabic-NF-1030,huawei,digital_1,train/attack/digital_1/huawei/arabic-NF-1030.jpg,train/bonafide/huawei/arabic-NF-1030.jpg,3181,1962,3181,1962,True,0.24143351147437914,0.0,0.0,0.0,0.0,0.0,0.7348019480705261,2.4247841835021973,0.0,0.9755797723846478
project_train,arabic-NF-1030,huawei,digital_2,train/attack/digital_2/huawei/arabic-NF-1030.jpg,train/bonafide/huawei/arabic-NF-1030.jpg,3181,1962,3181,1962,True,0.24143351147437914,0.0,0.0,0.0,0.0,0.0,0.6951839327812195,1.504914402961731,0.0,0.9761759816874538
project_train,arabic-NF-1030,iphone15pro,digital_1,train/attack/digital_1/iphone15pro/arabic-NF-1030.jpg,train/bonafide/iphone15pro/arabic-NF-1030.jpg,2789,1760,2789,1760,True,0.2753675152384367,0.0,0.0,0.0,0.0,0.0,0.7837849855422974,2.7493584156036377,0.0,0.9715101462770848
project_train,arabic-NF-1030,iphone15pro,digital_2,train/attack/digital_2/iphone15pro/arabic-NF-1030.jpg,train/bonafide/iphone15pro/arabic-NF-1030.jpg,2789,1760,2789,1760,True,0.2753675152384367,0.0,0.0,0.0,0.0,0.0,0.7758909463882446,2.271346092224121,0.0,0.9669388876235617
project_train,arabic-NF-1030,scan,digital_1,train/attack/digital_1/scan/arabic-NF-1030.jpg,train/bonafide/scan/arabic-NF-1030.jpg,1994,1247,1994,1247,True,0.38515546639919757,0.0,0.0,0.0,0.0,0.0,0.7133390307426453,2.9198241233825684,1.0,0.9723662828313802
project_train,arabic-NF-1030,scan,digital_2,train/attack/digital_2/scan/arabic-NF-1030.jpg,train/bonafide/scan/arabic-NF-1030.jpg,1994,1247,1994,1247,True,0.38515546639919757,0.0,0.0,0.0,0.0,0.0,0.6674792170524597,2.2578125,0.0,0.9728458426388881
project_train,arabic-NF-1037,huawei,digital_1,train/attack/digital_1/huawei/arabic-NF-1037.jpg,train/bonafide/huawei/arabic-NF-1037.jpg,3033,1889,3033,1889,True,0.2532146389713155,0.0,0.0,0.0,0.0,0.0,0.7028629183769226,2.8212714195251465,0.0,0.9668887352515819
project_train,arabic-NF-1037,huawei,digital_2,train/attack/digital_2/huawei/arabic-NF-1037.jpg,train/bonafide/huawei/arabic-NF-1037.jpg,3033,1889,3033,1889,True,0.2532146389713155,0.0,0.0,0.0,0.0,0.0,0.7099172472953796,2.0941967964172363,0.0,0.9727188300640646
project_train,arabic-NF-1037,iphone15pro,digital_1,train/attack/digital_1/iphone15pro/arabic-NF-1037.jpg,train/bonafide/iphone15pro/arabic-NF-1037.jpg,2626,1604,2626,1604,True,0.2924600152322925,0.0,0.0,0.0,0.0,0.0,0.7512936592102051,3.2243053913116455,0.0,0.9676772347289324
project_train,arabic-NF-1037,iphone15pro,digital_2,train/attack/digital_2/iphone15pro/arabic-NF-1037.jpg,train/bonafide/iphone15pro/arabic-NF-1037.jpg,2626,1604,2626,1604,True,0.2924600152322925,0.0,0.0,0.0,0.0,0.0,0.7425940036773682,2.7025253772735596,0.0,0.9589382956310202
project_train,arabic-NF-1037,scan,digital_1,train/attack/digital_1/scan/arabic-NF-1037.jpg,train/bonafide/scan/arabic-NF-1037.jpg,1998,1248,1998,1248,True,0.3843843843843844,0.0,0.0,0.0,0.0,0.0,0.725094199180603,3.1630072593688965,1.0,0.9707532957171111
project_train,arabic-NF-1037,scan,digital_2,train/attack/digital_2/scan/arabic-NF-1037.jpg,train/bonafide/scan/arabic-NF-1037.jpg,1998,1248,1998,1248,True,0.3843843843843844,0.0,0.0,0.0,0.0,0.0,0.6647294163703918,2.450824737548828,0.0,0.9716170629051616
project_train,arabic-NF-1040,huawei,digital_1,train/attack/digital_1/huawei/arabic-NF-1040.jpg,train/bonafide/huawei/arabic-NF-1040.jpg,3192,1969,3192,1969,True,0.24060150375939848,0.0,0.0,0.0,0.0,0.0,0.7155771255493164,2.993333101272583,0.0,0.969185015006392
project_train,arabic-NF-1040,huawei,digital_2,train/attack/digital_2/huawei/arabic-NF-1040.jpg,train/bonafide/huawei/arabic-NF-1040.jpg,3192,1969,3192,1969,True,0.24060150375939848,0.0,0.0,0.0,0.0,0.0,0.6834249496459961,2.1525745391845703,0.0,0.9747320401556268
project_train,arabic-NF-1040,iphone15pro,digital_1,train/attack/digital_1/iphone15pro/arabic-NF-1040.jpg,train/bonafide/iphone15pro/arabic-NF-1040.jpg,2790,1764,2790,1764,True,0.2752688172043011,0.0,0.0,0.0,0.0,0.0,0.7777849435806274,3.122157335281372,0.0,0.9727047317016005
project_train,arabic-NF-1040,iphone15pro,digital_2,train/attack/digital_2/iphone15pro/arabic-NF-1040.jpg,train/bonafide/iphone15pro/arabic-NF-1040.jpg,2790,1764,2790,1764,True,0.2752688172043011,0.0,0.0,0.0,0.0,0.0,0.7509554624557495,2.3240606784820557,0.0,0.9751888425834553
project_train,arabic-NF-1040,scan,digital_1,train/attack/digital_1/scan/arabic-NF-1040.jpg,train/bonafide/scan/arabic-NF-1040.jpg,2000,1247,2000,1247,True,0.384,0.0,0.0,0.0,0.0,0.0,0.7077071666717529,3.3663313388824463,1.0,0.9708828780475249
project_train,arabic-NF-1040,scan,digital_2,train/attack/digital_2/scan/arabic-NF-1040.jpg,train/bonafide/scan/arabic-NF-1040.jpg,2000,1247,2000,1247,True,0.384,0.0,0.0,0.0,0.0,0.0,0.6431359052658081,2.626598358154297,0.0,0.9697525092023483
project_train,arabic-NF-1045,huawei,digital_1,train/attack/digital_1/huawei/arabic-NF-1045.jpg,train/bonafide/huawei/arabic-NF-1045.jpg,3183,1977,3183,1977,True,0.2412818096135721,0.0,0.0,0.0,0.0,0.0,0.6958745718002319,2.981645345687866,0.0,0.963963608507704
project_train,arabic-NF-1045,huawei,digital_2,train/attack/digital_2/huawei/arabic-NF-1045.jpg,train/bonafide/huawei/arabic-NF-1045.jpg,3183,1977,3183,1977,True,0.2412818096135721,0.0,0.0,0.0,0.0,0.0,0.654447078704834,2.3745851516723633,0.0,0.9658388414518388
project_train,arabic-NF-1045,iphone15pro,digital_1,train/attack/digital_1/iphone15pro/arabic-NF-1045.jpg,train/bonafide/iphone15pro/arabic-NF-1045.jpg,2766,1771,2766,1771,True,0.27765726681127983,0.0,0.0,0.0,0.0,0.0,0.7432270050048828,3.535635232925415,0.0,0.9591152856686262
project_train,arabic-NF-1045,iphone15pro,digital_2,train/attack/digital_2/iphone15pro/arabic-NF-1045.jpg,train/bonafide/iphone15pro/arabic-NF-1045.jpg,2766,1771,2766,1771,True,0.27765726681127983,0.0,0.0,0.0,0.0,0.0,0.7643775939941406,2.3573555946350098,0.0,0.9682288771411639
project_train,arabic-NF-1045,scan,digital_1,train/attack/digital_1/scan/arabic-NF-1045.jpg,train/bonafide/scan/arabic-NF-1045.jpg,1998,1255,1998,1255,True,0.3843843843843844,0.0,0.0,0.0,0.0,0.0,0.7127118110656738,3.5201823711395264,1.0,0.9636415802739189
project_train,arabic-NF-1045,scan,digital_2,train/attack/digital_2/scan/arabic-NF-1045.jpg,train/bonafide/scan/arabic-NF-1045.jpg,1998,1255,1998,1255,True,0.3843843843843844,0.0,0.0,0.0,0.0,0.0,0.652324378490448,2.6733498573303223,0.0,0.958841632617238
dev_val,arabic-NF-1048,huawei,digital_1,train/attack/digital_1/huawei/arabic-NF-1048.jpg,train/bonafide/huawei/arabic-NF-1048.jpg,3045,1891,3045,1891,True,0.2522167487684729,0.0,0.0,0.0,0.0,0.0,0.7091776132583618,2.5253183841705322,0.0,0.969957075845541
dev_val,arabic-NF-1048,huawei,digital_2,train/attack/digital_2/huawei/arabic-NF-1048.jpg,train/bonafide/huawei/arabic-NF-1048.jpg,3045,1891,3045,1891,True,0.2522167487684729,0.0,0.0,0.0,0.0,0.0,0.6889381408691406,1.791912317276001,0.0,0.974184895679858
dev_val,arabic-NF-1048,iphone15pro,digital_1,train/attack/digital_1/iphone15pro/arabic-NF-1048.jpg,train/bonafide/iphone15pro/arabic-NF-1048.jpg,2629,1605,2629,1605,True,0.2921262837580829,0.0,0.0,0.0,0.0,0.0,0.753079354763031,3.021310806274414,0.0,0.9635872494316304
dev_val,arabic-NF-1048,iphone15pro,digital_2,train/attack/digital_2/iphone15pro/arabic-NF-1048.jpg,train/bonafide/iphone15pro/arabic-NF-1048.jpg,2629,1605,2629,1605,True,0.2921262837580829,0.0,0.0,0.0,0.0,0.0,0.71696537733078,2.531541585922241,0.0,0.9560471164114042
dev_val,arabic-NF-1048,scan,digital_1,train/attack/digital_1/scan/arabic-NF-1048.jpg,train/bonafide/scan/arabic-NF-1048.jpg,2005,1248,2005,1248,True,0.3830423940149626,0.0,0.0,0.0,0.0,0.0,0.7049888372421265,3.081080675125122,1.0,0.9657012610389005
dev_val,arabic-NF-1048,scan,digital_2,train/attack/digital_2/scan/arabic-NF-1048.jpg,train/bonafide/scan/arabic-NF-1048.jpg,2005,1248,2005,1248,True,0.3830423940149626,0.0,0.0,0.0,0.0,0.0,0.6510366201400757,2.316678762435913,0.0,0.968023120784146
project_train,arabic-NF-1049,huawei,digital_1,train/attack/digital_1/huawei/arabic-NF-1049.jpg,train/bonafide/huawei/arabic-NF-1049.jpg,3184,1964,3184,1964,True,0.24120603015075376,0.0,0.0,0.0,0.0,0.0,0.7123736143112183,2.9763481616973877,0.0,0.9762332902763168
project_train,arabic-NF-1049,huawei,digital_2,train/attack/digital_2/huawei/arabic-NF-1049.jpg,train/bonafide/huawei/arabic-NF-1049.jpg,3184,1964,3184,1964,True,0.24120603015075376,0.0,0.0,0.0,0.0,0.0,0.7447530627250671,2.02968692779541,0.0,0.9772524290145299
