image_path,cache_path,file_stem,traffic_type,variant,hardware_source,label,assigned_q,source_sha256,cache_sha256
test/bonafide/huawei/chinese2-flickr_M_21459989349_7ab0e1ace5_k.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/chinese2-flickr_M_21459989349_7ab0e1ace5_k.jpg,chinese2-flickr_M_21459989349_7ab0e1ace5_k,bonafide,,huawei,0,68,c480a31662f4af086297981c3c8b82dbc74a6254890736ee5b2dd5a5d6b8b6f1,7969b6a7e519f9e4580e0d93875b4babfc4bd17584b27907068d9e8bb9b4b4fc
test/bonafide/huawei/chinese2-flickr_M_22911363774_20c12ce7ec_c.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/chinese2-flickr_M_22911363774_20c12ce7ec_c.jpg,chinese2-flickr_M_22911363774_20c12ce7ec_c,bonafide,,huawei,0,50,2b01d7b4f1c0edb149b694e9475b5c04f4f96da6efefc402d7ff9f75c8e9ef19,1a7a631b92e5d743baa50fa53657533b1c17a99cbd2c4a60c804ec9a86ee0016
test/bonafide/huawei/chinese2-flickr_M_24235235151_ae8ac31253_k.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/chinese2-flickr_M_24235235151_ae8ac31253_k.jpg,chinese2-flickr_M_24235235151_ae8ac31253_k,bonafide,,huawei,0,60,18944354874b8b07c1a7b7db8ae8032bda145e9b9f1185376f903404c326a55e,52aea71fb82b6ca751bf444604d478afb6958e8f4d22f1a6c8359485564b000a
test/bonafide/huawei/chinese2-flickr_M_24291592906_b097dd45e5_k.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/chinese2-flickr_M_24291592906_b097dd45e5_k.jpg,chinese2-flickr_M_24291592906_b097dd45e5_k,bonafide,,huawei,0,52,aea061591f73d45ad7577e9847aae48c6943d430fd742a1c307b19676b7a6d70,9fcaa49a3a521a67c64cd0610e41dab51c93233954c6908d7fe7ae67a7c54b4b
test/bonafide/huawei/chinese2-flickr_M_26097180114_4c514c928d_c.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/chinese2-flickr_M_26097180114_4c514c928d_c.jpg,chinese2-flickr_M_26097180114_4c514c928d_c,bonafide,,huawei,0,73,68476c2b4ec2ad53bf8b58ab1bf1dec7f9b25df19db9f3e7d680307ac753445b,f30f963f3d9f7d37b422da8e1574590c3e263da3cd4587877073a16fc8357ea6
test/bonafide/huawei/chinese2-flickr_M_30516208604_4a571cf89d_c.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/chinese2-flickr_M_30516208604_4a571cf89d_c.jpg,chinese2-flickr_M_30516208604_4a571cf89d_c,bonafide,,huawei,0,62,730939755a25a4bc0e78394a234cd258e5203819c5954cd018156bfe8cb6c60f,c3ed09a78f4b6db0d9ac43bc9c778e88e18fed3b6569bf11a11ab8a515b4b0c7
test/bonafide/huawei/chinese2-flickr_M_30518538704_383875f8c4_c.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/chinese2-flickr_M_30518538704_383875f8c4_c.jpg,chinese2-flickr_M_30518538704_383875f8c4_c,bonafide,,huawei,0,84,64aa3021cb07c5617baaba38acb72f116d8d1b536dc95567ec058988ae907705,83bb73cc4561802b781bbf0240ec1d4e00ff9ccd74258b893471aeb601ad4fa1
test/bonafide/huawei/chinese2-flickr_M_31304800026_59e0161aba_c.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/chinese2-flickr_M_31304800026_59e0161aba_c.jpg,chinese2-flickr_M_31304800026_59e0161aba_c,bonafide,,huawei,0,60,d41712360d07dbb8b58c248c889d7af4ce3ba96761a3ec4180b0d2e7538e9fc8,96b770a0cd045578114748b604df4e6399737139aea09843b597143d3f9b89d0
test/bonafide/huawei/chinese2-flickr_M_31840786965_77af814416_h.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/chinese2-flickr_M_31840786965_77af814416_h.jpg,chinese2-flickr_M_31840786965_77af814416_h,bonafide,,huawei,0,61,8f1f7c51616cd036d4eb9a1d5efc09646ceeb7ead0e0aee64af968ccb5910ba1,0be5e2ae4b4d6599f1791960fe87a3c01a4abc32721a544eec47d08901212e15
test/bonafide/huawei/chinese2-flickr_M_31969854474_39f84b92eb_h.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/chinese2-flickr_M_31969854474_39f84b92eb_h.jpg,chinese2-flickr_M_31969854474_39f84b92eb_h,bonafide,,huawei,0,60,209004213ac257caee187fcb2084f6599e6334695080fa4856fb3bb4124a86b0,11ab63a8948c9f80959d940a122861038f909a90b72edcf9b60cb53f2981c5cf
test/bonafide/huawei/chinese2-flickr_M_32771950686_f8d5084d87_h.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/chinese2-flickr_M_32771950686_f8d5084d87_h.jpg,chinese2-flickr_M_32771950686_f8d5084d87_h,bonafide,,huawei,0,54,ba57713e5f2e775f59ed0f577bbcaa2042c2982a4491d145da253bc91b6b5d25,7244b5c26c254cf13c9181e8d3212df62f3ecc4413a6fed0f0d99da8e92a926b
test/bonafide/huawei/chinese2-flickr_M_32812741685_462068ee90_h.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/chinese2-flickr_M_32812741685_462068ee90_h.jpg,chinese2-flickr_M_32812741685_462068ee90_h,bonafide,,huawei,0,57,5d8726c8d9f2056ea85433dbe0ee641f1a80ff64146bddb8d501400ce9d0ab27,03ebf21150c4c0500eb9f4c882e4a398a48508d2496328e2e82be16d2e7af6fd
test/bonafide/huawei/chinese2-flickr_M_33525327222_f112b468ed_k.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/chinese2-flickr_M_33525327222_f112b468ed_k.jpg,chinese2-flickr_M_33525327222_f112b468ed_k,bonafide,,huawei,0,80,84aa3d30dd54a73d5d34cd027f8510c8efba7c879f505070b7a5d5446d4f50ac,5bb156b6d0e604234af25c3f32727208a0d9481d068a40987735b4fa504e50a4
test/bonafide/huawei/chinese2-flickr_M_33552319041_2631ab0a0c_c.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/chinese2-flickr_M_33552319041_2631ab0a0c_c.jpg,chinese2-flickr_M_33552319041_2631ab0a0c_c,bonafide,,huawei,0,75,a1856fea095dfb43d57fba74dc19f9995ecccc7513d914da2843b84412107bd2,f63988c5f9b2a63370e40f2421c52aeb6b49305f1ffc9c1caff10f0cc3fd80a0
test/bonafide/huawei/chinese2-flickr_M_34592740762_6446ed6334_k.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/chinese2-flickr_M_34592740762_6446ed6334_k.jpg,chinese2-flickr_M_34592740762_6446ed6334_k,bonafide,,huawei,0,60,6af1a0a95d0adf5b4dfd7e6deff4ee060476f9a03e40b522ce23656aff9bdf44,1562aead0136f5517ecc08b18627b32ce073f0c3b251b0dc7cae271d5bc728dd
test/bonafide/huawei/chinese2-flickr_M_3625086942_a3ed938d9c_c.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/chinese2-flickr_M_3625086942_a3ed938d9c_c.jpg,chinese2-flickr_M_3625086942_a3ed938d9c_c,bonafide,,huawei,0,50,c661bb335fc4c9ae64c3bfb54765392b2cad55ab085ec20f2d9ecda247855cdc,2f174c1e97ca608c2837cffed8fb80cd9ee0633a997225744848c29f5f6e3772
test/bonafide/huawei/chinese2-flickr_M_36353666424_ab1a94e172_k.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/chinese2-flickr_M_36353666424_ab1a94e172_k.jpg,chinese2-flickr_M_36353666424_ab1a94e172_k,bonafide,,huawei,0,54,20cc9c11734aeec994bfe946c59d3c3db23114ce176ba1d62b1e51321f8b8c26,4e659885d93775876a1f813bdd7424064ffd699a1df3ff7218067ef9d47d8625
test/bonafide/huawei/chinese2-flickr_M_37190875605_735b3fca0d_c.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/chinese2-flickr_M_37190875605_735b3fca0d_c.jpg,chinese2-flickr_M_37190875605_735b3fca0d_c,bonafide,,huawei,0,83,5c5a203ab7e5a30a7a0abfd607964fe99f3668ff22bb25532d728ca2edbef0ef,0f4642c15ae9a2fa4b8ab9db6f4484be505e207537635ffbbbee87879a19db90
test/bonafide/huawei/chinese2-flickr_M_38319821984_1d6e303c3e_o.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/chinese2-flickr_M_38319821984_1d6e303c3e_o.jpg,chinese2-flickr_M_38319821984_1d6e303c3e_o,bonafide,,huawei,0,87,76ece03667b0d92d929f7fa0ce44018377e8eb91cbafb3649dc93da6badc6e0c,143d8bd738466bbd126cf2ae683354bdcd3d06dc5331cc301314e6280bf10ee3
test/bonafide/huawei/chinese2-flickr_M_38999105422_457bedeef7_o.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/chinese2-flickr_M_38999105422_457bedeef7_o.jpg,chinese2-flickr_M_38999105422_457bedeef7_o,bonafide,,huawei,0,75,5469d6e00e2c7f78c25a5503610ae33132c353a4393363de160167c33ffdc6a0,12b97a2a69b83a8b9c7d679991a456d46ae3aed2929d56e78cf3850ba1b4a57e
test/bonafide/huawei/chinese2-flickr_M_6850649398_5d950a2635_k.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/chinese2-flickr_M_6850649398_5d950a2635_k.jpg,chinese2-flickr_M_6850649398_5d950a2635_k,bonafide,,huawei,0,60,384bc54253dd8839aa0c6e0b7e94be1e2fe6e4c5f41c9ab62ee50460e63ff217,c6854715da7ae0118da727275a1b461b41bdee070ca9ce05a6c6afbfb11b9d8c
test/bonafide/huawei/netherland-flickr_F_10239917343_ca73cd29b5_h.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/netherland-flickr_F_10239917343_ca73cd29b5_h.jpg,netherland-flickr_F_10239917343_ca73cd29b5_h,bonafide,,huawei,0,68,9e4d2a90540748048ea6519cf03e2d23b6a3b48dd30cec0ceb72ea2e6f458769,6c644cc6a01ce3bf500d44ec942885198ca2c54584c504512773b1d94e644939
test/bonafide/huawei/netherland-flickr_F_20301931855_4cd18f8166_k.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/netherland-flickr_F_20301931855_4cd18f8166_k.jpg,netherland-flickr_F_20301931855_4cd18f8166_k,bonafide,,huawei,0,73,95b29279b23c64985bd1bfc50ce4988f0b744759abef0724ad31be3355242207,35fe8e9b1912d375e1dcc6c1aed6e7cae8220a8eb7dcb6c7d669aea15bc25e0c
test/bonafide/huawei/netherland-flickr_F_26297818201_09eab93588_k.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/netherland-flickr_F_26297818201_09eab93588_k.jpg,netherland-flickr_F_26297818201_09eab93588_k,bonafide,,huawei,0,77,4d1f996e59f67fdc34f65766f82a963e0c0fd68a0f8610f784719cc3e3ca2964,6004bde659e97997ed7dd03599b511efae5bcc5145b15d081422614b87581a66
test/bonafide/huawei/netherland-flickr_F_28051545714_ab479f15eb_k.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/netherland-flickr_F_28051545714_ab479f15eb_k.jpg,netherland-flickr_F_28051545714_ab479f15eb_k,bonafide,,huawei,0,67,28b844c8cb797c294929bf2d7e9b58a1bd4049111759ad53128a6f4ec60e46a4,16ef0d61a54e2d19d6e47f0d9abcbadbef2d71a044b6fcd6f59bb7d9470ac302
test/bonafide/huawei/netherland-flickr_F_28630210242_e3780d0ee9_b.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/netherland-flickr_F_28630210242_e3780d0ee9_b.jpg,netherland-flickr_F_28630210242_e3780d0ee9_b,bonafide,,huawei,0,67,917086288806b0e9324c8d5f83055726e3b5d97347a888e6309fb1c140cfed19,c2ac9c7995da29ac3e5752e01dab5b93d6a52c0bf7d99eacfa9af616f9b517c3
test/bonafide/huawei/netherland-flickr_F_31998547103_f617b19dfc_h.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/netherland-flickr_F_31998547103_f617b19dfc_h.jpg,netherland-flickr_F_31998547103_f617b19dfc_h,bonafide,,huawei,0,71,dadbc63f0b56e5b1f482e46729d08f59c1f9cb7d6ad5f17338d544d8f5a7c5b7,14b3ea36174786a2b4c127617e0902457db71808dc2f4963b046f42eed1aca6c
test/bonafide/huawei/netherland-flickr_F_31998771523_784e7e9597_h.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/netherland-flickr_F_31998771523_784e7e9597_h.jpg,netherland-flickr_F_31998771523_784e7e9597_h,bonafide,,huawei,0,54,6d63e0c14aceccf1ffde8e5cb98de731db32248672135cb3049bc69b43134302,32e80a0be84eeaa62a884fc2c17a3d2c14ad941f8cdfb15c9a4b90dab4145218
test/bonafide/huawei/netherland-flickr_F_32868411313_4bb20e41db_c.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/netherland-flickr_F_32868411313_4bb20e41db_c.jpg,netherland-flickr_F_32868411313_4bb20e41db_c,bonafide,,huawei,0,56,78a463945ffad6aa14bd496ce5b81e8d3c640beec4af048e61e6cd2821e5b6f1,a625bb365231de8109c9d0fe8e2b69c66d4c37556fa334a03eec2a37407b4623
test/bonafide/huawei/netherland-flickr_F_36412358965_0ec43e5de3_c.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/netherland-flickr_F_36412358965_0ec43e5de3_c.jpg,netherland-flickr_F_36412358965_0ec43e5de3_c,bonafide,,huawei,0,63,96513331d4a344e08471b38f94c977b0dc27e06ea563efe8faa91af5b505328c,caeaaec4899eee4f8297554b863c6577af1d1b9e246a3b0b0de2143331c1b87c
test/bonafide/huawei/netherland-flickr_F_37019045642_0a3fa19256_k.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/netherland-flickr_F_37019045642_0a3fa19256_k.jpg,netherland-flickr_F_37019045642_0a3fa19256_k,bonafide,,huawei,0,82,f0253887948aa00ee655556dfbc5144de5584d313568d59451aa3f2609bc16c9,696dd7c40279bc112430aca1122f73f47253deadcdd2e3dd8a426de85e004af9
test/bonafide/huawei/netherland-flickr_F_37048326531_f8270ca4df_k.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/netherland-flickr_F_37048326531_f8270ca4df_k.jpg,netherland-flickr_F_37048326531_f8270ca4df_k,bonafide,,huawei,0,77,6d5cef64c5c20b21813bd0f76286a4d8d83ee26ac7e3bf42b011def570392f75,d40bd3f3c9c3331ece6c1ad73bf7d11db9e9fcc8525fec46fcd814fb070cb38c
test/bonafide/huawei/netherland-flickr_M_14867283357_afe052b7e3_c.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/netherland-flickr_M_14867283357_afe052b7e3_c.jpg,netherland-flickr_M_14867283357_afe052b7e3_c,bonafide,,huawei,0,65,9bbbc3f3bfdf6d0342f7713c8df7e28edc19514803303b3603c1b30dad830ca5,af0d0fab6e47c9117f26eb071b92b50294c90892de61fad5d1aac9ad7eb2d1c1
test/bonafide/huawei/netherland-flickr_M_15788104622_be592061dc_k.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/netherland-flickr_M_15788104622_be592061dc_k.jpg,netherland-flickr_M_15788104622_be592061dc_k,bonafide,,huawei,0,71,fe33a64f6e85bde65643e15d84f70f958725c4b6b0387245ac678f2ba426d541,dfbef3d5a45e5cc68e2b5e6c27d393cee8adb3848debeb6d7860b85dbfd9210c
test/bonafide/huawei/netherland-flickr_M_17339867026_3135c7e76f_k.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/netherland-flickr_M_17339867026_3135c7e76f_k.jpg,netherland-flickr_M_17339867026_3135c7e76f_k,bonafide,,huawei,0,60,faf4ccdd2ed322192e107b87750cdea7d484c8692db02c3b4d412100a5ba8226,326ddd4c499e16d22bcaf153bed6abc48256621515639aa752655556bc1a7295
test/bonafide/huawei/netherland-flickr_M_18042193331_841d026f9a_c.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/netherland-flickr_M_18042193331_841d026f9a_c.jpg,netherland-flickr_M_18042193331_841d026f9a_c,bonafide,,huawei,0,68,49cd385ac96680af806dac5a7d2746168b39f483ad7c333ab58eddd453adfd77,c5834e2402cfb210e7dcadfc5ad314be97b03a035ae255a024749f52e3026276
test/bonafide/huawei/netherland-flickr_M_19475853574_c947539b18_c.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/netherland-flickr_M_19475853574_c947539b18_c.jpg,netherland-flickr_M_19475853574_c947539b18_c,bonafide,,huawei,0,58,a3653e69b3cc6f0b42904dc894d86d65ede437fb0c5a7f2a6726df2539bb6e86,ad04dbfb1f5b58d2dcc349e06c14cfab510f55825336828f78694d8d2cedaf9d
test/bonafide/huawei/netherland-flickr_M_21260956694_6fd7ae0222_k.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/netherland-flickr_M_21260956694_6fd7ae0222_k.jpg,netherland-flickr_M_21260956694_6fd7ae0222_k,bonafide,,huawei,0,79,8bd1ac8769c7450b910c9fd14703a2092867ab08af27a3c663fb7f1d9f15d611,dde71840717f6162e98ae5e8ec26751a8096bd781457c6cd0e7de8baef152d6a
test/bonafide/huawei/netherland-flickr_M_23559454676_4919252d67_c.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/netherland-flickr_M_23559454676_4919252d67_c.jpg,netherland-flickr_M_23559454676_4919252d67_c,bonafide,,huawei,0,77,85bd73032c545a97fd4066f5b8212623a2233fcec6292ba5d439c882de054853,1a0de789fda5937c736f9aba90285c858a60f1a4b28e7bd5a01cd451159d7ef8
test/bonafide/huawei/netherland-flickr_M_2409019110_4f42632225_o.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/netherland-flickr_M_2409019110_4f42632225_o.jpg,netherland-flickr_M_2409019110_4f42632225_o,bonafide,,huawei,0,77,79764d2d0f8259b20c16b3e44dbd98d3efa1bcb45dc92c4a573484ce5581d869,c07c26950b057e2d93931f265191e6f37f7e0e34a18a55ef4f70e539941dae9a
test/bonafide/huawei/netherland-flickr_M_26828968014_910728ddd9_k.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/netherland-flickr_M_26828968014_910728ddd9_k.jpg,netherland-flickr_M_26828968014_910728ddd9_k,bonafide,,huawei,0,52,4481a6f480e3ec613b728a1ec497ee08933d53b43e46bbe185f897e66919910d,a6100e905d549ba8c05679075582395e2b1ecec047ca904f79912622ea37fc5c
test/bonafide/huawei/netherland-flickr_M_30990255070_570d17d9d4_c.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/netherland-flickr_M_30990255070_570d17d9d4_c.jpg,netherland-flickr_M_30990255070_570d17d9d4_c,bonafide,,huawei,0,81,ebb8f86da24d1525aed4501ab88232669ba292b3148c08fec6c899e3dc220351,4e2cfaee262c96f55c91ade628e9a60b3fc0c2d3c15177ec2167700ed4f315ec
test/bonafide/huawei/netherland-flickr_M_31998389253_0a26f25b0d_h.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/netherland-flickr_M_31998389253_0a26f25b0d_h.jpg,netherland-flickr_M_31998389253_0a26f25b0d_h,bonafide,,huawei,0,67,59d6f5e27a0a5a3645ef2bc3c0ab960b7e7ca6b825a4270b338026afde91c6f8,80097107a3110d0a0e612178936af7176c8c3fe10dc6cfe4e9163ca62d640638
