image_path,file_stem,hardware_source,digital3_width,digital3_height,digital3_content_width,digital3_pad,split,parent_width,parent_height,parent_content_width,parent_pad,native_dimensions_match,r512_content_width_match,padding_match
test/attack/digital_3/huawei/chinese-113_03.jpg,chinese-113_03,huawei,3178,1973,825,39,dev_val,3178,1973,825,39,True,True,True
test/attack/digital_3/huawei/chinese-142_03.jpg,chinese-142_03,huawei,3195,1967,832,32,dev_val,3195,1967,832,32,True,True,True
test/attack/digital_3/huawei/chinese-NF-1014.jpg,chinese-NF-1014,huawei,3192,1970,830,34,project_train,3192,1970,830,34,True,True,True
test/attack/digital_3/huawei/chinese-NF-1023.jpg,chinese-NF-1023,huawei,3199,1980,827,37,project_train,3199,1980,827,37,True,True,True
test/attack/digital_3/huawei/chinese-NF-1042.jpg,chinese-NF-1042,huawei,3063,1860,843,21,project_train,3063,1860,843,21,True,True,True
test/attack/digital_3/huawei/chinese-NF-1050.jpg,chinese-NF-1050,huawei,3198,1968,832,32,dev_val,3198,1968,832,32,True,True,True
test/attack/digital_3/huawei/chinese-NF-1059.jpg,chinese-NF-1059,huawei,3030,1886,823,41,project_train,3030,1886,823,41,True,True,True
test/attack/digital_3/huawei/chinese-NF-1067.jpg,chinese-NF-1067,huawei,3035,1893,821,43,project_train,3035,1893,821,43,True,True,True
test/attack/digital_3/huawei/chinese-NF-1072.jpg,chinese-NF-1072,huawei,3192,1966,831,33,project_train,3192,1966,831,33,True,True,True
test/attack/digital_3/huawei/chinese-NF-1085.jpg,chinese-NF-1085,huawei,3222,1985,831,33,dev_val,3222,1985,831,33,True,True,True
test/attack/digital_3/huawei/chinese-NF-1088.jpg,chinese-NF-1088,huawei,3036,1884,825,39,project_train,3036,1884,825,39,True,True,True
test/attack/digital_3/huawei/chinese-NF-1101.jpg,chinese-NF-1101,huawei,3030,1881,825,39,project_train,3030,1881,825,39,True,True,True
test/attack/digital_3/huawei/chinese-NM-1092.jpg,chinese-NM-1092,huawei,3242,1985,836,28,dev_val,3242,1985,836,28,True,True,True
test/attack/digital_3/huawei/french-019_03.jpg,french-019_03,huawei,3225,1978,835,29,dev_val,3225,1978,835,29,True,True,True
test/attack/digital_3/huawei/french-022_03.jpg,french-022_03,huawei,3199,1969,832,32,project_train,3199,1969,832,32,True,True,True
test/attack/digital_3/huawei/french-033_03.jpg,french-033_03,huawei,3208,1983,828,36,project_train,3208,1983,828,36,True,True,True
test/attack/digital_3/huawei/french-044_03.jpg,french-044_03,huawei,3221,1980,833,31,project_train,3221,1980,833,31,True,True,True
test/attack/digital_3/huawei/french-068_03.jpg,french-068_03,huawei,3194,1980,826,38,project_train,3194,1980,826,38,True,True,True
test/attack/digital_3/huawei/french-090_03.jpg,french-090_03,huawei,3027,1885,822,42,project_train,3027,1885,822,42,True,True,True
test/attack/digital_3/huawei/french-091_03.jpg,french-091_03,huawei,3192,1963,833,31,project_train,3192,1963,833,31,True,True,True
test/attack/digital_3/huawei/french-097_03.jpg,french-097_03,huawei,3229,1999,827,37,project_train,3229,1999,827,37,True,True,True
test/attack/digital_3/huawei/french-100_03.jpg,french-100_03,huawei,3197,1974,829,35,project_train,3197,1974,829,35,True,True,True
test/attack/digital_3/huawei/french-114_03.jpg,french-114_03,huawei,3200,1977,829,35,dev_val,3200,1977,829,35,True,True,True
test/attack/digital_3/huawei/french-118_03.jpg,french-118_03,huawei,3194,1975,828,36,project_train,3194,1975,828,36,True,True,True
test/attack/digital_3/huawei/french-124_03.jpg,french-124_03,huawei,3196,1968,831,33,dev_val,3196,1968,831,33,True,True,True
test/attack/digital_3/huawei/french-128_03.jpg,french-128_03,huawei,3192,1972,829,35,dev_val,3192,1972,829,35,True,True,True
test/attack/digital_3/huawei/french-135_03.jpg,french-135_03,huawei,3215,1969,836,28,project_train,3215,1969,836,28,True,True,True
test/attack/digital_3/huawei/french-NF-1020.jpg,french-NF-1020,huawei,3197,1966,833,31,project_train,3197,1966,833,31,True,True,True
test/attack/digital_3/huawei/french-NF-1047.jpg,french-NF-1047,huawei,3204,1968,834,30,dev_val,3204,1968,834,30,True,True,True
test/attack/digital_3/huawei/french-NF-1056.jpg,french-NF-1056,huawei,3200,1974,830,34,project_train,3200,1974,830,34,True,True,True
test/attack/digital_3/huawei/french-NF-1063.jpg,french-NF-1063,huawei,3207,1969,834,30,project_train,3207,1969,834,30,True,True,True
test/attack/digital_3/huawei/french-NF-1082.jpg,french-NF-1082,huawei,3207,1971,833,31,dev_val,3207,1971,833,31,True,True,True
test/attack/digital_3/huawei/french-NF-1095.jpg,french-NF-1095,huawei,3028,1882,824,40,project_train,3028,1882,824,40,True,True,True
test/attack/digital_3/huawei/french-NF-1110.jpg,french-NF-1110,huawei,3207,1976,831,33,project_train,3207,1976,831,33,True,True,True
test/attack/digital_3/huawei/french-NM-1070.jpg,french-NM-1070,huawei,3201,1963,835,29,project_train,3201,1963,835,29,True,True,True
test/attack/digital_3/huawei/french-NM-1104.jpg,french-NM-1104,huawei,3196,1969,831,33,project_train,3196,1969,831,33,True,True,True
test/attack/digital_3/huawei/indian-012_03.jpg,indian-012_03,huawei,3198,1973,830,34,project_train,3198,1973,830,34,True,True,True
test/attack/digital_3/huawei/indian-014_03.jpg,indian-014_03,huawei,3223,2004,823,41,dev_val,3223,2004,823,41,True,True,True
test/attack/digital_3/huawei/indian-021_03.jpg,indian-021_03,huawei,3215,1978,832,32,dev_val,3215,1978,832,32,True,True,True
test/attack/digital_3/huawei/indian-037_03.jpg,indian-037_03,huawei,3036,1885,825,39,project_train,3036,1885,825,39,True,True,True
test/attack/digital_3/huawei/indian-038_03.jpg,indian-038_03,huawei,3201,1980,828,36,project_train,3201,1980,828,36,True,True,True
test/attack/digital_3/huawei/indian-094_03.jpg,indian-094_03,huawei,3184,1967,829,35,project_train,3184,1967,829,35,True,True,True
test/attack/digital_3/huawei/indian-108_03.jpg,indian-108_03,huawei,3193,1970,830,34,project_train,3193,1970,830,34,True,True,True
test/attack/digital_3/huawei/indian-NF-1006.jpg,indian-NF-1006,huawei,3207,1977,831,33,project_train,3207,1977,831,33,True,True,True
test/attack/digital_3/huawei/indian-NF-1025.jpg,indian-NF-1025,huawei,3046,1890,825,39,project_train,3046,1890,825,39,True,True,True
test/attack/digital_3/huawei/indian-NF-1039.jpg,indian-NF-1039,huawei,3217,1984,830,34,project_train,3217,1984,830,34,True,True,True
test/attack/digital_3/huawei/indian-NF-1061.jpg,indian-NF-1061,huawei,3213,1986,828,36,dev_val,3213,1986,828,36,True,True,True
test/attack/digital_3/huawei/indian-NF-1075.jpg,indian-NF-1075,huawei,3203,1979,829,35,project_train,3203,1979,829,35,True,True,True
test/attack/digital_3/huawei/indian-NF-1096.jpg,indian-NF-1096,huawei,3215,1975,833,31,project_train,3215,1975,833,31,True,True,True
test/attack/digital_3/huawei/indian-NM-1058.jpg,indian-NM-1058,huawei,3188,1980,824,40,project_train,3188,1980,824,40,True,True,True
test/attack/digital_3/huawei/persian-010_03.jpg,persian-010_03,huawei,3198,1973,830,34,project_train,3198,1973,830,34,True,True,True
test/attack/digital_3/huawei/persian-045_03.jpg,persian-045_03,huawei,3194,1962,834,30,project_train,3194,1962,834,30,True,True,True
test/attack/digital_3/huawei/persian-069_03.jpg,persian-069_03,huawei,3200,1980,827,37,project_train,3200,1980,827,37,True,True,True
test/attack/digital_3/huawei/persian-087_03.jpg,persian-087_03,huawei,3199,1976,829,35,project_train,3199,1976,829,35,True,True,True
test/attack/digital_3/huawei/persian-122_03.jpg,persian-122_03,huawei,3207,1968,834,30,project_train,3207,1968,834,30,True,True,True
test/attack/digital_3/huawei/persian-144_03.jpg,persian-144_03,huawei,3039,1890,823,41,dev_val,3039,1890,823,41,True,True,True
test/attack/digital_3/huawei/persian-NF-1001.jpg,persian-NF-1001,huawei,3026,1886,821,43,project_train,3026,1886,821,43,True,True,True
test/attack/digital_3/huawei/persian-NF-1018.jpg,persian-NF-1018,huawei,3194,1967,831,33,dev_val,3194,1967,831,33,True,True,True
test/attack/digital_3/huawei/persian-NF-1031.jpg,persian-NF-1031,huawei,3034,1893,821,43,project_train,3034,1893,821,43,True,True,True
test/attack/digital_3/huawei/persian-NF-1034.jpg,persian-NF-1034,huawei,3200,1973,830,34,project_train,3200,1973,830,34,True,True,True
test/attack/digital_3/huawei/persian-NF-1043.jpg,persian-NF-1043,huawei,3193,1972,829,35,project_train,3193,1972,829,35,True,True,True
test/attack/digital_3/huawei/persian-NF-1079.jpg,persian-NF-1079,huawei,3223,1980,833,31,project_train,3223,1980,833,31,True,True,True
test/attack/digital_3/huawei/persian-NF-1097.jpg,persian-NF-1097,huawei,3214,1977,832,32,dev_val,3214,1977,832,32,True,True,True
test/attack/digital_3/huawei/persian-NF-1108.jpg,persian-NF-1108,huawei,3205,1976,830,34,project_train,3205,1976,830,34,True,True,True
test/attack/digital_3/huawei/persian-NM-1010.jpg,persian-NM-1010,huawei,3206,1965,835,29,project_train,3206,1965,835,29,True,True,True
test/attack/digital_3/huawei/persian-NM-1035.jpg,persian-NM-1035,huawei,3192,1972,829,35,dev_val,3192,1972,829,35,True,True,True
test/attack/digital_3/huawei/persian-NM-1074.jpg,persian-NM-1074,huawei,3196,1972,830,34,project_train,3196,1972,830,34,True,True,True
test/attack/digital_3/huawei/portugal-004_03.jpg,portugal-004_03,huawei,3201,1982,827,37,project_train,3201,1982,827,37,True,True,True
test/attack/digital_3/huawei/portugal-013_03.jpg,portugal-013_03,huawei,3032,1881,825,39,dev_val,3032,1881,825,39,True,True,True
test/attack/digital_3/huawei/portugal-017_03.jpg,portugal-017_03,huawei,3209,1979,830,34,dev_val,3209,1979,830,34,True,True,True
test/attack/digital_3/huawei/portugal-026_03.jpg,portugal-026_03,huawei,3195,1967,832,32,project_train,3195,1967,832,32,True,True,True
test/attack/digital_3/huawei/portugal-029_03.jpg,portugal-029_03,huawei,3210,1970,834,30,dev_val,3210,1970,834,30,True,True,True
test/attack/digital_3/huawei/portugal-042_03.jpg,portugal-042_03,huawei,3206,1963,836,28,project_train,3206,1963,836,28,True,True,True
test/attack/digital_3/huawei/portugal-061_03.jpg,portugal-061_03,huawei,3192,1976,827,37,project_train,3192,1976,827,37,True,True,True
test/attack/digital_3/huawei/portugal-066_03.jpg,portugal-066_03,huawei,3225,2001,825,39,project_train,3225,2001,825,39,True,True,True
test/attack/digital_3/huawei/portugal-070_03.jpg,portugal-070_03,huawei,3027,1886,822,42,project_train,3027,1886,822,42,True,True,True
test/attack/digital_3/huawei/portugal-105_03.jpg,portugal-105_03,huawei,3200,1964,834,30,project_train,3200,1964,834,30,True,True,True
test/attack/digital_3/huawei/portugal-119_03.jpg,portugal-119_03,huawei,3213,1973,834,30,dev_val,3213,1973,834,30,True,True,True
test/attack/digital_3/huawei/portugal-125_03.jpg,portugal-125_03,huawei,3033,1879,826,38,project_train,3033,1879,826,38,True,True,True
test/attack/digital_3/huawei/portugal-143_03.jpg,portugal-143_03,huawei,3026,1883,823,41,project_train,3026,1883,823,41,True,True,True
test/attack/digital_3/huawei/portugal-172_03.jpg,portugal-172_03,huawei,3022,1882,822,42,project_train,3022,1882,822,42,True,True,True
test/attack/digital_3/huawei/portugal-NF-1016.jpg,portugal-NF-1016,huawei,3198,1967,832,32,project_train,3198,1967,832,32,True,True,True
test/attack/digital_3/huawei/portugal-NF-1022.jpg,portugal-NF-1022,huawei,3193,1969,830,34,project_train,3193,1969,830,34,True,True,True
test/attack/digital_3/huawei/portugal-NF-1024.jpg,portugal-NF-1024,huawei,3212,1976,832,32,project_train,3212,1976,832,32,True,True,True
test/attack/digital_3/huawei/portugal-NF-1026.jpg,portugal-NF-1026,huawei,3194,1979,826,38,project_train,3194,1979,826,38,True,True,True
test/attack/digital_3/huawei/portugal-NF-1041.jpg,portugal-NF-1041,huawei,3200,1977,829,35,project_train,3200,1977,829,35,True,True,True
test/attack/digital_3/huawei/portugal-NF-1060.jpg,portugal-NF-1060,huawei,3205,1986,826,38,dev_val,3205,1986,826,38,True,True,True
test/attack/digital_3/huawei/portugal-NF-1066.jpg,portugal-NF-1066,huawei,3037,1887,824,40,dev_val,3037,1887,824,40,True,True,True
test/attack/digital_3/huawei/portugal-NF-1083.jpg,portugal-NF-1083,huawei,3035,1886,824,40,project_train,3035,1886,824,40,True,True,True
test/attack/digital_3/huawei/portugal-NF-1086.jpg,portugal-NF-1086,huawei,3202,1965,834,30,project_train,3202,1965,834,30,True,True,True
test/attack/digital_3/huawei/portugal-NF-1105.jpg,portugal-NF-1105,huawei,3222,1993,828,36,project_train,3222,1993,828,36,True,True,True
test/attack/digital_3/huawei/portugal-NF-1107.jpg,portugal-NF-1107,huawei,3201,1969,832,32,project_train,3201,1969,832,32,True,True,True
test/attack/digital_3/huawei/portugal-NF-1109.jpg,portugal-NF-1109,huawei,3216,1981,831,33,dev_val,3216,1981,831,33,True,True,True
test/attack/digital_3/huawei/portugal-NM-1091.jpg,portugal-NM-1091,huawei,3209,1973,833,31,project_train,3209,1973,833,31,True,True,True
test/attack/digital_3/huawei/portugal-NM-1102.jpg,portugal-NM-1102,huawei,3221,2004,823,41,project_train,3221,2004,823,41,True,True,True
test/attack/digital_3/huawei/russian-002_03.jpg,russian-002_03,huawei,3189,1968,830,34,project_train,3189,1968,830,34,True,True,True
test/attack/digital_3/huawei/russian-027_03.jpg,russian-027_03,huawei,3195,1981,826,38,project_train,3195,1981,826,38,True,True,True
test/attack/digital_3/huawei/russian-062_03.jpg,russian-062_03,huawei,3205,1973,832,32,dev_val,3205,1973,832,32,True,True,True
test/attack/digital_3/huawei/russian-082_03.jpg,russian-082_03,huawei,3203,1983,827,37,project_train,3203,1983,827,37,True,True,True
test/attack/digital_3/huawei/russian-123_03.jpg,russian-123_03,huawei,3213,1974,833,31,project_train,3213,1974,833,31,True,True,True
test/attack/digital_3/huawei/russian-132_03.jpg,russian-132_03,huawei,3193,1980,826,38,dev_val,3193,1980,826,38,True,True,True
test/attack/digital_3/huawei/russian-140_03.jpg,russian-140_03,huawei,3086,1890,836,28,project_train,3086,1890,836,28,True,True,True
test/attack/digital_3/huawei/russian-141_03.jpg,russian-141_03,huawei,3200,1977,829,35,project_train,3200,1977,829,35,True,True,True
test/attack/digital_3/huawei/russian-NF-1013.jpg,russian-NF-1013,huawei,3194,1970,830,34,project_train,3194,1970,830,34,True,True,True
test/attack/digital_3/huawei/russian-NF-1028.jpg,russian-NF-1028,huawei,3226,1993,829,35,project_train,3226,1993,829,35,True,True,True
test/attack/digital_3/huawei/russian-NF-1069.jpg,russian-NF-1069,huawei,3205,1965,835,29,project_train,3205,1965,835,29,True,True,True
test/attack/digital_3/huawei/russian-NF-1080.jpg,russian-NF-1080,huawei,3033,1883,825,39,project_train,3033,1883,825,39,True,True,True
test/attack/digital_3/huawei/russian-NF-1081.jpg,russian-NF-1081,huawei,3205,1975,831,33,project_train,3205,1975,831,33,True,True,True
test/attack/digital_3/huawei/russian-NF-1089.jpg,russian-NF-1089,huawei,3234,2006,825,39,dev_val,3234,2006,825,39,True,True,True
test/attack/digital_3/huawei/russian-NF-1099.jpg,russian-NF-1099,huawei,3046,1896,823,41,dev_val,3046,1896,823,41,True,True,True
test/attack/digital_3/huawei/russian-NM-1027.jpg,russian-NM-1027,huawei,3204,1981,828,36,project_train,3204,1981,828,36,True,True,True
test/attack/digital_3/huawei/turkiye-008_03.jpg,turkiye-008_03,huawei,3189,1967,830,34,project_train,3189,1967,830,34,True,True,True
test/attack/digital_3/huawei/turkiye-031_03.jpg,turkiye-031_03,huawei,3197,1974,829,35,project_train,3197,1974,829,35,True,True,True
test/attack/digital_3/huawei/turkiye-032_03.jpg,turkiye-032_03,huawei,3193,1979,826,38,dev_val,3193,1979,826,38,True,True,True
test/attack/digital_3/huawei/turkiye-036_03.jpg,turkiye-036_03,huawei,3203,1967,834,30,project_train,3203,1967,834,30,True,True,True
test/attack/digital_3/huawei/turkiye-041_03.jpg,turkiye-041_03,huawei,3196,1980,826,38,project_train,3196,1980,826,38,True,True,True
test/attack/digital_3/huawei/turkiye-083_03.jpg,turkiye-083_03,huawei,3196,1965,833,31,project_train,3196,1965,833,31,True,True,True
test/attack/digital_3/huawei/turkiye-086_03.jpg,turkiye-086_03,huawei,3211,1976,832,32,project_train,3211,1976,832,32,True,True,True
test/attack/digital_3/huawei/turkiye-092_03.jpg,turkiye-092_03,huawei,3027,1889,820,44,project_train,3027,1889,820,44,True,True,True
test/attack/digital_3/huawei/turkiye-101_03.jpg,turkiye-101_03,huawei,3211,1982,829,35,dev_val,3211,1982,829,35,True,True,True
test/attack/digital_3/huawei/turkiye-104_03.jpg,turkiye-104_03,huawei,3202,1981,828,36,dev_val,3202,1981,828,36,True,True,True
test/attack/digital_3/huawei/turkiye-115_03.jpg,turkiye-115_03,huawei,3242,2002,829,35,dev_val,3242,2002,829,35,True,True,True
test/attack/digital_3/huawei/turkiye-121_03.jpg,turkiye-121_03,huawei,3042,1897,821,43,project_train,3042,1897,821,43,True,True,True
test/attack/digital_3/huawei/turkiye-126_03.jpg,turkiye-126_03,huawei,3217,1975,834,30,project_train,3217,1975,834,30,True,True,True
test/attack/digital_3/huawei/turkiye-127_03.jpg,turkiye-127_03,huawei,3209,1986,827,37,project_train,3209,1986,827,37,True,True,True
test/attack/digital_3/huawei/turkiye-129_03.jpg,turkiye-129_03,huawei,3202,1972,831,33,project_train,3202,1972,831,33,True,True,True
test/attack/digital_3/huawei/turkiye-130_03.jpg,turkiye-130_03,huawei,3198,1975,829,35,project_train,3198,1975,829,35,True,True,True
test/attack/digital_3/huawei/turkiye-138_03.jpg,turkiye-138_03,huawei,3039,1892,822,42,project_train,3039,1892,822,42,True,True,True
test/attack/digital_3/huawei/turkiye-NF-1002.jpg,turkiye-NF-1002,huawei,3200,1970,832,32,dev_val,3200,1970,832,32,True,True,True
test/attack/digital_3/huawei/turkiye-NF-1008.jpg,turkiye-NF-1008,huawei,3047,1899,822,42,project_train,3047,1899,822,42,True,True,True
test/attack/digital_3/huawei/turkiye-NF-1054.jpg,turkiye-NF-1054,huawei,3039,1880,828,36,project_train,3039,1880,828,36,True,True,True
test/attack/digital_3/huawei/turkiye-NF-1103.jpg,turkiye-NF-1103,huawei,3183,1964,830,34,project_train,3183,1964,830,34,True,True,True
test/attack/digital_3/huawei/turkiye-NM-1011.jpg,turkiye-NM-1011,huawei,3049,1894,824,40,project_train,3049,1894,824,40,True,True,True
test/attack/digital_3/huawei/turkiye-NM-1019.jpg,turkiye-NM-1019,huawei,3035,1883,825,39,project_train,3035,1883,825,39,True,True,True
test/attack/digital_3/huawei/turkiye-NM-1033.jpg,turkiye-NM-1033,huawei,3206,1977,830,34,project_train,3206,1977,830,34,True,True,True
test/attack/digital_3/huawei/turkiye-NM-1055.jpg,turkiye-NM-1055,huawei,3208,1988,826,38,dev_val,3208,1988,826,38,True,True,True
test/attack/digital_3/huawei/ukraine-006_03.jpg,ukraine-006_03,huawei,3199,1987,824,40,project_train,3199,1987,824,40,True,True,True
test/attack/digital_3/huawei/ukraine-007_03.jpg,ukraine-007_03,huawei,3226,1967,840,24,project_train,3226,1967,840,24,True,True,True
test/attack/digital_3/huawei/ukraine-025_03.jpg,ukraine-025_03,huawei,3233,2002,827,37,dev_val,3233,2002,827,37,True,True,True
test/attack/digital_3/huawei/ukraine-030_03.jpg,ukraine-030_03,huawei,3193,1971,829,35,project_train,3193,1971,829,35,True,True,True
test/attack/digital_3/huawei/ukraine-103_03.jpg,ukraine-103_03,huawei,3193,1980,826,38,project_train,3193,1980,826,38,True,True,True
test/attack/digital_3/huawei/ukraine-NF-1005.jpg,ukraine-NF-1005,huawei,3212,1976,832,32,project_train,3212,1976,832,32,True,True,True
test/attack/digital_3/huawei/ukraine-NF-1015.jpg,ukraine-NF-1015,huawei,3209,1986,827,37,project_train,3209,1986,827,37,True,True,True
test/attack/digital_3/huawei/ukraine-NF-1021.jpg,ukraine-NF-1021,huawei,3215,1977,833,31,project_train,3215,1977,833,31,True,True,True
test/attack/digital_3/huawei/ukraine-NF-1032.jpg,ukraine-NF-1032,huawei,3196,1976,828,36,project_train,3196,1976,828,36,True,True,True
test/attack/digital_3/huawei/ukraine-NF-1057.jpg,ukraine-NF-1057,huawei,3040,1882,827,37,project_train,3040,1882,827,37,True,True,True
test/attack/digital_3/huawei/ukraine-NF-1068.jpg,ukraine-NF-1068,huawei,3210,1980,830,34,dev_val,3210,1980,830,34,True,True,True
test/attack/digital_3/huawei/ukraine-NF-1073.jpg,ukraine-NF-1073,huawei,3190,1962,832,32,dev_val,3190,1962,832,32,True,True,True
test/attack/digital_3/huawei/ukraine-NF-1077.jpg,ukraine-NF-1077,huawei,3194,1969,831,33,project_train,3194,1969,831,33,True,True,True
test/attack/digital_3/huawei/ukraine-NF-1084.jpg,ukraine-NF-1084,huawei,3210,1972,833,31,project_train,3210,1972,833,31,True,True,True
test/attack/digital_3/huawei/ukraine-NF-1087.jpg,ukraine-NF-1087,huawei,3199,1967,833,31,project_train,3199,1967,833,31,True,True,True
test/attack/digital_3/huawei/ukraine-NF-1106.jpg,ukraine-NF-1106,huawei,3199,1962,835,29,dev_val,3199,1962,835,29,True,True,True
test/attack/digital_3/huawei/ukraine-NM-1007.jpg,ukraine-NM-1007,huawei,3041,1890,824,40,project_train,3041,1890,824,40,True,True,True
test/attack/digital_3/huawei/usa-009_03.jpg,usa-009_03,huawei,3204,1979,829,35,project_train,3204,1979,829,35,True,True,True
test/attack/digital_3/huawei/usa-011_03.jpg,usa-011_03,huawei,3207,1975,831,33,project_train,3207,1975,831,33,True,True,True
test/attack/digital_3/huawei/usa-016_03.jpg,usa-016_03,huawei,3232,2003,826,38,project_train,3232,2003,826,38,True,True,True
test/attack/digital_3/huawei/usa-034_03.jpg,usa-034_03,huawei,3199,1971,831,33,dev_val,3199,1971,831,33,True,True,True
test/attack/digital_3/huawei/usa-043_03.jpg,usa-043_03,huawei,3191,1976,827,37,project_train,3191,1976,827,37,True,True,True
test/attack/digital_3/huawei/usa-063_03.jpg,usa-063_03,huawei,3240,1998,830,34,project_train,3240,1998,830,34,True,True,True
test/attack/digital_3/huawei/usa-067_03.jpg,usa-067_03,huawei,3047,1905,819,45,dev_val,3047,1905,819,45,True,True,True
test/attack/digital_3/huawei/usa-117_03.jpg,usa-117_03,huawei,3199,1973,830,34,project_train,3199,1973,830,34,True,True,True
test/attack/digital_3/huawei/usa-134_03.jpg,usa-134_03,huawei,3199,1976,829,35,project_train,3199,1976,829,35,True,True,True
test/attack/digital_3/huawei/usa-136_03.jpg,usa-136_03,huawei,3232,2006,825,39,project_train,3232,2006,825,39,True,True,True
test/attack/digital_3/huawei/usa-137_03.jpg,usa-137_03,huawei,3229,1989,831,33,project_train,3229,1989,831,33,True,True,True
test/attack/digital_3/huawei/usa-NF-1004.jpg,usa-NF-1004,huawei,3201,2001,819,45,project_train,3201,2001,819,45,True,True,True
test/attack/digital_3/huawei/usa-NF-1009.jpg,usa-NF-1009,huawei,3202,1978,829,35,project_train,3202,1978,829,35,True,True,True
