split,variant,pair_id,file_stem,hardware_source,field_name,assigned_q,attack_image_path,parent_image_path,crop_x0,crop_y0,crop_x1,crop_y1,annotation_x0,annotation_y0,annotation_x1,annotation_y1,face_overlap_pixels,role,label,patch_path
project_train,digital_1,09e7323b33b648fec843,arabic-003_03,iphone15pro,name,81,train/attack/digital_1/iphone15pro/arabic-003_03.jpg,train/bonafide/iphone15pro/arabic-003_03.jpg,1053,383,1565,895,1024,584,1594,694,0,bonafide,0,data/processed/text_patch512/project_train/digital_1/bonafide/09e7323b33b648fec843.png
project_train,digital_1,32729248406b5484cf8b,arabic-003_03,scan,dob,68,train/attack/digital_1/scan/arabic-003_03.jpg,train/bonafide/scan/arabic-003_03.jpg,793,548,1305,1060,976,767,1122,840,0,attack,1,data/processed/text_patch512/project_train/digital_1/attack/32729248406b5484cf8b.png
project_train,digital_1,32729248406b5484cf8b,arabic-003_03,scan,dob,68,train/attack/digital_1/scan/arabic-003_03.jpg,train/bonafide/scan/arabic-003_03.jpg,793,548,1305,1060,976,767,1122,840,0,bonafide,0,data/processed/text_patch512/project_train/digital_1/bonafide/32729248406b5484cf8b.png
project_train,digital_1,a6afcec4b4d36d2a3ddc,arabic-003_03,scan,doe,68,train/attack/digital_1/scan/arabic-003_03.jpg,train/bonafide/scan/arabic-003_03.jpg,802,732,1314,1244,981,1097,1136,1170,0,attack,1,data/processed/text_patch512/project_train/digital_1/attack/a6afcec4b4d36d2a3ddc.png
project_train,digital_1,a6afcec4b4d36d2a3ddc,arabic-003_03,scan,doe,68,train/attack/digital_1/scan/arabic-003_03.jpg,train/bonafide/scan/arabic-003_03.jpg,802,732,1314,1244,981,1097,1136,1170,0,bonafide,0,data/processed/text_patch512/project_train/digital_1/bonafide/a6afcec4b4d36d2a3ddc.png
project_train,digital_1,47efad25d18c4f7cc242,arabic-003_03,scan,name,68,train/attack/digital_1/scan/arabic-003_03.jpg,train/bonafide/scan/arabic-003_03.jpg,740,240,1252,752,776,459,1216,532,0,attack,1,data/processed/text_patch512/project_train/digital_1/attack/47efad25d18c4f7cc242.png
project_train,digital_1,47efad25d18c4f7cc242,arabic-003_03,scan,name,68,train/attack/digital_1/scan/arabic-003_03.jpg,train/bonafide/scan/arabic-003_03.jpg,740,240,1252,752,776,459,1216,532,0,bonafide,0,data/processed/text_patch512/project_train/digital_1/bonafide/47efad25d18c4f7cc242.png
project_train,digital_2,752b4f4f337ec568f043,arabic-003_03,huawei,dob,59,train/attack/digital_2/huawei/arabic-003_03.jpg,train/bonafide/huawei/arabic-003_03.jpg,1324,964,1836,1476,1470,1162,1689,1278,0,attack,1,data/processed/text_patch512/project_train/digital_2/attack/752b4f4f337ec568f043.png
project_train,digital_2,752b4f4f337ec568f043,arabic-003_03,huawei,dob,59,train/attack/digital_2/huawei/arabic-003_03.jpg,train/bonafide/huawei/arabic-003_03.jpg,1324,964,1836,1476,1470,1162,1689,1278,0,bonafide,0,data/processed/text_patch512/project_train/digital_2/bonafide/752b4f4f337ec568f043.png
project_train,digital_2,9511c5dad9db7aa3df5b,arabic-003_03,huawei,doe,59,train/attack/digital_2/huawei/arabic-003_03.jpg,train/bonafide/huawei/arabic-003_03.jpg,1346,1372,1858,1884,1491,1655,1714,1771,0,attack,1,data/processed/text_patch512/project_train/digital_2/attack/9511c5dad9db7aa3df5b.png
project_train,digital_2,9511c5dad9db7aa3df5b,arabic-003_03,huawei,doe,59,train/attack/digital_2/huawei/arabic-003_03.jpg,train/bonafide/huawei/arabic-003_03.jpg,1346,1372,1858,1884,1491,1655,1714,1771,0,bonafide,0,data/processed/text_patch512/project_train/digital_2/bonafide/9511c5dad9db7aa3df5b.png
project_train,digital_2,5d3e6546719c40dcb2d8,arabic-003_03,huawei,name,59,train/attack/digital_2/huawei/arabic-003_03.jpg,train/bonafide/huawei/arabic-003_03.jpg,1248,496,1760,1008,1172,696,1836,809,0,attack,1,data/processed/text_patch512/project_train/digital_2/attack/5d3e6546719c40dcb2d8.png
project_train,digital_2,5d3e6546719c40dcb2d8,arabic-003_03,huawei,name,59,train/attack/digital_2/huawei/arabic-003_03.jpg,train/bonafide/huawei/arabic-003_03.jpg,1248,496,1760,1008,1172,696,1836,809,0,bonafide,0,data/processed/text_patch512/project_train/digital_2/bonafide/5d3e6546719c40dcb2d8.png
project_train,digital_2,b627d45e3ffed1f11da0,arabic-003_03,iphone15pro,dob,81,train/attack/digital_2/iphone15pro/arabic-003_03.jpg,train/bonafide/iphone15pro/arabic-003_03.jpg,1100,778,1612,1290,1260,980,1452,1087,0,attack,1,data/processed/text_patch512/project_train/digital_2/attack/b627d45e3ffed1f11da0.png
project_train,digital_2,b627d45e3ffed1f11da0,arabic-003_03,iphone15pro,dob,81,train/attack/digital_2/iphone15pro/arabic-003_03.jpg,train/bonafide/iphone15pro/arabic-003_03.jpg,1100,778,1612,1290,1260,980,1452,1087,0,bonafide,0,data/processed/text_patch512/project_train/digital_2/bonafide/b627d45e3ffed1f11da0.png
project_train,digital_2,500398be6e1bacb9aaa5,arabic-003_03,iphone15pro,doe,81,train/attack/digital_2/iphone15pro/arabic-003_03.jpg,train/bonafide/iphone15pro/arabic-003_03.jpg,1099,1093,1611,1605,1258,1403,1452,1513,0,attack,1,data/processed/text_patch512/project_train/digital_2/attack/500398be6e1bacb9aaa5.png
project_train,digital_2,500398be6e1bacb9aaa5,arabic-003_03,iphone15pro,doe,81,train/attack/digital_2/iphone15pro/arabic-003_03.jpg,train/bonafide/iphone15pro/arabic-003_03.jpg,1099,1093,1611,1605,1258,1403,1452,1513,0,bonafide,0,data/processed/text_patch512/project_train/digital_2/bonafide/500398be6e1bacb9aaa5.png
project_train,digital_2,fdc1767b4a61e7356c9e,arabic-003_03,iphone15pro,name,81,train/attack/digital_2/iphone15pro/arabic-003_03.jpg,train/bonafide/iphone15pro/arabic-003_03.jpg,1053,383,1565,895,1024,584,1594,694,0,attack,1,data/processed/text_patch512/project_train/digital_2/attack/fdc1767b4a61e7356c9e.png
project_train,digital_2,fdc1767b4a61e7356c9e,arabic-003_03,iphone15pro,name,81,train/attack/digital_2/iphone15pro/arabic-003_03.jpg,train/bonafide/iphone15pro/arabic-003_03.jpg,1053,383,1565,895,1024,584,1594,694,0,bonafide,0,data/processed/text_patch512/project_train/digital_2/bonafide/fdc1767b4a61e7356c9e.png
project_train,digital_2,ee1f35c6252c83d04a3e,arabic-003_03,scan,dob,68,train/attack/digital_2/scan/arabic-003_03.jpg,train/bonafide/scan/arabic-003_03.jpg,793,548,1305,1060,976,767,1122,840,0,attack,1,data/processed/text_patch512/project_train/digital_2/attack/ee1f35c6252c83d04a3e.png
project_train,digital_2,ee1f35c6252c83d04a3e,arabic-003_03,scan,dob,68,train/attack/digital_2/scan/arabic-003_03.jpg,train/bonafide/scan/arabic-003_03.jpg,793,548,1305,1060,976,767,1122,840,0,bonafide,0,data/processed/text_patch512/project_train/digital_2/bonafide/ee1f35c6252c83d04a3e.png
project_train,digital_2,73eb9b9dee88750a436a,arabic-003_03,scan,doe,68,train/attack/digital_2/scan/arabic-003_03.jpg,train/bonafide/scan/arabic-003_03.jpg,802,732,1314,1244,981,1097,1136,1170,0,attack,1,data/processed/text_patch512/project_train/digital_2/attack/73eb9b9dee88750a436a.png
project_train,digital_2,73eb9b9dee88750a436a,arabic-003_03,scan,doe,68,train/attack/digital_2/scan/arabic-003_03.jpg,train/bonafide/scan/arabic-003_03.jpg,802,732,1314,1244,981,1097,1136,1170,0,bonafide,0,data/processed/text_patch512/project_train/digital_2/bonafide/73eb9b9dee88750a436a.png
project_train,digital_2,d7139f1fc26dddd55c1f,arabic-003_03,scan,name,68,train/attack/digital_2/scan/arabic-003_03.jpg,train/bonafide/scan/arabic-003_03.jpg,740,240,1252,752,776,459,1216,532,0,attack,1,data/processed/text_patch512/project_train/digital_2/attack/d7139f1fc26dddd55c1f.png
project_train,digital_2,d7139f1fc26dddd55c1f,arabic-003_03,scan,name,68,train/attack/digital_2/scan/arabic-003_03.jpg,train/bonafide/scan/arabic-003_03.jpg,740,240,1252,752,776,459,1216,532,0,bonafide,0,data/processed/text_patch512/project_train/digital_2/bonafide/d7139f1fc26dddd55c1f.png
project_train,digital_1,ea330a3165b8df365525,arabic-005_03,huawei,dob,90,train/attack/digital_1/huawei/arabic-005_03.jpg,train/bonafide/huawei/arabic-005_03.jpg,1323,974,1835,1486,1465,1171,1693,1289,0,attack,1,data/processed/text_patch512/project_train/digital_1/attack/ea330a3165b8df365525.png
project_train,digital_1,ea330a3165b8df365525,arabic-005_03,huawei,dob,90,train/attack/digital_1/huawei/arabic-005_03.jpg,train/bonafide/huawei/arabic-005_03.jpg,1323,974,1835,1486,1465,1171,1693,1289,0,bonafide,0,data/processed/text_patch512/project_train/digital_1/bonafide/ea330a3165b8df365525.png
project_train,digital_1,fd1880e18c6e411a60a9,arabic-005_03,huawei,doe,90,train/attack/digital_1/huawei/arabic-005_03.jpg,train/bonafide/huawei/arabic-005_03.jpg,1312,1370,1824,1882,1460,1671,1676,1789,0,attack,1,data/processed/text_patch512/project_train/digital_1/attack/fd1880e18c6e411a60a9.png
project_train,digital_1,fd1880e18c6e411a60a9,arabic-005_03,huawei,doe,90,train/attack/digital_1/huawei/arabic-005_03.jpg,train/bonafide/huawei/arabic-005_03.jpg,1312,1370,1824,1882,1460,1671,1676,1789,0,bonafide,0,data/processed/text_patch512/project_train/digital_1/bonafide/fd1880e18c6e411a60a9.png
project_train,digital_1,68143997acf3e9de5c95,arabic-005_03,huawei,name,90,train/attack/digital_1/huawei/arabic-005_03.jpg,train/bonafide/huawei/arabic-005_03.jpg,1234,504,1746,1016,1160,701,1819,819,0,attack,1,data/processed/text_patch512/project_train/digital_1/attack/68143997acf3e9de5c95.png
project_train,digital_1,68143997acf3e9de5c95,arabic-005_03,huawei,name,90,train/attack/digital_1/huawei/arabic-005_03.jpg,train/bonafide/huawei/arabic-005_03.jpg,1234,504,1746,1016,1160,701,1819,819,0,bonafide,0,data/processed/text_patch512/project_train/digital_1/bonafide/68143997acf3e9de5c95.png
project_train,digital_1,45ee226388cac9e5d72e,arabic-005_03,iphone15pro,dob,87,train/attack/digital_1/iphone15pro/arabic-005_03.jpg,train/bonafide/iphone15pro/arabic-005_03.jpg,1172,850,1684,1362,1327,1056,1530,1156,0,attack,1,data/processed/text_patch512/project_train/digital_1/attack/45ee226388cac9e5d72e.png
project_train,digital_1,45ee226388cac9e5d72e,arabic-005_03,iphone15pro,dob,87,train/attack/digital_1/iphone15pro/arabic-005_03.jpg,train/bonafide/iphone15pro/arabic-005_03.jpg,1172,850,1684,1362,1327,1056,1530,1156,0,bonafide,0,data/processed/text_patch512/project_train/digital_1/bonafide/45ee226388cac9e5d72e.png
project_train,digital_1,1369c217e3c4cecdcdf8,arabic-005_03,iphone15pro,doe,87,train/attack/digital_1/iphone15pro/arabic-005_03.jpg,train/bonafide/iphone15pro/arabic-005_03.jpg,1154,1191,1666,1703,1313,1509,1508,1612,0,attack,1,data/processed/text_patch512/project_train/digital_1/attack/1369c217e3c4cecdcdf8.png
project_train,digital_1,1369c217e3c4cecdcdf8,arabic-005_03,iphone15pro,doe,87,train/attack/digital_1/iphone15pro/arabic-005_03.jpg,train/bonafide/iphone15pro/arabic-005_03.jpg,1154,1191,1666,1703,1313,1509,1508,1612,0,bonafide,0,data/processed/text_patch512/project_train/digital_1/bonafide/1369c217e3c4cecdcdf8.png
project_train,digital_1,90966d3d03b4e709bf7c,arabic-005_03,iphone15pro,name,87,train/attack/digital_1/iphone15pro/arabic-005_03.jpg,train/bonafide/iphone15pro/arabic-005_03.jpg,1096,424,1608,936,1053,631,1651,729,0,attack,1,data/processed/text_patch512/project_train/digital_1/attack/90966d3d03b4e709bf7c.png
project_train,digital_1,90966d3d03b4e709bf7c,arabic-005_03,iphone15pro,name,87,train/attack/digital_1/iphone15pro/arabic-005_03.jpg,train/bonafide/iphone15pro/arabic-005_03.jpg,1096,424,1608,936,1053,631,1651,729,0,bonafide,0,data/processed/text_patch512/project_train/digital_1/bonafide/90966d3d03b4e709bf7c.png
project_train,digital_1,db1fd6a10e174e1b5074,arabic-005_03,scan,dob,73,train/attack/digital_1/scan/arabic-005_03.jpg,train/bonafide/scan/arabic-005_03.jpg,788,550,1300,1062,970,769,1118,844,0,attack,1,data/processed/text_patch512/project_train/digital_1/attack/db1fd6a10e174e1b5074.png
project_train,digital_1,db1fd6a10e174e1b5074,arabic-005_03,scan,dob,73,train/attack/digital_1/scan/arabic-005_03.jpg,train/bonafide/scan/arabic-005_03.jpg,788,550,1300,1062,970,769,1118,844,0,bonafide,0,data/processed/text_patch512/project_train/digital_1/bonafide/db1fd6a10e174e1b5074.png
project_train,digital_1,c580576895594a81d92c,arabic-005_03,scan,doe,73,train/attack/digital_1/scan/arabic-005_03.jpg,train/bonafide/scan/arabic-005_03.jpg,776,736,1288,1248,962,1099,1102,1174,0,attack,1,data/processed/text_patch512/project_train/digital_1/attack/c580576895594a81d92c.png
project_train,digital_1,c580576895594a81d92c,arabic-005_03,scan,doe,73,train/attack/digital_1/scan/arabic-005_03.jpg,train/bonafide/scan/arabic-005_03.jpg,776,736,1288,1248,962,1099,1102,1174,0,bonafide,0,data/processed/text_patch512/project_train/digital_1/bonafide/c580576895594a81d92c.png
project_train,digital_1,435516006712b5cfa75e,arabic-005_03,scan,name,73,train/attack/digital_1/scan/arabic-005_03.jpg,train/bonafide/scan/arabic-005_03.jpg,732,240,1244,752,770,459,1206,532,0,attack,1,data/processed/text_patch512/project_train/digital_1/attack/435516006712b5cfa75e.png
project_train,digital_1,435516006712b5cfa75e,arabic-005_03,scan,name,73,train/attack/digital_1/scan/arabic-005_03.jpg,train/bonafide/scan/arabic-005_03.jpg,732,240,1244,752,770,459,1206,532,0,bonafide,0,data/processed/text_patch512/project_train/digital_1/bonafide/435516006712b5cfa75e.png
project_train,digital_2,789a91c14e98f8429847,arabic-005_03,huawei,dob,90,train/attack/digital_2/huawei/arabic-005_03.jpg,train/bonafide/huawei/arabic-005_03.jpg,1323,974,1835,1486,1465,1171,1693,1289,0,attack,1,data/processed/text_patch512/project_train/digital_2/attack/789a91c14e98f8429847.png
project_train,digital_2,789a91c14e98f8429847,arabic-005_03,huawei,dob,90,train/attack/digital_2/huawei/arabic-005_03.jpg,train/bonafide/huawei/arabic-005_03.jpg,1323,974,1835,1486,1465,1171,1693,1289,0,bonafide,0,data/processed/text_patch512/project_train/digital_2/bonafide/789a91c14e98f8429847.png
project_train,digital_2,b088f3448a9c5110bf5b,arabic-005_03,huawei,doe,90,train/attack/digital_2/huawei/arabic-005_03.jpg,train/bonafide/huawei/arabic-005_03.jpg,1312,1370,1824,1882,1460,1671,1676,1789,0,attack,1,data/processed/text_patch512/project_train/digital_2/attack/b088f3448a9c5110bf5b.png
project_train,digital_2,b088f3448a9c5110bf5b,arabic-005_03,huawei,doe,90,train/attack/digital_2/huawei/arabic-005_03.jpg,train/bonafide/huawei/arabic-005_03.jpg,1312,1370,1824,1882,1460,1671,1676,1789,0,bonafide,0,data/processed/text_patch512/project_train/digital_2/bonafide/b088f3448a9c5110bf5b.png
project_train,digital_2,3010e10c3c6bc29e1147,arabic-005_03,huawei,name,90,train/attack/digital_2/huawei/arabic-005_03.jpg,train/bonafide/huawei/arabic-005_03.jpg,1234,504,1746,1016,1160,701,1819,819,0,attack,1,data/processed/text_patch512/project_train/digital_2/attack/3010e10c3c6bc29e1147.png
project_train,digital_2,3010e10c3c6bc29e1147,arabic-005_03,huawei,name,90,train/attack/digital_2/huawei/arabic-005_03.jpg,train/bonafide/huawei/arabic-005_03.jpg,1234,504,1746,1016,1160,701,1819,819,0,bonafide,0,data/processed/text_patch512/project_train/digital_2/bonafide/3010e10c3c6bc29e1147.png
project_train,digital_2,7d980f5cfffaab796fac,arabic-005_03,iphone15pro,dob,87,train/attack/digital_2/iphone15pro/arabic-005_03.jpg,train/bonafide/iphone15pro/arabic-005_03.jpg,1172,850,1684,1362,1327,1056,1530,1156,0,attack,1,data/processed/text_patch512/project_train/digital_2/attack/7d980f5cfffaab796fac.png
project_train,digital_2,7d980f5cfffaab796fac,arabic-005_03,iphone15pro,dob,87,train/attack/digital_2/iphone15pro/arabic-005_03.jpg,train/bonafide/iphone15pro/arabic-005_03.jpg,1172,850,1684,1362,1327,1056,1530,1156,0,bonafide,0,data/processed/text_patch512/project_train/digital_2/bonafide/7d980f5cfffaab796fac.png
project_train,digital_2,11e3a012f32cb5031922,arabic-005_03,iphone15pro,doe,87,train/attack/digital_2/iphone15pro/arabic-005_03.jpg,train/bonafide/iphone15pro/arabic-005_03.jpg,1154,1191,1666,1703,1313,1509,1508,1612,0,attack,1,data/processed/text_patch512/project_train/digital_2/attack/11e3a012f32cb5031922.png
project_train,digital_2,11e3a012f32cb5031922,arabic-005_03,iphone15pro,doe,87,train/attack/digital_2/iphone15pro/arabic-005_03.jpg,train/bonafide/iphone15pro/arabic-005_03.jpg,1154,1191,1666,1703,1313,1509,1508,1612,0,bonafide,0,data/processed/text_patch512/project_train/digital_2/bonafide/11e3a012f32cb5031922.png
project_train,digital_2,436e7b8ee883627689fe,arabic-005_03,iphone15pro,name,87,train/attack/digital_2/iphone15pro/arabic-005_03.jpg,train/bonafide/iphone15pro/arabic-005_03.jpg,1096,424,1608,936,1053,631,1651,729,0,attack,1,data/processed/text_patch512/project_train/digital_2/attack/436e7b8ee883627689fe.png
project_train,digital_2,436e7b8ee883627689fe,arabic-005_03,iphone15pro,name,87,train/attack/digital_2/iphone15pro/arabic-005_03.jpg,train/bonafide/iphone15pro/arabic-005_03.jpg,1096,424,1608,936,1053,631,1651,729,0,bonafide,0,data/processed/text_patch512/project_train/digital_2/bonafide/436e7b8ee883627689fe.png
project_train,digital_2,df208e9d3e9f1dc5907f,arabic-005_03,scan,dob,73,train/attack/digital_2/scan/arabic-005_03.jpg,train/bonafide/scan/arabic-005_03.jpg,788,550,1300,1062,970,769,1118,844,0,attack,1,data/processed/text_patch512/project_train/digital_2/attack/df208e9d3e9f1dc5907f.png
project_train,digital_2,df208e9d3e9f1dc5907f,arabic-005_03,scan,dob,73,train/attack/digital_2/scan/arabic-005_03.jpg,train/bonafide/scan/arabic-005_03.jpg,788,550,1300,1062,970,769,1118,844,0,bonafide,0,data/processed/text_patch512/project_train/digital_2/bonafide/df208e9d3e9f1dc5907f.png
project_train,digital_2,1e2d0f5c2e1f76274900,arabic-005_03,scan,doe,73,train/attack/digital_2/scan/arabic-005_03.jpg,train/bonafide/scan/arabic-005_03.jpg,776,736,1288,1248,962,1099,1102,1174,0,attack,1,data/processed/text_patch512/project_train/digital_2/attack/1e2d0f5c2e1f76274900.png
project_train,digital_2,1e2d0f5c2e1f76274900,arabic-005_03,scan,doe,73,train/attack/digital_2/scan/arabic-005_03.jpg,train/bonafide/scan/arabic-005_03.jpg,776,736,1288,1248,962,1099,1102,1174,0,bonafide,0,data/processed/text_patch512/project_train/digital_2/bonafide/1e2d0f5c2e1f76274900.png
project_train,digital_2,7b1a678f70bc75544ae8,arabic-005_03,scan,name,73,train/attack/digital_2/scan/arabic-005_03.jpg,train/bonafide/scan/arabic-005_03.jpg,732,240,1244,752,770,459,1206,532,0,attack,1,data/processed/text_patch512/project_train/digital_2/attack/7b1a678f70bc75544ae8.png
project_train,digital_2,7b1a678f70bc75544ae8,arabic-005_03,scan,name,73,train/attack/digital_2/scan/arabic-005_03.jpg,train/bonafide/scan/arabic-005_03.jpg,732,240,1244,752,770,459,1206,532,0,bonafide,0,data/processed/text_patch512/project_train/digital_2/bonafide/7b1a678f70bc75544ae8.png
project_train,digital_1,08e701bf7cb2adb30ad1,arabic-112_03,huawei,dob,67,train/attack/digital_1/huawei/arabic-112_03.jpg,train/bonafide/huawei/arabic-112_03.jpg,1386,1032,1898,1544,1525,1219,1760,1356,0,attack,1,data/processed/text_patch512/project_train/digital_1/attack/08e701bf7cb2adb30ad1.png
project_train,digital_1,08e701bf7cb2adb30ad1,arabic-112_03,huawei,dob,67,train/attack/digital_1/huawei/arabic-112_03.jpg,train/bonafide/huawei/arabic-112_03.jpg,1386,1032,1898,1544,1525,1219,1760,1356,0,bonafide,0,data/processed/text_patch512/project_train/digital_1/bonafide/08e701bf7cb2adb30ad1.png
project_train,digital_1,cba940e2349aad0c900c,arabic-112_03,huawei,doe,67,train/attack/digital_1/huawei/arabic-112_03.jpg,train/bonafide/huawei/arabic-112_03.jpg,1385,1465,1897,1977,1524,1744,1758,1883,0,attack,1,data/processed/text_patch512/project_train/digital_1/attack/cba940e2349aad0c900c.png
project_train,digital_1,cba940e2349aad0c900c,arabic-112_03,huawei,doe,67,train/attack/digital_1/huawei/arabic-112_03.jpg,train/bonafide/huawei/arabic-112_03.jpg,1385,1465,1897,1977,1524,1744,1758,1883,0,bonafide,0,data/processed/text_patch512/project_train/digital_1/bonafide/cba940e2349aad0c900c.png
project_train,digital_1,2275b00c9bed9156404b,arabic-112_03,huawei,name,67,train/attack/digital_1/huawei/arabic-112_03.jpg,train/bonafide/huawei/arabic-112_03.jpg,1272,538,1784,1050,1232,727,1823,861,0,attack,1,data/processed/text_patch512/project_train/digital_1/attack/2275b00c9bed9156404b.png
project_train,digital_1,2275b00c9bed9156404b,arabic-112_03,huawei,name,67,train/attack/digital_1/huawei/arabic-112_03.jpg,train/bonafide/huawei/arabic-112_03.jpg,1272,538,1784,1050,1232,727,1823,861,0,bonafide,0,data/processed/text_patch512/project_train/digital_1/bonafide/2275b00c9bed9156404b.png
project_train,digital_1,62dfcf54cb0c8ebde4b0,arabic-112_03,iphone15pro,dob,89,train/attack/digital_1/iphone15pro/arabic-112_03.jpg,train/bonafide/iphone15pro/arabic-112_03.jpg,1188,892,1700,1404,1342,1096,1546,1200,0,attack,1,data/processed/text_patch512/project_train/digital_1/attack/62dfcf54cb0c8ebde4b0.png
project_train,digital_1,62dfcf54cb0c8ebde4b0,arabic-112_03,iphone15pro,dob,89,train/attack/digital_1/iphone15pro/arabic-112_03.jpg,train/bonafide/iphone15pro/arabic-112_03.jpg,1188,892,1700,1404,1342,1096,1546,1200,0,bonafide,0,data/processed/text_patch512/project_train/digital_1/bonafide/62dfcf54cb0c8ebde4b0.png
project_train,digital_1,b0abf6d7fa5e654ca876,arabic-112_03,iphone15pro,doe,89,train/attack/digital_1/iphone15pro/arabic-112_03.jpg,train/bonafide/iphone15pro/arabic-112_03.jpg,1200,1256,1712,1768,1356,1554,1556,1658,0,attack,1,data/processed/text_patch512/project_train/digital_1/attack/b0abf6d7fa5e654ca876.png
project_train,digital_1,b0abf6d7fa5e654ca876,arabic-112_03,iphone15pro,doe,89,train/attack/digital_1/iphone15pro/arabic-112_03.jpg,train/bonafide/iphone15pro/arabic-112_03.jpg,1200,1256,1712,1768,1356,1554,1556,1658,0,bonafide,0,data/processed/text_patch512/project_train/digital_1/bonafide/b0abf6d7fa5e654ca876.png
project_train,digital_1,048e6a335b256f219562,arabic-112_03,iphone15pro,name,89,train/attack/digital_1/iphone15pro/arabic-112_03.jpg,train/bonafide/iphone15pro/arabic-112_03.jpg,1076,457,1588,969,1075,661,1589,765,0,attack,1,data/processed/text_patch512/project_train/digital_1/attack/048e6a335b256f219562.png
project_train,digital_1,048e6a335b256f219562,arabic-112_03,iphone15pro,name,89,train/attack/digital_1/iphone15pro/arabic-112_03.jpg,train/bonafide/iphone15pro/arabic-112_03.jpg,1076,457,1588,969,1075,661,1589,765,0,bonafide,0,data/processed/text_patch512/project_train/digital_1/bonafide/048e6a335b256f219562.png
project_train,digital_1,2deb75af607a47bf03f2,arabic-112_03,scan,dob,70,train/attack/digital_1/scan/arabic-112_03.jpg,train/bonafide/scan/arabic-112_03.jpg,784,554,1296,1066,964,772,1115,847,0,attack,1,data/processed/text_patch512/project_train/digital_1/attack/2deb75af607a47bf03f2.png
