bonafide_image_path,file_stem,hardware_source,annotation_source_image_path,annotation_source_variant,target_width,target_height,source_width,source_height,same_file_stem,same_hardware_source,same_dimensions,annotation_provenance
test/bonafide/huawei/chinese2-flickr_F_40837237721_dedac367d4_c.jpg,chinese2-flickr_F_40837237721_dedac367d4_c,huawei,test/attack/textdiffuserft_bfei/huawei/chinese2-flickr_F_40837237721_dedac367d4_c.jpg,textdiffuserft_bfei,3207,2042,3207,2042,True,True,True,original_only
test/bonafide/huawei/chinese2-flickr_F_48677929383_2cdc743f43_c.jpg,chinese2-flickr_F_48677929383_2cdc743f43_c,huawei,test/attack/facedancer/huawei/chinese2-flickr_F_48677929383_2cdc743f43_c.jpg,facedancer,3223,2050,3223,2050,True,True,True,original_only
test/bonafide/huawei/chinese2-flickr_M_16743317854_732a16acc8_k.jpg,chinese2-flickr_M_16743317854_732a16acc8_k,huawei,test/attack/textdiffuserft_bfei/huawei/chinese2-flickr_M_16743317854_732a16acc8_k.jpg,textdiffuserft_bfei,3220,2059,3220,2059,True,True,True,original_only
test/bonafide/huawei/chinese2-flickr_M_21459989349_7ab0e1ace5_k.jpg,chinese2-flickr_M_21459989349_7ab0e1ace5_k,huawei,test/attack/facedancer/huawei/chinese2-flickr_M_21459989349_7ab0e1ace5_k.jpg,facedancer,3218,2043,3218,2043,True,True,True,original_only
test/bonafide/huawei/chinese2-flickr_M_22911363774_20c12ce7ec_c.jpg,chinese2-flickr_M_22911363774_20c12ce7ec_c,huawei,test/attack/facedancer/huawei/chinese2-flickr_M_22911363774_20c12ce7ec_c.jpg,facedancer,3222,2046,3222,2046,True,True,True,original_only
test/bonafide/huawei/chinese2-flickr_M_24235235151_ae8ac31253_k.jpg,chinese2-flickr_M_24235235151_ae8ac31253_k,huawei,test/attack/facedancer/huawei/chinese2-flickr_M_24235235151_ae8ac31253_k.jpg,facedancer,3218,2053,3218,2053,True,True,True,original_only
test/bonafide/huawei/chinese2-flickr_M_24291592906_b097dd45e5_k.jpg,chinese2-flickr_M_24291592906_b097dd45e5_k,huawei,test/attack/facedancer/huawei/chinese2-flickr_M_24291592906_b097dd45e5_k.jpg,facedancer,3221,2051,3221,2051,True,True,True,original_only
test/bonafide/huawei/chinese2-flickr_M_26097180114_4c514c928d_c.jpg,chinese2-flickr_M_26097180114_4c514c928d_c,huawei,test/attack/facedancer/huawei/chinese2-flickr_M_26097180114_4c514c928d_c.jpg,facedancer,3233,2050,3233,2050,True,True,True,original_only
test/bonafide/huawei/chinese2-flickr_M_30516208604_4a571cf89d_c.jpg,chinese2-flickr_M_30516208604_4a571cf89d_c,huawei,test/attack/facedancer/huawei/chinese2-flickr_M_30516208604_4a571cf89d_c.jpg,facedancer,3217,2035,3217,2035,True,True,True,original_only
test/bonafide/huawei/chinese2-flickr_M_30518538704_383875f8c4_c.jpg,chinese2-flickr_M_30518538704_383875f8c4_c,huawei,test/attack/textdiffuserft_bfei/huawei/chinese2-flickr_M_30518538704_383875f8c4_c.jpg,textdiffuserft_bfei,3232,2049,3232,2049,True,True,True,original_only
test/bonafide/huawei/chinese2-flickr_M_31304800026_59e0161aba_c.jpg,chinese2-flickr_M_31304800026_59e0161aba_c,huawei,test/attack/facedancer/huawei/chinese2-flickr_M_31304800026_59e0161aba_c.jpg,facedancer,3221,2044,3221,2044,True,True,True,original_only
test/bonafide/huawei/chinese2-flickr_M_31840786965_77af814416_h.jpg,chinese2-flickr_M_31840786965_77af814416_h,huawei,test/attack/textdiffuserft_bfei/huawei/chinese2-flickr_M_31840786965_77af814416_h.jpg,textdiffuserft_bfei,3223,2060,3223,2060,True,True,True,original_only
test/bonafide/huawei/chinese2-flickr_M_31969854474_39f84b92eb_h.jpg,chinese2-flickr_M_31969854474_39f84b92eb_h,huawei,test/attack/textdiffuserft_bfei/huawei/chinese2-flickr_M_31969854474_39f84b92eb_h.jpg,textdiffuserft_bfei,3236,2046,3236,2046,True,True,True,original_only
test/bonafide/huawei/chinese2-flickr_M_32771950686_f8d5084d87_h.jpg,chinese2-flickr_M_32771950686_f8d5084d87_h,huawei,test/attack/facedancer/huawei/chinese2-flickr_M_32771950686_f8d5084d87_h.jpg,facedancer,3221,2060,3221,2060,True,True,True,original_only
test/bonafide/huawei/chinese2-flickr_M_32812741685_462068ee90_h.jpg,chinese2-flickr_M_32812741685_462068ee90_h,huawei,test/attack/facedancer/huawei/chinese2-flickr_M_32812741685_462068ee90_h.jpg,facedancer,3218,2045,3218,2045,True,True,True,original_only
test/bonafide/huawei/chinese2-flickr_M_33525327222_f112b468ed_k.jpg,chinese2-flickr_M_33525327222_f112b468ed_k,huawei,test/attack/facedancer/huawei/chinese2-flickr_M_33525327222_f112b468ed_k.jpg,facedancer,3206,2056,3206,2056,True,True,True,original_only
test/bonafide/huawei/chinese2-flickr_M_33552319041_2631ab0a0c_c.jpg,chinese2-flickr_M_33552319041_2631ab0a0c_c,huawei,test/attack/textdiffuserft_bfei/huawei/chinese2-flickr_M_33552319041_2631ab0a0c_c.jpg,textdiffuserft_bfei,3248,2088,3248,2088,True,True,True,original_only
test/bonafide/huawei/chinese2-flickr_M_34592740762_6446ed6334_k.jpg,chinese2-flickr_M_34592740762_6446ed6334_k,huawei,test/attack/facedancer/huawei/chinese2-flickr_M_34592740762_6446ed6334_k.jpg,facedancer,3217,2054,3217,2054,True,True,True,original_only
test/bonafide/huawei/chinese2-flickr_M_3625086942_a3ed938d9c_c.jpg,chinese2-flickr_M_3625086942_a3ed938d9c_c,huawei,test/attack/facedancer/huawei/chinese2-flickr_M_3625086942_a3ed938d9c_c.jpg,facedancer,3235,2050,3235,2050,True,True,True,original_only
test/bonafide/huawei/chinese2-flickr_M_36353666424_ab1a94e172_k.jpg,chinese2-flickr_M_36353666424_ab1a94e172_k,huawei,test/attack/textdiffuserft_bfei/huawei/chinese2-flickr_M_36353666424_ab1a94e172_k.jpg,textdiffuserft_bfei,3212,2054,3212,2054,True,True,True,original_only
test/bonafide/huawei/chinese2-flickr_M_37190875605_735b3fca0d_c.jpg,chinese2-flickr_M_37190875605_735b3fca0d_c,huawei,test/attack/facedancer/huawei/chinese2-flickr_M_37190875605_735b3fca0d_c.jpg,facedancer,3226,2052,3226,2052,True,True,True,original_only
test/bonafide/huawei/chinese2-flickr_M_38319821984_1d6e303c3e_o.jpg,chinese2-flickr_M_38319821984_1d6e303c3e_o,huawei,test/attack/facedancer/huawei/chinese2-flickr_M_38319821984_1d6e303c3e_o.jpg,facedancer,3226,2045,3226,2045,True,True,True,original_only
test/bonafide/huawei/chinese2-flickr_M_38999105422_457bedeef7_o.jpg,chinese2-flickr_M_38999105422_457bedeef7_o,huawei,test/attack/textdiffuserft_bfei/huawei/chinese2-flickr_M_38999105422_457bedeef7_o.jpg,textdiffuserft_bfei,3225,2061,3225,2061,True,True,True,original_only
test/bonafide/huawei/chinese2-flickr_M_6850649398_5d950a2635_k.jpg,chinese2-flickr_M_6850649398_5d950a2635_k,huawei,test/attack/facedancer/huawei/chinese2-flickr_M_6850649398_5d950a2635_k.jpg,facedancer,3216,2053,3216,2053,True,True,True,original_only
test/bonafide/huawei/netherland-flickr_F_10239917343_ca73cd29b5_h.jpg,netherland-flickr_F_10239917343_ca73cd29b5_h,huawei,test/attack/facedancer/huawei/netherland-flickr_F_10239917343_ca73cd29b5_h.jpg,facedancer,3255,2049,3255,2049,True,True,True,original_only
test/bonafide/huawei/netherland-flickr_F_20301931855_4cd18f8166_k.jpg,netherland-flickr_F_20301931855_4cd18f8166_k,huawei,test/attack/facedancer/huawei/netherland-flickr_F_20301931855_4cd18f8166_k.jpg,facedancer,3229,2055,3229,2055,True,True,True,original_only
test/bonafide/huawei/netherland-flickr_F_26297818201_09eab93588_k.jpg,netherland-flickr_F_26297818201_09eab93588_k,huawei,test/attack/facedancer/huawei/netherland-flickr_F_26297818201_09eab93588_k.jpg,facedancer,3239,2039,3239,2039,True,True,True,original_only
test/bonafide/huawei/netherland-flickr_F_28051545714_ab479f15eb_k.jpg,netherland-flickr_F_28051545714_ab479f15eb_k,huawei,test/attack/textdiffuserft_bfei/huawei/netherland-flickr_F_28051545714_ab479f15eb_k.jpg,textdiffuserft_bfei,3206,2061,3206,2061,True,True,True,original_only
test/bonafide/huawei/netherland-flickr_F_28630210242_e3780d0ee9_b.jpg,netherland-flickr_F_28630210242_e3780d0ee9_b,huawei,test/attack/facedancer/huawei/netherland-flickr_F_28630210242_e3780d0ee9_b.jpg,facedancer,3206,2047,3206,2047,True,True,True,original_only
test/bonafide/huawei/netherland-flickr_F_31998547103_f617b19dfc_h.jpg,netherland-flickr_F_31998547103_f617b19dfc_h,huawei,test/attack/textdiffuserft_bfei/huawei/netherland-flickr_F_31998547103_f617b19dfc_h.jpg,textdiffuserft_bfei,3225,2048,3225,2048,True,True,True,original_only
test/bonafide/huawei/netherland-flickr_F_31998771523_784e7e9597_h.jpg,netherland-flickr_F_31998771523_784e7e9597_h,huawei,test/attack/facedancer/huawei/netherland-flickr_F_31998771523_784e7e9597_h.jpg,facedancer,3215,2052,3215,2052,True,True,True,original_only
test/bonafide/huawei/netherland-flickr_F_32868411313_4bb20e41db_c.jpg,netherland-flickr_F_32868411313_4bb20e41db_c,huawei,test/attack/textdiffuserft_bfei/huawei/netherland-flickr_F_32868411313_4bb20e41db_c.jpg,textdiffuserft_bfei,3232,2044,3232,2044,True,True,True,original_only
test/bonafide/huawei/netherland-flickr_F_36412358965_0ec43e5de3_c.jpg,netherland-flickr_F_36412358965_0ec43e5de3_c,huawei,test/attack/facedancer/huawei/netherland-flickr_F_36412358965_0ec43e5de3_c.jpg,facedancer,3225,2045,3225,2045,True,True,True,original_only
test/bonafide/huawei/netherland-flickr_F_37019045642_0a3fa19256_k.jpg,netherland-flickr_F_37019045642_0a3fa19256_k,huawei,test/attack/textdiffuserft_bfei/huawei/netherland-flickr_F_37019045642_0a3fa19256_k.jpg,textdiffuserft_bfei,3235,2041,3235,2041,True,True,True,original_only
test/bonafide/huawei/netherland-flickr_F_37048326531_f8270ca4df_k.jpg,netherland-flickr_F_37048326531_f8270ca4df_k,huawei,test/attack/facedancer/huawei/netherland-flickr_F_37048326531_f8270ca4df_k.jpg,facedancer,3223,2046,3223,2046,True,True,True,original_only
test/bonafide/huawei/netherland-flickr_M_14867283357_afe052b7e3_c.jpg,netherland-flickr_M_14867283357_afe052b7e3_c,huawei,test/attack/textdiffuserft_bfei/huawei/netherland-flickr_M_14867283357_afe052b7e3_c.jpg,textdiffuserft_bfei,3203,2043,3203,2043,True,True,True,original_only
test/bonafide/huawei/netherland-flickr_M_15788104622_be592061dc_k.jpg,netherland-flickr_M_15788104622_be592061dc_k,huawei,test/attack/textdiffuserft_bfei/huawei/netherland-flickr_M_15788104622_be592061dc_k.jpg,textdiffuserft_bfei,3208,2060,3208,2060,True,True,True,original_only
test/bonafide/huawei/netherland-flickr_M_17339867026_3135c7e76f_k.jpg,netherland-flickr_M_17339867026_3135c7e76f_k,huawei,test/attack/facedancer/huawei/netherland-flickr_M_17339867026_3135c7e76f_k.jpg,facedancer,3176,1990,3176,1990,True,True,True,original_only
test/bonafide/huawei/netherland-flickr_M_18042193331_841d026f9a_c.jpg,netherland-flickr_M_18042193331_841d026f9a_c,huawei,test/attack/facedancer/huawei/netherland-flickr_M_18042193331_841d026f9a_c.jpg,facedancer,3162,1984,3162,1984,True,True,True,original_only
test/bonafide/huawei/netherland-flickr_M_19475853574_c947539b18_c.jpg,netherland-flickr_M_19475853574_c947539b18_c,huawei,test/attack/textdiffuserft_bfei/huawei/netherland-flickr_M_19475853574_c947539b18_c.jpg,textdiffuserft_bfei,3160,1977,3160,1977,True,True,True,original_only
test/bonafide/huawei/netherland-flickr_M_21260956694_6fd7ae0222_k.jpg,netherland-flickr_M_21260956694_6fd7ae0222_k,huawei,test/attack/textdiffuserft_bfei/huawei/netherland-flickr_M_21260956694_6fd7ae0222_k.jpg,textdiffuserft_bfei,3182,1980,3182,1980,True,True,True,original_only
test/bonafide/huawei/netherland-flickr_M_23559454676_4919252d67_c.jpg,netherland-flickr_M_23559454676_4919252d67_c,huawei,test/attack/textdiffuserft_bfei/huawei/netherland-flickr_M_23559454676_4919252d67_c.jpg,textdiffuserft_bfei,3178,1985,3178,1985,True,True,True,original_only
test/bonafide/huawei/netherland-flickr_M_2409019110_4f42632225_o.jpg,netherland-flickr_M_2409019110_4f42632225_o,huawei,test/attack/textdiffuserft_bfei/huawei/netherland-flickr_M_2409019110_4f42632225_o.jpg,textdiffuserft_bfei,3225,2047,3225,2047,True,True,True,original_only
test/bonafide/huawei/netherland-flickr_M_26828968014_910728ddd9_k.jpg,netherland-flickr_M_26828968014_910728ddd9_k,huawei,test/attack/textdiffuserft_bfei/huawei/netherland-flickr_M_26828968014_910728ddd9_k.jpg,textdiffuserft_bfei,3175,1979,3175,1979,True,True,True,original_only
test/bonafide/huawei/netherland-flickr_M_30990255070_570d17d9d4_c.jpg,netherland-flickr_M_30990255070_570d17d9d4_c,huawei,test/attack/textdiffuserft_bfei/huawei/netherland-flickr_M_30990255070_570d17d9d4_c.jpg,textdiffuserft_bfei,3185,1988,3185,1988,True,True,True,original_only
test/bonafide/huawei/netherland-flickr_M_31998389253_0a26f25b0d_h.jpg,netherland-flickr_M_31998389253_0a26f25b0d_h,huawei,test/attack/textdiffuserft_bfei/huawei/netherland-flickr_M_31998389253_0a26f25b0d_h.jpg,textdiffuserft_bfei,3173,1982,3173,1982,True,True,True,original_only
test/bonafide/huawei/netherland-flickr_M_31998818913_b87fd05689_h.jpg,netherland-flickr_M_31998818913_b87fd05689_h,huawei,test/attack/facedancer/huawei/netherland-flickr_M_31998818913_b87fd05689_h.jpg,facedancer,3180,1995,3180,1995,True,True,True,original_only
test/bonafide/huawei/netherland-flickr_M_32689636931_6ac45273df_h.jpg,netherland-flickr_M_32689636931_6ac45273df_h,huawei,test/attack/facedancer/huawei/netherland-flickr_M_32689636931_6ac45273df_h.jpg,facedancer,3174,1975,3174,1975,True,True,True,original_only
test/bonafide/huawei/netherland-flickr_M_33239373490_5b5df42090_k.jpg,netherland-flickr_M_33239373490_5b5df42090_k,huawei,test/attack/facedancer/huawei/netherland-flickr_M_33239373490_5b5df42090_k.jpg,facedancer,3176,1983,3176,1983,True,True,True,original_only
test/bonafide/huawei/netherland-flickr_M_33276713046_c88eb6c4c8_c.jpg,netherland-flickr_M_33276713046_c88eb6c4c8_c,huawei,test/attack/textdiffuserft_bfei/huawei/netherland-flickr_M_33276713046_c88eb6c4c8_c.jpg,textdiffuserft_bfei,3172,1977,3172,1977,True,True,True,original_only
test/bonafide/huawei/netherland-flickr_M_33297625690_76e3181f5e_c.jpg,netherland-flickr_M_33297625690_76e3181f5e_c,huawei,test/attack/facedancer/huawei/netherland-flickr_M_33297625690_76e3181f5e_c.jpg,facedancer,3174,1986,3174,1986,True,True,True,original_only
test/bonafide/huawei/netherland-flickr_M_37190718595_78e318623b_k.jpg,netherland-flickr_M_37190718595_78e318623b_k,huawei,test/attack/facedancer/huawei/netherland-flickr_M_37190718595_78e318623b_k.jpg,facedancer,3193,1986,3193,1986,True,True,True,original_only
test/bonafide/huawei/netherland-flickr_M_4188233342_8473de8906_c.jpg,netherland-flickr_M_4188233342_8473de8906_c,huawei,test/attack/textdiffuserft_bfei/huawei/netherland-flickr_M_4188233342_8473de8906_c.jpg,textdiffuserft_bfei,3224,2049,3224,2049,True,True,True,original_only
test/bonafide/huawei/netherland-flickr_M_6501027149_988313b64f_h.jpg,netherland-flickr_M_6501027149_988313b64f_h,huawei,test/attack/textdiffuserft_bfei/huawei/netherland-flickr_M_6501027149_988313b64f_h.jpg,textdiffuserft_bfei,3223,2051,3223,2051,True,True,True,original_only
test/bonafide/huawei/netherland-flickr_M_6862482951_78a560f107_b.jpg,netherland-flickr_M_6862482951_78a560f107_b,huawei,test/attack/facedancer/huawei/netherland-flickr_M_6862482951_78a560f107_b.jpg,facedancer,3209,2045,3209,2045,True,True,True,original_only
test/bonafide/huawei/singapore-flickr_F_17178258920_6f5f1eedd0_k.jpg,singapore-flickr_F_17178258920_6f5f1eedd0_k,huawei,test/attack/facedancer/huawei/singapore-flickr_F_17178258920_6f5f1eedd0_k.jpg,facedancer,3182,1984,3182,1984,True,True,True,original_only
test/bonafide/huawei/singapore-flickr_F_19679296994_d0fc2a7ac6_o.jpg,singapore-flickr_F_19679296994_d0fc2a7ac6_o,huawei,test/attack/facedancer/huawei/singapore-flickr_F_19679296994_d0fc2a7ac6_o.jpg,facedancer,3184,1973,3184,1973,True,True,True,original_only
test/bonafide/huawei/singapore-flickr_F_20411794293_d7a6aae66c_c.jpg,singapore-flickr_F_20411794293_d7a6aae66c_c,huawei,test/attack/facedancer/huawei/singapore-flickr_F_20411794293_d7a6aae66c_c.jpg,facedancer,3173,1973,3173,1973,True,True,True,original_only
test/bonafide/huawei/singapore-flickr_F_30532886723_e55b04664f_k.jpg,singapore-flickr_F_30532886723_e55b04664f_k,huawei,test/attack/facedancer/huawei/singapore-flickr_F_30532886723_e55b04664f_k.jpg,facedancer,3198,1975,3198,1975,True,True,True,original_only
test/bonafide/huawei/singapore-flickr_F_31294646850_53ce869b2e_b.jpg,singapore-flickr_F_31294646850_53ce869b2e_b,huawei,test/attack/facedancer/huawei/singapore-flickr_F_31294646850_53ce869b2e_b.jpg,facedancer,3159,1981,3159,1981,True,True,True,original_only
test/bonafide/huawei/singapore-flickr_F_32272417100_7c8c616f37_c.jpg,singapore-flickr_F_32272417100_7c8c616f37_c,huawei,test/attack/textdiffuserft_bfei/huawei/singapore-flickr_F_32272417100_7c8c616f37_c.jpg,textdiffuserft_bfei,3171,1988,3171,1988,True,True,True,original_only
test/bonafide/huawei/singapore-flickr_F_33525297682_eee6031622_c.jpg,singapore-flickr_F_33525297682_eee6031622_c,huawei,test/attack/facedancer/huawei/singapore-flickr_F_33525297682_eee6031622_c.jpg,facedancer,3164,1979,3164,1979,True,True,True,original_only
test/bonafide/huawei/singapore-flickr_F_33552363961_ea0fc80afb_k.jpg,singapore-flickr_F_33552363961_ea0fc80afb_k,huawei,test/attack/facedancer/huawei/singapore-flickr_F_33552363961_ea0fc80afb_k.jpg,facedancer,3176,1979,3176,1979,True,True,True,original_only
test/bonafide/huawei/singapore-flickr_F_33574462985_422fca6322_c.jpg,singapore-flickr_F_33574462985_422fca6322_c,huawei,test/attack/facedancer/huawei/singapore-flickr_F_33574462985_422fca6322_c.jpg,facedancer,3163,1977,3163,1977,True,True,True,original_only
test/bonafide/huawei/singapore-flickr_F_36921282312_c8e6a2674d_c.jpg,singapore-flickr_F_36921282312_c8e6a2674d_c,huawei,test/attack/textdiffuserft_bfei/huawei/singapore-flickr_F_36921282312_c8e6a2674d_c.jpg,textdiffuserft_bfei,3181,1979,3181,1979,True,True,True,original_only
test/bonafide/huawei/singapore-flickr_F_40795084473_21fafd815e_c.jpg,singapore-flickr_F_40795084473_21fafd815e_c,huawei,test/attack/facedancer/huawei/singapore-flickr_F_40795084473_21fafd815e_c.jpg,facedancer,3166,1973,3166,1973,True,True,True,original_only
test/bonafide/huawei/singapore-flickr_F_9641749325_1a753f74b2_c.jpg,singapore-flickr_F_9641749325_1a753f74b2_c,huawei,test/attack/facedancer/huawei/singapore-flickr_F_9641749325_1a753f74b2_c.jpg,facedancer,3172,1971,3172,1971,True,True,True,original_only
test/bonafide/huawei/singapore-flickr_M_15788105142_89e9bca209_k.jpg,singapore-flickr_M_15788105142_89e9bca209_k,huawei,test/attack/textdiffuserft_bfei/huawei/singapore-flickr_M_15788105142_89e9bca209_k.jpg,textdiffuserft_bfei,3160,1968,3160,1968,True,True,True,original_only
test/bonafide/huawei/singapore-flickr_M_21893334161_8c8b011508_k.jpg,singapore-flickr_M_21893334161_8c8b011508_k,huawei,test/attack/facedancer/huawei/singapore-flickr_M_21893334161_8c8b011508_k.jpg,facedancer,3163,1969,3163,1969,True,True,True,original_only
test/bonafide/huawei/singapore-flickr_M_22512816725_a88536de72_c.jpg,singapore-flickr_M_22512816725_a88536de72_c,huawei,test/attack/facedancer/huawei/singapore-flickr_M_22512816725_a88536de72_c.jpg,facedancer,3167,1970,3167,1970,True,True,True,original_only
test/bonafide/huawei/singapore-flickr_M_22942161980_136669b7da_c.jpg,singapore-flickr_M_22942161980_136669b7da_c,huawei,test/attack/textdiffuserft_bfei/huawei/singapore-flickr_M_22942161980_136669b7da_c.jpg,textdiffuserft_bfei,3169,1974,3169,1974,True,True,True,original_only
test/bonafide/huawei/singapore-flickr_M_23543328125_d9409d5ae0_c.jpg,singapore-flickr_M_23543328125_d9409d5ae0_c,huawei,test/attack/facedancer/huawei/singapore-flickr_M_23543328125_d9409d5ae0_c.jpg,facedancer,3172,1991,3172,1991,True,True,True,original_only
test/bonafide/huawei/singapore-flickr_M_24170605047_501e882ccc_o.jpg,singapore-flickr_M_24170605047_501e882ccc_o,huawei,test/attack/textdiffuserft_bfei/huawei/singapore-flickr_M_24170605047_501e882ccc_o.jpg,textdiffuserft_bfei,3170,1982,3170,1982,True,True,True,original_only
test/bonafide/huawei/singapore-flickr_M_30456580904_06749c0622_c.jpg,singapore-flickr_M_30456580904_06749c0622_c,huawei,test/attack/textdiffuserft_bfei/huawei/singapore-flickr_M_30456580904_06749c0622_c.jpg,textdiffuserft_bfei,3168,1977,3168,1977,True,True,True,original_only
test/bonafide/huawei/singapore-flickr_M_30518529884_4cf8f091df_c.jpg,singapore-flickr_M_30518529884_4cf8f091df_c,huawei,test/attack/textdiffuserft_bfei/huawei/singapore-flickr_M_30518529884_4cf8f091df_c.jpg,textdiffuserft_bfei,3164,1973,3164,1973,True,True,True,original_only
test/bonafide/huawei/singapore-flickr_M_31226087931_7b83422543_c.jpg,singapore-flickr_M_31226087931_7b83422543_c,huawei,test/attack/textdiffuserft_bfei/huawei/singapore-flickr_M_31226087931_7b83422543_c.jpg,textdiffuserft_bfei,3157,1978,3157,1978,True,True,True,original_only
test/bonafide/huawei/singapore-flickr_M_31226135201_5aa42a5a13_c.jpg,singapore-flickr_M_31226135201_5aa42a5a13_c,huawei,test/attack/textdiffuserft_bfei/huawei/singapore-flickr_M_31226135201_5aa42a5a13_c.jpg,textdiffuserft_bfei,3165,1993,3165,1993,True,True,True,original_only
test/bonafide/huawei/singapore-flickr_M_31244514601_d2cb0773d7_c.jpg,singapore-flickr_M_31244514601_d2cb0773d7_c,huawei,test/attack/facedancer/huawei/singapore-flickr_M_31244514601_d2cb0773d7_c.jpg,facedancer,3168,1977,3168,1977,True,True,True,original_only
