patch_id,image_path,file_stem,traffic_type,variant,hardware_source,label,assigned_q,field_name,patch_path,crop_x0,crop_y0,crop_x1,crop_y1,annotation_x0,annotation_y0,annotation_x1,annotation_y1,annotation_source,annotation_source_image_path,annotation_source_variant,annotation_provenance,face_overlap_pixels
2c0003b85c2f33c58abfd7d0,test/attack/digital_3/huawei/arabic-024_03.jpg,arabic-024_03,attack,digital_3,huawei,1,78,name,data/processed/text_patch512_official/digital_3/huawei/2c0003b85c2f33c58abfd7d0.png,1288,533,1800,1045,1156,719,1932,859,self_original,test/attack/digital_3/huawei/arabic-024_03.jpg,digital_3,original_only,0
0406807b168d82379c152d52,test/attack/digital_3/huawei/arabic-112_03.jpg,arabic-112_03,attack,digital_3,huawei,1,67,dob,data/processed/text_patch512_official/digital_3/huawei/0406807b168d82379c152d52.png,1198,1032,1710,1544,1147,1219,1760,1356,self_original,test/attack/digital_3/huawei/arabic-112_03.jpg,digital_3,original_only,0
56408a77f573af669f67c90b,test/attack/digital_3/huawei/arabic-112_03.jpg,arabic-112_03,attack,digital_3,huawei,1,67,doe,data/processed/text_patch512_official/digital_3/huawei/56408a77f573af669f67c90b.png,1192,1465,1704,1977,1139,1744,1758,1883,self_original,test/attack/digital_3/huawei/arabic-112_03.jpg,digital_3,original_only,0
b9774c2920cab2ce391bc5e1,test/attack/digital_3/huawei/arabic-112_03.jpg,arabic-112_03,attack,digital_3,huawei,1,67,name,data/processed/text_patch512_official/digital_3/huawei/b9774c2920cab2ce391bc5e1.png,1232,538,1744,1050,1153,727,1823,861,self_original,test/attack/digital_3/huawei/arabic-112_03.jpg,digital_3,original_only,0
f530ff040aeda6d6aa26a84d,test/attack/digital_3/huawei/arabic-120_03.jpg,arabic-120_03,attack,digital_3,huawei,1,67,dob,data/processed/text_patch512_official/digital_3/huawei/f530ff040aeda6d6aa26a84d.png,1208,1029,1720,1541,1154,1217,1775,1353,self_original,test/attack/digital_3/huawei/arabic-120_03.jpg,digital_3,original_only,0
1c999b714dee0771b9e9adb2,test/attack/digital_3/huawei/arabic-120_03.jpg,arabic-120_03,attack,digital_3,huawei,1,67,doe,data/processed/text_patch512_official/digital_3/huawei/1c999b714dee0771b9e9adb2.png,1194,1452,1706,1964,1142,1735,1757,1871,self_original,test/attack/digital_3/huawei/arabic-120_03.jpg,digital_3,original_only,0
bace86ace3240ed8da4daa77,test/attack/digital_3/huawei/arabic-120_03.jpg,arabic-120_03,attack,digital_3,huawei,1,67,name,data/processed/text_patch512_official/digital_3/huawei/bace86ace3240ed8da4daa77.png,1276,536,1788,1048,1162,723,1903,862,self_original,test/attack/digital_3/huawei/arabic-120_03.jpg,digital_3,original_only,0
45ff82f4fbfdab8351157163,test/attack/digital_3/huawei/arabic-131_03.jpg,arabic-131_03,attack,digital_3,huawei,1,59,dob,data/processed/text_patch512_official/digital_3/huawei/45ff82f4fbfdab8351157163.png,1207,1021,1719,1533,1149,1209,1777,1345,self_original,test/attack/digital_3/huawei/arabic-131_03.jpg,digital_3,original_only,0
86a360985bdda6a6ddac40f1,test/attack/digital_3/huawei/arabic-131_03.jpg,arabic-131_03,attack,digital_3,huawei,1,59,doe,data/processed/text_patch512_official/digital_3/huawei/86a360985bdda6a6ddac40f1.png,1204,1451,1716,1963,1140,1729,1780,1865,self_original,test/attack/digital_3/huawei/arabic-131_03.jpg,digital_3,original_only,0
09b0d910256eaaeac0b3bf5d,test/attack/digital_3/huawei/arabic-131_03.jpg,arabic-131_03,attack,digital_3,huawei,1,59,name,data/processed/text_patch512_official/digital_3/huawei/09b0d910256eaaeac0b3bf5d.png,1346,530,1858,1042,1160,716,2044,855,self_original,test/attack/digital_3/huawei/arabic-131_03.jpg,digital_3,original_only,0
855a2fc285dca73374c1d978,test/attack/digital_3/huawei/arabic-139_03.jpg,arabic-139_03,attack,digital_3,huawei,1,83,dob,data/processed/text_patch512_official/digital_3/huawei/855a2fc285dca73374c1d978.png,1146,954,1658,1466,1095,1144,1709,1277,self_original,test/attack/digital_3/huawei/arabic-139_03.jpg,digital_3,original_only,0
b63c73d26413bbd933afb80b,test/attack/digital_3/huawei/arabic-139_03.jpg,arabic-139_03,attack,digital_3,huawei,1,83,doe,data/processed/text_patch512_official/digital_3/huawei/b63c73d26413bbd933afb80b.png,1111,1367,1623,1879,1087,1642,1647,1777,self_original,test/attack/digital_3/huawei/arabic-139_03.jpg,digital_3,original_only,0
73e10631f3c7d83e409aa7d6,test/attack/digital_3/huawei/arabic-139_03.jpg,arabic-139_03,attack,digital_3,huawei,1,83,name,data/processed/text_patch512_official/digital_3/huawei/73e10631f3c7d83e409aa7d6.png,1213,490,1725,1002,1101,679,1837,812,self_original,test/attack/digital_3/huawei/arabic-139_03.jpg,digital_3,original_only,0
e1482313349f33245e348a2e,test/attack/digital_3/huawei/arabic-173_03.jpg,arabic-173_03,attack,digital_3,huawei,1,66,dob,data/processed/text_patch512_official/digital_3/huawei/e1482313349f33245e348a2e.png,1218,1042,1730,1554,1161,1230,1787,1367,self_original,test/attack/digital_3/huawei/arabic-173_03.jpg,digital_3,original_only,0
b9e95920dfbb8d149464c44d,test/attack/digital_3/huawei/arabic-173_03.jpg,arabic-173_03,attack,digital_3,huawei,1,66,doe,data/processed/text_patch512_official/digital_3/huawei/b9e95920dfbb8d149464c44d.png,1214,1474,1726,1986,1149,1750,1790,1887,self_original,test/attack/digital_3/huawei/arabic-173_03.jpg,digital_3,original_only,0
296ee1525d87a348ed58f7cd,test/attack/digital_3/huawei/arabic-173_03.jpg,arabic-173_03,attack,digital_3,huawei,1,66,name,data/processed/text_patch512_official/digital_3/huawei/296ee1525d87a348ed58f7cd.png,1318,546,1830,1058,1169,733,1979,870,self_original,test/attack/digital_3/huawei/arabic-173_03.jpg,digital_3,original_only,0
471a18d128cf0aea028bd533,test/attack/digital_3/huawei/arabic-NF-1003.jpg,arabic-NF-1003,attack,digital_3,huawei,1,66,dob,data/processed/text_patch512_official/digital_3/huawei/471a18d128cf0aea028bd533.png,1210,1022,1722,1534,1154,1211,1777,1345,self_original,test/attack/digital_3/huawei/arabic-NF-1003.jpg,digital_3,original_only,0
d147d57d0a2e4a2bc39f7bfb,test/attack/digital_3/huawei/arabic-NF-1003.jpg,arabic-NF-1003,attack,digital_3,huawei,1,66,doe,data/processed/text_patch512_official/digital_3/huawei/d147d57d0a2e4a2bc39f7bfb.png,1192,1451,1704,1963,1143,1729,1754,1866,self_original,test/attack/digital_3/huawei/arabic-NF-1003.jpg,digital_3,original_only,0
e220e4b654b451e834a79127,test/attack/digital_3/huawei/arabic-NF-1003.jpg,arabic-NF-1003,attack,digital_3,huawei,1,66,name,data/processed/text_patch512_official/digital_3/huawei/e220e4b654b451e834a79127.png,1297,530,1809,1042,1166,717,1940,854,self_original,test/attack/digital_3/huawei/arabic-NF-1003.jpg,digital_3,original_only,0
f120489b7593eee069f9e64a,test/attack/digital_3/huawei/arabic-NF-1012.jpg,arabic-NF-1012,attack,digital_3,huawei,1,73,dob,data/processed/text_patch512_official/digital_3/huawei/f120489b7593eee069f9e64a.png,1204,1023,1716,1535,1155,1212,1765,1346,self_original,test/attack/digital_3/huawei/arabic-NF-1012.jpg,digital_3,original_only,0
6522e278659071ea36d9971d,test/attack/digital_3/huawei/arabic-NF-1012.jpg,arabic-NF-1012,attack,digital_3,huawei,1,73,doe,data/processed/text_patch512_official/digital_3/huawei/6522e278659071ea36d9971d.png,1180,1453,1692,1965,1146,1734,1727,1868,self_original,test/attack/digital_3/huawei/arabic-NF-1012.jpg,digital_3,original_only,0
cdb8a76e70af48613f824d38,test/attack/digital_3/huawei/arabic-NF-1012.jpg,arabic-NF-1012,attack,digital_3,huawei,1,73,name,data/processed/text_patch512_official/digital_3/huawei/cdb8a76e70af48613f824d38.png,1276,533,1788,1045,1166,721,1899,857,self_original,test/attack/digital_3/huawei/arabic-NF-1012.jpg,digital_3,original_only,0
1695e22fcd0ad6df0de18988,test/attack/digital_3/huawei/arabic-NF-1030.jpg,arabic-NF-1030,attack,digital_3,huawei,1,80,dob,data/processed/text_patch512_official/digital_3/huawei/1695e22fcd0ad6df0de18988.png,1196,1022,1708,1534,1148,1211,1755,1344,self_original,test/attack/digital_3/huawei/arabic-NF-1030.jpg,digital_3,original_only,0
5ff2cf95692737b6599e656f,test/attack/digital_3/huawei/arabic-NF-1030.jpg,arabic-NF-1030,attack,digital_3,huawei,1,80,doe,data/processed/text_patch512_official/digital_3/huawei/5ff2cf95692737b6599e656f.png,1198,1450,1710,1962,1140,1733,1767,1869,self_original,test/attack/digital_3/huawei/arabic-NF-1030.jpg,digital_3,original_only,0
f7ccf97c77704bbc9c25926f,test/attack/digital_3/huawei/arabic-NF-1030.jpg,arabic-NF-1030,attack,digital_3,huawei,1,80,name,data/processed/text_patch512_official/digital_3/huawei/f7ccf97c77704bbc9c25926f.png,1234,528,1746,1040,1157,718,1823,851,self_original,test/attack/digital_3/huawei/arabic-NF-1030.jpg,digital_3,original_only,0
6df251b3995990350238fe1b,test/attack/digital_3/huawei/arabic-NF-1037.jpg,arabic-NF-1037,attack,digital_3,huawei,1,81,dob,data/processed/text_patch512_official/digital_3/huawei/6df251b3995990350238fe1b.png,1150,966,1662,1478,1111,1165,1700,1279,self_original,test/attack/digital_3/huawei/arabic-NF-1037.jpg,digital_3,original_only,0
1eb9f9084f4fc8814f6092b1,test/attack/digital_3/huawei/arabic-NF-1037.jpg,arabic-NF-1037,attack,digital_3,huawei,1,81,doe,data/processed/text_patch512_official/digital_3/huawei/1eb9f9084f4fc8814f6092b1.png,1161,1377,1673,1889,1125,1660,1709,1776,self_original,test/attack/digital_3/huawei/arabic-NF-1037.jpg,digital_3,original_only,0
52722b770272101c8c06afc7,test/attack/digital_3/huawei/arabic-NF-1037.jpg,arabic-NF-1037,attack,digital_3,huawei,1,81,name,data/processed/text_patch512_official/digital_3/huawei/52722b770272101c8c06afc7.png,1202,498,1714,1010,1097,698,1819,809,self_original,test/attack/digital_3/huawei/arabic-NF-1037.jpg,digital_3,original_only,0
ec40b132557874027a34169f,test/attack/digital_3/huawei/arabic-NF-1040.jpg,arabic-NF-1040,attack,digital_3,huawei,1,60,dob,data/processed/text_patch512_official/digital_3/huawei/ec40b132557874027a34169f.png,1209,1024,1721,1536,1152,1212,1778,1349,self_original,test/attack/digital_3/huawei/arabic-NF-1040.jpg,digital_3,original_only,0
ea37b11b7578a946565f49aa,test/attack/digital_3/huawei/arabic-NF-1040.jpg,arabic-NF-1040,attack,digital_3,huawei,1,60,doe,data/processed/text_patch512_official/digital_3/huawei/ea37b11b7578a946565f49aa.png,1194,1457,1706,1969,1144,1736,1756,1873,self_original,test/attack/digital_3/huawei/arabic-NF-1040.jpg,digital_3,original_only,0
85857bd9388fbf924c4a1abf,test/attack/digital_3/huawei/arabic-NF-1040.jpg,arabic-NF-1040,attack,digital_3,huawei,1,60,name,data/processed/text_patch512_official/digital_3/huawei/85857bd9388fbf924c4a1abf.png,1281,532,1793,1044,1161,720,1913,857,self_original,test/attack/digital_3/huawei/arabic-NF-1040.jpg,digital_3,original_only,0
7bddbdde0baaa519ad6b7066,test/attack/digital_3/huawei/arabic-NF-1045.jpg,arabic-NF-1045,attack,digital_3,huawei,1,56,dob,data/processed/text_patch512_official/digital_3/huawei/7bddbdde0baaa519ad6b7066.png,1192,1035,1704,1547,1143,1223,1753,1359,self_original,test/attack/digital_3/huawei/arabic-NF-1045.jpg,digital_3,original_only,0
ad87d5a9b444b5e1c7a387b4,test/attack/digital_3/huawei/arabic-NF-1045.jpg,arabic-NF-1045,attack,digital_3,huawei,1,56,doe,data/processed/text_patch512_official/digital_3/huawei/ad87d5a9b444b5e1c7a387b4.png,1188,1465,1700,1977,1135,1748,1753,1887,self_original,test/attack/digital_3/huawei/arabic-NF-1045.jpg,digital_3,original_only,0
c22b03b3c39ababc1909bcbb,test/attack/digital_3/huawei/arabic-NF-1045.jpg,arabic-NF-1045,attack,digital_3,huawei,1,56,name,data/processed/text_patch512_official/digital_3/huawei/c22b03b3c39ababc1909bcbb.png,1304,542,1816,1054,1155,730,1965,866,self_original,test/attack/digital_3/huawei/arabic-NF-1045.jpg,digital_3,original_only,0
d0f3e7a4c46fca8214105d96,test/attack/digital_3/huawei/arabic-NF-1048.jpg,arabic-NF-1048,attack,digital_3,huawei,1,55,dob,data/processed/text_patch512_official/digital_3/huawei/d0f3e7a4c46fca8214105d96.png,1161,966,1673,1478,1121,1165,1713,1279,self_original,test/attack/digital_3/huawei/arabic-NF-1048.jpg,digital_3,original_only,0
6334363cd388620c87d51133,test/attack/digital_3/huawei/arabic-NF-1048.jpg,arabic-NF-1048,attack,digital_3,huawei,1,55,doe,data/processed/text_patch512_official/digital_3/huawei/6334363cd388620c87d51133.png,1170,1379,1682,1891,1132,1658,1721,1772,self_original,test/attack/digital_3/huawei/arabic-NF-1048.jpg,digital_3,original_only,0
ff25129f3e4ee29202f8bcfc,test/attack/digital_3/huawei/arabic-NF-1048.jpg,arabic-NF-1048,attack,digital_3,huawei,1,55,name,data/processed/text_patch512_official/digital_3/huawei/ff25129f3e4ee29202f8bcfc.png,1176,499,1688,1011,1110,698,1753,812,self_original,test/attack/digital_3/huawei/arabic-NF-1048.jpg,digital_3,original_only,0
39c570f66deaaa2a6f9847bb,test/attack/digital_3/huawei/arabic-NF-1049.jpg,arabic-NF-1049,attack,digital_3,huawei,1,89,dob,data/processed/text_patch512_official/digital_3/huawei/39c570f66deaaa2a6f9847bb.png,1210,1027,1722,1539,1146,1215,1787,1351,self_original,test/attack/digital_3/huawei/arabic-NF-1049.jpg,digital_3,original_only,0
e14d67d9beb1b879381b48bf,test/attack/digital_3/huawei/arabic-NF-1049.jpg,arabic-NF-1049,attack,digital_3,huawei,1,89,doe,data/processed/text_patch512_official/digital_3/huawei/e14d67d9beb1b879381b48bf.png,1192,1452,1704,1964,1135,1731,1762,1870,self_original,test/attack/digital_3/huawei/arabic-NF-1049.jpg,digital_3,original_only,0
1358812224c8abc2dfb442f1,test/attack/digital_3/huawei/arabic-NF-1049.jpg,arabic-NF-1049,attack,digital_3,huawei,1,89,name,data/processed/text_patch512_official/digital_3/huawei/1358812224c8abc2dfb442f1.png,1201,533,1713,1045,1155,721,1759,857,self_original,test/attack/digital_3/huawei/arabic-NF-1049.jpg,digital_3,original_only,0
e4068ca79c2b8048829ea85e,test/attack/digital_3/huawei/arabic-NF-1053.jpg,arabic-NF-1053,attack,digital_3,huawei,1,82,dob,data/processed/text_patch512_official/digital_3/huawei/e4068ca79c2b8048829ea85e.png,1206,1024,1718,1536,1153,1213,1772,1347,self_original,test/attack/digital_3/huawei/arabic-NF-1053.jpg,digital_3,original_only,0
e526cf728bcb86eefd764f3e,test/attack/digital_3/huawei/arabic-NF-1053.jpg,arabic-NF-1053,attack,digital_3,huawei,1,82,doe,data/processed/text_patch512_official/digital_3/huawei/e526cf728bcb86eefd764f3e.png,1202,1452,1714,1964,1142,1733,1775,1870,self_original,test/attack/digital_3/huawei/arabic-NF-1053.jpg,digital_3,original_only,0
8011676e772b47135c2fec06,test/attack/digital_3/huawei/arabic-NF-1053.jpg,arabic-NF-1053,attack,digital_3,huawei,1,82,name,data/processed/text_patch512_official/digital_3/huawei/8011676e772b47135c2fec06.png,1306,534,1818,1046,1165,722,1958,859,self_original,test/attack/digital_3/huawei/arabic-NF-1053.jpg,digital_3,original_only,0
5b26c4e5fa5a3f6181ba29db,test/attack/digital_3/huawei/arabic-NF-1098.jpg,arabic-NF-1098,attack,digital_3,huawei,1,68,dob,data/processed/text_patch512_official/digital_3/huawei/5b26c4e5fa5a3f6181ba29db.png,1158,963,1670,1475,1121,1162,1706,1276,self_original,test/attack/digital_3/huawei/arabic-NF-1098.jpg,digital_3,original_only,0
867e9ecc2c481a1fa8d34bab,test/attack/digital_3/huawei/arabic-NF-1098.jpg,arabic-NF-1098,attack,digital_3,huawei,1,68,doe,data/processed/text_patch512_official/digital_3/huawei/867e9ecc2c481a1fa8d34bab.png,1169,1382,1681,1894,1134,1654,1716,1768,self_original,test/attack/digital_3/huawei/arabic-NF-1098.jpg,digital_3,original_only,0
d0315a9b68eddb5bd50529a7,test/attack/digital_3/huawei/arabic-NF-1098.jpg,arabic-NF-1098,attack,digital_3,huawei,1,68,name,data/processed/text_patch512_official/digital_3/huawei/d0315a9b68eddb5bd50529a7.png,1104,500,1616,1012,1107,699,1550,813,self_original,test/attack/digital_3/huawei/arabic-NF-1098.jpg,digital_3,original_only,0
34d60a9240445182fe4c60b0,test/attack/digital_3/huawei/arabic-NF-1100.jpg,arabic-NF-1100,attack,digital_3,huawei,1,50,dob,data/processed/text_patch512_official/digital_3/huawei/34d60a9240445182fe4c60b0.png,1204,1024,1716,1536,1149,1212,1772,1349,self_original,test/attack/digital_3/huawei/arabic-NF-1100.jpg,digital_3,original_only,0
22d0bcf8a05633e475c3de4b,test/attack/digital_3/huawei/arabic-NF-1100.jpg,arabic-NF-1100,attack,digital_3,huawei,1,50,doe,data/processed/text_patch512_official/digital_3/huawei/22d0bcf8a05633e475c3de4b.png,1192,1460,1704,1972,1138,1733,1758,1870,self_original,test/attack/digital_3/huawei/arabic-NF-1100.jpg,digital_3,original_only,0
a6211c542f83e9e510f6e9b4,test/attack/digital_3/huawei/arabic-NF-1100.jpg,arabic-NF-1100,attack,digital_3,huawei,1,50,name,data/processed/text_patch512_official/digital_3/huawei/a6211c542f83e9e510f6e9b4.png,1270,530,1782,1042,1158,717,1893,854,self_original,test/attack/digital_3/huawei/arabic-NF-1100.jpg,digital_3,original_only,0
5fbb93a954ea078afbf1fb03,test/attack/digital_3/huawei/arabic-NM-1029.jpg,arabic-NM-1029,attack,digital_3,huawei,1,64,dob,data/processed/text_patch512_official/digital_3/huawei/5fbb93a954ea078afbf1fb03.png,1187,1030,1699,1542,1151,1217,1735,1354,self_original,test/attack/digital_3/huawei/arabic-NM-1029.jpg,digital_3,original_only,0
6f4148c3048a9b5cdaf18f2c,test/attack/digital_3/huawei/arabic-NM-1029.jpg,arabic-NM-1029,attack,digital_3,huawei,1,64,doe,data/processed/text_patch512_official/digital_3/huawei/6f4148c3048a9b5cdaf18f2c.png,1190,1465,1702,1977,1140,1744,1753,1884,self_original,test/attack/digital_3/huawei/arabic-NM-1029.jpg,digital_3,original_only,0
7ddbc7bcc9ca5097316a24b6,test/attack/digital_3/huawei/arabic-NM-1029.jpg,arabic-NM-1029,attack,digital_3,huawei,1,64,name,data/processed/text_patch512_official/digital_3/huawei/7ddbc7bcc9ca5097316a24b6.png,1325,534,1837,1046,1163,721,1999,858,self_original,test/attack/digital_3/huawei/arabic-NM-1029.jpg,digital_3,original_only,0
0ac9422ca3e67963b8a53cd5,test/attack/digital_3/huawei/arabic-NM-1064.jpg,arabic-NM-1064,attack,digital_3,huawei,1,52,dob,data/processed/text_patch512_official/digital_3/huawei/0ac9422ca3e67963b8a53cd5.png,1192,1028,1704,1540,1138,1215,1758,1352,self_original,test/attack/digital_3/huawei/arabic-NM-1064.jpg,digital_3,original_only,0
fc071b1baca8c033f9546183,test/attack/digital_3/huawei/arabic-NM-1064.jpg,arabic-NM-1064,attack,digital_3,huawei,1,52,doe,data/processed/text_patch512_official/digital_3/huawei/fc071b1baca8c033f9546183.png,1181,1464,1693,1976,1127,1739,1747,1879,self_original,test/attack/digital_3/huawei/arabic-NM-1064.jpg,digital_3,original_only,0
c402c4edf9303c89ae52f13d,test/attack/digital_3/huawei/arabic-NM-1064.jpg,arabic-NM-1064,attack,digital_3,huawei,1,52,name,data/processed/text_patch512_official/digital_3/huawei/c402c4edf9303c89ae52f13d.png,1424,536,1936,1048,1147,721,2214,864,self_original,test/attack/digital_3/huawei/arabic-NM-1064.jpg,digital_3,original_only,0
a30e18f4c3fa915e24a41c88,test/attack/digital_3/huawei/arabic-NM-1090.jpg,arabic-NM-1090,attack,digital_3,huawei,1,55,dob,data/processed/text_patch512_official/digital_3/huawei/a30e18f4c3fa915e24a41c88.png,1212,1026,1724,1538,1148,1214,1788,1351,self_original,test/attack/digital_3/huawei/arabic-NM-1090.jpg,digital_3,original_only,0
fe7b9420090c808777b34334,test/attack/digital_3/huawei/arabic-NM-1090.jpg,arabic-NM-1090,attack,digital_3,huawei,1,55,doe,data/processed/text_patch512_official/digital_3/huawei/fe7b9420090c808777b34334.png,1176,1461,1688,1973,1140,1737,1725,1874,self_original,test/attack/digital_3/huawei/arabic-NM-1090.jpg,digital_3,original_only,0
58ca4479bdfe42a78bf4a922,test/attack/digital_3/huawei/arabic-NM-1090.jpg,arabic-NM-1090,attack,digital_3,huawei,1,55,name,data/processed/text_patch512_official/digital_3/huawei/58ca4479bdfe42a78bf4a922.png,1172,531,1684,1043,1160,720,1697,854,self_original,test/attack/digital_3/huawei/arabic-NM-1090.jpg,digital_3,original_only,0
